ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Connected Functionality,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2263341,Avalon,A1-3.1CFDDBLK,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,No,,,,03/20/2016,03/23/2016,United States,ES_1132323_A1-3.1CFDDBLK_03252016091442_7282050,No
2263342,Avalon,A1-3.1CFDDSS,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,No,,,,03/20/2016,03/23/2016,United States,ES_1132323_A1-3.1CFDDSS_03252016091453_7293810,No
2309224,Avanti,AR17T1B,",AR17T0W,; ,AR17T3S,",Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,20.1,17.7,1.7,1.7,238,275,13,No,,,,11/15/2017,01/16/2018,United States,ES_92257_AR17T1B_11232017092331_4355584,No
2216363,Avanti,AR2406W,",AR2416B,",Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,25,18.5,2.2,2.2,230,279,18,No,,,,07/21/2014,07/22/2014,United States,ES_92257_AR2406W_07212014164849_4965174,No
2303594,Avanti,AR24T3S,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,24.9,18.5,2.4,2.4,238,281,15,No,,,,09/01/2017,09/14/2017,United States,ES_92257_AR24T3S_09122017132724_1491662,No
2215460,Avanti,AR321BB,",AR323SB,",Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,18.7,3.2,3.2,259,289,10,No,,,,07/09/2014,08/27/2014,United States,ES_92257_AR321BB_07092014154345_4110223,No
2315136,Avanti,AR321BB,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.5,18.7,3.2,3.2,259,289,10,No,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_AR321BB_03012018110822_70170417,No
2215426,Avanti,AR4446B,"AR4456SS,,",Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,32.7,19.7,4.4,4.4,269,300,10,No,,,,07/09/2014,07/10/2014,United States,ES_92257_AR4446B_07092014155859_6016198,No
2315137,Avanti,AR4446B,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.1,19.5,4.4,4.4,269,300,10,No,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_AR4446B_03012018110822_70170417,No
2315138,Avanti,AR4456SS,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.1,19.5,4.4,4.4,269,300,10,No,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_AR4456SS_03012018110822_70170417,No
2263737,Avanti,AR52T3SB,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.7,23.4,5.2,5.2,258,307,16,No,,,,04/01/2016,04/06/2016,"United States, Canada",ES_0092257_AR52T3SB04032016015944_70072708,No
2315130,Avanti,FF116B0W,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,28.9,11.6,14,310,347,11,No,,,,01/20/2018,11/27/2017,"United States, Canada",ES_0092257_FF116B0W_03012018110927_70171466,Yes
2315131,Avanti,FF116B1B,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,28.9,11.6,14,310,347,11,No,,,,01/20/2018,11/27/2017,"United States, Canada",ES_0092257_FF116B1B_03012018110927_70171466,Yes
2315132,Avanti,FF116B3S,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,28.9,11.6,14,310,347,11,No,,,,01/20/2018,11/27/2017,"United States, Canada",ES_0092257_FF116B3S_03012018110927_70171466,Yes
2325261,Avanti,FF145H*,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.3,27.6,14.5,17.2,325,373,13,No,,,,08/31/2018,09/04/2018,"United States, Canada",ES_92257_FF145H*_09042018022304_7784034,Yes
2293986,Avanti,FF21D0W,",FF21D1B,; ,FF21D3S,",Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,No,,,,04/10/2017,04/10/2017,"United States, Canada",ES_92257_FF21D0W_04112017062717_2037345,Yes
2215434,Avanti,FF45006W,,Compact,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,43.5,19.1,4.3,5.1,359,399,10,No,,,,06/25/2014,06/25/2014,"United States, Canada",ES_92257_FF45006W_06252014162621_991174,No
2315127,Avanti,FF7B0W,,Compact,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,55.8,23.4,7,8.4,393,438,10,No,,,,01/20/2018,01/04/2018,"United States, Canada",ES_0092257_FF7B0W_03012018110927_70171466,No
2315128,Avanti,FF7B1B,,Compact,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,55.8,23.4,7,8.4,393,438,10,No,,,,01/20/2018,01/04/2018,"United States, Canada",ES_0092257_FF7B1B_03012018110927_70171466,No
2315129,Avanti,FF7B3S,,Compact,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,55.8,23.4,7,8.4,393,438,10,No,,,,01/20/2018,01/04/2018,"United States, Canada",ES_0092257_FF7B3S_03012018110927_70171466,No
2231281,Avanti,FFBM102D0W,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,60,24,10.2,12.6,370,429,14,No,,,,01/20/2015,01/20/2015,"United States, Canada",ES_92257_FFBM102D0W_01212015055835_9915010,No
2231282,Avanti,FFBM102D2P,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,60,24,10.2,12.6,370,429,14,No,,,,01/20/2015,01/20/2015,"United States, Canada",ES_92257_FFBM102D2P_01212015055853_9933508,No
2242269,Avanti,FFBM102D3S,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,60,24,10.2,12.6,370,429,14,No,,,,06/20/2015,06/26/2015,"United States, Canada",ES_92257_FFBM102D3S_06262015090226_9346088,No
2214594,Avanti,FFBM45136SS,,Compact,15 - Compact Refrigerator-Freezer - automatic defrost with Bottom-Mounted freezer,Automatic,Yes,No,No,No,No,44.4,19.1,4.5,5.6,340,405,16,No,,,,07/07/2014,07/07/2014,United States,ES_92257_FFBM45136SS_07072014111550_6561512,No
2311093,Avanti,FFBM92H*,",FFBM92H0W, FFBM92H3S,",Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.8,23.8,9.2,11.3,374,417,10,No,,,,02/09/2018,02/05/2018,"United States, Canada",ES_0092257_FFBM92H*_02052018033310_70172689,No
2215468,Avanti,RA3106WT,"RA3116BT,,; RA3126PST,,; RA3136SST,,",Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.5,18.9,3.1,3.7,320,358,11,No,,,,07/09/2014,07/10/2014,United States,ES_92257_RA3106WT_07092014155027_2381708,No
2294871,Avanti,RA31B0W,"RA31B1B, RA31B3S,RA31B1B, RA31B3S,",Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.5,18.5,3.1,3.7,320,358,11,No,,,No,04/16/2017,04/09/2017,United States,ES_92257_RA31B0W_04252017183523_0000001,No
2315142,Avanti,RA31B0W,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,No,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B0W_03012018110822_70170417,No
2315143,Avanti,RA31B1B,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,No,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B1B_03012018110822_70170417,No
2315144,Avanti,RA31B3S,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.9,18.5,3.1,3.8,320,358,11,No,,,,01/22/2018,01/12/2018,"United States, Canada",ES_0092257_RA31B3S_03012018110822_70170417,No
2317775,Avanti,RA45B3S,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,44.3,18.7,4.5,5.4,327,368,11,No,,,,03/31/2018,03/14/2017,"United States, Canada",ES_0092257_RA45B3S_03292018034257_70177409,No
2308958,Avanti,RA48H*,",RA48H0W;RA48H1B;RA48H3S,",Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,50.4,18.7,4.9,5.9,328,371,12,No,,,,01/05/2018,01/08/2018,"United States, Canada",ES_92257_RA48H*_01102018055638_3798628,No
2215469,Avanti,RA7306WT,"RA7316PST,,",Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.3,21.7,7.4,8.4,345,385,10,No,,,,07/09/2014,07/10/2014,United States,ES_92257_RA7306WT_07092014155251_1173822,No
2295334,Avanti,RA7326BT,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,52.3,21.7,7.4,8.4,345,385,10,No,,,,05/01/2017,04/28/2017,"United States, Canada",ES_92257_RA7326BT_04262017182802_7628442,No
2310828,Avanti,RM24T1B,",RM24T4R,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.9,18.5,2.4,2.4,200,238,16,No,,,,01/01/2018,06/05/2018,United States,ES_92257_RM24T1B_01232018161611_3669244,No
2232684,Avanti,RM27B2P,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,27.4,18.7,2.7,2.7,214,240,11,No,,,,01/12/2015,01/13/2015,"United States, Canada",ES_92257_RM27B2P_01122015161728_3066522,No
2315145,Avanti,RM27B2P,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,27.4,18.7,2.7,2.7,214,240,11,No,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM27B2P_03012018110822_70170417,No
2315146,Avanti,RM27B3S,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,27.4,18.7,2.7,2.7,214,240,11,No,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM27B3S_03012018110822_70170417,No
2315140,Avanti,RM3306W,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.3,3.3,220,245,10,No,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM3306W_03012018110822_70170417,No
2215457,Avanti,RM3316B,",RM3306W,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.3,3.3,220,245,10,No,,,,07/09/2014,07/10/2014,United States,ES_92257_RM3316B_07092014151134_5711633,No
2315139,Avanti,RM3316B,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.3,3.3,220,245,10,No,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM3316B_03012018110822_70170417,No
2215459,Avanti,RM4406W,",RM4416B,; ,RM4436SS,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.7,19.7,4.4,4.4,228,254,10,No,,,,07/09/2014,07/10/2014,United States,ES_92257_RM4406W_07092014153250_4381372,No
2315134,Avanti,RM4406W,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.5,4.4,4.4,228,254,10,No,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM4406W_03012018110822_70170417,No
2315133,Avanti,RM4416B,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.5,4.4,4.4,228,254,10,No,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM4416B_03012018110822_70170417,No
2315135,Avanti,RM4436SS,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.5,4.4,4.4,228,254,10,No,,,,01/22/2018,11/28/2017,"United States, Canada",ES_0092257_RM4436SS_03012018110822_70170417,No
2263736,Avanti,RM52T1BB,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.7,23.4,5.2,5.2,228,260,12,No,,,,04/01/2016,04/06/2016,"United States, Canada",ES_0092257_RM52T1BB04032016015944_70072708,No
2214120,Avanti,RMS551SS,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,33.5,30.9,5.6,7.3,338,379,11,No,,,,06/25/2014,06/25/2014,"United States, Canada",ES_0092257_RMS551SS_06192014035200_2738658,No
2294872,Avanti,RMX45B0W,"RMX45B1B, RMX45B3S,RMX45B1B, RMX45B3S,",Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,21.5,4.5,5,265,297,11,No,,,No,04/16/2017,04/09/2017,"United States, Canada",ES_92257_RMX45B0W_04252017185233_0000001,No
2315141,Avanti,RMX45B3S,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,21.4,4.5,5,265,297,11,No,,,,01/22/2018,01/10/2018,"United States, Canada",ES_0092257_RMX45B3S_03012018110822_70170417,No
2315108,AVG,ARTM101SE,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.1,26.2,10.1,12.2,297,332,11,No,,,,01/20/2018,11/27/2017,"United States, Canada",ES_1125680_ARTM101SE_03012018110927_70171466,Yes
2315107,AVG,ARTM101WE,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.1,26.2,10.1,12.2,297,332,11,No,,,,01/20/2018,11/27/2017,"United States, Canada",ES_1125680_ARTM101WE_03012018110927_70171466,Yes
2315114,AVG,ARTM116SE,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,28.9,11.6,14,310,347,11,No,,,,01/20/2018,11/27/2017,"United States, Canada",ES_1125680_ARTM116SE_03012018110927_70171466,Yes
2315113,AVG,ARTM116WE,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,28.9,11.6,14,310,347,11,No,,,,01/20/2018,11/27/2017,"United States, Canada",ES_1125680_ARTM116WE_03012018110927_70171466,Yes
2254872,Beko,BBBF2410IM,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,72,22,8,9.4,465,509,10,No,,,No,10/12/2015,12/14/2015,"United States, Taiwan, Canada",ES_1036108_BBBF2410IM_12022015102143_868036,No
2331795,Beko,BFBF2412SL,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,66.9,23.2,10.7,13.3,294,435,32,No,,,,04/30/2016,12/18/2018,"United States, Canada",ES_1036108_BFBF2412SL_12192018214909_6149474,Yes
2331796,Beko,BFBF2412SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,66.9,23.2,10.7,13.3,294,435,32,No,,,,04/30/2016,12/18/2018,"United States, Canada",ES_1036108_BFBF2412SS_12192018214945_6185758,Yes
2331797,Beko,BFBF2412WH,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,66.9,23.2,10.7,13.3,294,435,32,No,,,,04/30/2016,12/18/2018,"United States, Canada",ES_1036108_BFBF2412WH_12192018215010_6210517,Yes
2254850,Beko,BFBF2413SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,73,24,11.3,14,395,441,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BFBF2413SS_12022015102902_553858,No
2254823,Beko,BFBF2413SSIM,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,73,24,11.1,13.5,475,520,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BFBF2413SSIM_12022015102346_6202204,No
2254857,Beko,BFBF2715GSIM,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,76,28,16.4,20,525,578,11,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BFBF2715GSIM_12022015103118_8995919,No
2254860,Beko,BFBF2715SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,76,28,16.8,20.7,445,500,11,No,,,No,10/12/2015,12/14/2015,"United States, Taiwan, Canada",ES_1036108_BFBF2715SS_12022015103322_2618982,No
2254856,Beko,BFBF2715SSIM,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,76,28,16.4,20,525,578,11,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BFBF2715SSIM_12022015103118_6055109,No
2254869,Beko,BFBF3018SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,68,30,16.2,20.1,444,495,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BFBF3018SS_12022015094648_6103463,No
2254865,Beko,BFBF3018SSIM,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,68,30,16.2,20.1,528,579,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BFBF3018SSIM_12022015094409_8887429,No
2254866,Beko,BFBF3018SSIML,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,68,30,16.2,20.1,528,579,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BFBF3018SSIML_12022015094409_6252518,No
2254870,Beko,BFBF3018SSL,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,68,30,16.2,20.1,444,495,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BFBF3018SSL_12022015094648_8453904,No
2253907,Beko,BFFD3620SS,",BFFD3620SS,Manufacturers Basic Model number for family: G91629NU",Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,69.7,37.7,19.9,24.9,566,621,10,No,,,No,06/24/2015,06/24/2015,"United States, Canada",ES_1036108_BFFD3620SS_11132015154706_8253290,No
2242290,Beko,BFFD3622SS,",BFFD3622SS,Manufacturers Basic Model number for family: G91629NWU",Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,69.7,37.7,19.9,24.9,566,621,10,No,,,No,06/24/2015,06/24/2015,"United States, Canada",ES_1036108_BFFD3622SS_06262015113508_8330805,No
2319117,Beko,BFFD3624SS,",BFFD3624SS,Manufacturers Basic Model number for family: G91629NWU",Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,69.7,37.7,19.9,24.9,566,621,10,No,,,No,04/01/2018,06/24/2015,"United States, Canada",ES_1036108_BFFD3624SS_03242018095908_2246820,No
2317771,Beko,BFFD3626SS,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,71.7,35.8,19.8,24.7,565,620,10,No,,,No,06/01/2018,04/06/2018,"United States, Canada",ES_1036108_BFFD3626SS_03242018083847_9570565,No
2256570,Beko,BFTF2715SSIM,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,No,Yes,Yes,68,28,12.6,14.8,400,437,10,No,,,No,10/12/2015,01/12/2016,"United States, Taiwan, Canada",ES_1036108_BFTF2715SSIM_11302015134611_4959375,Yes
2319116,Beko,BRFD2030SS,",BRFD2030SS,Manufacturers Basic Model number for family: G91629NU",Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,69.7,37.7,19.9,24.9,566,621,10,No,,,No,04/01/2018,06/24/2015,"United States, Canada",ES_1036108_BRFD2030SS_03242018095908_5037195,No
2267986,Beko & Blomberg,K60340N,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,66.9,23.2,10.7,13.3,294,435,32,No,,,,04/30/2016,05/26/2016,"United States, Canada",ES_1036108_K60340N_05262016195949_2789018,Yes
2312513,Bertazzoni,REF24BMX,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23.4,11.8,14.6,401,446,10,No,,,,09/06/2017,09/17/2014,"United States, Canada",ES_1133661_REF24BMX_09142017193809_9909479,No
2229666,Absocold,ARD1033F*14R/L,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59,24,10.3,12.1,297,331,10,No,,,,12/08/2014,12/04/2014,United States,ES_0092255_ARD1033F*14R/L_12042014111045_70017616,Yes
2221127,Absocold,ARD104AB14R/L,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,20,15,1.1,1.1,242,269,10,No,,,,09/30/2014,09/29/2014,United States,ES_0092255_ARD104AB14R/L_10022014111547_2767635,No
2221128,Absocold,ARD204AB14R/L,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,22,19,2,2,249,278,10,No,,,,09/30/2014,09/29/2014,United States,ES_0092255_ARD204AB14R/L_10022014111547_2767635,No
2221129,Absocold,ARD204ABS14R/L,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,22,19,2,2,249,278,10,No,,,,09/30/2014,09/29/2014,United States,ES_0092255_ ARD204ABS14R/L _10022014111547_2767635,No
2218001,Absocold,ARD244A*10R/L,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,25,18.6,2.3,2.3,223,280,20,No,,,,08/25/2014,08/27/2014,United States,ES_0092255_ ARD244A*10R/L _08272014021903_2752402,No
2218005,Absocold,ARD298C*14R/L,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.3,18.6,3,3.6,319,357,11,No,,,,08/01/2014,08/27/2014,United States,ES_0092255_ ARD298C*14R _08272014021903_2752402,No
2218013,Absocold,ARD369A*14R/L,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.3,18.6,3.6,3.6,262,292,10,No,,,,08/18/2014,08/27/2014,United States,ES_0092255_ARD369A*14R/L_08272014021903_2752402,No
2218024,Absocold,ARD484F*10R/L,,Compact,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,46,18.6,4.8,5.8,346,408,15,No,,,,09/05/2014,08/27/2014,United States,ES_0092255_ARD484F*10R/L_08272014021903_2752402,No
2331018,alcove,NPGB9,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.7,17.5,3.2,3.2,219,244,10,No,,,,12/06/2018,12/06/2018,United States,ES_1139258_NPGB9_12072018063123_4283800,No
2331019,alcove,NPGCA,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,26.6,17.5,2.5,2.5,212,239,11,No,,,,12/06/2018,12/06/2018,United States,ES_1139258_NPGCA_12072018064816_5296902,No
2220334,Amana,AMA31**E,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.7,18.8,3.1,3.8,320,358,11,No,,,,09/25/2014,09/10/2014,"United States, Canada",ES_22856_AMA31**E_08292014121549_70010880,No
2206035,Amana,AMA43BKE,,Compact,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,22,19.9,4.2,4.2,228,290,21,No,,,,03/13/2014,03/07/2014,"United States, Canada",ES_1108549_AMA43BKE_03122014054518_2688030,No
2298477,Amana,AMA43R**E,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,31.7,19.9,4.3,4.3,268,299,10,No,,,,10/23/2017,05/24/2017,"United States, Canada",ES_22856_AMA43R**E_05172017115223_70134709,No
2253717,Amana,ART348FFF***,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65.4,29.8,18.2,22.1,370,412,10,No,,,,12/14/2015,11/19/2015,"United States, Canada",ES_0022856_ART348FFF***_11222015014057_70054450,Yes
2272160,Amana,ART348FFF***,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,No,Yes,No,65.4,29.8,18.2,22.1,455,496,10,No,,,,12/14/2015,06/14/2016,"United States, Canada",ES_0022856_ART348FFF***_07112016115240_70084302,Yes
2260795,Arcitc King,AFRM016AEB,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232,11,No,,,,02/01/2016,02/16/2015,United States,ES_1030337_AFRM016AEB_02262016110322_4602889,No
