ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Connected Functionality,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2239306,Danby or Danby Designer,DAR044CA6*,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,32.7,20.7,4.4,4.4,268,300,11,No,,,,05/13/2015,05/11/2015,"United States, Canada",ES_0031682_DAR044CA6*_04152015071423_70029315,No
2288929,Danby or Danby Designer,DAR044CA7*,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,32.7,20.7,4.4,4.4,268,300,11,No,,,,01/30/2017,01/17/2017,"United States, Canada",ES_0031682_DAR044CA7*_01182017113326_70116194,No
2212651,Danby or Danby Designer,DCR016A3*,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.7,17.7,1.6,1.6,207,232,11,No,,,,06/12/2014,05/27/2014,"United States, Canada",ES_0031682_DCR016A3*_06102014033951_2718267,No
2212652,Danby or Danby Designer,DCR032A2*,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.7,17.7,3.2,3.2,218,244,11,No,,,,06/12/2014,05/27/2014,"United States, Canada",ES_0031682_DCR032A2*_06102014033951_2718267,No
2212653,Danby or Danby Designer,DCR044A2*,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.7,20.1,4.4,4.4,226,254,11,No,,,,06/12/2014,05/27/2014,"United States, Canada",ES_0031682_DCR044A2*_06102014033951_2718267,No
2321220,Danby or Danby Designer,DCR044A4*,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.7,20.1,4.4,4.4,226,254,11,No,,,,06/15/2018,05/23/2018,"United States, Canada",ES_0031682_DCR044A4*_06042018115247_70180603,No
2288928,Danby or Danby Designer,DCR047A1*,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,47.7,19,4.6,5.9,331,371,11,No,,,,01/30/2017,01/17/2017,"United States, Canada",ES_0031682_DCR047A1*_01182017113326_70116194,No
2235169,DCS,RF24BT*1,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,33.8,23.9,5.7,5.7,267,312,14,No,,,,03/14/2015,03/16/2015,"United States, Canada",ES_1100125_RF24BT*1_03192015020551_70027389,No
2235167,DCS,RF24DE3,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,33.8,23.9,5,5,202,305,34,No,,,,03/02/2015,03/16/2015,"United States, Canada",ES_1100125_Rf24DE3_03192015020551_70027389,No
2235166,DCS,RF24LE3,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,33.8,23.9,5.1,5.1,186,306,39,No,,,,03/02/2015,03/16/2015,"United States, Canada",ES_1100125_RF24LE3_03192015020551_70027389,No
2235165,DCS,RF24RE3,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,33.8,23.9,5.1,5.1,186,306,39,No,,,,03/02/2015,03/16/2015,"United States, Canada",ES_1100125_RF24RE3_03192015020551_70027389,No
2235168,DCS,RF24T*1,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,33.8,23.9,5.7,5.7,267,312,14,No,,,,03/14/2015,03/16/2015,"United States, Canada",ES_1100125_RF24T*1_03192015020551_70027389,No
2245081,DCS,RS36(X),",RS36A80 - DCS,; RS36(X),RS36(X),",Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,72,35,16.8,20.7,561,615,10,No,,,,09/15/2015,07/31/2015,"United States, Canada",ES_31708_RS36(X)_08052015164529_3129572,No
2301888,Diplomat,PAR023C2*,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,25,18.7,2.3,2.3,247,280,12,No,,,,07/30/2017,07/25/2017,"United States, Canada",ES_0031682_PAR023C2*_07242017113020_70149328,No
2305172,Diplomat,PAR023C2*,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,25,18.7,2.3,2.3,252,280,10,No,,,,10/20/2017,10/19/2017,"United States, Canada",ES_0031682_PAR023C2*_10112017114050_70152633,No
2312512,Bertazzoni,REF31BMXR,",REF31BMXL,",Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,73.2,31.1,17,20.7,449,500,10,No,,,,09/06/2017,08/20/2014,"United States, Canada","ES_1133661_REF31BMXR,REF31BMXL_09142017193420_9468042",No
2307899,BLACK DECKER,BCRDK32,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,34.1,23.5,3.1,3.8,321,358,10,No,,,,12/13/2017,12/13/2017,United States,ES_1126481_BCRDK32_12152017120549_9549187,No
2307900,BLACK DECKER,BCRDK56,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.8,18.7,5.5,5.5,235,262,10,No,,,,12/13/2017,12/13/2017,United States,ES_1126481_BCRDK56_12152017120610_9570343,No
2269098,BLACK DECKER,BCRK17B,",BCRK17B4; BCRK17V4;BCRK17W4,; ,BCRK17V,; ,BCRK17W,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.7,17.5,1.7,1.7,201,232,13,No,,,,05/20/2016,06/02/2016,United States,ES_1126481_BCRK17B_06072016062234_0554843,No
2269097,BLACK DECKER,BCRK25B,",BCRK25B4; BCRK25V4; BCRK25W4,; ,BCRK25V,; ,BCRK25W,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,26.6,17.5,2.5,2.5,212,239,11,No,,,,05/20/2016,06/02/2016,United States,ES_1126481_BCRK25B_06072016062357_0637231,No
2269096,BLACK DECKER,BCRK32B,",BCRK32B4; BCRK32V4; BCRK32W4,; ,BCRK32V,; ,BCRK32W,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.7,17.5,3.2,3.2,219,244,10,No,,,,05/20/2016,06/02/2016,United States,ES_1126481_BCRK32B_06072016062543_0743771,No
2269095,BLACK DECKER,BCRK43B,",BCRK43B4; BCRK43V4; BCRK43W4,; ,BCRK43V,; ,BCRK43W,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.7,20.6,4.3,4.3,226,253,11,No,,,,05/20/2016,06/02/2016,United States,ES_1126481_BCRK43B_06072016062708_0828350,No
2223784,Blomberg,BRFB1042WHN,"K60310HU,BRFB1042SLN,; K60310HU,BRFB1042SSN,",Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,56.8,19.7,8.8,10.8,370,413,10,No,,,No,08/27/2014,10/28/2014,"United States, Canada",ES_1036108_BRFB1042WHN_08282014175518_9697992,No
2331798,Blomberg,BRFB1044SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,66.9,23.2,10.7,13.3,294,435,32,No,,,,04/30/2016,12/18/2018,"United States, Canada",ES_1036108_BRFB1044SS_12192018215042_6242838,Yes
2331799,Blomberg,BRFB1044WH,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,66.9,23.2,10.7,13.3,294,435,32,No,,,,04/30/2016,12/18/2018,"United States, Canada",ES_1036108_BRFB1044WH_12192018215107_6267845,Yes
2226044,Blomberg,BRFB1051FFBIN,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,69.7,22,8.4,10.2,387,433,11,No,,,No,07/01/2016,11/18/2014,"United States, Canada",ES_1036108_BRFB10150FFBIN_11202014120101_5652124,No
2254871,Blomberg,BRFB1052FFBIN,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,72,22,8,9.4,465,509,10,No,,,No,10/12/2015,12/14/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1052FFBIN_12022015102143_436517,No
2223801,Blomberg,BRFB1152SSN,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,37.8,19.7,9.8,11.8,378,421,10,No,,,No,08/27/2014,10/16/2014,"United States, Canada",ES_1036108_BRFB1152SSN_09192014151242_8852655,No
2254849,Blomberg,BRFB1312SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,73,24,11.3,14,395,441,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1312SS_12022015102902_6977197,No
2254822,Blomberg,BRFB1322SS,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,73,24,11.1,13.5,475,520,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1322SS_12022015102346_5770685,No
2223805,Blomberg,BRFB1452SSN,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,41.7,24.3,13.8,16.1,412,459,10,No,,,No,08/27/2014,10/28/2014,"United States, Canada",ES_1036108_BRFB1452SSN_09192014152623_9926111,No
2254859,Blomberg,BRFB1512SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,76,28,16.8,20.7,445,500,11,No,,,No,10/12/2015,12/14/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1512SS_12022015103322_125543,No
2254855,Blomberg,BRFB1522SS,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,76,28,16.4,20,525,578,11,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1522SS_12022015103118_4184839,No
2226085,Blomberg,BRFB1812SS,"K74505NU,BRFB1812SSL,",Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,46.7,24.8,16.2,20.1,444,495,10,No,,,No,06/30/2014,11/26/2014,"United States, Canada",ES_1036108_BRFB1812SS_08282014140802_2101404,No
2254868,Blomberg,BRFB1812SSLN,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,68,30,16.2,20.1,444,495,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1812SSLN_12022015094648_2999536,No
2254867,Blomberg,BRFB1812SSN,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,68,30,16.2,20.1,444,495,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1812SSN_12022015094648_8339654,No
2254864,Blomberg,BRFB1822SSLN,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,68,30,16.2,20.1,528,579,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1822SSLN_12022015094409_798151,No
2254863,Blomberg,BRFB1822SSN,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,68,30,16.2,20.1,528,579,10,No,,,No,10/12/2015,12/02/2015,"United States, Taiwan, Canada",ES_1036108_BRFB1822SSN_12022015094408_1110956,No
2317770,Blomberg,BRFD2034SS,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,71.7,35.8,19.8,24.7,565,620,10,No,,,No,06/01/2018,04/06/2018,"United States, Canada",ES_1036108_BRFD2034SS_03242018083847_7712976,No
2242289,Blomberg,BRFD2230SS,",BRFD2230SS,Manufacturers Basic Model number for family: G91629NWU",Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,69.7,37.7,19.9,24.9,566,621,10,No,,,No,06/24/2015,06/24/2015,"United States, Canada",ES_1036108_BRFD2230SS_06262015113507_7531091,No
2317769,Blomberg,BRFD2234SS,",BRFD2234SS,Manufacturers Basic Model number for family: G91626NWLU",Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,71.7,35.8,19.8,24.7,565,620,10,No,,,No,06/01/2018,04/06/2018,"United States, Canada",ES_1036108_BRFD2234SS_03242018083847_5290796,No
2226084,Blomberg,BRFD2650SSN,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,72.8,35.8,23.4,29.4,680,747,10,No,,,No,11/11/2014,11/18/2014,"United States, Canada",ES_1036108_BRFD2650SSN_11202014113510_1220209,No
2265288,Blomberg,BRFD2652SS,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,72.8,35.8,23.4,29.4,680,747,10,No,,,No,11/11/2014,11/18/2014,"United States, Canada",ES_1036108_BRFD2652SS_04222016085603_506250,No
2256566,Blomberg,BRFT1522SS,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,No,Yes,Yes,68,28,12.6,14.8,400,437,10,No,,,No,10/12/2015,01/12/2016,"United States, Taiwan, Canada",ES_1036108_BRFT1522SS_11302015134610_7141687,Yes
2306587,Blomberg,G91631NELU,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,70.5,35.8,19.3,24.1,583,639,10,No,,,No,11/23/2015,11/20/2017,"United States, Taiwan, Canada",ES_1036108_G91631NELU_10262017120403_8633539,No
2317773,Blomberg,K76540NEBU,"BRFB1900FBI,K76540NEBU,7295745710",Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,83.5,29.8,16.4,20,473,525,10,No,,,No,11/13/2017,04/06/2018,"United States, Canada",ES_1036108_K76540NEBU_03072018113615_6612359,No
2307167,"Blomberg, beko",K76540NEBWU,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,83.5,29.8,16.4,20,557,609,10,No,,,No,11/30/2017,12/01/2017,"United States, Canada",ES_1036108_K76540NEBWU_11302017173331_2871972,No
2276488,Bosch,B09IB80NSP,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,69.8,22,9,10.8,394,438,10,No,,,,08/25/2016,08/24/2016,"United States, Canada",ES_0031649_B09IB80NSP_08252016045707_70092810,No
2288537,Bosch,B09IB81NSP,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,69.8,22,9,9.1,394,422,7,Yes,Wi-Fi,"802 11 BGN 2,4 Ghz",No,01/01/2017,12/22/2016,"United States, Canada",ES_0031649_B09IB81NSP_12222016042727_70113304,No
2240060,Bosch,B10CB80NVB,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23.6,10.3,12.3,345,426,19,No,,,,04/01/2015,04/01/2015,"United States, Canada",ES_31649_B10CB80NVB_05202015111833_159,No
2240061,Bosch,B10CB80NVS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23.6,10.3,12.3,345,426,19,No,,,,04/01/2015,04/01/2015,"United States, Canada",ES_31649_B10CB80NVS_05202015120420_161,No
2237542,Bosch,B10CB80NVW/01,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23.6,10.3,12.3,345,426,19,No,,,,04/01/2015,04/01/2015,"United States, Canada",ES_31649_B10CB80NVW/01_04082015103440_157,No
2207317,Bosch,B11CB50SSS/01,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,78.7,23.4,11.5,14.5,357,445,20,No,,,,04/01/2014,04/01/2014,"United States, Canada",ES_31649_B11CB50SSS/01_04012014095958_155,No
2250085,Bosch,B11CB81SSS/01,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,78.7,23.4,11.4,14.2,482,527,10,No,,,,10/01/2015,10/09/2015,"United States, Canada",ES_31649_B11CB81SSS/01_10122015150439_165,No
2302973,Bosch,B20CS30SNS,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.7,35.9,20.2,25.5,593,651,10,No,,,,11/01/2017,08/31/2017,"United States, Canada",ES_31649_B20CS30SNS_08312017072633_4393591,No
2290546,Bosch,B26FT50SNS,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.8,36,25,30.9,693,761,10,No,,,,05/01/2017,02/14/2017,"United States, Canada",ES_31649_B26FT50SNS_02142017070756_6076341,No
2233418,Bosch,B30BB830SS,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,83.7,30,16.3,19.9,546,608,12,No,,,,10/15/2014,09/10/2014,"United States, Canada",ES_0031649_B30BB830SS_06182014123848_2737291,No
2219302,Bosch,B30IB800SP,",,door handle and door makeup difference",Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,83.7,30,16.3,20,546,609,12,No,,,,10/15/2014,09/10/2014,"United States, Canada",ES_0031649_B30BB830SS_06182014123847_2737291,No
2303400,Bosch,B30IB900SP,"B30BB930SS,,Cosmetic, Network Communication",Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,83.7,30,16,19.4,498,603,20,No,,,,09/01/2017,08/24/2017,"United States, Canada",ES_0031649_B30IB900SP_08292017124701_70141391,No
2247950,Bosch,B30IR800SP,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,No,83.7,30,17.2,17.2,310,366,15,No,,,,09/11/2015,09/11/2015,"United States, Canada",ES_0031649_BO30IR800SP23847_KISDF18US_2737291,No
2303338,Bosch,B30IR900SP,",,Network Communication",Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,No,83.7,30,16.8,16.8,289,363,20,No,,,,09/01/2017,05/04/2017,"United States, Canada",ES_0031649_B30IR900SP_05082017020339_70129737,No
2219307,Bosch,B36BT830NS,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,83.7,36,19.7,24.2,590,648,10,No,,,,10/15/2014,09/10/2014,"United States, Canada",ES_0031649_B36BT830NS_06182014123847_2737291,No
2233411,Bosch,B36IT800NP,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,83.7,36,19.7,24.2,590,648,10,No,,,,10/15/2014,09/10/2014,"United States, Canada",ES_0031649_B36IT800NP_06182014123847_2737291,No
2303404,Bosch,B36IT900NP,"B36BT930NS,,Cosmetic, Network Communication",Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,83.7,36,19.4,23.6,585,643,10,No,,,,09/01/2017,08/24/2017,"United States, Canada",ES_0031649_B36IT900NP_08292017124701_70141391,No
2300527,Brigade,CFBI7360****,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,36,20,24.8,595,654,10,No,,,,07/21/2017,07/21/2017,"United States, Canada",ES_0031770_CFBI7360****_07252017025013_70149659,No
2300528,Brigade,CMVBI7360****,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,36,20,24.8,595,654,10,No,,,,07/21/2017,07/21/2017,"United States, Canada",ES_0031770_CMVBI7360****_07252017025013_70149659,No
2300526,Brigade,CVBI7360****,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,36,20,24.8,595,654,10,No,,,,07/21/2017,07/21/2017,"United States, Canada",ES_0031770_CVBI7360****_07252017025013_70149659,No
2330896,Cafe,CDE06RP*N***,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,34.3,23.9,5.7,5.7,279,312,11,No,,,,02/01/2019,12/06/2018,"United States, Canada",ES_1123206_CDE06RP*N***_12062018035149_70208816,No
2326482,Cafe,CFE28TP*M***,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69.9,35.8,27.8,34.8,725,797,10,No,,,,09/15/2018,09/25/2018,"United States, Canada",ES_1123206_CFE28TP*M***_09272018013720_70199441,No
2326483,Cafe,CFE28UP*M***,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69.9,35.8,27.8,34.8,725,797,10,No,,,,09/15/2018,09/25/2018,"United States, Canada",ES_1123206_CFE28UP*M***_09272018013720_70199441,No
2326484,Cafe,CWE23SP*M***,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69,35.9,23.1,28.5,596,653,10,No,,,,09/15/2018,09/25/2018,"United States, Canada",ES_1123206_CWE23SP*M***_09272018013720_70199441,No
2326485,Cafe,CYE22TP*M***,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.9,35.8,22.2,27.7,665,732,10,No,,,,09/15/2018,09/25/2018,"United States, Canada",ES_1123206_CYE22TP*M***_09272018013720_70199441,No
2326486,Cafe,CYE22UP*M***,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.9,35.8,22.2,27.7,665,732,10,No,,,,09/15/2018,09/25/2018,"United States, Canada",ES_1123206_CYE22UP*M***_09272018013720_70199441,No
2305355,Char-Broil,A107-7000-9000,,Compact,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,36,27,2.7,2.7,198,284,30,No,,,,12/15/2017,09/15/2017,"United States, Canada",ES_1140813_A107-7000-9000_10192017113049_70152992,No
2256429,CLASSIC,3760-912,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.8,24,9.9,12,296,331,11,No,,,,01/01/2016,12/18/2015,"United States, Canada",ES_1030337_3760-912_01042016122020_70057562,Yes
2256430,CLASSIC,3760-913,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.8,24,11.5,13.9,311,346,10,No,,,,01/01/2016,12/18/2015,"United States, Canada",ES_1030337_3760-913_01042016122020_70057562,Yes
2243850,Commercial Cool,WCRD31B,",WCRD31V,",Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.7,18.7,2.9,3.6,321,357,10,No,,,,07/07/2015,07/21/2015,United States,ES_1126481_WCRD31B_07072015142556_8702951,No
2310829,Conserv,MDRF375WED,",MDRF375WE,",Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23,10.5,12.8,350,430,19,No,,,,03/01/2018,02/01/2018,United States,ES_1140806_MDRF375WED_01222018183037_1393396,No
2220348,Crosley,CDT2181H*,"CDT2181H*,CDT2181H*,; CRDH2181N*,CRDH2181N*,",Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66,32.9,20.8,25.3,393,438,10,No,,,,11/20/2014,09/26/2014,"United States, Canada",ES_92264_CDT2181H*_09262014045622_7382049,Yes
2216733,Crosley,CFD28WIQ*,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69.9,35.6,27.1,33.8,717,788,10,No,,,,07/01/2014,07/30/2014,"United States, Canada",ES_1021080_CFD28WIQ*_07312014013553_70009750,No
2305936,Crosley,CFEH272IT*,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69.9,35.6,26.9,33.5,715,785,10,No,,,,11/06/2017,11/01/2017,"United States, Canada",ES_1021080_CFEH272IT*_11022017123942_70160998,No
2315120,Crosley,CRHH10RB,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.1,26.2,10.1,12.2,297,332,11,No,,,,01/20/2018,11/27/2017,"United States, Canada",ES_0092264_CRHH10RB_03012018110927_70171466,Yes
