ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Efficiency (Energy Factor) (L/kWh),Water Removal Capacity (pints/day),Fan Continuously Operates?,Date Available on Market,Date Qualified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2282850,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDCK-45AEN1-BB0,",MDUK-45AEN1-BB0,",2,45,Yes,10/25/2016,10/28/2016,United States,ES_1138537_MDCK-45AEN1-BB0_11012016104418_7058924,No
2282825,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDCK-50AEN1-BB0(A),",MDUK-50AEN1-BB0(A),",2,50,Yes,10/25/2016,10/28/2016,United States,ES_1138537_MDCK-50AEN1-BB0(A)_11012016104503_7103719,No
2282826,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDCK-50AEN1-BB0B,",MDCK-50AEN1-BB0; MDUK-50AEN1-BB0,; ,MDUK-50AEN1-BB0B,",2,50,Yes,10/25/2016,10/28/2016,United States,ES_1138537_MDCK-50AEN1-BB0B_11012016104536_7136687,No
2282828,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDCK-60AEN1-BB0,",MDUK-60AEN1-BB0,",2,60,Yes,10/25/2016,10/28/2016,United States,ES_1138537_MDCK-60AEN1-BB0_11012016104613_7173529,No
2282830,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDCK-70AEN1-BB0B,",MDCK-70AEN1-BB0; MDUK-70AEN1-BB0,; ,MDUK-70AEN1-BB0B,",2,70,Yes,10/25/2016,10/28/2016,United States,ES_1138537_MDCK-70AEN1-BB0B_11012016104650_7210520,No
2301628,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDP30SR71-A,",MDP30SR71,",2,30,Yes,08/04/2017,08/04/2017,United States,ES_1138537_MDP30SR71-A_08072017104050_2450442,No
2301629,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDP50SR71-A,",MDP50SR71,",2,50,Yes,08/04/2017,08/04/2017,United States,ES_1138537_MDP50SR71-A_08072017104101_2461589,No
2301630,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDP70SR71-A,",MDP70SR71,",2,70,Yes,08/04/2017,08/04/2017,United States,ES_1138537_MDP70SR71-A_08072017104117_2477116,No
2331431,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP3011ES2,,2,30,Yes,12/12/2018,12/13/2018,United States,ES_1138537_TDDP3011ES2_12142018061420_8060878,No
2331432,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP3011ES2C,,2,30,Yes,12/12/2018,12/13/2018,Canada,ES_1138537_TDDP3011ES2C_12142018062548_8748651,No
2331433,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP4511ES2C,,2,45,Yes,12/12/2018,12/13/2018,Canada,ES_1138537_TDDP4511ES2C_12142018065342_0422699,No
2331434,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP5011ES2,,2,50,Yes,12/12/2018,12/13/2018,United States,ES_1138537_TDDP5011ES2_12142018070927_1367680,No
2306042,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifier,TDDP7011ES2,,2,70,Yes,11/01/2017,11/06/2017,United States,ES_1138537_TDDP7011ES2_11062017085037_8237970,No
2331548,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP7011ES2C,,2,70,Yes,12/12/2018,12/13/2018,Canada,ES_1138537_TDDP7011ES2C_12142018081422_5262560,No
2331549,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP7011ES2P,,2,70,Yes,12/12/2018,12/13/2018,United States,ES_1138537_TDDP7011ES2P_12142018080910_4950962,No
2276222,"GE Appliances, a Haier Company",GE,ADEW50LW*#,ADEW50LW*#,",ADEL50LW*#,",2,50,Yes,08/15/2016,08/22/2016,United States,ES_1123206_ADEW50LW**_08042016164805_598108,No
2329871,"GE Appliances, a Haier Company",GE,ADEW50LY*#,ADEW50LY*#,",ADEL50LY*#,",2,50,Yes,10/15/2018,10/31/2018,United States,ES_1123206_ADEW50LY*#_10162018111936_9994775,No
2281448,"GE Appliances, a Haier Company",GE,ADEW70LW*#,ADEW70LW*#,",ADEL70LW*#,; ,APEH70LW*#,; ,APEL70LW*#,; ,APER70LW*#,",2,72,Yes,09/13/2016,09/19/2016,United States,ES_1123206_ADEW70LW**_09182016102410_5866968,No
2329600,"GE Appliances, a Haier Company",Haier,Dehumidfier,HEH45ET-L,,2,45,Yes,11/12/2018,11/14/2018,United States,ES_1123206_HEH45ET-L_11142018071332_9612319,No
2329601,"GE Appliances, a Haier Company",Haier,Dehumidfier,HEH50ET,,2,50,Yes,11/12/2018,11/14/2018,United States,ES_1123206_HEH50ET_11142018071247_9567655,No
2329602,"GE Appliances, a Haier Company",Haier,Dehumidfier,HEH50ET-L,,2,50,Yes,11/12/2018,11/14/2018,United States,ES_1123206_HEH50ET-L_11142018071140_9500057,No
2329603,"GE Appliances, a Haier Company",Haier,Dehumidfier,HEH50ET-T,,2,50,Yes,11/12/2018,11/14/2018,United States,ES_1123206_HEH50ET-T_11142018071208_9528782,No
2332403,"GE Appliances, a Haier Company",Haier,Dehumidifier,HEN70ETF1,,2,70,Yes,01/25/2019,01/30/2019,"United States, Canada",ES_1123206_HEN70ETF1_01302019052325_5805573,No
2286692,Gree Electric Appliances Inc. of Zhuhai,GREE,G17-30ESDEHC,G17-30ESDEHC,,2,30,No,12/25/2016,12/14/2016,"United States, Canada",ES_1105164_G17-30ESDEHC_12152016114524_70111512,No
2293047,Gree Electric Appliances Inc. of Zhuhai,GREE,G17-30ESDEHP,G17-30ESDEHP,,2,30,No,03/15/2017,01/23/2017,"United States, Canada",ES_1105164_G17-30ESDEHP_03242017114902_70117104,No
2293048,Gree Electric Appliances Inc. of Zhuhai,GREE,G17-50ESDEHP,G17-50ESDEHP,,2,50,No,03/15/2017,01/23/2017,"United States, Canada",ES_1105164_G17-50ESDEHP_03242017114902_70117104,No
2286693,Gree Electric Appliances Inc. of Zhuhai,GREE,G17-70ESDEHC,G17-70ESDEHC,,2,70,No,12/25/2016,12/14/2016,"United States, Canada",ES_1105164_G17-70ESDEHC_12152016114524_70111512,No
2293049,Gree Electric Appliances Inc. of Zhuhai,GREE,G17-70ESDEHP,G17-70ESDEHP,,2,70,No,03/15/2017,01/23/2017,"United States, Canada",ES_1105164_G17-70ESDEHP_03242017114902_70117104,No
2282154,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN30AQ-A3EBA1E,GDN30AQ-A3EBA1E,,2,30,No,10/29/2016,10/11/2016,"United States, Canada",ES_1105164_GDN30AQ-A3EBA1E_10112016041610_70095174,No
2284149,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN30AQ-A3EBA1F,GDN30AQ-A3EBA1F,,2,30,No,11/15/2016,10/25/2016,"United States, Canada",ES_1105164_GDN30AQ-A3EBA1F_11152016045156_70103849,No
2299715,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN30AQ-A3EBA1H,GDN30AQ-A3EBA1H,,2,30,No,06/12/2017,10/28/2016,"United States, Canada",ES_1105164_GDN30AQ-A3EBA1H_07122017074022_70131323,No
2301371,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN30AQ-A3EBA1I,GDN30AQ-A3EBA1I,,2,30,No,08/03/2017,07/27/2017,"United States, Canada",ES_1105164_GDN30AQ-A3EBA1I_08022017033556_70149946,No
2286695,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN30AZ-A3EBA1B,GDN30AZ-A3EBA1B,,2,30,No,12/25/2016,12/14/2016,"United States, Canada",ES_1105164_GDN30AZ-A3EBA1B_12152016114524_70111512,No
2286688,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN30AZ-A3EBA2B,GDN30AZ-A3EBA2B,,2,30,No,12/25/2016,12/14/2016,"United States, Canada",ES_1105164_GDN30AZ-A3EBA2B_12152016114524_70111512,No
2299722,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN30AZ-A3EBA2C,GDN30AZ-A3EBA2C,,2,30,No,06/12/2017,10/25/2016,"United States, Canada",ES_1105164_GDN30AZ-A3EBA2C_07122017074022_70131323,No
2282155,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN50AP-A3EBA1E,GDN50AP-A3EBA1E,,2,50,No,10/29/2016,10/11/2016,"United States, Canada",ES_1105164_GDN50AP-A3EBA1E_10112016041610_70095174,No
2284150,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN50AP-A3EBA1F,GDN50AP-A3EBA1F,,2,50,No,11/15/2016,10/25/2016,"United States, Canada",ES_1105164_GDN50AP-A3EBA1F_11152016045156_70103849,No
2299716,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN50AP-A3EBA1H,GDN50AP-A3EBA1H,,2,50,No,06/12/2017,10/28/2016,"United States, Canada",ES_1105164_GDN50AP-A3EBA1H_07122017074022_70131323,No
2301372,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN50AP-A3EBA1I,GDN50AP-A3EBA1I,,2,50,No,08/03/2017,07/27/2017,"United States, Canada",ES_1105164_GDN50AP-A3EBA1I_08022017033556_70149946,No
2286694,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN50AS-A3EBA1C,GDN50AS-A3EBA1C,,2,50,No,12/25/2016,12/14/2016,"United States, Canada",ES_1105164_GDN50AS-A3EBA1C_12152016114524_70111512,No
2299724,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN50AS-A3EBA1D,GDN50AS-A3EBA1D,,2,50,No,06/12/2017,12/14/2016,"United States, Canada",ES_1105164_GDN50AS-A3EBA1D_07122017074022_70131323,No
2282156,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN50BA-A3EBA1A,GDN50BA-A3EBA1A,,2,50,No,10/29/2016,10/11/2016,"United States, Canada",ES_1105164_GDN50BA-A3EBA1A_10112016041610_70095174,No
2301368,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN50BA-A3EBA1B,GDN50BA-A3EBA1B,,2,50,No,08/03/2017,07/27/2017,"United States, Canada",ES_1105164_GDN50BA-A3EBA1B_08022017033556_70149946,No
2286689,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN50BA-A3EBA2A,GDN50BA-A3EBA2A,,2,50,No,12/25/2016,12/14/2016,"United States, Canada",ES_1105164_GDN50BA-A3EBA2A_12152016114524_70111512,No
2299719,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN50BA-A3EBA2B,GDN50BA-A3EBA2B,,2,50,No,06/12/2017,10/28/2016,"United States, Canada",ES_1105164_GDN50BA-A3EBA2B_07122017074022_70131323,No
2307949,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN50BA-A3EBA2C,GDN50BA-A3EBA2C,,2,50,No,12/18/2017,12/14/2017,"United States, Canada",ES_1105164_GDN50BA-A3EBA2C_12142017120728_70167123,No
2282142,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN60AN-A3EBD1I,GDN60AN-A3EBD1I,,2,60,No,10/29/2016,10/11/2016,"United States, Canada",ES_1105164_GDN60AN-A3EBD1I_10112016041610_70095174,No
2299723,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN60AN-A3EBD1J,GDN60AN-A3EBD1J,,2,60,No,06/12/2017,10/11/2016,"United States, Canada",ES_1105164_GDN60AN-A3EBD1J_07122017074022_70131323,No
2284151,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70AP-A3EBA1E,GDN70AP-A3EBA1E,,2,70,No,11/15/2016,10/25/2016,"United States, Canada",ES_1105164_GDN70AP-A3EBA1E_11152016045156_70103849,No
2284152,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70AP-A3EBA1F,GDN70AP-A3EBA1F,,2,70,No,11/15/2016,10/25/2016,"United States, Canada",ES_1105164_GDN70AP-A3EBA1F_11152016045156_70103849,No
2299713,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70AP-A3EBA1G,GDN70AP-A3EBA1G,,2,70,No,06/12/2017,03/23/2017,"United States, Canada",ES_1105164_GDN70AP-A3EBA1G_07122017074022_70131323,No
2299717,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70AP-A3EBA1H,GDN70AP-A3EBA1H,,2,70,No,06/12/2017,10/28/2016,"United States, Canada",ES_1105164_GDN70AP-A3EBA1H_07122017074022_70131323,No
2301373,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70AP-A3EBA1I,GDN70AP-A3EBA1I,,2,70,No,08/03/2017,07/27/2017,"United States, Canada",ES_1105164_GDN70AP-A3EBA1I_08022017033556_70149946,No
2301374,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70AP-A3EBA1J,GDN70AP-A3EBA1J,,2,70,No,08/03/2017,07/27/2017,"United States, Canada",ES_1105164_GDN70AP-A3EBA1J_08022017033556_70149946,No
2293050,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70AS-A3EBA1C,GDN70AS-A3EBA1C,,2,70,No,03/15/2017,01/23/2017,"United States, Canada",ES_1105164_GDN70AS-A3EBA1C_03242017114902_70117104,No
2293051,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70AS-A3EBA1D,GDN70AS-A3EBA1D,,2,70,No,03/15/2017,01/23/2017,"United States, Canada",ES_1105164_GDN70AS-A3EBA1D_03242017114902_70117104,No
2299725,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70AS-A3EBA1E,GDN70AS-A3EBA1E,,2,70,No,06/12/2017,10/28/2016,"United States, Canada",ES_1105164_GDN70AS-A3EBA1E_07122017074022_70131323,No
2299718,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70AS-A3EBA1F,GDN70AS-A3EBA1F,,2,70,No,06/12/2017,10/28/2016,"United States, Canada",ES_1105164_GDN70AS-A3EBA1F_07122017074022_70131323,No
2282157,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70BA-A3EBA1A,GDN70BA-A3EBA1A,,2,70,No,10/29/2016,10/11/2016,"United States, Canada",ES_1105164_GDN70BA-A3EBA1A_10112016041610_70095174,No
2286687,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70BA-A3EBA1B,GDN70BA-A3EBA1B,,2,70,No,12/25/2016,12/14/2016,"United States, Canada",ES_1105164_GDN70BA-A3EBA1B_12152016114524_70111512,No
2301369,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70BA-A3EBA1C,GDN70BA-A3EBA1C,,2,72,No,08/03/2017,07/27/2017,"United States, Canada",ES_1105164_GDN70BA-A3EBA1C_08022017033556_70149946,No
2301370,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70BA-A3EBA1D,GDN70BA-A3EBA1D,,2,72,No,08/03/2017,07/27/2017,"United States, Canada",ES_1105164_GDN70BA-A3EBA1D_08022017033556_70149946,No
2286690,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70BA-A3EBA2A,GDN70BA-A3EBA2A,,2,70,No,12/25/2016,12/14/2016,"United States, Canada",ES_1105164_GDN70BA-A3EBA2A_12152016114524_70111512,No
2286691,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70BA-A3EBA2B,GDN70BA-A3EBA2B,,2,70,No,12/25/2016,12/14/2016,"United States, Canada",ES_1105164_GDN70BA-A3EBA2B_12152016114524_70111512,No
2299720,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70BA-A3EBA2C,GDN70BA-A3EBA2C,,2,72,No,06/12/2017,10/28/2016,"United States, Canada",ES_1105164_GDN70BA-A3EBA2C_07122017074022_70131323,No
2299721,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70BA-A3EBA2D,GDN70BA-A3EBA2D,,2,72,No,06/12/2017,10/28/2016,"United States, Canada",ES_1105164_GDN70BA-A3EBA2D_07122017074022_70131323,No
2307950,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN70BA-A3EBA2E,GDN70BA-A3EBA2E,,2,70,No,12/18/2017,12/14/2017,"United States, Canada",ES_1105164_GDN70BA-A3EBA2E_12142017120728_70167123,No
2313442,Gree Electric Appliances Inc. of Zhuhai,GREE,GRD-E30CH-ESR4,GRD-E30CH-ESR4,,2,30,No,03/21/2018,10/25/2016,"United States, Canada",ES_1136389_GRD-E30CH-ESR4_03162018034430_70176907,No
2316225,Gree Electric Appliances Inc. of Zhuhai,TOSOT,GDN30AZ-A3EBA2C,GDN30AZ-A3EBA2C,,2,30,No,12/18/2017,03/27/2018,"United States, Canada",ES_1105164_GDN30AZ-A3EBA2C_03272018125344_70178663,No
2316224,Gree Electric Appliances Inc. of Zhuhai,TOSOT,GDN50BA-A3EBA2B,GDN50BA-A3EBA2B,,2,50,No,12/18/2017,03/27/2018,"United States, Canada",ES_1105164_GDN50BA-A3EBA2B_03272018125344_70178663,No
2316223,Gree Electric Appliances Inc. of Zhuhai,TOSOT,GDN70BA-A3EBA2C,GDN70BA-A3EBA2C,,2,70,No,12/18/2017,03/27/2018,"United States, Canada",ES_1105164_GDN70BA-A3EBA2C_03272018125344_70178663,No
2291151,Aerus LLC,Aerus,HEPA50,HEPA50,,2,50,Yes,01/01/2017,02/20/2017,"United States, Canada",ES_1023903_HEPA50_01102017163858_732232,No
2291144,Aerus LLC,Aerus,HEPA70-ES,HEPA70-ES,,2,70,Yes,02/01/2017,02/20/2017,"United States, Canada",ES_1023903_HEPA70-ES_02172017102830_8694574,No
2295329,Aerus LLC,Pure & Dry,TC DE PD50,TC DE PD50,,2,50,Yes,04/26/2017,03/02/2017,United States,ES_1023903_TC DE PD50_04262017110222_910455,No
2295331,Aerus LLC,Pure & Dry,TC DE PD7P,TC DE PD7P,",TC DE PD70,",2,70,Yes,04/21/2017,03/10/2017,United States,ES_1023903_TC DE PD7P_04262017142142_5623590,No
2307902,"Best Buy Purchasing, LLC",Insignia,Dehumidifier,NS-DH50WH9,",NS-DH50WH9-C,",2,50,Yes,12/01/2017,12/06/2017,United States,ES_1059185_NS-DH50WH9_12152017115710_9030973,No
2307901,"Best Buy Purchasing, LLC",Insignia,Dehumidifier,NS-DH70WH9,,2,70,Yes,12/01/2017,12/06/2017,United States,ES_1059185_NS-DH70WH9_12152017115614_8974623,No
2329599,"Best Buy Purchasing, LLC",Insignia,Dehumidifiers,NS-DH70WH9-C,,2,70,Yes,11/12/2018,11/14/2018,Canada,ES_1059185_NS-DH70WH9-C_11142018034314_6994174,No
2308355,Bluestem Brands Inc.,Mastercraft,Dehumidifier,MCDH30PM,,2,30,Yes,12/15/2017,12/25/2017,United States,ES_1139258_MCDH30PM_12262017065400_1240105,No
2331020,Bluestem Brands Inc.,Mastercraft,Dehumidifiers,MCDH30PM1,,2,30,Yes,11/21/2018,11/21/2018,"United States, Canada",ES_1139258_MCDH30PM1_12062018075252_2772359,No
2308356,Bluestem Brands Inc.,Mastercraft,Dehumidifier,MCDH50PM,,2,50,Yes,12/15/2017,12/25/2017,United States,ES_1139258_MCDH50PM_12262017065452_1292477,No
2308354,Bluestem Brands Inc.,Mastercraft,Dehumidifier,MCDH70PM,,2,70,Yes,12/15/2017,12/25/2017,United States,ES_1139258_MCDH70PM_12262017065538_1338794,No
2331021,Bluestem Brands Inc.,Mastercraft,Dehumidifiers,MCDH70PM1,,2,70,Yes,11/21/2018,11/21/2018,"United States, Canada",ES_1139258_MCDH70PM1_12062018075304_2784072,No
2289287,C&A Marketing,Ivation,Dehumidifier,IVADH30PW,,2,30,Yes,06/06/2016,01/24/2017,United States,ES_1136389_IVADH30PW_06072016094114_2474124,No
2289288,C&A Marketing,Ivation,Dehumidifier,IVADH70PW,",IVADH70PWP2,",2,70,Yes,06/06/2016,01/24/2017,United States,ES_1136389_IVADH70PW_06072016095043_3043853,No
2331673,C&A Marketing,Ivation,Dehumidifiers,IVAESDH30P,,2,30,Yes,12/13/2018,12/19/2018,"United States, Canada",ES_1136389_IVAESDH30P_12192018082129_7689302,No
2331674,C&A Marketing,Ivation,Dehumidifiers,IVAESDH50P,,2,50,Yes,12/13/2018,12/19/2018,"United States, Canada",ES_1136389_IVAESDH50P_12192018082156_7716322,No
2294864,C&A Marketing,Ivation,Dehumidifiers,IVALDH30PW,,2,30,Yes,04/24/2017,04/24/2017,"United States, Canada",ES_1136389_IVALDH30PW_04252017171915_0755761,No
2301067,C&A Marketing,Ivation,Dehumidifiers,IVALDH50PW,,2,50,Yes,08/01/2017,08/01/2017,United States,ES_1136389_IVALDH50PW_08012017083736_6656916,No
2285570,C&A Marketing,Ivation,Dehumidifier,IVALDH70PW,",IVALDH70PB,",2,70,Yes,03/20/2016,12/06/2016,United States,ES_1136389_IVALDH70PW_03222016172516_7516729,No
2292139,C&A Marketing,Ivation,Dehumidifier,IVALDH70PWWP,,2,70,Yes,03/07/2017,03/06/2017,United States,ES_1136389_IVALDH70PWWP_03092017090919_0559665,No
2301062,C&A Marketing,Ivation,Dehumidifiers,IVALDH95PWWP,,2.8,95,Yes,08/01/2017,08/01/2017,United States,ES_1136389_IVALDH95PWWP_08012017083700_6620072,No
2313440,C&A Marketing,Ivation,IVALDHG70P,IVALDHG70P,,2,70,No,03/21/2018,10/28/2016,"United States, Canada",ES_1136389_IVALDHG70P_03162018034430_70176907,No
2313441,C&A Marketing,Ivation,IVALDHG70PWP,IVALDHG70PWP,,2,70,No,03/21/2018,10/28/2016,"United States, Canada",ES_1136389_IVALDHG70PWP_03162018034430_70176907,No
2329384,Canadian Tire,For living,Dehumidifier,043-7334-2,,2,45,Yes,11/06/2018,11/08/2018,Canada,ES_1025242_043-7334-2_11082018090539_7939667,No
2328512,Canadian Tire,Noma,Dehumidifier,043-0937-0,,2,35,Yes,10/22/2018,10/29/2018,"United States, Canada",ES_1025242_043-0937-0_10292018020822_8902862,No
2289092,Canadian Tire,Noma,Dehumidifier,043-5792-2,,2,28,Yes,10/20/2016,10/31/2016,Canada,ES_1025242_043-5792-2_11012016103204_6324366,No
2282852,Canadian Tire,Noma,Dehumidifier,043-5793-0,,2,35,Yes,10/20/2016,10/31/2016,Canada,ES_1025242_043-5793-0_11012016103325_6405906,No
2328513,Canadian Tire,Noma,Dehumidifier,043-5794-8,,2,50,Yes,10/22/2018,10/29/2018,"United States, Canada",ES_1025242_043-5794-8_10292018020846_8926491,No
2328515,Canadian Tire,Noma,Dehumidifier,043-5795-6,,2,70,Yes,10/22/2018,10/29/2018,"United States, Canada",ES_1025242_043-5795-6_10292018020921_8961810,No
2328516,Canadian Tire,Noma,Dehumidifier,043-5796-4,,2,70,Yes,10/22/2018,10/29/2018,"United States, Canada",ES_1025242_043-5796-4_10292018020941_8981633,No
2328514,Canadian Tire,Noma,Dehumidifier,043-5798-0,,2,60,Yes,10/22/2018,10/29/2018,"United States, Canada",ES_1025242_043-5798-0_10292018020902_8942495,No
2319306,"Chigo Electrical Appliances (USA), Inc.",Soleus Air,Dehumidifier,DSX-45EM-**,,2,45,Yes,05/01/2018,05/03/2018,"United States, Canada",ES_1139361_DSX-45EM-**_05042018060824_4104325,No
2319305,"Chigo Electrical Appliances (USA), Inc.",Soleus Air,Dehumidifier,DSX-70E-**,",DSX-70EIPM-**,; ,DSX-70EIPMW-**,; ,DSX-70EM-**,; ,DSX-70EMW-**,",2,70,Yes,05/01/2018,05/03/2018,"United States, Canada",ES_1139361_DSX-70E-**_05042018061132_4292069,No
2327230,"Chigo Electrical Appliances (USA), Inc.",TACHIAIR,Dehumidifier,CBD-70H1A-H13A,,2,70,Yes,10/01/2018,10/09/2018,"United States, Canada",ES_1139361_CBD-70H1A-H13A_10112018023658_5418460,No
2327231,"Chigo Electrical Appliances (USA), Inc.",TACHIAIR,Dehumidifier,CBD-70P1A-H13A,,2,70,Yes,10/01/2018,10/09/2018,"United States, Canada",ES_1139361_CBD-70P1A-H13A_10112018023735_5455432,No
2308663,Curtis International Ltd.,RCA,Dehumidifier,RDH505-B,,2,50,Yes,01/04/2018,01/04/2018,United States,ES_1120898_RDH505-B_01042018125439_0479682,No
2283387,Danby Products Inc.,Danby,Dehumidifier,DDR030BD*,",DDR030BB*; DDR030BBC*; DDR030BDC*,; ,DDR030BH*,",2,30,Yes,10/25/2016,11/03/2016,"United States, Canada",ES_31682_DDR030BD*_11042016065858_2738265,No
2307939,Danby Products Inc.,Danby,Dehumidifier,DDR030BEC*,,2,30,Yes,12/18/2017,12/18/2017,"United States, Canada",ES_31682_DDR030BEC*_12182017080709_4429632,No
2289094,Danby Products Inc.,Danby,Dehumidifier,DDR030EACWDB,",DDR030EAWDB,",2,30,Yes,01/20/2017,01/21/2017,Canada,ES_31682_DDR030EACWDB_01222017050523_1523149,No
2283386,Danby Products Inc.,Danby,Dehumidifier,DDR045BD*,",DDR045BB*; DDR045BBC*; DDR045BDC*,",2,45,Yes,10/25/2016,11/03/2016,"United States, Canada",ES_31682_DDR045BD*_11042016070222_2942199,No
2283385,Danby Products Inc.,Danby,Dehumidifier,DDR050BD*,",DDR050BB*; DDR050BDC*,",2,50,Yes,10/25/2016,11/03/2016,Canada,ES_31682_DDR050BD*_11042016070321_3001359,No
2284798,Danby Products Inc.,Danby,Dehumidifier,DDR050BEC*,,2,50,Yes,11/10/2016,11/23/2016,Canada,ES_31682_DDR050BEC*_11232016090910_2150241,No
2307938,Danby Products Inc.,Danby,Dehumidifier,DDR050BG*,",DDR050BH*,",2,50,Yes,12/18/2017,12/18/2017,"United States, Canada",ES_31682_DDR050BG*_12182017080816_4496878,No
2289095,Danby Products Inc.,Danby,Dehumidifier,DDR050EACWDB,",DDR040EACWDB,; ,DDR050EAWDB,",2,50,Yes,01/20/2017,01/21/2017,Canada,ES_31682_DDR050EACWDB_01222017050532_1532559,No
2283378,Danby Products Inc.,Danby,Dehumidifier,DDR060BD*,",DDR060BB*; DDR060BDC*,; ,DDR060BEC*,",2,60,Yes,10/25/2016,11/03/2016,"United States, Canada",ES_31682_DDR060BD*_11042016070429_3069804,No
2320399,Danby Products Inc.,Danby,Dehumidifier,DDR060BFCWDB,,2,60,Yes,05/01/2018,05/24/2018,Canada,ES_31682_DDR060BFCWDB_05242018073758_7478913,No
2283375,Danby Products Inc.,Danby,Dehumidifier,DDR070BDP*,",DDR070BB*; DDR070BBP*; DDR070BBC*,; ,DDR070BD*; DDR070BDC*,",2,70,Yes,10/25/2016,11/03/2016,"United States, Canada",ES_31682_DDR070BDP*_11042016070528_3128158,No
2284800,Danby Products Inc.,Danby,Dehumidifier,DDR070BEC*,,2,70,Yes,11/10/2016,11/23/2016,Canada,ES_31682_DDR070BEC*_11232016091303_2383991,No
2289096,Danby Products Inc.,Danby,Dehumidifier,DDR070EACWDB,",DDR060EACWDB,; ,DDR070EAPWDB,; ,DDR070EAWDB,",2,70,Yes,01/20/2017,01/21/2017,Canada,ES_31682_DDR070EACWDB_01222017050542_1542630,No
2307940,Danby Products Inc.,Danby,Dehumidifier,DDR095BDP*,,2.8,95,Yes,12/18/2017,12/18/2017,"United States, Canada",ES_31682_DDR095BDP*_12182017081016_4616046,No
2329449,Danby Products Inc.,Danby,Dehumidifiers,DDR30B1*,,2,30,Yes,11/06/2018,11/12/2018,"United States, Canada",ES_31682_DDR30B1*_11122018040523_5523564,No
