ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,Page Format Size,Marking Technology,Color Capability,Print Speed (ipm or mppm),Automatic Duplex Output Capable,Typical Electricity Consumption (TEC) (kWh/wk),Typical Electricity Consumption (TEC) (kWh/yr),Power in Sleep (Watts),Power in Standby (Watts),Default Delay Time to Sleep (minutes),Print/Copy Time from Ready State (s),Print/Copy Time from Sleep Mode (s),Print/Copy Time from Previous Job (s),Digital Front End (DFE) Manufacturer,DFE Model Number,DFE Typical Electricity Consumption (TEC) (kWh/wk),DFE Typical Electricity Consumption (TEC) (kWh/yr),DFE Ready State Power (Watts),DFE Sleep Mode Power (Watts),Functional Adders,Date Available On Market,Date Qualified,Markets,CB Model Identifier
2197834,"Epson America, Inc.",Epson,TM-T88IV,C31C636A9972,,Printers,Small,Thermal Transfer (TT),Monochrome,15,No,,,1.2,0.2,0,,,,,,,,,,"Wired < 20 MHz - USB 1.x, Memory",03/01/2006,12/05/2013,"United States, Canada",ES_22475_C31C636A9972_12052013212409_1408630
2197835,"Epson America, Inc.",Epson,TM-T88IV,C31C636A9932,,Printers,Small,Thermal Transfer (TT),Monochrome,15,No,,,1.2,0.2,0,,,,,,,,,,"Wired < 20 MHz - USB 1.x, Memory",03/01/2006,12/05/2013,"United States, Canada",ES_22475_C31C636A9932_12052013212420_5563377
2197836,"Epson America, Inc.",Epson,TM-T88IV,C31C636A9962,,Printers,Small,Thermal Transfer (TT),Monochrome,15,No,,,2.4,0.2,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Memory",12/01/2012,12/05/2013,"United States, Canada",ES_22475_C31C636A9962_12052013212430_1932740
2197837,"Epson America, Inc.",Epson,TM-T88IV,C31C636A9922,,Printers,Small,Thermal Transfer (TT),Monochrome,15,No,,,2.4,0.2,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Memory",12/01/2012,12/05/2013,"United States, Canada",ES_22475_C31C636A9922_12052013212446_9604296
2197838,"Epson America, Inc.",Epson,TM-T70II,"C31CD38XYZ (X=1, Y=0,1,3, Z=3,4) USB+Serial",,Printers,Small,Thermal Transfer (TT),Monochrome,15,No,,,0.6,0.3,0,,,,,,,,,,"Wired < 20 MHz - USB 1.x, Memory",06/01/2013,12/05/2013,"United States, Canada",ES_22475_C31CD38XYZ X1 Y013_12052013213858_7588762
2197839,"Epson America, Inc.",Epson,TM-T70II,"C31CD38XYZ (X=1, Y=0,1,3, Z=3,4) USB+Ethernet",,Printers,Small,Thermal Transfer (TT),Monochrome,15,No,,,2.1,0.3,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Memory",06/01/2013,12/05/2013,"United States, Canada",ES_22475_C31CD38XYZ X1 Y013_12052013213907_8288695
2197840,"Epson America, Inc.",Epson,TM-T70II,"C31CD38XYZ (X=1, Y=0,1,3, Z=3,4) USB",,Printers,Small,Thermal Transfer (TT),Monochrome,15,No,,,1.1,0.3,0,,,,,,,,,,"Wired < 20 MHz - USB 1.x, Memory",06/01/2013,12/05/2013,"United States, Canada",ES_22475_C31CD38XYZ X1 Y013_12052013213917_4430547
2197841,"Epson America, Inc.",Epson,TM-T70II,"C31CD38XYZ (X=1, Y=0,1,3, Z=3,4) USB+Parallel",,Printers,Small,Thermal Transfer (TT),Monochrome,15,No,,,0.6,0.3,0,,,,,,,,,,"Wired < 20 MHz - USB 1.x, Memory",06/01/2013,12/05/2013,"United States, Canada",ES_22475_C31CD38XYZ X1 Y013_12052013213453_6081686
2197842,"Epson America, Inc.",Epson,TM-T70,C31C637A8851,,Printers,Small,Thermal Transfer (TT),Monochrome,13,No,,,1.1,0.2,0,,,,,,,,,,"Wired < 20 MHz - IEEE 1284/Parallel/Centronics, Memory",12/01/2010,12/05/2013,"United States, Canada",ES_22475_C31C637A8851_12052013215141_1712857
2197843,"Epson America, Inc.",Epson,TM-T70,C31C637A8841,,Printers,Small,Thermal Transfer (TT),Monochrome,13,No,,,1.3,0.2,0,,,,,,,,,,"Wired < 20 MHz - USB 1.x, Memory",12/01/2010,12/05/2013,"United States, Canada",ES_22475_C31C637A8841_12052013215202_3205548
2197844,"Epson America, Inc.",Epson,TM-T70,C31C637A9962,,Printers,Small,Thermal Transfer (TT),Monochrome,13,No,,,1.3,0.2,0,,,,,,,,,,"Wired < 20 MHz - USB 1.x, Memory",12/01/2010,12/05/2013,"United States, Canada",ES_22475_C31C637A9962_12052013215209_9357755
2197845,"Epson America, Inc.",Epson,TM-T70,C31C637A8821,,Printers,Small,Thermal Transfer (TT),Monochrome,13,No,,,1,0.2,0,,,,,,,,,,"Wired < 20 MHz - RS232, Memory",12/01/2010,12/05/2013,"United States, Canada",ES_22475_C31C637A8821_12052013215224_3790855
2197846,"Epson America, Inc.",Epson,TM-T70,C31C637A8831,,Printers,Small,Thermal Transfer (TT),Monochrome,13,No,,,1,0.2,0,,,,,,,,,,"Wired < 20 MHz - RS232, Memory",12/01/2010,12/05/2013,"United States, Canada",ES_22475_C31C637A8831_12052013215237_9835757
2197847,"Epson America, Inc.",Epson,TM-T70,C31C637A9952,,Printers,Small,Thermal Transfer (TT),Monochrome,13,No,,,1,0.2,0,,,,,,,,,,"Wired < 20 MHz - RS232, Memory",12/01/2010,12/05/2013,"United States, Canada",ES_22475_C31C637A9952_12052013215248_7136100
2198185,"Epson America, Inc.",Epson,DS-560,B11B221201**,,Scanners,Standard,N/A (Scanner),Color,52,Yes,,,1.35,,10,,,,,,,,,,"Wireless - WiFi,Wired > 20 MHz and < 500 MHz - USB 2.x, Memory",02/01/2014,12/06/2013,"United States, Canada",ES_22475_B11B221201_12092013212216_1650085
2198291,"Epson America, Inc.",Epson,WF-5690,C11CD14201**,,Multifunction Devices (MFD),Standard,Ink Jet (IJ),Color,22,Yes,,,2.11,0.15,13,,,,,,,,,,"Fax Modem,Wired > 500 MHz - 1 Gb/s Ethernet, Scanners with non-CCFL Lamps - Light-Emitting Diodes (LED),Power-supply Size > 10W,Memory,Touch Panel Display - Color",04/01/2014,10/01/2015,"United States, Canada",ES_22475_C11CD14201_12112013115119_9805645
2198292,"Epson America, Inc.",Epson,WF-4640,C11CD11201**,,Multifunction Devices (MFD),Standard,Ink Jet (IJ),Color,22,Yes,,,1.77,,13,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet,Fax Modem, Power-supply Size > 10W,Memory,Touch Panel Display - Color",06/01/2014,12/09/2013,"United States, Canada",ES_22475_C11CD11201_12112013120352_9452788
2198293,"Epson America, Inc.",Epson,WF-4630,C11CD10201**,,Multifunction Devices (MFD),Standard,Ink Jet (IJ),Color,22,Yes,,,1.77,,13,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet,Fax Modem, Power-supply Size > 10W,Memory,Touch Panel Display - Color",06/01/2014,12/09/2013,"United States, Canada",ES_22475_C11CD10201_12112013120405_7284792
2198294,"Epson America, Inc.",Epson,WF-5620,C11CD08201**,,Multifunction Devices (MFD),Standard,Ink Jet (IJ),Color,22,Yes,,,1.77,,13,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet,Fax Modem, Power-supply Size > 10W,Memory,Touch Panel Display - Color",06/01/2014,12/09/2013,"United States, Canada",ES_22475_C11CD08201_12112013120413_9395841
2198295,"Epson America, Inc.",Epson,WF-5190,C11CD15201**,,Printers,Standard,Ink Jet (IJ),Color,22,Yes,,,2.06,,13,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Power-supply Size > 10W,Memory",06/01/2014,12/09/2013,"United States, Canada",ES_22475_C11CD15201_12112013120608_1391170
2198296,"Epson America, Inc.",Epson,WF-5110,C11CD12201**,,Printers,Standard,Ink Jet (IJ),Color,22,Yes,,,1.73,,13,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Power-supply Size > 10W,Memory",06/01/2014,12/09/2013,"United States, Canada",ES_22475_C11CD12201_12112013120808_5386323
2198481,"Epson America, Inc.",Epson,TM-C610,C31CA84021,,Printers,Small,Ink Jet (IJ),Color,5,No,,,2.8,0.2,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, Memory",09/01/2009,12/11/2013,"United States, Canada",ES_22475_C31CA84021_12122013132139_9920342
2198482,"Epson America, Inc.",Epson,TM-C610,C31CA84031,,Printers,Small,Ink Jet (IJ),Color,5,No,,,3.2,0.2,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Memory",09/01/2009,12/11/2013,"United States, Canada",ES_22475_C31CA84031_12122013132202_5390697
2198483,"Epson America, Inc.",Epson,DS-860,"B11B222201**, B11B222203**",,Scanners,Standard,N/A (Scanner),Color,130,No,,,1.01,0.02,10,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",02/01/2016,11/24/2015,"United States, Canada",ES_22475_B11B222201_12122013131905_5574003
2307485,"Citizen Systems Japan Co., LTD.",CITIZEN,Thermal Printer,CT-E651,,Printers,Small,Direct Thermal (DT),Monochrome,1,No,,,1.28,0.08,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",05/31/2018,05/30/2017,"United States, Japan, Canada",ES_1037734_CT-E651_12062017230727_1647141
2307486,"Citizen Systems Japan Co., LTD.",CITIZEN,Thermal Printer,CT-S255,,Printers,Small,Direct Thermal (DT),Monochrome,1,No,,,1.28,0.08,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",05/31/2018,05/30/2017,"United States, Japan, Canada",ES_1037734_CT-S255_12062017230820_1700947
2308905,"Citizen Systems Japan Co., LTD.",CITIZEN,Label Printer,CL-E321,,Printers,Small,Thermal Transfer (TT),Monochrome,1,No,,,1.33,0.12,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",01/17/2018,01/08/2018,"United States, Japan, Canada",ES_1037734_CL-E321_01092018045634_3794873
2308906,"Citizen Systems Japan Co., LTD.",CITIZEN,Label Printer,CL-E331,,Printers,Small,Thermal Transfer (TT),Monochrome,1,No,,,1.33,0.12,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",01/17/2018,01/08/2018,"United States, Japan, Canada",ES_1037734_CL-E331_01092018045727_3847007
2326454,"Citizen Systems Japan Co., LTD.",CITIZEN,Thermal Printer,CT-S257,,Printers,Small,Direct Thermal (DT),Monochrome,1,No,,,0.68,0.21,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",01/30/2019,09/12/2018,"United States, Japan, Canada",ES_1037734_CT-S257_09132018091014_9814653
2326455,"Citizen Systems Japan Co., LTD.",CITIZEN,Thermal Printer,CT-S751,,Printers,Small,Direct Thermal (DT),Monochrome,1,No,,,0.68,0.21,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",01/30/2019,09/12/2018,"United States, Japan, Canada",ES_1037734_CT-S751_09132018091112_9872926
2328619,"Citizen Systems Japan Co., LTD.",CITIZEN,Thermal Printer,CT-S4500,,Printers,Small,Direct Thermal (DT),Monochrome,1,No,,,1.74,0.11,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet,Wired < 20 MHz - RS232, None",01/30/2019,10/29/2018,"United States, Japan, Canada",ES_1037734_CT-S4500_10302018050405_5845647
2233774,"Crowley Micrographics, Inc. (dba The Crowley Company)",Crowley,UScan,UScan,"4601-MS+,4601-MS+,Indus; 4601-MS,4601-MS,Indus; Delta+,Delta+,Zeutschel; Delta,Delta,Zeutschel; Mach2+,Mach2+,Mekel; Mach2,Mach2,Mekel; Ozaphan+,Ozaphan+,Genus; Ozaphan,Ozaphan,Genus; Patron+,Patron+,EPME; Patron,Patron,EPME; UScan+,UScan+,Crowley",Scanners,Small,N/A (Scanner),,3,No,,,1.69,,15,,,,,,,,,,"Wired > 500 MHz - USB 3.x, None",01/01/2012,02/20/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1131102_UScan_02202015164109_5598838
2268935,Custom S.P.A.,Custom SPA,TK302,TK302,",TK202,",Printers,Small,Direct Thermal (DT),Monochrome,110,No,,,,0.12,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet,Wired > 20 MHz and < 500 MHz - USB 2.x, Power-supply Size > 10W",01/05/2016,06/02/2016,"United States, Canada",ES_1137411_TK302_06032016152315_7395398
2284028,Custom S.P.A.,Custom SPA,VKP80III,VKP80III,,Printers,Small,Direct Thermal (DT),Monochrome,15,No,,,,0.49,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, Power-supply Size > 10W",01/05/2016,11/14/2016,"United States, Canada",ES_1137411_VKP80III_11142016134400_1040797
2332620,"CZUR Tech Co., Ltd",CZUR,CZUR Scanner,ET16 Plus,"CZUR Scanner,ET18 Pro,; CZUR Scanner,M3000 Pro,",Scanners,Standard,N/A (Scanner),Color,40,No,,,1.62,,10,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",12/26/2018,12/31/2018,"United States, Canada",ES_1142659_ET16 Plus_12312018103445_3872796
2191616,Duplo Seiko Corporation,DUPLO,DP-J450,DP-J450,,Digital Duplicators,Standard,Stencil,,120,No,4.6,239.2,,,5,3,25.8,25.8,,,,,,,"None, None",09/20/2013,09/17/2013,"United States, Canada",ES_1105798_DUPLO SEIKO CORP (72930) | DP-J450_09182013202755_6075295
2191664,Duplo Seiko Corporation,DUPLO,DP-L510,DP-L510,,Digital Duplicators,Standard,Stencil,,130,No,3.5,182,,,0,19.8,19.8,19.8,,,,,,,"None, None",11/10/2013,09/19/2013,"United States, Canada",ES_1105798_DUPLO SEIKO CORP (72930) | DP-L510_09202013104306_3786757
2191665,Duplo Seiko Corporation,DUPLO,DP-L520,DP-L520,,Digital Duplicators,Standard,Stencil,,130,No,3.5,182,,,0,19.8,19.8,19.8,,,,,,,"None, None",11/10/2013,09/19/2013,"United States, Canada",ES_1105798_DUPLO SEIKO CORP (72930) | DP-L520_09202013104323_3803407
2191666,Duplo Seiko Corporation,DUPLO,DP-L210,DP-L210,,Digital Duplicators,Standard,Stencil,,130,No,3.5,182,,,0,22.2,22.2,22.2,,,,,,,"None, None",11/10/2013,09/19/2013,"United States, Canada",ES_1105798_DUPLO SEIKO CORP (72930) | DP-L210_09202013111929_5969409
2191667,Duplo Seiko Corporation,DUPLO,DP-L220,DP-L220,,Digital Duplicators,Standard,Stencil,,130,No,3.5,182,,,0,22.2,22.2,22.2,,,,,,,"None, None",11/10/2013,09/19/2013,"United States, Canada",ES_1105798_DUPLO SEIKO CORP (72930) | DP-L220_09202013111942_5982233
2197217,Duplo Seiko Corporation,DUPLO,DP-F510,DP-F510,,Digital Duplicators,Standard,Stencil,,150,No,2,104,,,5,25.2,28.2,27,,,,,,,"None, None",01/21/2014,11/28/2013,United States,ES_1105798_DUPLO SEIKO CORP (72930) | DP-F510_11282013090140_9300516
2197218,Duplo Seiko Corporation,DUPLO,DP-F550,DP-F550,,Digital Duplicators,Standard,Stencil,,150,No,2,104,,,5,25.2,28.2,27,,,,,,,"None, None",01/21/2014,11/28/2013,United States,ES_1105798_DUPLO SEIKO CORP (72930) | DP-F550_11282013090126_9286091
2197219,Duplo Seiko Corporation,DUPLO,DP-F850,DP-F850,,Digital Duplicators,Standard,Stencil,,150,No,2,104,,,5,25.2,28.2,27,,,,,,,"None, None",01/21/2014,11/28/2013,United States,ES_1105798_DUPLO SEIKO CORP (72930) | DP-F850_11282013090109_9269916
2199983,Duplo Seiko Corporation,DUPLO,DP-A120,DP-A120,,Digital Duplicators,Standard,Stencil,,90,No,3.5,182,,,0,43.8,42,42,,,,,,,"None, None",01/10/2014,12/24/2013,"United States, Canada",ES_1105798_DUPLO SEIKO CORP (72930) | DP-A120_01092014053217_5537256
2199984,Duplo Seiko Corporation,DUPLO,DP-A125,DP-A125,,Digital Duplicators,Standard,Stencil,,90,No,3.5,182,,,0,43.8,42,42,,,,,,,"None, None",01/10/2014,12/24/2013,"United States, Canada",ES_1105798_DUPLO SEIKO CORP (72930) | DP-A125_01092014053043_5443946
2199987,Duplo Seiko Corporation,DUPLO,DP-U950,DP-U950,,Digital Duplicators,Standard,Stencil,,150,No,4.9,254.8,,,5,25.2,25.2,25.2,,,,,,,"None, None",01/10/2014,12/19/2013,"United States, Canada",ES_1105798_DUPLO SEIKO CORP (72930) | DP-U950_01092014084615_7175485
2264265,Duplo Seiko Corporation,DUPLO,DP-G310,DP-G310,,Digital Duplicators,Standard,Stencil,Monochrome,130,No,2.1,109.2,,,5,28.2,24,24,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",05/31/2016,01/18/2016,"United States, Canada",ES_1122451_DP-G310_04152016073727_5847974
2264266,Duplo Seiko Corporation,DUPLO,DP-G315,DP-G315,,Digital Duplicators,Standard,Stencil,Monochrome,130,No,2.1,109.2,,,5,28.2,24,24,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",05/31/2016,01/18/2016,"United States, Canada",ES_1122451_DP-G315_04152016073740_5860632
2264267,Duplo Seiko Corporation,DUPLO,DP-G210,DP-G210,,Digital Duplicators,Standard,Stencil,Monochrome,130,No,2.1,109.2,,,5,28.2,24,24,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",05/31/2016,01/18/2016,"United States, Canada",ES_1122451_DP-G210_04152016080248_7368345
2264268,Duplo Seiko Corporation,DUPLO,DP-G215,DP-G215,,Digital Duplicators,Standard,Stencil,Monochrome,130,No,2.1,109.2,,,5,28.2,24,24,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",05/31/2016,01/18/2016,"United States, Canada",ES_1122451_DP-G215_04152016080316_7396124
2291861,Duplo Seiko Corporation,DUPLO,DUPRINTER,DP-A120II,,Digital Duplicators,Standard,Stencil,Monochrome,130,No,2.2,114.4,,,0,43.2,1.2,1.2,,,,,,,"None, None",05/20/2017,03/02/2017,"United States, Canada",ES_1122451_DP-A120II_03032017051006_7806278
2309445,Duplo Seiko Corporation,DUPLO,DP-F510Plus,DP-F510Plus,,Digital Duplicators,Standard,Stencil,Monochrome,150,No,2,104,,,5,25.2,28.2,27,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",02/28/2018,01/21/2018,United States,ES_1122451_DP-F510Plus_01182018084505_5105964
2226147,e-Image Data Corp.,ScanPro,ScanPro 2200+,MSPGDX,"ScanPro 1100, ScanPro 2000, ScanPro 2200, ScanPro 3000,ScanPro i9300,,",Scanners,Small,N/A (Scanner),Monochrome,13,No,,,0.66,0.03,15,,,,,,,,,,"Wired > 500 MHz - USB 3.x, None",04/15/2013,12/18/2017,"United States, Canada",ES_1073509_MSPGDX_11262014024914_2763735
2187194,"Epson America, Inc.",Epson,DS-510,B11B209201**,,Scanners,Standard,N/A (Scanner),Color,52,Yes,,,1.34,0.12,10,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, Memory",09/01/2013,06/12/2013,"United States, Canada",ES_22475_B11B209201_06142013133348_4452283
2187195,"Epson America, Inc.",Epson,Epson Perfection V550 Photo,B11B210201**,,Scanners,Standard,N/A (Scanner),Color,6,No,,,1.17,0.07,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",08/01/2013,10/08/2015,"United States, Canada",ES_22475_B11B210201_06142013133510_9641890
2187196,"Epson America, Inc.",Epson,XP-950,C11CD28201**,,Multifunction Devices (MFD),Standard,Ink Jet (IJ),Color,17,Yes,,,1.3,0.14,10,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Scanners with non-CCFL Lamps - Light-Emitting Diodes (LED),Power-supply Size > 10W,Memory,Touch Panel Display - Color",09/01/2013,06/12/2013,"United States, Canada",ES_22475_C11CD28201_08062013111853_3940869
2187197,"Epson America, Inc.",Epson,XP-810,C11CD29201**,,Multifunction Devices (MFD),Standard,Ink Jet (IJ),Color,18,Yes,,,1.55,0.14,10,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet,Fax Modem, Scanners with non-CCFL Lamps - Light-Emitting Diodes (LED),Power-supply Size > 10W,Memory,Touch Panel Display - Color",09/01/2013,06/12/2013,"United States, Canada",ES_22475_C11CD29201_08062013112423_5233352
2187198,"Epson America, Inc.",Epson,XP-610,C11CD31201**,,Multifunction Devices (MFD),Standard,Ink Jet (IJ),Color,18,Yes,,,1.04,0.14,10,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Scanners with non-CCFL Lamps - Light-Emitting Diodes (LED),Power-supply Size > 10W,Memory,Touch Panel Display - Color",09/01/2013,06/12/2013,"United States, Canada",ES_22475_C11CD31201_08062013113357_5833086
2188353,"Epson America, Inc.",Epson,TM-U220,C31C517653,,Printers,Small,Impact,Color,1,No,,,1.4,0.1,0,,,,,,,,,,"Wired < 20 MHz - IEEE 1284/Parallel/Centronics, Power-supply Size > 10W",08/01/2006,08/16/2013,"United States, Canada",ES_22475_C31C517653_08192013095417_3716885
2188354,"Epson America, Inc.",Epson,TM-U220,C31C518653,,Printers,Small,Impact,Color,1,No,,,1.4,0.1,0,,,,,,,,,,"Wired < 20 MHz - IEEE 1284/Parallel/Centronics, Power-supply Size > 10W",08/01/2006,08/16/2013,"United States, Canada",ES_22475_C31C518653_08192013095438_4996733
2188355,"Epson America, Inc.",Epson,TM-U220,C31C514667,,Printers,Small,Impact,Color,1,No,,,2,0.1,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Power-supply Size > 10W",08/01/2006,08/16/2013,"United States, Canada",ES_22475_C31C514667_08192013095455_6742616
2188356,"Epson America, Inc.",Epson,TM-U220,C31C515806,,Printers,Small,Impact,Color,1,No,,,1.7,0.1,0,,,,,,,,,,"Wired < 20 MHz - USB 1.x, Power-supply Size > 10W",08/01/2006,08/16/2013,"United States, Canada",ES_22475_C31C515806_08192013095514_5692076
2188357,"Epson America, Inc.",Epson,TM-U220,C31C514653,,Printers,Small,Impact,Color,1,No,,,1.3,0.1,0,,,,,,,,,,"Wired < 20 MHz - RS232, Power-supply Size > 10W",08/01/2006,08/16/2013,"United States, Canada",ES_22475_C31C514653_08192013095529_3443141
2188358,"Epson America, Inc.",Epson,TM-U220,C31C514088,,Printers,Small,Impact,Color,1,No,,,1.3,0.1,0,,,,,,,,,,"Wired < 20 MHz - RS232, Power-supply Size > 10W",08/01/2006,08/16/2013,"United States, Canada",ES_22475_C31C514088_08192013095542_9562363
2188359,"Epson America, Inc.",Epson,TM-U220,C31C514803,,Printers,Small,Impact,Color,1,No,,,1.3,0.1,0,,,,,,,,,,"Wired < 20 MHz - RS232, Power-supply Size > 10W",08/01/2006,08/16/2013,"United States, Canada",ES_22475_C31C514803_08192013095555_9514351
2188360,"Epson America, Inc.",Epson,TM-U220,C31C515653,,Printers,Small,Impact,Color,1,No,,,1.3,0.1,0,,,,,,,,,,"Wired < 20 MHz - RS232, Power-supply Size > 10W",08/01/2006,08/16/2013,"United States, Canada",ES_22475_C31C515653_08192013095616_1521035
2188638,"Epson America, Inc.",Epson,LW-1000P,C51CD06030**,,Printers,Small,Thermal Transfer (TT),Monochrome,1,No,,,1.9,0.05,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Memory",11/01/2013,07/20/2016,"United States, Canada",ES_22475_C51CD06030_08222013095136_2153256
2188639,"Epson America, Inc.",Epson,Pro100,C51CB11090**,,Printers,Small,Thermal Transfer (TT),Monochrome,2,No,,,1.9,,0,,,,,,,,,,"Wired < 20 MHz - USB 1.x, Memory",11/01/2013,08/21/2013,"United States, Canada",ES_22475_C51CB11090_08222013095258_3309646
2192673,"Epson America, Inc.",Epson,Epson Stylus Pro 4900,C11CA88001**,,Printers,Large,Ink Jet (IJ),Color,8,No,,,4.13,,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Memory",11/01/2010,10/16/2013,"United States, Canada",ES_22475_C11CA88001_10212013154550_2645165
2192674,"Epson America, Inc.",Epson,Epson Stylus Pro 3880,C11CA61201**,,Printers,Large,Ink Jet (IJ),Color,2,No,,,3.91,,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Memory",10/01/2009,10/16/2013,"United States, Canada",ES_22475_C11CA61201_10212013154652_4289862
2192675,"Epson America, Inc.",Epson,SC-T7000,C11CC17001**,",SCT7000**,*=A-Z,a-z,0-9,+ ,-,Blank",Printers,Large,Ink Jet (IJ),Color,17,No,,,0.9,,15,,,,,,,,,,"Wired > 500 MHz - 1 Gb/s Ethernet, Memory",09/28/2012,10/16/2013,"United States, Canada",ES_22475_C11CC17001 SCT7000_10212013154821_5569341
2192676,"Epson America, Inc.",Epson,SC-T5000,C11CC16001**,",SCT5000**,*=A-Z,a-z,0-9,+ ,-,Blank",Printers,Large,Ink Jet (IJ),Color,17,No,,,0.9,,15,,,,,,,,,,"Wired > 500 MHz - 1 Gb/s Ethernet, Memory",09/28/2012,10/16/2013,"United States, Canada",ES_22475_C11CC16001 SCT5000_10212013154833_2979994
2192677,"Epson America, Inc.",Epson,SC-T3000,C11CC15001**,",SCT3000**,*=A-Z,a-z,0-9,+ ,-,Blank",Printers,Large,Ink Jet (IJ),Color,17,No,,,0.9,,15,,,,,,,,,,"Wired > 500 MHz - 1 Gb/s Ethernet, Memory",09/28/2012,10/16/2013,"United States, Canada",ES_22475_C11CC15001 SCT3000_10212013154841_8220404
2241607,"Epson America, Inc.",Epson,TM-m10,C31CE74022,,Printers,Small,Direct Thermal (DT),Monochrome,8,No,,,0.9,0,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet,Wired < 20 MHz - USB 1.x, Memory",08/01/2015,06/12/2015,"United States, Canada",ES_22475_C31CE74022_06162015132204_4795292
2241730,"Epson America, Inc.",Epson,SC-P400,C11CE85201**,,Printers,Standard,Ink Jet (IJ),Color,9,No,,,1.12,0.12,3,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Power-supply Size > 10W",11/01/2015,06/18/2015,"United States, Canada",ES_22475_C11CE85201_06182015143945_3818372
2242701,"Epson America, Inc.",Epson,PM-400,C11CE84201**,,Printers,Small,Ink Jet (IJ),Color,1,No,,,1.3,0.1,3,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, Memory",09/01/2015,07/01/2015,"United States, Canada",ES_22475_C11CE84201_07012015214054_6800610
2247987,"Epson America, Inc.",Epson,TM-m30,C31CE95021,,Printers,Small,Direct Thermal (DT),Monochrome,15,No,,,0.3,0.1,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet,Wired < 20 MHz - USB 1.x, Memory",10/01/2015,09/14/2015,"United States, Canada",ES_22475_C31CE95021_09142015201605_5340802
2247988,"Epson America, Inc.",Epson,TM-m30,C31CE95022,,Printers,Small,Direct Thermal (DT),Monochrome,15,No,,,0.3,0.1,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet,Wired < 20 MHz - USB 1.x, Memory",10/01/2015,09/14/2015,"United States, Canada",ES_22475_C31CE95022_09142015201631_6689040
