ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,Page Format Size,Marking Technology,Color Capability,Print Speed (ipm or mppm),Automatic Duplex Output Capable,Typical Electricity Consumption (TEC) (kWh/wk),Typical Electricity Consumption (TEC) (kWh/yr),Power in Sleep (Watts),Power in Standby (Watts),Default Delay Time to Sleep (minutes),Print/Copy Time from Ready State (s),Print/Copy Time from Sleep Mode (s),Print/Copy Time from Previous Job (s),Digital Front End (DFE) Manufacturer,DFE Model Number,DFE Typical Electricity Consumption (TEC) (kWh/wk),DFE Typical Electricity Consumption (TEC) (kWh/yr),DFE Ready State Power (Watts),DFE Sleep Mode Power (Watts),Functional Adders,Date Available On Market,Date Qualified,Markets,CB Model Identifier
2195560,Avision Inc.,Avision,AV110-OBM WI-FI,AV110-OBM WI-FI,,Scanners,Standard,Electro-photographic (EP),,8,No,,,4.01,0.16,0,,,,,,,,,,"Wireless - WiFi, None",10/01/2013,11/22/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV110-OBM WI-FI_11262013091021_7021257
2195656,Avision Inc.,Avision,AV610C2+,AV610C2+,,Scanners,Standard,Electro-photographic (EP),,40,No,,,1.95,0.24,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",06/01/2012,11/22/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV610C2+_11262013102530_1530898
2195657,Avision Inc.,Avision,AV620C2+,AV620C2+,,Scanners,Standard,Electro-photographic (EP),,40,No,,,1.95,0.24,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",06/01/2012,11/22/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV620C2+_11262013100735_0455039
2195658,Avision Inc.,Avision,AV620N,AV620N,,Scanners,Standard,Electro-photographic (EP),,40,No,,,1.95,0.24,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",06/01/2012,11/22/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV620N_11262013100805_0485801
2195723,Avision Inc.,Avision,DF-1004S,DF-1004S,,Scanners,Standard,Electro-photographic (EP),,40,No,,,1.95,0.24,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",06/01/2012,11/22/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | DF-1004S_11262013102545_1545080
2195725,Avision Inc.,Avision,DF-1015S,DF-1015S,,Scanners,Standard,Electro-photographic (EP),,40,No,,,1.95,0.24,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",06/01/2012,11/22/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | DF-1015S_11262013100750_0470007
2195727,Avision Inc.,Avision,AV176U,AV176U,,Scanners,Standard,Electro-photographic (EP),,30,No,,,1.94,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",08/15/2010,11/21/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV176U_11252013052445_7085649
2195745,Avision Inc.,Avision,FF-1301S,FF-1301S,,Scanners,Standard,Electro-photographic (EP),,8,No,,,4.01,0.16,0,,,,,,,,,,"Wireless - WiFi, None",10/01/2013,11/22/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | FF-1301S_11262013091037_7037932
2195746,Avision Inc.,Avision,MiCube Wi-Fi,MiCube Wi-Fi,,Scanners,Standard,Electro-photographic (EP),,8,No,,,4.01,0.16,0,,,,,,,,,,"Wireless - WiFi, None",10/01/2013,11/22/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | MiCube Wi-Fi_11262013091109_7069122
2195747,Avision Inc.,Avision,MiCube,MiCube,,Scanners,Standard,Electro-photographic (EP),,8,No,,,4.01,0.16,0,,,,,,,,,,"Wireless - WiFi, None",10/01/2013,11/22/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | MiCube_11262013091052_7052855
2197203,Avision Inc.,Avision,AV320E2+,AV320E2+,,Scanners,Standard,Electro-photographic (EP),,40,No,,,2.04,0.27,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",03/01/2012,11/26/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV320E2+_11282013024338_6618140
2198202,Avision Inc.,Avision,AV1730,AV1730,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.82,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",02/15/2012,12/06/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV1730_12102013081136_3096899
2198203,Avision Inc.,Avision,AV1750,AV1750,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.82,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",02/15/2012,12/06/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV1750_12102013081819_3499212
2198204,Avision Inc.,Avision,AV1760,AV1760,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.82,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",02/15/2012,12/06/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV1760_12102013073916_1156225
2198212,Avision Inc.,Avision,DF-1112S,DF-1112S,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.82,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",02/15/2012,12/06/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | DF-1112S_12102013074015_1215944
2198213,Avision Inc.,Avision,DF-1113S,DF-1113S,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.82,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",02/15/2012,12/06/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | DF-1113S_12102013080217_2537364
2198214,Avision Inc.,Avision,DF-1114S,DF-1114S,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.82,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",02/15/2012,12/06/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | DF-1114S_12102013081208_3128736
2198354,Avision Inc.,Avision,AV1880,AV1880,,Scanners,Standard,Electro-photographic (EP),,40,No,,,2.5,0.12,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",08/15/2012,12/06/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV1880_12122013002049_7649191
2198358,Avision Inc.,Avision,DL-1203S,DL-1203S,,Scanners,Standard,Electro-photographic (EP),,40,No,,,2.5,0.12,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",08/15/2012,12/06/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | DL-1203S_12122013002122_7682314
2198376,Avision Inc.,Avision,FF-1105B,FF-1105B,,Scanners,Standard,Electro-photographic (EP),,5,No,,,1.06,0.12,2,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",07/30/2011,12/06/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | FF-1105B_12122013015000_3000815
2198377,Avision Inc.,Avision,IS 25,IS 25,,Scanners,Standard,Electro-photographic (EP),,5,No,,,1.06,0.12,2,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",07/30/2011,12/06/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | IS 25_12102013103327_1607796
2198979,Avision Inc.,Avision,DF-1002S,DF-1002S,,Scanners,Standard,Electro-photographic (EP),,20,No,,,2.16,0.12,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",05/15/2010,12/12/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | DF-1002S_12172013085250_0370676
2198981,Avision Inc.,Avision,FB2280E,FB2280E,,Scanners,Standard,Electro-photographic (EP),,20,No,,,2.16,0.12,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",05/15/2010,12/12/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | FB2280E_12172013085211_0331032
2200004,Avision Inc.,Avision,AV5100,AV5100,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.17,0.28,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",11/15/2011,12/24/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV5100_01092014094435_0675214
2200006,Avision Inc.,Avision,AV5200,AV5200,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.17,0.28,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",11/15/2011,12/24/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV5200_01092014094717_0837801
2200007,Avision Inc.,Avision,AV5400,AV5400,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.17,0.28,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",11/15/2011,12/24/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | AV5400_01092014094811_0891973
2200011,Avision Inc.,Avision,BT-1007B,BT-1007B,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.17,0.28,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",11/15/2011,12/24/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | BT-1007B_01092014095233_1153209
2200017,Avision Inc.,Avision,DT-1106B,DT-1106B,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.17,0.28,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",11/15/2011,12/24/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | DT-1106B_01092014095739_1459410
2200018,Avision Inc.,Avision,DT-1110B,DT-1110B,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.17,0.28,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",11/15/2011,12/24/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | DT-1110B_01092014100304_1784156
2200021,Avision Inc.,Avision,FB5000,FB5000,,Scanners,Standard,Electro-photographic (EP),,120,No,,,2.17,0.28,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",11/15/2011,12/24/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | FB5000_01092014100735_2055327
2210085,Avision Inc.,Avision,FB1200 Plus,FB1200 Plus,,Scanners,Standard,Electro-photographic (EP),,10,No,,,1.87,0.18,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",06/20/2014,05/02/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_FB1200 Plus_05072014014128_6888012
2210087,Avision Inc.,Avision,FB1200+,FB1200+,,Scanners,Standard,Electro-photographic (EP),,10,No,,,1.87,0.18,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",06/20/2014,05/02/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_FB1200+_05072014014232_6952206
2210099,Avision Inc.,Avision,BF-1102S,BF-1102S,,Scanners,Standard,Electro-photographic (EP),,10,No,,,1.87,0.18,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",06/20/2014,05/02/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_BF-1102S_05072014014200_6920889
2212856,Avision Inc.,Avision,AVA5 PLUS,AVA5 PLUS,,Scanners,Small,Electro-photographic (EP),,10,No,,,2.23,0.18,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",06/01/2014,06/11/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AVA5 PLUS_06132014082409_7849554
2212859,Avision Inc.,Avision,BS-1005S,BS-1005S,,Scanners,Small,Electro-photographic (EP),,10,No,,,2.23,0.18,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",06/01/2014,06/11/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_BS-1005S_06132014082441_7881835
2214730,Avision Inc.,Avision,AD240,AD240,"AD240I,AD240I,; AD240U,AD240U,; AD240US,AD240US,; FL-1313B,FL-1313B,; FL-1603B,FL-1603B,; FL-1709B,FL-1709B,",Scanners,Standard,Electro-photographic (EP),,60,No,,,2.44,0.32,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",09/01/2014,07/09/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD240_07102014005550_3750327
2217867,Avision Inc.,Avision,AV32,AV32,"FF-1308S,FF-1308S,",Scanners,Standard,Electro-photographic (EP),,6,No,,,0.89,0.01,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",08/25/2014,08/25/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AV32_08262014053949_1589629
2217870,Avision Inc.,Avision,AD280,AD280,"AD260,AD260,; AD260I,AD260I,; AD280I,AD280I,; FL-1314B,FL-1314B,; FL-1315B,FL-1315B,",Scanners,Standard,Electro-photographic (EP),,160,No,,,1.05,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",09/01/2014,08/26/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD280_08262014062129_4089736
2220881,Avision Inc.,Avision,FB510,FB510,"AF310,AF310,; BS-1306S,BS-1306S,; FB510,FB510,",Scanners,Small,Electro-photographic (EP),,12,No,,,0.38,0.38,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",10/30/2014,09/29/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_FB510_10012014085935_3975289
2221816,Avision Inc.,Avision,AD125,AD125,"FF-1402B,FF-1402B,",Scanners,Standard,Electro-photographic (EP),,50,No,,,2.35,0.33,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",09/01/2014,10/02/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD125_10082014022041_4841303
2235619,Avision Inc.,Avision,AD230,AD230,"AD230+,AD230+,; AD230I,AD230I,; AD230L,AD230L,; AD230U,AD230U,; AD240+,AD240+,; AD240U+,AD240U+,; FL-1312B,FL-1312B,; FL-1602B,FL-1602B,",Scanners,Standard,N/A (Scanner),,60,No,,,2.67,0.32,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",12/15/2018,04/01/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD230_04012015033718_9438177
2246109,Avision Inc.,Avision,AD250F,AD250F,"AD250F,AD250F,; AD250FI,AD250FI,; DL-1409B,DL-1409B,",Scanners,Standard,N/A (Scanner),,80,No,,,1.62,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",07/30/2015,08/21/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD250F_08212015095653_1013427
2246392,Avision Inc.,Avision,AD250,AD250,"AD250,AD250,; AD250I,AD250I,; FL-1501B,FL-1501B,",Scanners,Standard,N/A (Scanner),,80,No,,,1.43,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",07/24/2015,08/24/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD250_08242015034114_7674607
2247903,Avision Inc.,Avision,AD125S,AD125S,"AD125S,AD125S,; FF-1410B,FF-1410B,",Scanners,Standard,N/A (Scanner),,25,No,,,1.74,0.37,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",09/15/2015,09/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD125S_09142015101737_5857103
2248117,Avision Inc.,Avision,FB1000N,FB1000N,"BF-1309B,BF-1309B,; PaperAir 1000N,PaperAir 1000N,",Scanners,Standard,N/A (Scanner),,5,No,,,0.36,0.36,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",09/17/2015,09/17/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_FB1000N_09172015033533_0933393
2253511,Avision Inc.,Avision,AD280F,AD280F,"AD280F,AD280UF,; DL-1509B,DL-1509B,",Scanners,Standard,N/A (Scanner),,160,No,,,1.9,0.25,15,,,,,,,,,,"Wired > 500 MHz - USB 3.x, None",11/24/2015,11/24/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD280F_11252015034610_3170622
2253762,Avision Inc.,Avision,AD250FB,AD250FB,"AD250FB,AD250FB,; AD260F,AD260F,; DL-1510B,DL-1510B,; DL-1511B,DL-1511B,",Scanners,Standard,N/A (Scanner),,120,No,,,2.32,0.24,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",11/25/2015,11/26/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD250FB_11272015035252_6372686
2256952,Avision Inc.,Avision,AN230W,AN230W,"AN230W,AN230W,; FL-1401B,FL-1401B,",Scanners,Standard,N/A (Scanner),,60,No,,,0.27,0.27,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",01/15/2016,01/12/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AN230W_01192016075208_9928555
2268107,Avision Inc.,Avision,AN240W,AN240W,"AN240,AN240,; FL-1503B,FL-1503B,",Scanners,Standard,N/A (Scanner),,80,No,,,2.09,0.13,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",04/15/2016,05/25/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AN240W_05302016050436_4676460
2271887,Avision Inc.,Avision,AD215,AD215,"AD215U,AD215U,; AD215W,AD215W,; FL-1507B,FL-1507B,; PaperAir 215,PaperAir 215,",Scanners,Standard,N/A (Scanner),,40,No,,,2.59,0.25,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",07/15/2016,08/10/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD215_07072016060812_1692587
2272078,Avision Inc.,Avision,AD215L,AD215L,"FL-1513B,FL-1513B,; PaperAir 215L,PaperAir 215L,",Scanners,Standard,N/A (Scanner),,40,No,,,2.44,0.37,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",07/15/2016,08/10/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD215L_07112016022953_4193832
2274424,Avision Inc.,Avision,AD520S,AD520S,"AD120S,AD120S,; DF-1508B,DF-1508B,",Scanners,Standard,N/A (Scanner),,20,No,,,2.56,0.18,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",08/01/2016,08/05/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD520S_08092016074854_8934226
2274718,Avision Inc.,Avision,AD240S,AD240S,"FL-1406B,FL-1406B,",Scanners,Standard,N/A (Scanner),,60,No,,,1.71,0.17,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",08/01/2016,08/05/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD240S_08122016034130_3290716
2292434,Avision Inc.,Avision,AD260U,AD260U,"AD280U,AD280U,",Scanners,Standard,N/A (Scanner),,160,No,,,1.05,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",04/30/2017,03/08/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD260U_03132017055335_4415982
2293401,Avision Inc.,Avision,AD7080,AD7080,"AD7080A,AD7080A,; DT-1608H,DT-1608H,",Scanners,Standard,N/A (Scanner),,200,No,,,0.22,0.22,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",04/06/2017,10/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD7080_03312017015619_5379693
2295541,Avision Inc.,Avision,AD215i,AD215i,"FL-1605B,FL-1605B,",Scanners,Standard,N/A (Scanner),,40,No,,,2.48,0.2,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",05/15/2017,05/04/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD215i_05052017063455_6095109
2295647,Avision Inc.,Avision,AD130,AD130,"AD130S,AD130S,; DF-1701B,DF-1701B,; DF-1702B,DF-1702B,",Scanners,Standard,N/A (Scanner),,60,No,,,2.14,0.23,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",04/24/2017,05/08/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD130_05092017072515_4715826
2306706,Avision Inc.,Avision,AN230,AN230,,Scanners,Standard,N/A (Scanner),,60,No,,,0.27,0.27,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",11/20/2017,01/13/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AN230_11072017052413_2253218
2308375,Avision Inc.,Avision,FB10,FB10,"BF-1606B,BF-1606B,; PaperAir 10,PaperAir 10,",Scanners,Standard,N/A (Scanner),,5,No,,,0.34,0.34,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",01/05/2018,12/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_FB10_12272017060255_4575849
2312899,Avision Inc.,Avision,AD120,AD120,"DL-1707B,DL-1707B,",Scanners,Standard,N/A (Scanner),,50,No,,,2.19,0.2,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",03/15/2018,03/01/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD120_03052018060509_9909627
2330734,Avision Inc.,Avision,AD8120,AD8120,"AD8080,AD8080,; AD8100,AD8100,; AD8120P,AD8120P,; AD8120U,AD8120U,; FT-1607B,FT-1607B,; FT-1907B,FT-1907B,",Scanners,Standard,N/A (Scanner),,240,No,,,1.93,0.26,15,,,,,,,,,,"Wired > 500 MHz - USB 3.x, None",08/30/2018,12/02/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_25313_AD8120_12052018052405_7445552
2195485,Avision Inc.,iVina,FB6280E,FB6280E,,Scanners,Standard,Electro-photographic (EP),,60,No,,,2.15,0.13,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",01/31/2010,11/22/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_AVISION INC (175217) | FB6280E_11262013114207_6127799
2186576,"Ambir Technology, Inc.",Ambir,ImageScan Pro 925i,DS925,"ImageScan Pro 920i,DS920,",Scanners,Standard,N/A (Scanner),Color,30,No,,,0.9,0.2,10,,,,,,,,,,"None, None",08/30/2013,07/25/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1102853_DS925 DS920_07292013120158_9272946
2186579,"Ambir Technology, Inc.",Ambir,ImageScan Pro 820i,DS820,"DocketPORT 1020,DP1020,DP1020",Scanners,Standard,N/A (Scanner),Color,50,No,,,0.54,0.27,1,,,,,,,,,,"Other, None",05/01/2011,05/03/2011,"United States, Switzerland, Taiwan, Japan, Canada",ES_1102853_DS820_06102013180239_2556268
2186580,"Ambir Technology, Inc.",Ambir,ImageScan Pro 940u,DS940,"ImageScan Pro 930u,DS930,DS930; ImageScan Pro 960u,DS960,DS960",Scanners,Standard,N/A (Scanner),Color,40,No,,,0.51,0.24,10,,,,,,,,,,"Other, None",10/26/2011,07/16/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1102853_DS940_06102013163407_7162134
2217479,"Ambir Technology, Inc.",Ambir,ImageScan Pro 687ix,DS687IX,,Scanners,Small,N/A (Scanner),Color,8,No,,,0.49,0.49,0,,,,,,,,,,"None, None",11/17/2014,08/05/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_1102853_DS687IX_08052014100422_9264706
2217480,"Ambir Technology, Inc.",Ambir,TravelScan Pro 600ix,PS600IX,,Scanners,Standard,N/A (Scanner),Color,7,No,,,0.45,0.45,0,,,,,,,,,,"None, None",11/17/2014,08/04/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_1102853_PS600IX_08152014103053_3412976
2217481,"Ambir Technology, Inc.",Ambir,ImageScan Pro 490ix,DS490IX,,Scanners,Standard,N/A (Scanner),Color,7,No,,,0.46,0.46,0,,,,,,,,,,"None, None",11/17/2014,08/04/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_1102853_DS490IX_08052014100831_2388364
2230783,"Ambir Technology, Inc.",Ambir,ImageScan Pro 667ix,PS667IX,,Scanners,Standard,N/A (Scanner),Color,8,No,,,0.48,0.48,0,,,,,,,,,,"None, None",02/27/2015,01/08/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1102853_PS667IX_01082015202237_3085446
2286822,"Ambir Technology, Inc.",Ambir,ImageScan Pro 830ix,DS830ix,"ImageScan Pro 820ix,DS820ix,",Scanners,Standard,N/A (Scanner),Color,60,No,,,0.42,0.16,10,,,,,,,,,,"None, None",01/20/2017,12/20/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1102853_DS830ix_12212016214611_7469069
2320490,"Ambir Technology, Inc.",Ambir,nScan 940gt,DS940GT,,Scanners,Standard,N/A (Scanner),,120,No,,,1.87,0.18,15,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",05/31/2018,05/25/2018,"United States, Canada",ES_1102853_nScan 940gt_05262018063809_6689593
2320689,"Ambir Technology, Inc.",Ambir,nScan 960gt,DS960GT,,Scanners,Standard,N/A (Scanner),,120,No,,,1.03,0.11,15,,,,,,,,,,"Wired > 500 MHz - USB 3.x, None",05/31/2018,05/28/2018,"United States, Canada",ES_1102853_nScan 960gt_06012018145107_4667322
2282331,"Argox Information Co., Ltd",ARGOX,I4-250,I4-250,"DX-200,DX-200,; DX-300,DX-300,; DX-4200,DX-4200,; DX-4300,DX-4300,; DX4-200,DX4-200,; DX4-300,DX4-300,; DXR-4200,DXR-4200,; DXR-4300,DXR-4300,; I4-240,I4-240,; I4-350,I4-350,; LK-200,LK-200,; LK-300,LK-300,; LX-200,LX-200,; LX-300,LX-300,; iX4-240,iX4-240,; iX4-250,iX4-250,; iX4-350,iX4-350,; iXA-200,iXA-200,; iXA-300,iXA-300,; iXA-500,iXA-500,; iXC-200,iXC-200,; iXC-300,iXC-300,; iXC-500,iXC-500,",Printers,Small,Thermal Transfer (TT),Monochrome,45,No,,,4.14,0.01,1,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet,Wired > 20 MHz and < 500 MHz - USB 2.x, None",10/01/2016,04/12/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1099770_I4-250_10262016115500_9548918
