ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,"Notebooks, Desktops, Integrated Computers, Slate/Tablets, Two-in-one Notebooks, and Portable All-in-ones Category for TEC (Typical Energy Consumption) Criteria",Category 0: Processor Brand,Category 0: Processor Name,Category 0: Operating System Name,Category 0: Base Processor Speed Per Core (GHz),Category 0: Physical CPU Cores (count),Category 0: System Memory (GB),Category 0: Graphics Category,Category 0: Default Low-power Mode,Category 0: Long Idle Power Used for Sleep Mode,Category 0: Off Mode (watts),Category 0: Sleep Mode (watts),Category 0: Long Idle (watts),Category 0: Short Idle (watts),Category 0: Base TEC Allowance (kWh),Category 0: Functional Adder Allowances (kWh),Category 0: TEC of Model (kWh),Category 1: Processor Brand,Category 1: Processor Name,Category 1: Operating System Name,Category 1: Base Processor Speed Per Core (GHz),Category 1: Physical CPU Cores (count),Category 1: System Memory (GB),Category 1: Graphics Category,Category 1: Default Low-power Mode,Category 1: Long Idle Power Used for Sleep Mode,Category 1: Off Mode (watts),Category 1: Sleep Mode (watts),Category 1: Long Idle (watts),Category 1: Short Idle (watts),Category 1: Base TEC Allowance (kWh),Category 1: Functional Adder Allowances (kWh),Category 1: TEC of Model (kWh),Category 2: Processor Brand,Category 2: Processor Name,Category 2: Operating System Name,Category 2: Base Processor Speed Per Core (GHz),Category 2: Physical CPU Cores (count),Category 2: System Memory (GB),Category 2: Graphics Category,Category 2: Default Low-power Mode,Category 2: Long Idle Power Used for Sleep Mode,Category 2: Off Mode (watts),Category 2: Sleep Mode (watts),Category 2: Long Idle (watts),Category 2: Short Idle (watts),Category 2: Base TEC Allowance (kWh),Category 2: Functional Adder Allowances (kWh),Category 2: TEC of Model (kWh),Category I1: Processor Brand,Category I1: Processor Name,Category I1: Operating System Name,Category I1: Base Processor Speed Per Core (GHz),Category I1: Physical CPU Cores (count),Category I1: System Memory (GB),Category I1: Graphics Category,Category I1: Default Low-power Mode,Category I1: Long Idle Power Used for Sleep Mode,Category I1: Off Mode (watts),Category I1: Sleep Mode (watts),Category I1: Long Idle (watts),Category I1: Short Idle (watts),Category I1: Base TEC Allowance (kWh),Category I1: Functional Adder Allowances (kWh),Category I1: TEC of Model (kWh),Category I2: Processor Brand,Category I2: Processor Name,Category I2: Operating System Name,Category I2: Base Processor Speed Per Core (GHz),Category I2: Physical CPU Cores (count),Category I2: System Memory (GB),Category I2: Graphics Category,Category I2: Default Low-power Mode,Category I2: Long Idle Power Used for Sleep Mode,Category I2: Off Mode (watts),Category I2: Sleep Mode (watts),Category I2: Long Idle (watts),Category I2: Short Idle (watts),Category I2: Base TEC Allowance (kWh),Category I2: Functional Adder Allowances (kWh),Category I2: TEC of Model (kWh),Category I3: Processor Brand,Category I3: Processor Name,Category I3: Operating System Name,Category I3: Base Processor Speed Per Core (GHz),Category I3: Physical CPU Cores (count),Category I3: System Memory (GB),Category I3: Graphics Category,Category I3: Default Low-power Mode,Category I3: Long Idle Power Used for Sleep Mode,Category I3: Off Mode (watts),Category I3: Sleep Mode (watts),Category I3: Long Idle (watts),Category I3: Short Idle (watts),Category I3: Base TEC Allowance (kWh),Category I3: Functional Adder Allowances (kWh),Category I3: TEC of Model (kWh),Category D1: Processor Brand,Category D1: Processor Name,Category D1: Operating System Name,Category D1: Base Processor Speed Per Core (GHz),Category D1: Physical CPU Cores (count),Category D1: System Memory (GB),Category D1: Graphics Category,Category D1: Default Low-power Mode,Category D1: Long Idle Power Used for Sleep Mode,Category D1: Off Mode (watts),Category D1: Sleep Mode (watts),Category D1: Long Idle (watts),Category D1: Short Idle (watts),Category D1: Base TEC Allowance (kWh),Category D1: Functional Adder Allowances (kWh),Category D1: TEC of Model (kWh),Category D2: Processor Brand,Category D2: Processor Name,Category D2: Operating System Name,Category D2: Base Processor Speed Per Core (GHz),Category D2: Physical CPU Cores (count),Category D2: System Memory (GB),Category D2: Graphics Category,Category D2: Default Low-power Mode,Category D2: Long Idle Power Used for Sleep Mode,Category D2: Off Mode (watts),Category D2: Sleep Mode (watts),Category D2: Long Idle (watts),Category D2: Short Idle (watts),Category D2: Base TEC Allowance (kWh),Category D2: Functional Adder Allowances (kWh),Category D2: TEC of Model (kWh),WLAN Capability,Ethernet Capability,Bluetooh Capability,Motherboard Form Factor,Motherboard Form Factor Other,Product DIMM Count,Product PCIex16 Slot Count,Product PCIex8 Slot Count,Product PCIex4 Slot Count,Product PCIex1 Slot Count,Product M.2 (except Key M) Port Count,Product M.2 Key M Port Count,Product USB 2.0 Port Count,Product USB 3.X (5Gb/s) Port Count,Product USB 3.X (10Gb/s) Port Count,Product USB X.X (> 10Gb/s) Port Count,Product USB X.X Port Speed,Product Thunderbolt Port Count,Product Thunderbolt 2 Port Count,Product Thunderbolt 3 Port Count,Product Thunderbolt X Port Count,Product Thunderbolt X Port Speed,Product Total USB 2.0 Header Count,Product USB 3.X (5 Gb/s) Header Count,Product USB 3.X (10. Gb/s) Header Count,Product USB X.X (> 10 Gb/s) Header Count,Product SATA and eSATA Port Count,Product SATA Express Port Count,Multi-Channel Memory Support,Thin Clients: Processor Brand,Thin Clients: Processor Name,Thin Clients: Operating System Name,Thin Clients: Base Processor Speed Per Core (GHz),Thin Clients: System Memory (GB),Thin Clients: Graphics Category,Thin Clients: Long Idle Power Used for Sleep Mode,Thin Clients: Off Mode (watts),Thin Clients: Sleep Mode (watts),Thin Clients: Long Idle (watts),Thin Clients: Short Idle (watts),Thin Clients: TEC of Model (kWh),Thin Clients: TEC Requirement (kWh),Workstations: Processor Brand,Workstations: Processor Name,Workstations: Operating System Name,Workstations: Base Processor Speed Per Core (GHz),Workstations: System Memory (GB),Workstations: Graphics Category,Workstations: Hard Drives (count),Workstations: Off Mode (watts),Workstations: Sleep Mode (watts),Workstations: Long Idle (watts),Workstations: Short Idle (watts),Workstations: Weighted Power of Model (watts),Sleep Mode Default Time Upon Shipment (min.),Display Sleep Mode Default Time Upon Shipment (min.),WOL (Wake on LAN) From Sleep,Will the Speed of Any Active 1 GB/s or Higher Ethernet Network Links be Reduced to Less Than 1 GB/s When Transitioning to Sleep or Off Mode?,Date Available On Market,Date Certified,Markets,CB Model Identifier
2335931,Fujitsu Limited,Fujitsu,LIFEBOOK U939X,LIFEBOOK U939X,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.9,4,16,,,,0.1,0.4,2.9,3.7,8,14.6,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,Shipped Disabled with Both Client OS and Network Controls to Enable Feature,Yes,04/03/2019,03/28/2019,"United States, Switzerland, Taiwan, Canada",ES_20230_LIFEBOOK U939X_04032019024103_9263712
2335573,Fujitsu Limited,Fujitsu,LIFEBOOK U729X,LIFEBOOK U729X,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.9,4,16,,,,0.2,0.4,2.2,4.5,8,14,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,Shipped Disabled with Both Client OS and Network Controls to Enable Feature,Yes,04/03/2019,03/28/2019,"United States, Switzerland, Taiwan, Canada",ES_20230_LIFEBOOK U729X_03292019010724_1644108
2335469,PC Smart S.A.S.,PC Smart,Notebook 2 in 1,PCSGOBYO1318-A,"Notebook 2 in 1,PCSGOBYO1318-B,; Notebook 2 in 1,PCSGOBYO1318-C,; Notebook 2 in 1,PCSGOBYO1318-D,",Notebook,1,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.8,4,8,,Sleep Mode,No,0.5,0.6,2.5,5,8,12.2,18.3,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.8,4,8,,Sleep Mode,No,0.5,0.6,2.5,5,8,12.2,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,,,03/29/2019,03/29/2019,United States,ES_1076772_ PCSGOBYO1318-A_03292019055607_2681203
2335459,Fujitsu Limited,Fujitsu,LIFEBOOK T939,LIFEBOOK T939,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.9,4,16,,,,0.2,0.4,2.5,4,8,13.4,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Shipped Disabled with Both Client OS and Network Controls to Enable Feature,Yes,04/01/2019,03/27/2019,"United States, Switzerland, Taiwan, Canada",ES_20230_LIFEBOOK T939_03282019094054_6054348
2335456,"Micro-Star International Co., Ltd.",MSI,MS-16P7,GE63 Raider RGB 8SG,"MS-16P7,GE63 Raider 8SE,; MS-16P7,GE63 Raider 8SF,; MS-16P7,GE63 Raider RGB 8SD,; MS-16P7,GE63 Raider RGB 8SE,; MS-16P7,GE63 Raider RGB 8SF,; MS-16P7,GE63 Raider RGB 9SD,; MS-16P7,GE63 Raider RGB 9SE,; MS-16P7,GE63 Raider RGB 9SF,; MS-16P7,GE63 Raider RGB 9SG,; MS-16P7,GL63 8SD,; MS-16P7,GL63 8SDK,; MS-16P7,GL63 8SE,; MS-16P7,GL63 8SEK,; MS-16P7,GL63 8SF,; MS-16P7,GL63 8SFK,; MS-16P7,GL63 9SD,; MS-16P7,GL63 9SDK,; MS-16P7,GL63 9SE,; MS-16P7,GL63 9SEK,; MS-16P7,GP63 Leopard 8SE,; MS-16P7,GP63 Leopard 8SF,; MS-16P7,GV63 9SE,; MS-16P7,GVL63 8SE,",Notebook,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,,,,,,,,,,,,,,,,Intel,Core i9,Windows 10,2.3,8,16,G7,Sleep Mode,No,0.4,1.1,8.2,13.7,14,59.4,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,Shipped Enabled Under All Conditions,Yes,04/01/2019,03/26/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1047644_GE63 Raider RGB 8SG_20192126153540_700791
2335415,"Micro-Star International Co., Ltd.",MSI,MS-17E2,GE75 Raider 8SG,"MS-17E2,GE75 Raider 8SE,; MS-17E2,GE75 Raider 8SF,; MS-17E2,GE75 Raider 9SE,; MS-17E2,GE75 Raider 9SF,; MS-17E2,GE75 Raider 9SG,; MS-17E2,GP75 Leopard 9SD,; MS-17E2,GP75 Leopard 9SE,; MS-17E2,GP75 Leopard 9SF,; MS-17E2,GP75 Raider 8SD,; MS-17E2,GP75 Raider 8SE,; MS-17E2,GP75 Raider 8SF,; MS-17E2,WE75 9TK,",Notebook,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,,,2.2,6,16,G7,Sleep Mode,No,0.5,0.9,8.3,16.8,14,61.2,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,Shipped Enabled When Operating on Ac Power Only,Yes,04/01/2019,03/26/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1047644_GE75 Raider 8SG_20192126151144_903479
2335393,"Micro-Star International Co., Ltd.",MSI,MS-17F2,GF75 Thin 8SC,"MS-17F2,GF75 Thin 8RCS,; MS-17F2,GF75 Thin 9RC,; MS-17F2,GF75 Thin 9SC,",Notebook,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,,,2.2,6,16,G6,Sleep Mode,No,0.3,0.6,6.1,10.5,14,44.1,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,Shipped Enabled When Operating on Ac Power Only,Yes,04/01/2019,03/26/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1047644_GF75 Thin 8SC_20192126150250_9770084
2335392,"Micro-Star International Co., Ltd.",MSI,MS-17E3,GP75 Leopard 9SC,"MS-17E3,GP75 Leopard 9RC,; MS-17E3,GP75 Leopard 9RCX,",Notebook,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,2.6,6,16,G6,Sleep Mode,No,0.3,0.6,8.5,12.3,14,44.1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,Shipped Enabled When Operating on Ac Power Only,Yes,04/01/2019,03/26/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1047644_GP75 Leopard 9SC_20192126143349_6677978
2335391,"Micro-Star International Co., Ltd.",MSI,MS-17C7,GP73 Leopard 8SE,"MS-17C7,GL73 8SD,; MS-17C7,GL73 8SDK,; MS-17C7,GL73 8SE,; MS-17C7,GL73 8SEK,; MS-17C7,GL73 8SF,; MS-17C7,GL73 8SFK,; MS-17C7,GL73 9SD,; MS-17C7,GL73 9SDK,; MS-17C7,GL73 9SE,; MS-17C7,GL73 9SEK,; MS-17C7,GL73 9SF,; MS-17C7,GL73 9SFK,; MS-17C7,GP73 Leopard 8SF,",Notebook,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,,,2.2,6,16,G7,Sleep Mode,No,0.5,0.9,17,22.3,14,61,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,Shipped Enabled When Operating on Ac Power Only,Yes,04/01/2019,03/26/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1047644_GP73 Leopard 8SE_20192126133537_6340470
2335346,ASUSTeK Computer Inc.,ASUS,PB50 Series,PB50,,Desktop,"I3,I1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMD,Ryzen 3,Windows 10,2.6,2,4,G4,Sleep Mode,No,0.3,2.4,13.5,14.6,112,22.1,64.7,,,,,,,,,,,,,,,,,AMD,Ryzen 5,Windows 10,2.1,4,8,G4,Sleep Mode,No,0.3,2.4,12.3,13.4,135,25.3,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Other,7.2126*6.6535,2,0,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Shipped Enabled Under All Conditions,Yes,03/04/2019,03/27/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_PB50_03282019023219_0339646
2335343,ASUSTeK Computer Inc.,ASUS,D425MC Series,D425MC,,Desktop,"I3,D2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMD,Ryzen 5,Windows 10,3.6,4,8,,Sleep Mode,No,0.1,0.8,22.1,22.7,135,33.3,99.5,,,,,,,,,,,,,,,,,AMD,Ryzen 7,Windows 10,3,8,8,G5,Sleep Mode,No,0.1,0.9,37.1,39.4,135,138.3,170.2,Yes,Yes,Yes,Other,"8.7"" X 8.9""",2,1,0,0,2,0,1,0,4,2,0,0,0,0,0,0,0,2,1,0,0,4,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Shipped Enabled Under All Conditions,Yes,12/10/2018,03/26/2019,"Taiwan, Canada",ES_41973_D425MC_03282019015500_8100273
2335340,ASUSTeK Computer Inc.,ASUS,D641MD Series,D641MD,"D641MD Series,D641SC,",Desktop,"I3,D1,I2,D2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Celeron,Windows 10,3.2,2,16,,Sleep Mode,No,0.2,0.7,16.2,16.6,120,13.7,73.4,Intel,Core i7,Windows 10,3.2,6,16,,Sleep Mode,No,0.2,0.7,16.1,16.8,135,13.7,74,Intel,Pentium,Windows 10,3.9,2,16,G5,Sleep Mode,No,0.2,0.7,22.9,23.8,115,118.7,104.4,Intel,Core i7,Windows 10,3.2,6,16,G5,Sleep Mode,No,0.2,0.7,22.6,23.8,135,118.7,103.8,Yes,Yes,Yes,Other,10.4*9.6,4,1,0,0,2,1,1,4,2,4,0,0,0,0,0,0,0,2,0,0,0,3,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Shipped Enabled Under All Conditions,Yes,03/11/2019,03/26/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_D641MD_03282019013940_7180179
2335308,Apple Inc.,Apple,iPad mini,A2133,",A2124,; ,A2125,; ,A2126,",Slate/Tablet,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iOS,,,3,,Sleep Mode,No,0.8,0.2,0.2,2.3,14,10.6,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,03/18/2019,03/26/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023756_A2133_03272019164510_5110226
2335306,Apple Inc.,Apple,iPad Air,A2153,",A2123,; ,A2152,; ,A2154,",Slate/Tablet,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iOS,,,3,,Sleep Mode,No,0.8,0.2,0.2,3.2,14,13.5,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,03/18/2019,03/26/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023756_A2153_03272019160840_2920973
2335214,Fujitsu Limited,Fujitsu,ME15B,LIFEBOOK E559,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.9,4,64,,,,0.3,1.1,2.5,5.3,8,32.2,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,Shipped Disabled with Both Client OS and Network Controls to Enable Feature,Yes,03/27/2019,03/25/2019,"United States, Switzerland, Taiwan, Canada",ES_20230_LIFEBOOK E559_03262019094006_3206191
2335197,Fujitsu Limited,Fujitsu,LIFEBOOK U749,LIFEBOOK U749,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.9,4,64,,,,0.1,0.9,3.9,5.2,8,29.3,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Shipped Disabled with Both Client OS and Network Controls to Enable Feature,Yes,03/26/2019,03/24/2019,"United States, Switzerland, Taiwan, Canada",ES_20230_LIFEBOOK U749_03252019084720_3640656
2335196,Fujitsu Limited,Fujitsu,ME14B,LIFEBOOK E549,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.9,4,64,,,,0.3,1.1,2.6,4.2,8,30.9,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,Shipped Disabled with Both Client OS and Network Controls to Enable Feature,Yes,03/27/2019,03/24/2019,"United States, Switzerland, Taiwan, Canada",ES_20230_LIFEBOOK E549_03252019080254_0974751
2335127,Fujitsu Limited,Fujitsu,LIFEBOOK U759,LIFEBOOK U759,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.9,4,64,,,,0.3,1,3.4,6.7,8,37.7,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Shipped Disabled with Both Client OS and Network Controls to Enable Feature,Yes,03/26/2019,03/21/2019,"United States, Switzerland, Taiwan, Canada",ES_20230_LIFEBOOK U759_03222019081940_2780693
2335126,Fujitsu Limited,Fujitsu,LIFEBOOK U729,LIFEBOOK U729,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.9,4,64,,,,0.1,0.9,3.5,4.4,8,28.1,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Shipped Disabled with Both Client OS and Network Controls to Enable Feature,Yes,03/26/2019,03/21/2019,"United States, Switzerland, Taiwan, Canada",ES_20230_LIFEBOOK U729_03222019082005_2805542
2335112,Acer Incorporated,Acer,N17Q4,A314-21,,Notebook,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMD,A9-9425,Windows 10,3.1,2,8,,Sleep Mode,,0.4,0.4,3.1,4.2,8,14.4,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Shipped Disabled,No,03/29/2019,03/19/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_A314-21_03232019051316_7996034
2335093,"Huawei Technologies Co., Ltd.",HUAWEI,WRT-W09,WRT-W09,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i3,Windows 10,2.1,2,8,,Off Mode with Hibernation,No,0.7,1,2,4.4,8,11.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,,No,03/31/2019,03/22/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1100906_WRT-W09_03222019142112_1685514
2335092,"Huawei Technologies Co., Ltd.",HUAWEI,WRT-W19,WRT-W19,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i5,Windows 10,1.6,4,8,G3,Off Mode with Hibernation,No,0.7,1,2,4.4,8,11.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,,No,12/05/2018,03/22/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1100906_WRT-W19_03222019142101_5537947
2335091,"Huawei Technologies Co., Ltd.",HUAWEI,WRT-W29,WRT-W29,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.8,4,16,G3,Off Mode with Hibernation,No,0.7,1,2,4.4,8,11.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,,No,12/05/2018,03/22/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1100906_WRT-W29_03222019142034_7448941
2335090,"Huawei Technologies Co., Ltd.",HUAWEI,KLV-W09,KLV-W09,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i3,Windows 10,2.1,2,4,G3,Off Mode with Hibernation,No,0.6,0.9,2.4,4.4,8,13.3,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Shipped Disabled,No,03/15/2019,03/11/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1100906_KLV-W09_03142019145826_5042936
2335089,"Huawei Technologies Co., Ltd.",HUAWEI,KLV-W19,KLV-W19,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i5,Windows 10,1.6,4,8,G3,Off Mode with Hibernation,No,0.6,0.9,2.4,4.4,8,13.3,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Shipped Disabled,No,03/15/2019,03/11/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1100906_KLV-W19_03142019145814_8108611
2335088,"Huawei Technologies Co., Ltd.",HUAWEI,KLV-W29,KLV-W29,,Notebook,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,Core i7,Windows 10,1.8,4,16,G3,Off Mode with Hibernation,No,0.6,0.9,2.4,4.4,8,13.3,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Shipped Disabled,No,03/15/2019,03/11/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1100906_KLV-W29_03142019145736_3564450
