ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Initial Solar Reflectance,Solar Reflectance after 3 years,Initial Emissivity,Low Slope?,Steep Slope?,Roof Cleaned Prior to 3rd Year Test,Warranty Period (yrs),Date Available On Market,Date Qualified,Markets,CB Model Identifier
2248264,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Bone White,KW3R17374,,Coating,0.72,0.7,0.83,Yes,Yes,No,35,01/01/2005,09/21/2015,"United States, Canada",ES_1019374_9212015000000_0006795
2248265,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Charcoal,KA3Y37782,,Coating,0.26,0.25,0.83,No,Yes,No,35,01/01/2005,09/21/2015,"United States, Canada",ES_1019374_9212015000000_0006797
2248266,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Hunter Green,KG3Y37791,,Coating,0.26,0.25,0.83,No,Yes,No,35,01/01/2005,09/21/2015,"United States, Canada",ES_1019374_9212015000000_0006792
2248292,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Arcadia Green,KG3Y97794,,Coating,0.32,0.32,0.83,No,Yes,No,35,01/01/2005,09/22/2015,"United States, Canada",ES_1019374_9222015000000_0006793
2248296,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Legend White,KW3Y37795,,Coating,0.67,0.66,0.83,Yes,Yes,No,35,01/01/2005,09/22/2015,"United States, Canada",ES_1019374_9222015000000_0006794
2248298,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Slate Gray,KA3Y37778,,Coating,0.35,0.35,0.83,No,Yes,No,35,01/01/2005,09/22/2015,"United States, Canada",ES_1019374_9222015000000_0006798
2248301,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Deep Blue,XL3Y39261,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,09/22/2015,"United States, Canada",ES_1019374_9222015000000_0006805
2248391,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Blue,XL3Y49243,,Coating,0.32,0.34,0.83,No,Yes,No,40,01/01/2007,09/23/2015,"United States, Canada",ES_1019374_9232015000000_0006806
2248396,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burnished Slate,XS3Y45198,,Coating,0.26,0.25,0.83,No,Yes,No,40,01/01/2007,09/23/2015,"United States, Canada",ES_1019374_9232015000000_0006807
2248445,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Ash Gray,XA3Y45195,,Coating,0.35,0.42,0.84,No,Yes,No,40,01/01/2007,09/24/2015,"United States, Canada",ES_1019374_9242015000000_0006814
2248662,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Stratford Brown,KN3Y37784,,Coating,0.25,0.25,0.83,No,Yes,No,35,01/01/2005,09/30/2015,"United States, Canada",ES_1019374_9302015000000_0006791
2248666,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Brown,KN3Y41692,,Coating,0.33,0.31,0.83,No,Yes,No,35,01/01/2005,09/30/2015,"United States, Canada",ES_1019374_9302015000000_0006832
2248667,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Red,XR3G40864,,Coating,0.35,0.35,0.83,No,Yes,No,40,10/25/2005,09/30/2015,"United States, Canada",ES_1019374_9302015000000_0006801
2248693,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Cool White,XW3Y41540,,Coating,0.7,0.67,0.84,Yes,Yes,No,40,01/01/2007,09/30/2015,"United States, Canada",ES_1019374_9302015000000_0006833
2248694,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Sand Gold,XD3Y45202,,Coating,0.58,0.54,0.84,No,Yes,No,40,01/01/2007,09/30/2015,"United States, Canada",ES_1019374_9302015000000_0006803
2248699,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Tan,XT3Y47810,,Coating,0.58,0.45,0.84,No,Yes,No,40,01/01/2007,09/30/2015,"United States, Canada",ES_1019374_9302015000000_0006804
2248716,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Bright Red,XR3Y43421,,Coating,0.38,0.35,0.84,No,Yes,No,40,01/01/2007,09/30/2015,"United States, Canada",ES_1019374_9302015000000_0006802
2248994,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Copper,KM2R34922,,Coating,0.54,0.35,0.81,No,Yes,No,35,01/01/2005,10/01/2015,"United States, Canada",ES_1019374_10012015000000_0006799
2249001,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Tan,XT3Y40719,,Coating,0.54,0.32,0.84,No,Yes,No,40,01/01/2007,10/01/2015,"United States, Canada",ES_1019374_10012015000000_0006808
2249203,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Barn Red,XR3Y41595,,Coating,0.3,0.25,0.84,No,Yes,No,40,01/01/2007,10/02/2015,"United States, Canada",ES_1019374_10022015000000_0006800
2249205,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Emerald Green,XG3Y45196,,Coating,0.26,0.25,0.83,No,Yes,No,40,01/01/2007,10/02/2015,"United States, Canada",ES_1019374_10022015000000_0006809
2249207,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Charcoal,XA3Y45201,,Coating,0.28,0.25,0.84,No,Yes,No,40,01/01/2007,10/02/2015,"United States, Canada",ES_1019374_10022015000000_0006813
2249299,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Ebony Black,XB3Y45205,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,10/05/2015,"United States, Canada",ES_1019374_10052015000000_0006812
2249300,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Colony Green,XG3Y45204,,Coating,0.32,0.32,0.83,No,Yes,No,40,01/01/2007,10/05/2015,"United States, Canada",ES_1019374_10052015000000_0006810
2249301,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Bright Copper,XM2Y45774,,Coating,0.54,0.35,0.83,No,Yes,No,40,01/01/2007,10/05/2015,"United States, Canada",ES_1019374_10052015000000_0006815
2249302,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Thompson White,XW3Y46954,,Coating,0.67,0.64,0.84,No,Yes,No,40,01/01/2007,10/05/2015,"United States, Canada",ES_1019374_10052015000000_0006811
2251683,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XR3Y48840,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11042015000000_0006866
2251688,AkzoNobel,CERAM-A-STAR&reg; 1050,Red,XR5G41223,,Coating,0.25,0.25,0.83,No,Yes,No,40,10/31/2005,11/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11042015000000_0006851
2251694,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XP3Y45634,,Coating,0.25,0.25,0.83,No,Yes,No,40,02/02/2008,11/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11042015000000_0006852
2251695,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XR3Y54434,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11042015000000_0006853
2251696,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Rustic Red,XR3Y43419,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11042015000000_0006854
2251697,AkzoNobel,CERAM-A-STAR&reg; 1050,Barn Red,XR3G42384,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11042015000000_0006855
2251698,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Dark Red,XR3Y49079,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11042015000000_0006856
2251699,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XR3Y44850,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11042015000000_0006857
2251701,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Red,XR3Y41420,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11042015000000_0006858
2251922,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XP3Y41234,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006859
2251923,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XR3Y46048,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006860
2251924,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Red,XR3Y44083,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006861
2251925,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Dark Red,XR3Y45510,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006863
2251926,AkzoNobel,CERAM-A-STAR&reg; 1050,Red,XR3G41462,,Coating,0.25,0.25,0.83,No,Yes,No,40,10/01/2005,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006870
2251927,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XR3Y56521,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/07/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006872
2251928,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XP3Y49932,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006880
2251929,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Terra Cotta,XR3Y58431,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006878
2251930,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XR3Y58433,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2001,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006879
2251935,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XP4Y53640,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006875
2251936,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XR3Y43420,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006876
2251937,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XR3Y48494,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006877
2251938,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Berry,XR3Y43675,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006864
2251939,AkzoNobel,CERAM-A-STAR&reg; 1050,Red,XR3G41445,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006865
2251940,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XR3Y56517,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/07/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006873
2251941,AkzoNobel,CERAM-A-STAR&reg; 1050,Red,XR3G41331,,Coating,0.25,0.25,0.83,No,Yes,No,40,11/04/2005,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006881
2251946,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XR3Y44078,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/05/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11052015000000_0006869
2252004,AkzoNobel,CERAM-A-STAR&reg; 1050,Rustic Red,XR3G46257,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/06/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11062015000000_0006868
2252005,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burgundy,XP3Y43839,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/06/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11062015000000_0006867
2252070,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Dark Red,XR3Y46036,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/06/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11062015000000_0006874
2252071,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Red,XR3Y42037,,Coating,0.25,0.25,0.83,No,Yes,No,40,04/06/2007,11/06/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11062015000000_0006882
2252092,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Red,XR3Y48848,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/06/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11062015000000_0006892
2252093,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Colonial Red,XR3Y40727,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/06/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11062015000000_0006894
2252261,AkzoNobel,CERAM-A-STAR&reg; 1050,Colonial Red,XR3G42855,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006895
2252273,AkzoNobel,CERAM-A-STAR&reg; 1050,Country Red CC&reg;,XR3G47027,,Coating,0.35,0.35,0.83,No,Yes,No,40,08/28/2006,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006884
2252274,AkzoNobel,CERAM-A-STAR&reg; 1050,Rustic Red,XR3G42462,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006887
2252275,AkzoNobel,CERAM-A-STAR&reg; 1050,Country Red,XR3G43847,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006889
2252276,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Barn Red,XR3Y44421,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006891
2252277,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Red,XR3Y45570,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006893
2252278,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Rustic Red,XR3Y46041,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006897
2252279,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Red,XR3Y47808,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006898
2252280,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Brick Red,XR3Y52116,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006900
2252281,AkzoNobel,CERAM-A-STAR&reg; 1050,Barn Red,XR3G42462,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006904
2252282,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Barn Red,XR3Y58430,,Coating,0.35,0.35,0.83,No,Yes,No,40,10/30/2005,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006906
2252283,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Red,XR0Y49097,,Coating,0.35,0.35,0.83,No,Yes,No,40,10/30/2005,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006907
2252284,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Red,XR3Y49347,,Coating,0.35,0.35,0.83,No,Yes,No,40,10/30/2005,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006908
2252296,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Red,XR3Y40726,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006896
2252297,AkzoNobel,CERAM-A-STAR&reg; 1050,Royal Red,XR3G43521,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006901
2252298,AkzoNobel,CERAM-A-STAR&reg; 1050,Barn Red,XR3G41828,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2007,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006902
2252299,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Country Red,XR3Y45200,,Coating,0.25,0.25,0.83,No,Yes,No,40,01/01/2001,11/10/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_11102015000000_0006905
2255689,AkzoNobel,CERAM-A-STAR&reg; 1050,Ruffin Red,XR3G42045,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,12/31/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12312015000000_0006956
2255690,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Regal Red,XR3Y55111,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,12/31/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12312015000000_0006962
2255691,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Bright Red,XR3Y44948,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,12/31/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12312015000000_0006968
2255692,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Bright Red,XR3Y45575,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,12/31/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12312015000000_0006969
2255693,AkzoNobel,CERAM-A-STAR&reg; 1050,Bright Red,XR3Y46040,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,12/31/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12312015000000_0006970
2255694,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Crimson Red,XR3Y51555,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,12/31/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12312015000000_0006972
2255695,AkzoNobel,CERAM-A-STAR&reg; 1050,Patriot Red,XR3Y45511,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,12/31/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12312015000000_0006973
2255696,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Crimson Red,XR3Y41366,,Coating,0.35,0.35,0.83,No,Yes,No,40,11/09/2005,12/30/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12302015000000_0006909
2255697,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Bright Red,XR3Y46035,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,12/30/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12302015000000_0006952
2255698,AkzoNobel,CERAM-A-STAR&reg; 1050,Country Red,XR3G45575,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,12/31/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12312015000000_0006953
2255699,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Bright Red,XR3Y51998,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,12/31/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12312015000000_0006954
2255700,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Patriot Red,XR3Y46035,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/2007,12/31/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_12312015000000_0006955
2268921,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3G41332,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/11/2006,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007637
2268924,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3Y41371,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/11/2006,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007638
2268925,AkzoNobel,CERAM-A-STAR&reg; 1050,White,XW3G41328,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/11/2006,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007639
2261219,"Accella Polyurethane Systems, LLC",Poly-Sil 2200,White,White,,Coating,0.85,0.66,0.85,Yes,Yes,No,10,06/01/2000,03/02/2016,United States,ES_1136079_White_03022016000000_8683603
2261220,"Accella Polyurethane Systems, LLC",Poly-Sil 2500,White,White,,Coating,0.87,0.7,0.89,Yes,Yes,No,10,06/01/2009,03/02/2016,United States,ES_1136079_White_03022016000000_6080018
2261221,"Accella Polyurethane Systems, LLC",Acry-Tek 4200,White,White,,Coating,0.8,0.69,0.86,Yes,Yes,No,10,06/01/2000,03/02/2016,United States,ES_1136079_White_03022016000000_8267341
2261222,"Accella Polyurethane Systems, LLC",Acry-Tek 9000,White,White,,Coating,0.85,0.66,0.85,Yes,Yes,No,10,06/01/2002,03/02/2016,United States,ES_1136079_White_03022016000000_7394987
2253193,ACI Buildings Systems,ACI 2000,Fern Green (WXG0025L),Fern Green (WXG0025L),,Metal,0.25,0.25,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Fern Green (WXG0025L)_11232015221818_7098683
2253194,ACI Buildings Systems,ACI 2000,Burnished Slate (WXB1007L),Burnished Slate (WXB1007L),,Metal,0.32,0.32,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Burnished Slate (WXB1007L)_11232015223044_7844359
2253195,ACI Buildings Systems,ACI 2000,Charcoal Grey (WXA0090L),Charcoal Grey (WXA0090L),,Metal,0.25,0.25,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Charcoal Grey (WXA0090L)_11232015223645_8205318
2253196,ACI Buildings Systems,ACI 2000,Evergreen (WXG0021L),Evergreen (WXG0021L),,Metal,0.32,0.32,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Evergreen (WXG0021L)_11232015224408_8648948
2253197,ACI Buildings Systems,ACI 3000,Medium Bronze (437R398),Medium Bronze (437R398),,Metal,0.32,0.32,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Medium Bronze (437R398)_11232015224807_8887170
2253198,ACI Buildings Systems,ACI 3000,Slate Grey (432R1144),Slate Grey (432R1144),,Metal,0.35,0.35,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Slate Grey (432R1144)_11232015225125_9085927
2253199,ACI Buildings Systems,ACI 3000,Everglade (435RZ327),Everglade (435RZ327),,Metal,0.32,0.32,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Everglade (435RZ327)_11232015225817_9497236
2253200,ACI Buildings Systems,ACI 3000,Midnight Bronze (437R454),Midnight Bronze (437R454),,Metal,0.25,0.25,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Midnight Bronze (437R454)_11232015230904_0144891
2253201,ACI Buildings Systems,ACI 3000,Harbor Blue (436R1141),Harbor Blue (436R1141),,Metal,0.25,0.25,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Harbor Blue (436R1141)_11232015231212_0332878
2253202,ACI Buildings Systems,ACI 3000,Classic Green (435R326),Classic Green (435R326),,Metal,0.25,0.25,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Classic Green (435R326)_11232015231841_0721294
2253203,ACI Buildings Systems,ACI 2000,Ash Grey (WXA0092L),Ash Grey (WXA0092L),,Metal,0.35,0.35,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Ash Grey (WXA0092L)_11232015232929_1369671
2253204,ACI Buildings Systems,ACI 2000,Desert Sand (WXD0055L),Desert Sand (WXD0055L),,Metal,0.32,0.32,0.83,No,Yes,No,20,01/01/2015,11/23/2015,United States,ES_1091576_Desert Sand (WXD0055L)_11232015233730_1850935
