ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Initial Solar Reflectance,Solar Reflectance after 3 years,Initial Emissivity,Low Slope?,Steep Slope?,Roof Cleaned Prior to 3rd Year Test,Warranty Period (yrs),Date Available On Market,Date Qualified,Markets,CB Model Identifier
2252622,National Coatings Corporation,AcryShield,A400 Sand,A400 Sand,,Coating,0.72,0.67,0.91,Yes,No,No,20,01/01/1996,11/13/2015,United States,ES_28358_A400 Sand_1113000000_8016436
2252623,National Coatings Corporation,AcryShield,A420,A420,,Coating,0.83,0.76,0.88,Yes,No,No,20,01/01/1996,11/13/2015,United States,ES_28358_A420_1113000000_8797584
2252624,National Coatings Corporation,AcryShield,A420 Sand,A420 Sand,,Coating,0.74,0.68,0.93,Yes,Yes,No,20,10/30/2007,11/13/2015,United States,ES_28358_A420 Sand_1113000000_9279135
2252625,National Coatings Corporation,AcryShield,A500 White,A500,"N/A,N/A,N/A",Coating,0.83,0.73,0.88,Yes,Yes,No,20,03/25/2011,11/12/2018,"United States, Canada",ES_28358_A500_1113000000_4721854
2252626,National Coatings Corporation,AcryShield,A500 Sand,A500 Sand,,Coating,0.72,0.63,0.92,Yes,No,No,20,01/01/1996,11/13/2015,United States,ES_28358_A500 Sand_1113000000_7422821
2252627,National Coatings Corporation,AcryShield,A510 White,A510,"N/A,N/A,N/A",Coating,0.84,0.74,0.92,Yes,Yes,No,20,03/25/2011,12/31/2017,"United States, Canada",ES_28358_A510_1113000000_4178001
2252628,National Coatings Corporation,AcryShield,A550,A550,,Coating,0.86,0.81,0.88,Yes,No,No,20,01/01/1996,11/13/2015,United States,ES_28358_A550_1113000000_8291227
2252629,National Coatings Corporation,AcryShield,A590,A590,,Coating,0.92,0.87,0.87,Yes,No,No,20,01/01/2007,11/13/2015,United States,ES_28358_A590_1113000000_2759676
2252630,National Coatings Corporation,AcryShield,A600,A600,,Coating,0.83,0.76,0.88,Yes,No,No,20,01/01/1996,11/13/2015,United States,ES_28358_A600_1113000000_3753260
2252631,National Coatings Corporation,AcryShield,A610,A610,,Coating,0.86,0.73,0.91,Yes,Yes,No,20,08/01/2008,11/13/2015,United States,ES_28358_A610_1113000000_9503884
2252632,National Coatings Corporation,AcryShield,A640,A640,,Coating,0.83,0.77,0.94,Yes,Yes,No,20,03/01/2009,11/13/2015,United States,ES_28358_A640_1113000000_8013907
2252633,National Coatings Corporation,AcryGuard,A430,A430,,Coating,0.87,0.76,0.89,Yes,Yes,No,20,08/14/2009,11/13/2015,United States,ES_28358_A430_1113000000_5143397
2252634,National Coatings Corporation,SRC,SRC 720,SRC 720,,Coating,0.87,0.7,0.89,Yes,Yes,No,10,06/01/2009,11/13/2015,United States,ES_28358_SRC 720_1113000000_4648424
2252635,National Coatings Corporation,RoofGuard Granule Roof System & AcryShield,A400,WA10,"N/A,N/A,N/A",Coating,0.71,0.55,0.95,Yes,Yes,No,20,06/24/2011,11/14/2018,"United States, Canada",ES_28358_White Armor Roof System_1113000000_9183065
2253495,National Coatings Corporation,AcryShield,A510 Sand,A510 Sand,,Coating,0.72,0.66,0.91,Yes,No,No,20,01/01/1996,11/23/2015,United States,ES_28358_A510 Sand_11172015000000_2231431
2253496,National Coatings Corporation,AcryGuard,A425,A425,,Coating,0.83,0.74,0.88,Yes,No,No,20,08/14/2009,11/23/2015,United States,ES_28358_A425_11172015000000_7438825
2253497,National Coatings Corporation,SRC,740 White,SRC 740,"N/A,N/A,N/A",Coating,0.89,0.73,0.9,Yes,Yes,No,10,11/23/2015,04/05/2018,United States,ES_28358_SRC 740_11172015000000_3551122
2253501,National Coatings Corporation,AcryShield,A179,A179,,Coating,0.92,0.81,0.88,Yes,No,No,Yes,08/14/2009,11/23/2015,United States,ES_28358_A179_11172015000000_4538527
2326868,National Coatings Corporation,Four Seasons 365,FS20W,FS20W,"N/A,N/A,N/A",Coating,0.86,0.73,0.91,Yes,Yes,No,20 Year,08/01/2008,10/04/2018,"United States, Canada",ES_28358_FS20W_1231201700000_5880943
2326869,National Coatings Corporation,Four Seasons 365,FS12W,FS12W,"N/A,N/A,N/A",Coating,0.87,0.76,0.89,Yes,Yes,No,12 Year,08/14/2009,10/04/2018,"United States, Canada",ES_28358_FS12W_1231201700000_7716181
2269706,"Nationwide Protective Coating Manufacturers, Inc.",Nationwide,PERMA1KOTE,7520,,Coating,0.84,0.7,0.91,Yes,Yes,No,10,01/01/2012,06/13/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_42699_7520_06142016151528_7328443
2269711,"Nationwide Protective Coating Manufacturers, Inc.",Nationwide,PERMAKOTE SEMI-GLOSS,7550,,Coating,0.86,0.78,0.9,Yes,Yes,No,10,01/01/2012,06/13/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_42699_7550_06142016170204_3724441
2269712,"Nationwide Protective Coating Manufacturers, Inc.",Nationwide,PERMAGARD,7522,,Coating,0.85,0.69,0.87,Yes,Yes,No,15,01/01/2012,06/13/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_42699_7522_06142016170944_4184356
2262497,NCFI Polyurethanes,EnduraTech,Bright White 70 Series,Bright White 70 Series,,Spray Polyurethane Foam,0.86,0.81,0.88,Yes,Yes,No,"5,10",01/01/2007,03/20/2016,United States,ES_17293_Bright White 70 Series_03162016000000_1090421
2262498,NCFI Polyurethanes,EnduraTech,Energy Star Tan 70 Series,Energy Star Tan 70 Series,,Spray Polyurethane Foam,0.66,0.65,0.88,Yes,Yes,No,"5,10",01/01/2007,03/20/2016,United States,ES_17293_70 Series Tan_07252011000000_6820615
2324962,NCFI Polyurethanes,EnduraTech,Energy Star Tan 70 Series,Energy Star Tan 70 Series,"N/A,N/A,N/A",Coating,0.66,0.65,0.88,Yes,No,No,"5,10",01/01/2007,08/28/2018,"United States, Canada",ES_17293_Energy Star Tan 70 Series_0828201890417_7032903
2296031,Neogard Corporation,Elastacryl,7261,7261,,Coating,0.81,0.66,0.88,Yes,Yes,No,10,01/01/2003,05/05/2017,"United States, Canada",ES_28289_7261_05112017000000_8026422
2296032,Neogard Corporation,Permathane,70613,70613,,Coating,0.81,0.72,0.88,Yes,Yes,No,10,01/01/2000,05/05/2017,"United States, Canada",ES_28289_70613_05112017000000_3760447
2326087,Neogard Corporation,Urethane,70630 White,70630 White,"N/A,N/A,N/A",Coating,0.8,0.72,0.89,Yes,Yes,No,10 years,08/28/2014,09/18/2018,"United States, Canada",ES_28289_70630 White_09182018145428_1682517
2330526,Neogard Corporation,Silicone,7860-LO White,White 7860-LO,"N/A,N/A,N/A",Coating,0.83,0.64,0.88,Yes,Yes,No,10 years,01/01/2014,11/30/2018,"United States, Canada",ES_28289___8530739
2249615,"NOROO Paint & Coatings Co., Ltd.",Q-fit,KS M 6010 TYPE 1,KS M 6010 TYPE 1,,Coating,0.81,0.82,0.87,Yes,Yes,No,5,09/01/2014,10/14/2014,"United States, Taiwan, Japan",ES_1128009_KS M 6010 TYPE 1_10052015000000_6133679
2251470,"NOROO Paint & Coatings Co., Ltd.",ENERGY SAVER Urethane(R),ESU(R) GREEN,ESU(R) GREEN,,Coating,0.29,0.31,0.89,No,Yes,No,10,01/01/2014,11/26/2014,"United States, Taiwan, Japan",ES_1128009_ESU(R) GREEN_10292015000000_5637441
2252614,"NOROO Paint & Coatings Co., Ltd.",ENERGY SAVER Urethane(R),ESU(R) Gray,ESU(R) Gray,,Coating,0.57,0.55,0.88,No,Yes,No,10,10/01/2014,01/13/2015,"United States, Taiwan, Japan",ES_1128009_ESU(R) Gray_11132015000000_3569456
2252615,"NOROO Paint & Coatings Co., Ltd.",ENERGY SAVER Urethane(R),ESU(R) Light Green,ESU(R) Light Green,,Coating,0.45,0.44,0.89,No,Yes,No,10,10/01/2014,01/13/2015,"United States, Taiwan, Japan",ES_1128009_ESU(R) Light Green_11132015000000_0955726
2264283,"NOROO Paint & Coatings Co., Ltd.",ENERGY SAVER Urethane (R),ESU (R) White,ESU (R) White,,Coating,0.77,0.73,0.88,Yes,Yes,No,10,03/01/2016,04/14/2016,"United States, Taiwan, Japan",ES_1128009_ESU (R) White_03292016000000_7544689
2333292,"NOROO Paint & Coatings Co., Ltd.",Energy Saver Urethane (S),Light Gray,Energy Saver Urethane (S) Light Gray,"N/A,N/A,N/A",Coating,0.69,0.66,0.88,Yes,Yes,No,5,12/01/2018,11/01/2018,United States,ES_1128009__1101201882247_4972684
2333293,"NOROO Paint & Coatings Co., Ltd.",ENERGY SAVER Urethane (R),Light Gray,Energy Saver Urethane (R) Light Gray,"N/A,N/A,N/A",Coating,0.69,0.64,0.89,Yes,Yes,No,5,12/01/2018,11/01/2018,United States,ES_1128009__1101201882216_2631065
2307622,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Dark Bronze,437R994,,Metal,0.25,0.25,0.83,No,Yes,No,35,03/01/2004,12/12/2017,"United States, Canada",ES_1087639_12122017000000_0009996
2307623,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Medium Bronze,437R993,,Metal,0.25,0.25,0.83,No,Yes,No,35,03/01/2004,12/12/2017,"United States, Canada",ES_1087639_12122017000000_0009997
2307627,North Star Metals Mfg. Co. Inc.,Five Star,Black,WXA0107L,,Metal,0.25,0.24,0.83,No,Yes,No,0,04/01/2015,12/12/2017,"United States, Canada",ES_1087639_12122017000000_0010021
2307628,North Star Metals Mfg. Co. Inc.,Five Star,Copper Penny,439Z637M,,Metal,0.35,0.35,0.08,No,Yes,No,0,03/01/2004,12/12/2017,"United States, Canada",ES_1087639_12122017000000_0010023
2307629,North Star Metals Mfg. Co. Inc.,Five Star,Charcoal Crinkle,WXA0111T,,Metal,0.25,0.25,0.83,No,Yes,No,0,04/01/2015,12/12/2017,"United States, Canada",ES_1087639_12122017000000_0010024
2307630,North Star Metals Mfg. Co. Inc.,Five Star,Ash Gray Crinkle,WXA0126T,,Metal,0.35,0.35,0.83,No,Yes,No,0,04/01/2015,12/12/2017,"United States, Canada",ES_1087639_12122017000000_0010025
2307631,North Star Metals Mfg. Co. Inc.,Five Star,Black Crinkle,WXA0157T,,Metal,0.25,0.24,0.83,No,Yes,No,0,04/01/2015,12/12/2017,"United States, Canada",ES_1087639_12122017000000_0010029
2308646,North Star Metals Mfg. Co. Inc.,Five Star,Rural Red Crinkle,WXR0085T,,Metal,0.35,0.34,0.83,No,Yes,No,0,04/01/2015,01/03/2018,"United States, Canada",ES_1087639_1032018000000_0010028
2308647,North Star Metals Mfg. Co. Inc.,Five Star,Evergreen Crinkle,WXG0034T,,Metal,0.32,0.32,0.83,No,Yes,No,0,04/01/2015,01/03/2018,"United States, Canada",ES_1087639_1032018000000_0010030
2308654,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Evergreen,435R764,,Metal,0.25,0.25,0.83,No,Yes,No,35,03/01/2004,01/03/2018,"United States, Canada",ES_1087639_1032018000000_0009998
2308655,North Star Metals Mfg. Co. Inc.,Five Star,Barn Red,WXR0122L,,Metal,0.25,0.25,0.83,No,Yes,No,0,04/01/2015,01/03/2018,"United States, Canada",ES_1087639_1032018000000_0010006
2308656,North Star Metals Mfg. Co. Inc.,Five Star,Polar White,WXW0067L,,Metal,0.7,0.7,0.83,No,Yes,No,0,04/01/2015,01/03/2018,"United States, Canada",ES_1087639_1032018000000_0010018
2308657,North Star Metals Mfg. Co. Inc.,Five Star,Burgundy Crinkle,WXR0099T,,Metal,0.25,0.25,0.83,No,Yes,No,0,04/01/2015,01/03/2018,"United States, Canada",ES_1087639_1032018000000_0010031
2308789,North Star Metals Mfg. Co. Inc.,Five Star,Gallery Blue,WXL0046L,,Metal,0.25,0.25,0.83,No,Yes,No,0,04/01/2015,01/03/2018,"United States, Canada",ES_1087639_1032018000000_0010022
2312618,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Stone White,431A894,,Coating,0.65,0.55,0.83,Yes,Yes,No,35,03/01/2004,03/12/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1087639_3122018000000_0009993
2312619,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Colonial Red,434R356,,Coating,0.25,0.25,0.83,No,Yes,No,35,03/01/2004,03/12/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1087639_3122018000000_0010004
2312662,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Slate Blue,436R691,,Coating,0.25,0.25,0.83,No,Yes,No,35,03/01/2004,03/13/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1087639_3132018000000_0009995
2312988,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Ash Gray,432B161,,Metal,0.32,0.32,0.83,No,Yes,No,35,03/01/2004,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010003
2312989,North Star Metals Mfg. Co. Inc.,Five Star,Slate Blue,WXL0054L,,Metal,0.32,0.32,0.83,No,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010007
2312990,North Star Metals Mfg. Co. Inc.,Five Star,Antique Brown,WXB1069L,,Metal,0.25,0.25,0.83,No,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010008
2312991,North Star Metals Mfg. Co. Inc.,Five Star,Earth Brown,WXB1053L,,Metal,0.32,0.32,0.83,No,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010009
2312992,North Star Metals Mfg. Co. Inc.,Five Star,Kelly Green,WXG0069L,,Metal,0.25,0.25,0.83,No,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010014
2312993,North Star Metals Mfg. Co. Inc.,Five Star,Green,WXG0060L,,Metal,0.32,0.32,0.83,No,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010015
2312994,North Star Metals Mfg. Co. Inc.,Five Star,Burnished Slate Crinkle,WXB1155T,,Metal,0.25,0.25,0.83,No,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010026
2312995,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Aged Copper,435B425,,Metal,0.32,0.32,0.83,No,Yes,No,35,03/01/2004,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0009999
2312996,North Star Metals Mfg. Co. Inc.,Five Star,Clay,WXD0121L,,Metal,0.45,0.45,0.83,No,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010010
2312997,North Star Metals Mfg. Co. Inc.,Five Star,Light Stone,WXD0116L,,Metal,0.55,0.55,0.83,No,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010012
2312998,North Star Metals Mfg. Co. Inc.,Five Star,Burgundy,WXR0119L,,Metal,0.25,0.25,0.83,No,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010016
2312999,North Star Metals Mfg. Co. Inc.,Five Star,White,WXW0089L,,Metal,0.7,0.7,0.83,Yes,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010017
2313000,North Star Metals Mfg. Co. Inc.,Five Star,Dark Gray,WXA0163L,,Metal,0.25,0.25,0.83,No,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010019
2313001,North Star Metals Mfg. Co. Inc.,Five Star,Light Gray,WXA0145L,,Metal,0.32,0.32,0.83,No,Yes,No,0,04/01/2015,03/21/2018,"United States, Canada",ES_1087639_3212018000000_0010020
2318389,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Terra Cotta,434A847,,Metal,0.35,0.35,0.83,No,Yes,No,35,03/01/2004,04/11/2018,"United States, Canada",ES_1087639_4112018000000_0009991
2318390,North Star Metals Mfg. Co. Inc.,Five Star,Bright Red,WXR0121,,Metal,0.35,0.35,0.83,No,Yes,No,0,04/01/2015,04/11/2018,"United States, Canada",ES_1087639_4112018000000_0010011
2318391,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Regal Red,434A986,,Metal,0.35,0.35,0.83,No,Yes,No,35,03/01/2004,04/11/2018,"United States, Canada",ES_1087639_4112018000000_0009992
2318392,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Slate Gray,432R669,,Metal,0.35,0.35,0.83,No,Yes,No,35,03/01/2004,04/11/2018,"United States, Canada",ES_1087639_4112018000000_0010002
2320629,North Star Metals Mfg. Co. Inc.,"En-Dura Star, Loc Star, Snap Star",Regal White,431A886,,Metal,0.65,0.65,0.83,No,Yes,No,35,03/01/2004,05/31/2018,"United States, Canada",ES_1087639_5312018000000_0010000
2333903,Metal Sales Manufacturing Corporation,VersaRib,Light Stone (GALV),Light Stone,,Metal,0.55,0.55,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011397
2333904,Metal Sales Manufacturing Corporation,MS Colorfast45,GC Ivory (GALV),GC Ivory,,Metal,0.55,0.55,0.83,Yes,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011398
2333905,Metal Sales Manufacturing Corporation,MS Colorfast45,GC Light Grey (GALV),GC Light Grey,,Metal,0.35,0.35,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011399
2333906,Metal Sales Manufacturing Corporation,MS Colorfast45,Sierra White (GALV),Sierra White,,Metal,0.55,0.55,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011402
2333907,Metal Sales Manufacturing Corporation,MS Colorfast45,GC Ivory (HDG),GC Ivory,,Metal,0.55,0.55,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011918
2333908,Metal Sales Manufacturing Corporation,MS Colorfast45,GC Light Grey (HDG),GC Light Grey (HDG),,Metal,0.35,0.35,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011920
2333909,Metal Sales Manufacturing Corporation,MS Colorfast45,Sand Tan (GALV),Sand Tan,,Metal,0.45,0.45,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011403
2333910,Metal Sales Manufacturing Corporation,MS Colorfast45,GC Brown (GALV),GC Brown,,Metal,0.25,0.25,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011404
2333911,Metal Sales Manufacturing Corporation,MS Colorfast45,Sierra White (HDG),Sierra White,,Metal,0.55,0.55,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011923
2333912,Metal Sales Manufacturing Corporation,MS Colorfast45,Sand Tan (HDG),Sand Tan,,Metal,0.32,0.32,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011924
2333913,Metal Sales Manufacturing Corporation,MS Colorfast45,GC Brown (HDG),GC Brown,,Metal,0.25,0.25,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011927
2333916,Metal Sales Manufacturing Corporation,PVDF,Champagne Metallic - 168,Champagne Metallic - 168,,Metal,0.35,0.35,0.75,No,Yes,No,45,02/04/2007,02/21/2019,United States,ES_27949_2222019000000_0011033
2333917,Metal Sales Manufacturing Corporation,PVDF,Tudor Brown - 33,Tudor Brown - 33 (Galv),,Metal,0.25,0.25,0.83,No,Yes,No,45,11/17/2009,02/22/2019,United States,ES_27949_2222019000000_0011042
2333918,Metal Sales Manufacturing Corporation,MS Colorfast45,Bone White (GALV),Bone White,,Metal,0.55,0.55,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011409
2333919,Metal Sales Manufacturing Corporation,MS Colorfast45,Bone White (HDG),Bone White,,Metal,0.35,0.35,0.83,No,Yes,No,45,04/01/2018,02/22/2019,United States,ES_27949_2222019000000_0011928
2313008,Metl-Span,PREMIUM,Premium - Fern Green,Fern Green,,Metal,0.25,0.25,0.83,No,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010906
2313016,Metl-Span,PREMIUM,Premium  - Desert Sand,Desert Sand,,Metal,0.32,0.32,0.83,No,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010909
2313029,Metl-Span,Standard,Standard - Winter White,Winter White,,Metal,0.65,0.65,0.83,Yes,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010901
2313030,Metl-Span,PREMIUM,Premium  - Hawaiian Blue,Hawaiian Blue,,Metal,0.25,0.25,0.83,No,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010905
2313031,Metl-Span,PREMIUM,Premium - Charcoal Gray,Charcoal Gray,,Metal,0.65,0.65,0.83,Yes,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010908
2313032,Metl-Span,PREMIUM,Premium - Crimson Red,Crimson Red,,Metal,0.35,0.35,0.83,No,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010903
2313033,Metl-Span,PREMIUM,Premium  - Rustic Red,Rustic Red,,Metal,0.35,0.34,0.83,No,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010904
2313036,Metl-Span,Standard,Standard - Light Stone,Light Stone,,Metal,0.55,0.55,0.83,No,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010900
2313037,Metl-Span,PREMIUM,Premium - Burnished Slate,Burnished Slate,,Metal,0.25,0.25,0.83,No,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010907
2313038,Metl-Span,PREMIUM,Premium - Saddle Tan,Saddle Tan,,Metal,0.45,0.45,0.83,No,Yes,No,30,01/01/2012,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010911
2313039,Metl-Span,PREMIUM,Premium - Koko Brown,Koko Brown,,Metal,0.25,0.25,0.83,No,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010910
2313041,Metl-Span,Premium II,Premium II - Silversmith,Silversmith,,Metal,0.35,0.35,0.75,No,Yes,No,30,01/01/2012,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010955
2313042,Metl-Span,Premium II,Premium II- Weathered Zinc,Weathered Zinc,,Metal,0.35,0.35,0.75,No,Yes,No,30,01/01/2012,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010940
2313186,Metl-Span,Premium I,Premium I - Colonial Red,Colonial Red,,Metal,0.25,0.32,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010937
2313187,Metl-Span,Premium I,Premium I  - Brite Red,Brite Red,,Metal,0.25,0.32,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010938
2313194,Metl-Span,Premium I,Premium I - Terra Cotta,Terra Cotta,,Metal,0.35,0.35,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010936
2313195,Metl-Span,Standard,Standard - Ash Gray,Ash Gray,,Metal,0.35,0.35,0.83,No,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010899
2313196,Metl-Span,PREMIUM,Premium - Solar White,Solar White,,Metal,0.7,0.7,0.83,No,Yes,No,30,01/01/2014,03/22/2018,"United States, Canada",ES_28250_3222018000000_0010902
2313197,Metl-Span,Standard I,Standard I - Sandstone,Sandstone,,Metal,0.55,0.55,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010914
2313198,Metl-Span,Standard I,Standard I - Regal Gray,Regal Gray,,Metal,0.55,0.55,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010917
2313207,Metl-Span,Standard I,Standard I - Almond,Almond,,Metal,0.55,0.55,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010915
2313208,Metl-Span,Standard I,Standard I - Brownstone,Brownstone,,Metal,0.45,0.45,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010916
2313260,Metl-Span,Premium I,Premium 1 - Harbor Blue,Harbor Blue,,Metal,0.25,0.25,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010918
2313261,Metl-Span,Premium I,Premium I  - Medium Bronze,Medium Bronze,,Metal,0.25,0.25,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010929
2313262,Metl-Span,Premium II,Premium II - Asti,Asti,,Metal,0.35,0.35,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010951
2313280,Metl-Span,Premium I,Premium I  - Aegean Blue,Agean Blue,,Metal,0.25,0.25,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010920
2313281,Metl-Span,Premium I,Premium I  - Hunter Green,Hunter Green,,Metal,0.25,0.25,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010927
2313282,Metl-Span,Premium I,Premium I  - Spruce,Spruce,,Metal,0.32,0.32,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010923
2313283,Metl-Span,Premium I,Premium I  - Natural Patina,Natural Patina,,Metal,0.32,0.32,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010924
2313284,Metl-Span,Premium I,Premium I  - Classic Green,Classic Green,,Metal,0.25,0.25,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010926
2313285,Metl-Span,Premium I,Premium I - Snow White,Snow White,,Metal,0.65,0.65,0.83,Yes,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010939
2313286,Metl-Span,Standard I,Standard I - Polar White,Polar White,,Metal,0.7,0.7,0.83,Yes,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010913
2313287,Metl-Span,Premium I,Premium I  - Slate Gray,Slate Gray,,Metal,0.35,0.35,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010930
2313288,Metl-Span,Premium I,Premium I  - Tundra,Tundra,,Metal,0.35,0.35,0.85,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010931
2313289,Metl-Span,Premium I,Premium I - Smoke Gray,Smoke Gray,,Metal,0.35,0.35,0.83,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010932
2313290,Metl-Span,Premium II,Premium II - Champagne,Champagne,,Metal,0.35,0.35,0.75,No,Yes,No,30,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010942
2313291,Metl-Span,Premium II,Premium II - Copper Metallic,Copper Metallic,,Metal,0.35,0.35,0.75,No,Yes,No,25,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010943
2313292,Metl-Span,Premium II,Premium II - Silver Metallic,Silver Metallic,,Metal,0.35,0.35,0.75,No,Yes,No,25,01/01/2012,03/23/2018,"United States, Canada",ES_28250_3232018000000_0010944
