ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Product Form Factor,Number of glass doors,Number of solid doors,Total Number of Doors,Door Opening Orientation,Number of Internal Ports and/or Access Holes,Number of Drawers or Shelves,Defrost Type,Refrigerant Type,Refrigerant Type Other,Total Volume (cubic feet),Average Test Cabinet  (ºC),Peak Temperature Variance (ºC),Lab Grade Refrigerator or Freezer Energy Consumption (kWh/day),Ultra-Low Temperature Freezer Energy Consumption (kWh/day/cu-ft),Steady State Energy Consumption (kWh/day),Maximum Daily Energy Allowance (kWh/day),Depth (in),Height,Width,Installed Accessories,Date Available on Market,Date Qualified,Markets,ENERGY STAR Model Identifier
2319150,"Labrepco, Inc.","LabRepCo, LLC",LABL-49-HG,LABL-49-HG,",LABL-49-HGC,; ,LABL-49-HGCSS,; ,LABL-49-HGSS,; ,LABL-49-SD,; ,LABL-49-SDSS,; ,LABLG-49-HG,; ,LABLG-49-SD,",High Performance Refrigerator,Upright,2,0,2,"Swinging,Left,Right",1,10,Variable,R-290,NA,49,3.74,3.6,4.57,,4.14,11.63,32,80.5,52,Lighting,04/03/2018,02/02/2018,"United States, Canada",ES_1058859_LABL-49-HG_04302018182610_9220239
2319151,Biomedical Solutions Inc.,Biomedical Solutions Inc,S49GBRLR,S49GBRLR,",S49GGDLR,; ,S49SBRLR,; ,S49SGDLR,",High Performance Refrigerator,Upright,2,0,2,"Swinging,Left,Right",1,10,Variable,R-290,NA,49,3.74,3.6,4.57,,4.14,11.63,32,80.5,52,Lighting,04/03/2018,02/02/2018,"United States, Canada",ES_1022743_S49GBRLR_04302018182610_9028589
2319152,"Labrepco, Inc.","LabRepCo, LLC",LABL-38-SG,LABL-38-SG,",LABL-38-SGC,; ,LABLG-38-SGC,",High Performance Refrigerator,Upright,2,0,2,Sliding,1,10,Variable,R-290,NA,38,4.06,5.6,4,,3.67,10.09,32,80.5,43.5,Lighting,04/03/2018,02/02/2018,"United States, Canada",ES_1058859_LABL-38-SG_04302018185042_4647333
2319181,"Labrepco, Inc.","LabRepCo, LLC",LABL-45-SG,LABL-45-SG,",LABL-45-SGC,; ,LABLG-45-SGC,",High Performance Refrigerator,Upright,2,0,2,Sliding,1,10,Variable,R-290,NA,45,3.34,4.4,4.62,,4.22,11.13,32,80.5,52,Lighting,04/03/2018,02/02/2018,"United States, Canada",ES_1058859_LABL-45-SG_04302018183957_2512323
2319186,"Labrepco, Inc.","LabRepCo, LLC",LABL-12-HG,LABL-12-HG,",LABL-12-HGSS,; ,LABL-12-SDSS,; ,LABLG-12HG,",High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Variable,R-290,NA,12,4.06,3.05,1.62,,1.47,5.71,24.25,74,24,Lighting,04/03/2018,02/02/2018,"United States, Canada",ES_1058859_LABL-12-HG_04302018181128_8151819
2319189,"Labrepco, Inc.","LabRepCo, LLC",LABL-10-HG,LABL-10-HG,",LABLG-10-HG,",High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,3,Variable,R-290,NA,10,4.55,4.39,1.45,,1.33,5.34,24.25,66,24,Lighting,04/03/2018,02/02/2018,"United States, Canada",ES_1058859_LABL-10-HG_04302018180317_2145044
2319201,"Labrepco, Inc.","LabRepCo, LLC",LABL-27-HG,LABL-27-HG,",LABL-27-HGC,; ,LABL-27-HGCSS,; ,LABL-27-HGSS,; ,LABL-27-SD,; ,LABL-27-SDSS,; ,LABLG-27-HG,; ,LABLG-27-SD,",High Performance Refrigerator,Upright,1,0,1,Swinging,1,5,Variable,R-290,NA,27,3.7,5,2.35,,2.02,8.41,32,80.5,30,Lighting,04/03/2018,02/02/2018,"United States, Canada",ES_1058859_LABL-27-HG_04302018165634_7101404
2319202,Biomedical Solutions Inc.,Biomedical Solutions Inc,S27GBRLR,S27GBRLR,",S27GGDLR,; ,S27SBRLR,; ,S27SGDLR,",High Performance Refrigerator,Upright,1,0,1,Swinging,1,5,Variable,R-290,NA,27,3.7,5,2.35,,2.02,8.41,32,80.5,30,Lighting,04/03/2018,02/02/2018,"United States, Canada",ES_1022743_S27GBRLR_04302018165634_707361
2319434,"Labrepco, Inc.","LabRepCo, LLC",LABL-23-HG,LABL-23-HG,",LABL-23-HGC,; ,LABL-23-HGCSS,; ,LABL-23-HGSS,; ,LABL-23-SD,; ,LABL-23-SDSS,; ,LABLG-23-HG,; ,LABLG-23-SD,",High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,5,Variable,R-290,NA,23,3.6,5.6,2.25,,2,7.73,32,80.5,27.25,Lighting,04/03/2018,02/02/2018,"United States, Canada",ES_1058859_LABL-23-HG_04302018185858_7795221
2319435,Biomedical Solutions Inc.,Biomedical Solutions Inc,S23GBRLR,S23GBRLR,",S23GGDLR,; ,S23SBRLR,; ,S23SGDLR,",High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,5,Variable,R-290,NA,23,3.6,5.6,2.25,,2,7.73,32,80.5,27.25,Lighting,04/03/2018,02/02/2018,"United States, Canada",ES_1022743_S23GBRLR_04302018185858_7603571
2319513,Thermo Fisher Scientific LLC,Thermo Fisher,TSX2305CA,TSX2305CA,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,2,Semi-Automatic,R-290,,20.62,3.68,2.33,4.46,,4.39,7.29,34,78.5,28,Chromatography Circuit,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX2305CA_05082018153559_3759410
2319514,Thermo Fisher Scientific LLC,Thermo Fisher,TSX2305CD,TSX2305CD,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,2,Semi-Automatic,R-290,,20.62,3.68,2.33,4.46,,4.39,7.29,34,78.5,28,Chromatography Circuit,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX2305CD_05082018154822_4502584
2319515,Thermo Fisher Scientific LLC,Thermo Fisher,TSX2305CV,TSX2305CV,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,2,Semi-Automatic,R-290,,20.62,3.68,2.33,4.46,,4.39,7.29,34,78.5,28,Chromatography Circuit,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX2305CV_05082018155043_4643750
2319516,Thermo Fisher Scientific LLC,Thermo Fisher,TSX,TSX2305SA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Semi-Automatic,R-290,,20.62,3.68,2.33,4.46,,4.39,7.29,34,78.5,28,None,10/22/2016,04/30/2018,"United States, Canada",ES_1075790_TSX2305SA_06062017154217_3737198
2319574,Thermo Fisher Scientific LLC,Thermo Fisher,TSX2330FA,TSX2330FA,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,,21.95,-30.63,9.79,10.65,,10.46,11.98,34,78.5,28,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX2330FA_05102018141235_1555251
2319575,Thermo Fisher Scientific LLC,Thermo Fisher,TSX2330FD,TSX2330FD,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,,21.95,-30.63,9.79,10.65,,10.46,11.98,34,78.5,28,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX2330FD_05102018141521_1721526
2319576,Thermo Fisher Scientific LLC,Thermo Fisher,TSX2330FV,TSX2330FV,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,4,Automatic,R-290,,21.95,-30.63,9.79,10.65,,10.46,11.98,34,78.5,28,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX2330FV_05102018141552_1752840
2319577,Thermo Fisher Scientific LLC,Thermo Fisher,TSX2330LA,TSX2330LA,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,7,Automatic,R-290,,21.95,-30.63,9.79,10.65,,10.46,11.98,34,78.5,28,Chart Recorder,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX2330LA_05102018141200_1520383
2319578,Thermo Fisher Scientific LLC,Thermo Fisher,TSX2330LD,TSX2330LD,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,7,Automatic,R-290,,21.95,-30.63,9.79,10.65,,10.46,11.98,34,78.5,28,Chart Recorder,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX2330LD_05102018141635_1795215
2319579,Thermo Fisher Scientific LLC,Thermo Fisher,TSX2330LV,TSX2330LV,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,7,Automatic,R-290,,21.95,-30.63,9.79,10.65,,10.46,11.98,34,78.5,28,Chart Recorder,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX2330LV_05102018141821_1901461
2319580,Thermo Fisher Scientific LLC,Thermo Fisher,TSX4505CA,TSX4505CA,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,6,Semi-Automatic,R-290,,46.36,4.2,3.83,5.39,,5.23,11.3,34,78.5,56.5,Chromatography Circuit,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX4505CA_05102018145024_3824711
2319581,Thermo Fisher Scientific LLC,Thermo Fisher,TSX4505CD,TSX4505CD,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,6,Semi-Automatic,R-290,,46.36,4.2,3.83,5.39,,5.23,11.3,34,78.5,56.5,Chromatography Circuit,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX4505CD_05102018145232_3952752
2319582,Thermo Fisher Scientific LLC,Thermo Fisher,TSX4505CV,TSX4505CV,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,6,Semi-Automatic,R-290,,46.36,4.2,3.83,5.39,,5.23,11.3,34,78.5,56.5,Chromatography Circuit,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX4505CV_05102018145203_3923343
2319583,Thermo Fisher Scientific LLC,Thermo Fisher,TSX4505GA,TSX4505GA,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Semi-Automatic,R-290,,46.36,4.2,3.83,5.39,,5.23,11.3,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX4505GA_05102018145139_3899606
2319584,Thermo Fisher Scientific LLC,Thermo Fisher,TSX4505GD,TSX4505GD,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Semi-Automatic,R-290,,46.36,4.2,3.83,5.39,,5.23,11.3,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX4505GD_05102018145111_3871300
2319585,Thermo Fisher Scientific LLC,Thermo Fisher,TSX4505GV,TSX4505GV,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Semi-Automatic,R-290,,46.36,4.2,3.83,5.39,,5.23,11.3,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX4505GV_05102018145051_3851593
2319619,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5004BA,TSX5004BA,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,14,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,Chart Recorder,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5004BA_05102018170331_1811466
2319620,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5004BD,TSX5004BD,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,14,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,Chart Recorder,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5004BD_05102018170147_1707128
2319621,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5004BV,TSX5004BV,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,14,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,Chart Recorder,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5004BV_05102018170431_1871113
2319622,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005CA,TSX5005CA,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,6,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,Chromatography Circuit,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005CA_05102018170228_1748500
2319623,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005CD,TSX5005CD,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,6,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,Chromatography Circuit,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005CD_05102018170547_1947238
2319624,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005CV,TSX5005CV,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,6,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,Chromatography Circuit,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005CV_05102018170620_1980089
2319625,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005GA,TSX5005GA,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005GA_05102018170722_2042339
2319626,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005GD,TSX5005GD,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005GD_05102018171606_2566467
2319627,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005GV,TSX5005GV,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005GV_05102018171650_2610517
2319628,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005PA,TSX5005PA,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,12,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005PA_05102018172213_2933766
2319629,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005PD,TSX5005PD,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,12,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005PD_05102018172607_3167645
2319630,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005PV,TSX5005PV,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,12,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005PV_05102018172642_3202188
2319631,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005SA,TSX5005SA,,High Performance Refrigerator,Upright,0,2,2,Swinging,1,8,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005SA_05102018172739_3259392
2319632,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005SD,TSX5005SD,,High Performance Refrigerator,Upright,0,2,2,Swinging,1,8,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005SD_05102018172810_3290620
2319633,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5005SV,TSX5005SV,,High Performance Refrigerator,Upright,0,2,2,Swinging,1,8,Semi-Automatic,R-290,,48.3,3.94,3.49,7.14,,7.05,11.54,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5005SV_05102018172840_3320728
2319634,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5030FA,TSX5030FA,,High Performance Freezer,Upright,0,2,2,Swinging,1,8,Automatic,R-290,,48.92,-30.97,9.97,18.65,,18.21,23.47,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5030FA_05102018174839_4519381
2319635,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5030FD,TSX5030FD,,High Performance Freezer,Upright,0,2,2,Swinging,1,8,Automatic,R-290,,48.92,-30.97,9.97,18.65,,18.21,23.47,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5030FD_05102018174815_4495566
2319636,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5030FV,TSX5030FV,,High Performance Freezer,Upright,0,2,2,Swinging,1,8,Automatic,R-290,,48.92,-30.97,9.97,18.65,,18.21,23.47,34,78.5,56.5,None,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5030FV_05102018174745_4465041
2319638,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5030LA,TSX5030LA,,High Performance Freezer,Upright,0,2,2,Swinging,1,14,Automatic,R-290,,48.92,-30.97,9.97,18.65,,18.21,23.47,34,78.5,56.5,Chart Recorder,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5030LA_05102018174904_4544939
2319639,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5030LD,TSX5030LD,,High Performance Freezer,Upright,0,2,2,Swinging,1,14,Automatic,R-290,,48.92,-30.97,9.97,18.65,,18.21,23.47,34,78.5,56.5,Chart Recorder,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5030LD_05102018174711_4431377
2319640,Thermo Fisher Scientific LLC,Thermo Fisher,TSX5030LV,TSX5030LV,,High Performance Freezer,Upright,0,2,2,Swinging,1,14,Automatic,R-290,,48.92,-30.97,9.97,18.65,,18.21,23.47,34,78.5,56.5,Chart Recorder,05/11/2018,04/30/2018,"United States, Canada",ES_1075790_TSX5030LV_05102018174633_4393924
2320334,Desmon Spa,Desmon,LABF25CF-SS,LABF25CF-SS,,High Performance Freezer,Upright,0,1,1,Swinging,0,4,Automatic,R-290,,21.8,-20.4,6.3,5.43,,5.22,11.96,31.49,79.13,28.34,None,05/15/2018,05/14/2018,United States,ES_1141281_MF25SS-SA_05152018013005_7805191
2320335,Desmon Spa,Desmon,DS-PGB07C,DS-PGB07CSSPCBHE-A,,High Performance Freezer,Upright,0,1,1,Swinging,0,4,Automatic,R-290,,21.8,-20.4,6.3,5.43,,5.22,11.96,31.49,79.13,28.34,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGB07CSSPCBHE-A_05152018013106_7866989
2320339,Desmon Spa,Desmon,DS-PGM14C,DS-PGM14CBBPCBHE-A,,High Performance Refrigerator,Upright,2,0,2,Swinging,0,8,Automatic,R-290,,47.31,3.49,3.6,3.81,,3.46,11.42,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM14CBBPCBHE-A_05152018003051_4251717
2320340,Desmon Spa,Desmon,DS-PGM14C,DS-PGM14CSSPCBHE-A,,High Performance Refrigerator,Upright,2,0,2,Swinging,0,8,Automatic,R-290,,47.31,3.49,3.6,3.81,,3.46,11.42,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM14CSSPCBHE-A_05152018003201_4321974
2320341,Desmon Spa,Desmon,DS-PGM14G,DS-PGM14GBBPCBHE-A,,High Performance Refrigerator,Upright,2,0,2,Swinging,0,8,Automatic,R-290,,47.31,3.49,3.6,3.81,,3.46,11.42,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM14GBBPCBHE-A_05152018003308_4388520
2320342,Desmon Spa,Desmon,DS-PGM14G,DS-PGM14GSSPCBHE-A,,High Performance Refrigerator,Upright,2,0,2,Swinging,0,8,Automatic,R-290,,47.31,3.49,3.6,3.81,,3.46,11.42,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM14GSSPCBHE-A_05152018003126_4286713
2320343,Desmon Spa,Desmon,LABR49CF-SG,LABR49CF-SG,,High Performance Refrigerator,Upright,2,0,2,Swinging,0,8,Automatic,R-290,,47.31,3.49,3.6,3.81,,3.46,11.42,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_MR49SS-GA_05152018003014_4214419
2320344,Desmon Spa,Desmon,DS-PGH14G,DS-PGH14GBBPCBHE-A,,High Performance Refrigerator,Upright,2,0,2,Swinging,0,8,Automatic,R-290,,47.31,3.49,3.4,3.81,,7.09,7.6,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGH14GBBPCBHE-A_05152018004511_5111532
2320345,Desmon Spa,Desmon,DS-PGH14G,DS-PGH14GSSPCBHE-A,,High Performance Refrigerator,Upright,2,0,2,Swinging,0,8,Automatic,R-290,,47.31,3.49,3.4,3.81,,7.09,7.6,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGH14GSSPCBHE-A_05152018004401_5041692
2320346,Desmon Spa,Desmon,DS-PGH14S,DS-PGH14SBBPCBHE-A,,High Performance Refrigerator,Upright,2,0,2,Sliding,0,8,Automatic,R-290,,47.31,3.49,3.4,3.81,,7.09,7.6,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGH14SBBPCBHE-A_05152018004435_5075923
2326826,Standex Scientific Solutions,Lab Research Products,Plus Series,LRP-HC-UCBI-0420,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 19",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LRP-HC-UCBI-0420_10022018212834_5714330
2326827,Standex Scientific Solutions,Lab Research Products,Plus Series,LRP-HC-UCBI-0420-ADA,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 21",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LRP-HC-UCBI-0420-ADA_10022018213009_5809715
2326828,Standex Scientific Solutions,Lab Research Products,Plus Series,LRP-HC-UCBI-0420-ADA-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 22",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LRP-HC-UCBI-0420-ADA-LH_10032018140511_5511473
2326829,Standex Scientific Solutions,Lab Research Products,Plus Series,LRP-HC-UCBI-0420-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 20",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LRP-HC-UCBI-0420-LH_10022018212918_5758196
2326830,Standex Scientific Solutions,Lab Research Products,Plus Series,LRP-HC-UCBI-0420SS,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 23",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LRP-HC-UCBI-0420SS_10032018161557_3357622
2326831,Standex Scientific Solutions,Lab Research Products,Plus Series,LRP-HC-UCBI-0420SS-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 24",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_LRP-HC-UCBI-0420SS-LH_10032018163757_4677078
2326832,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PF051SSS/0M,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 47",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PF051SSS/0M_10032018202624_8384676
2326833,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PF051SSSLH/0M,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 48",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PF051SSSLH/0M_10032018202714_8434795
