ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Type,Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),% Better than US Federal Standard (kWh/yr),Energy Factor (EF),Water Use (gallons/cycle),US Federal Standard (gallons/cycle),% Better than US Federal Standard (gallons/cycle),Connected Functionality,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market, Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2333480,Beko,DUT36420***,",DUT36420W,; ,DUT36420X,",Standard,234,307,24,,2.66,5,47,No,,,,04/01/2019,02/13/2019,"United States, Canada",ES_1036108_DUT36420***_02132019203623_0183597,Yes
2302468,Bertazzoni,DW18PR,,Standard,234,307,24,,3.1,5,38,No,,,,08/16/2017,08/23/2017,"United States, Canada",ES_1133661_DW18PR_08232017123621_1781988,No
2302467,Bertazzoni,DW24PR,,Standard,234,307,24,,3.5,5,30,No,,,,08/16/2017,08/23/2017,"United States, Canada",ES_1133661_DW24PR_08232017122933_1373046,No
2251086,Bertazzoni,DW24XT,,Standard,249,307,19,,3.5,5,30,No,,,,10/26/2015,10/22/2015,"United States, Canada",ES_1133661_DW24XT_10222015165226_2746169,No
2251087,Bertazzoni,DW24XV,,Standard,249,307,19,,3.5,5,30,No,,,,10/26/2015,10/22/2015,"United States, Canada",ES_1133661_DW24XV_10222015165642_3002822,No
2300531,BLACK+DECKER,BCD6W,,Compact,203,,,,3.1,,,No,,,,07/21/2017,07/18/2017,"United States, Canada",ES_1126481_BCD6W_06222017020251_70140852,No
2253920,Blomberg,DW 25502 **,",DW 25502 *,",Standard,255,307,17,,3.13,5,37,No,,,,03/01/2016,11/23/2015,"United States, Canada",ES_1036108_DW 25502 **_11302015142859_2889024,No
2308318,Blomberg,DW 51600 ****,,Standard,234,307,24,,2.66,5,47,No,,,,11/15/2017,12/20/2017,"United States, Canada",ES_1036108_DW 51600 ****_12222017221251_0771123,Yes
2308319,Blomberg,DW 52600 ****,,Standard,234,307,24,,2.66,5,47,No,,,,11/15/2017,12/20/2017,"United States, Canada",ES_1036108_DW 52600 ****_12222017221332_0812934,Yes
2253919,Blomberg,DW 55502 ***,",DW 55502 **,; ,DW 55502 *,",Standard,255,307,17,,3.13,5,37,No,,,,03/01/2016,11/23/2015,"United States, Canada",ES_1036108_DW 55502 ***_11302015142859_5850167,No
2320777,Blomberg,DWS 51500 ****,,Standard,220,307,28,,2.4,5,52,No,,,,06/01/2018,06/01/2018,"United States, Canada",ES_1036108_DWS 51500 ****_06012018181115_6675717,Yes
2253936,Blomberg,DWS 55100 ***,",DWS 55100 **,; ,DWS 55100 *,",Standard,220,307,28,,3.07,5,39,No,,,,01/01/2016,11/30/2015,"United States, Canada",ES_1036108_DWS 55100 ***_11302015155408_2708246,Yes
2253918,Blomberg,DWT 25502 **,",DWT 25502 *,",Standard,255,307,17,,3.13,5,37,No,,,,03/01/2016,11/23/2015,"United States, Canada",ES_1036108_DWT 25502 **_11302015142859_2123072,No
2320773,Blomberg,DWT 25504 ****,,Standard,234,307,24,,2.66,5,47,No,,,,06/01/2018,06/01/2018,"United States, Canada",ES_1036108_DWT 25504 ****_06012018175508_5708843,Yes
2253926,Blomberg,DWT 28500 **,",DWT 28500 *,",Standard,225,307,27,,2.4,5,52,No,,,,03/01/2016,11/19/2015,"United States, Canada",ES_1036108_DWT 28500 **_11172015125730_6807214,Yes
2253931,Blomberg,DWT 28500 **WS,",DWT 28500 **WS,* can represent any alpha or numeric character; ,DWT 28500 *WS,",Standard,256,307,17,,2.4,5,52,No,,,,03/01/2016,11/30/2015,"United States, Canada",ES_1036108_DWT 28500 **WS_11302015153650_3378869,No
2308320,Blomberg,DWT 51600 ****,,Standard,234,307,24,,2.66,5,47,No,,,,11/15/2017,12/20/2017,"United States, Canada",ES_1036108_DWT 51600 ****_12222017221455_0895801,Yes
2308226,Blomberg,DWT 51600 ***WS,,Standard,260,307,15,,3.3,5,34,No,,,,11/15/2017,12/20/2017,"United States, Canada",ES_1036108_DWT 51600 ***WS_12212017211523_0923781,No
2308321,Blomberg,DWT 52600 ****,,Standard,234,307,24,,2.66,5,47,No,,,,11/15/2017,12/20/2017,"United States, Canada",ES_1036108_DWT 52600 ****_12222017221545_0945739,Yes
2308289,Blomberg,DWT 52800 ****,,Standard,225,307,27,,2.36,5,53,No,,,,12/29/2017,12/20/2017,"United States, Canada",ES_1036108_DWT 52800 ****_12222017203415_4855101,Yes
2253917,Blomberg,DWT 56502 ***,",DWT 56502 **,; ,DWT 56502 *,",Standard,255,307,17,,3.13,5,37,No,,,,03/01/2016,11/23/2015,"United States, Canada",ES_1036108_DWT 56502 ***_11302015142858_9156915,No
2262228,Blomberg,DWT 56502 **WS,",DWT 56502 ***WS,; ,DWT 56502 *WS,",Standard,270,307,12,,3.09,5,38,No,,,,03/04/2016,03/11/2016,"United States, Canada",ES_1036108_DWT 56502 SSWS_03022016114954_1184961,No
2253927,Blomberg,DWT 58500 ***,",DWT 58500 **,; ,DWT 58500 *,",Standard,225,307,27,,2.4,5,52,No,,,,03/01/2016,11/19/2015,"United States, Canada",ES_1036108_DWT 58500 ***_11172015125731_8853266,Yes
2253932,Blomberg,DWT 58500 ***WS,",DWT 58500 **WS,; ,DWT 58500 *WS,",Standard,256,307,17,,2.4,5,52,No,,,,03/01/2016,11/30/2015,"United States, Canada",ES_1036108_DWT 58500 ***WS_11302015153650_8528101,No
2253935,Blomberg,DWT 59500 ***,",DWT 59500 **,; ,DWT 59500 *,",Standard,225,307,27,,2.4,5,52,No,,,,01/01/2016,11/30/2015,"United States, Canada",ES_1036108_DWT 59500 ***_11302015154337_9974481,Yes
2320374,Blomberg,DWT 71600 ****,,Standard,234,307,24,,2.66,5,47,No,,,,08/01/2018,05/23/2018,"United States, Canada",ES_1036108_DWT 71600 ****_05232018165312_4392395,Yes
2308290,Blomberg,DWT 81800 ****,,Standard,225,307,27,,2.36,5,53,No,,,,12/29/2017,12/20/2017,"United States, Canada",ES_1036108_DWT 81800 ****_12222017203457_4897478,Yes
2308255,Blomberg,DWT 81800 ***WS,,Standard,256,307,17,,3,5,40,No,,,,12/29/2017,12/20/2017,"United States, Canada",ES_1036108_DWT 81800 ***WS_12222017173055_3855784,No
2310614,Blomberg,DWT 81900 ****,,Standard,225,307,27,,2.37,5,53,No,,,,03/26/2018,02/13/2018,"United States, Canada",ES_1036108_DWT 81900 ****_02132018200208_2128888,Yes
2310615,Blomberg,DWT 81900 ***WS,,Standard,256,307,17,,3.02,5,40,No,,,,03/26/2018,02/13/2018,"United States, Canada",ES_1036108_DWT 81900 ***WS_02132018200625_2385163,No
2248827,Bosch,SGE53U5***,,Standard,259,307,16,,2.9,5,42,No,,,,01/28/2015,01/28/2015,"United States, Canada",ES_31649_SGE53U5***_01282015173812_364152,No
2318542,Bosch,SGE53X5***,",SGE53X5***,*** refers to color & country cosmetic details",Standard,259,307,16,,2.9,5,42,No,,,,05/14/2018,01/28/2015,"United States, Canada",ES_31649_SGE53X5***_04122018093901_8541681,No
2248826,Bosch,SGE68U5***,,Standard,259,307,16,,2.9,5,42,No,,,,01/28/2015,01/28/2015,"United States, Canada",ES_31649_SGE68U5***_01282015173812_2999063,No
2318543,Bosch,SGE68X5***,",SGE68X5***,*** refers to color & country cosmetic details",Standard,259,307,16,,2.9,5,42,No,,,,05/14/2018,01/28/2015,"United States, Canada",ES_31649_SGE68X5***_04122018093902_7501184,No
2248825,Bosch,SGV68U5***,,Standard,259,307,16,,2.9,5,42,No,,,,01/28/2015,01/28/2015,"United States, Canada",ES_31649_SGV68U5***_01282015173812_2550928,No
2248824,Bosch,SGX68U5***,,Standard,259,307,16,,2.9,5,42,No,,,,01/28/2015,01/28/2015,"United States, Canada",ES_31649_SGX68U5***_01282015173812_5532190,No
2248690,Bosch,SHE33T5***,,Standard,269,307,12,,2.9,5,42,No,,,,05/01/2013,02/06/2013,"United States, Canada",ES_31649_SHE33T5***_11012013103752_5940363,No
2248707,Bosch,SHE3AR5*UC,,Standard,269,307,12,,3.2,5,36,No,,,,04/15/2011,12/30/2014,"United States, Canada",ES_31649_SHE3AR5*UC_12302014160021_9085962,No
2248708,Bosch,SHE3AR7*UC,,Standard,269,307,12,,3.2,5,36,No,,,,04/15/2011,12/30/2014,"United States, Canada",ES_31649_SHE3AR7*UC_12302014160021_4561426,No
2251522,Bosch,SHE3ARB***,,Standard,269,307,12,,3.2,5,36,No,,,,04/15/2011,12/30/2014,"United States, Canada",ES_31649_SHE3ARB***_10282015181755_3489801,No
2248711,Bosch,SHE3ARF*UC,,Standard,269,307,12,,3.2,5,36,No,,,,04/15/2011,12/30/2014,"United States, Canada",ES_31649_SHE3ARF*UC_12302014160021_1409396,No
2248712,Bosch,SHE3ARL*UC,,Standard,269,307,12,,3.2,5,36,No,,,,04/15/2011,12/30/2014,"United States, Canada",ES_31649_SHE3ARL*UC_12312014123445_1521875,No
2248740,Bosch,SHE4AV5***,,Standard,269,307,12,,3.2,5,36,No,,,,04/15/2015,01/29/2015,"United States, Canada",ES_31649_SHE4AV5***_01292015104401_8391839,No
2248668,Bosch,SHE53T5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHE53T5***_01202015103559_3047448,No
2248675,Bosch,SHE53TF***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHE53TF***_01202015103600_7111667,No
2248674,Bosch,SHE53TL***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHE53TL***_01202015103600_2635019,No
2248683,Bosch,SHE65T5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHE65T5***_01202015103559_2180045,No
2248677,Bosch,SHE65U5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHE65U5***_01202015103600_306007,No
2248717,Bosch,SHE68T5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,01/29/2015,"United States, Canada",ES_31649_SHE68T5***_01202015121926_2730523,No
2248722,Bosch,SHE68TL***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,01/20/2015,"United States, Canada",ES_31649_SHE68TL***_01202015121926_2650384,No
2248520,Bosch,SHE7PT5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,02/27/2013,"United States, Canada",ES_31649_SHE7PT5***_10232013140817_6003518,No
2303162,Bosch,SHE84AWG5N,",SHE84AWG5N,Different screen printing on control panel",Standard,269,307,12,,3.2,5,36,No,,,,08/30/2017,01/29/2015,"United States, Canada",ES_31649_SHE84AWG5N_08302017150548_166589,No
2280424,Bosch,SHE863WF**,",SHE863WF**,First ""*"" is for the color, 2nd ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHE863WF**_09212016141405_1125099,No
2280419,Bosch,SHE863WF2N,,Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHE863WF2N_09212016141405_2045099,No
2282871,Bosch,SHE878WD#*,",SHE878WD#*,""#"" is for the color,  ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,10/26/2016,"United States, Canada",ES_31649_SHE878WD#*_10272016211527_957574,No
2283192,Bosch,SHE89PW5#*,,Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,11/02/2016,"United States, Canada",ES_31649_SHE89PW5#*_10272016203539_4084878,No
2296726,Bosch,SHE89PW7#*,",SHE89PW7#*,#* - number & letter denoting variant models from base model.",Standard,269,307,12,,2.9,5,42,No,,,,05/01/2017,05/30/2017,"United States, Canada",ES_31649_SHE89PW7#*_05302017080726_2789270,No
2248713,Bosch,SHE8PT5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,12/30/2014,"United States, Canada",ES_31649_SHE8PT5***_12302014211511_4007837,No
2248700,Bosch,SHE9PT5***,,Standard,239,307,22,,2.9,5,42,No,,,,07/26/2013,07/30/2013,"United States, Canada",ES_31649_SHE9PT5***_10232013135144_1285974,No
2318478,Bosch,SHEM3A****,",SHEM3A****,1st*-Year, 2nd*-Version, 3rd*-Color,",Standard,269,307,12,,3.2,5,36,No,,,,05/21/2018,12/30/2014,"United States, Canada",ES_31649_SHEM3A****_04112018193233_9774743,No
2282867,Bosch,SHEM78W5#*,",SHEM78W5#*,""#"" is for the color,  ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,10/26/2016,"United States, Canada",ES_31649_SHEM78W5#*_10272016211527_9332087,No
2284086,Bosch,SHEM78WH#*,,Standard,239,307,22,,2.9,5,42,No,,,,10/27/2016,11/15/2016,"United States, Canada",ES_31649_SHEM78WH#*_10272016142033_5994378,No
2248673,Bosch,SHP53T5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHP53T5***_01202015103559_7550339,No
2248686,Bosch,SHP53TL***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHP53TL***_01202015103559_6941163,No
2248676,Bosch,SHP53U5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHP53U5***_01202015103600_1302749,No
2248681,Bosch,SHP65T5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHP65T5***_01202015103559_7374209,No
2248680,Bosch,SHP65T7***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHP65T7***_01202015103559_5980607,No
2248682,Bosch,SHP65TF***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHP65TF***_01202015103559_8872766,No
2248669,Bosch,SHP65TL***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHP65TL***_01202015103559_3478968,No
2248723,Bosch,SHP68T5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,01/20/2015,"United States, Canada",ES_31649_SHP68T5***_01202015121926_1432364,No
2248724,Bosch,SHP68TL5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,01/20/2015,"United States, Canada",ES_31649_SHP68TL5***_01202015121926_3670414,No
2248518,Bosch,SHP7PT5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,02/27/2013,"United States, Canada",ES_31649_SHP7PT5***_10232013140817_549699,No
2318678,Bosch,SHP865****,",SHP865****,1st*-Year mfg, 2nd*-Version, 3rd*-Color",Standard,269,307,12,,2.9,5,42,No,,,,05/21/2018,09/30/2016,"United States, Canada",ES_31649_SHP865****_04182018141405_7891454,No
2280433,Bosch,SHP865W7**,",SHP865W7**,First ""*"" is for the color, 2nd ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHP865W7**_09212016141405_4113907,No
2280432,Bosch,SHP865WD**,",SHP865WD**,First ""*"" is for the color, 2nd ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHP865WD**_09212016141405_1786207,No
2280430,Bosch,SHP865WF**,",SHP865WF**,First ""*"" is for the color, 2nd ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHP865WF**_09212016141405_9630371,No
2303166,Bosch,SHP865WG5N,",SHP865WG5N,The screen printing is different for the control panels.(Cosmetic not functional)""",Standard,269,307,12,,2.9,5,42,No,,,,08/30/2017,09/30/2016,"United States, Canada",ES_31649_SHP865WG5N_08302017151043_3224756,No
2282872,Bosch,SHP878WD#*,",SHP878WD#*,""#"" is for the color,  ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,10/26/2016,"United States, Canada",ES_31649_SHP878WD#*_10272016211527_7409995,No
2282874,Bosch,SHP87PW5#*,",SHP87PW5#*,""#"" is for the color,  ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,10/26/2016,"United States, Canada",ES_31649_SHP87PW5#*_10272016211527_1341206,No
2284106,Bosch,SHP88PW5#*,,Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,11/15/2016,"United States, Canada",ES_31649_SHP88PW5#*_10272016145413_6980860,No
2248744,Bosch,SHX5AVF***,,Standard,269,307,12,,3.2,5,36,No,,,,04/15/2015,01/29/2015,"United States, Canada",ES_31649_SHX5AVF***_01292015104402_9184665,No
2248746,Bosch,SHX5AVL***,,Standard,269,307,12,,3.2,5,36,No,,,,04/15/2015,01/29/2015,"United States, Canada",ES_31649_SHX5AVL***_01292015104402_8545096,No
2248822,Bosch,SHX5ER5***,,Standard,259,307,16,,2.9,5,42,No,,,,06/15/2012,01/14/2015,"United States, Canada",ES_31649_SHX5ER5***_01142015134644_4619409,No
2248684,Bosch,SHX65T3***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHX65T3***_01202015103559_6910771,No
2248679,Bosch,SHX65T5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHX65T5***_01202015103559_1108193,No
2248719,Bosch,SHX68T5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,01/20/2015,"United States, Canada",ES_31649_SHX68T5***_01202015121926_494332,No
2248718,Bosch,SHX68TL***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,01/20/2015,"United States, Canada",ES_31649_SHX68TL***_01202015121926_9423029,No
2248725,Bosch,SHX78U5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,01/20/2015,"United States, Canada",ES_31649_SHX78U5***_01202015121927_9470784,No
2248458,Bosch,SHX7PT5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,02/27/2013,"United States, Canada",ES_31649_SHX7PT5***_10232013140817_6370202,No
2318545,Bosch,SHX84A****,,Standard,269,307,12,,3.2,5,36,No,,,,05/21/2018,08/11/2016,"United States, Canada",ES_31649_SHX84A****_04112018201302_3811609,No
2280435,Bosch,SHX863WB**,",SHX863WB**,First ""*"" is for the color, 2nd ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHX863WB**_09212016141405_4558871,No
2280427,Bosch,SHX863WD**,",SHX863WD**,First ""*"" is for the color, 2nd ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHX863WD**_09212016141405_7702702,No
2322058,Bosch,SHX865YN,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,01/29/2015,"United States, Canada",ES_31649_SHX865YN_06282018160605_5124322,No
2282866,Bosch,SHX878WD#*,",SHX878WD#*,""#"" is for the color,  ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,10/26/2016,"United States, Canada",ES_31649_SHX878WD#*_10272016211527_9034387,No
2282875,Bosch,SHX87PW5#*,",SHX87PW5#*,""#"" is for the color,  ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,10/26/2016,"United States, Canada",ES_31649_SHX87PW5#*_10272016211527_4203736,No
2284105,Bosch,SHX88PW5#*,,Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,11/15/2016,"United States, Canada",ES_31649_SHX88PW5#*_10272016145413_9886896,No
2283190,Bosch,SHX89PW5#*,,Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,11/02/2016,"United States, Canada",ES_31649_SHX89PW5#*_10272016203539_5208551,No
2296728,Bosch,SHX89PW7#*,,Standard,269,307,12,,2.9,5,42,No,,,,05/01/2017,05/30/2017,"United States, Canada",ES_31649_SHX89PW7#*_05302017111307_8538171,No
2248714,Bosch,SHX8PT5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/01/2013,12/30/2014,"United States, Canada",ES_31649_SHX8PT5***_12302014211511_4305536,No
2248703,Bosch,SHX9PT5***,,Standard,239,307,22,,2.9,5,42,No,,,,07/26/2013,07/30/2013,"United States, Canada",ES_31649_SHX9PT5***_10232013135144_2972794,No
2248701,Bosch,SHX9PT7***,,Standard,239,307,22,,2.9,5,42,No,,,,07/26/2013,07/30/2013,"United States, Canada",ES_31649_SHX9PT7***_10232013135144_797388,No
2318544,Bosch,SHXM4A****,",SHXM4A****,1st*-Year mfg, 2nd*-Version, 3rd*-Color",Standard,269,307,12,,3.2,5,36,No,,,,05/21/2018,08/11/2016,"United States, Canada",ES_31649_SHXM4A****_04112018201301_3722955,No
2280422,Bosch,SHXM63W5**,",SHXM63W5**,First ""*"" is for the color, 2nd ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHXM63W5**_09212016141405_3108750,No
2280455,Bosch,SHXM63WS#*,",SHXM63WS#*,""#"" is for the color,  ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHXM63WS#*_09282016101525_3181421,No
2280429,Bosch,SHXM65W5**,",SHXM65W5**,First ""*"" is for the color, 2nd ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHXM65W5**_09212016141405_486736,No
2319360,Bosch,SHXM78****,",SHXM78****,1st*-Year mfg, 2nd*-Version, 3rd*-Color		4th*-Country		",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,10/26/2016,"United States, Canada",ES_31649_SHXM78****_04102018211527_1673846,No
2282869,Bosch,SHXM78W5#*,",SHXM78W5#*,""#"" is for the color,  ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,10/26/2016,"United States, Canada",ES_31649_SHXM78W5#*_10272016211527_8554764,No
2286747,Bosch,SHXM98W7#*,,Standard,269,307,12,,2.9,5,42,No,,,No,11/16/2016,12/21/2016,"United States, Canada",ES_31649_SHXM98W7#*_12052016214025_733198,No
2248660,Bosch,SHXN8U5***,,Standard,269,307,12,,2.9,5,42,No,,,,11/01/2014,11/24/2014,"United States, Canada",ES_31649_SHXN8U5***_11242014172550_5551263,No
2248782,Bosch,SPE53U5***,,Standard,259,307,16,,2.9,5,42,No,,,,01/14/2015,01/14/2015,"United States, Canada",ES_31649_SPE53U5***_01142015125958_8086817,No
2248783,Bosch,SPE68U5***,,Standard,259,307,16,,2.9,5,42,No,,,,01/14/2015,01/14/2015,"United States, Canada",ES_31649_SPE68U5***_01142015125958_8371835,No
2248784,Bosch,SPV68U5***,,Standard,259,307,16,,2.9,5,42,No,,,,01/14/2015,01/14/2015,"United States, Canada",ES_31649_SPV68U5***_01142015125958_9015885,No
2248781,Bosch,SPX68U5***,,Standard,259,307,16,,2.9,5,42,No,,,,01/14/2015,01/14/2015,"United States, Canada",ES_31649_SPX68U5***_01142015125958_9035455,No
2319691,Cafe,CDT70***M***,,Standard,270,307,12,,3.5,5,30,No,,,,08/01/2018,05/09/2018,"United States, Canada",ES_1123206_CDT70***M***_05112018030437_70181731,No
2333044,Cafe,CDT80***N***,,Standard,270,307,12,,3.5,5,30,No,,,,04/01/2019,01/31/2019,"United States, Canada",ES_1123206_CDT80***N***_02042019034037_70214182,No
2319692,Cafe,CDT83***M***,,Standard,270,307,12,,3.5,5,30,No,,,,08/01/2018,05/09/2018,"United States, Canada",ES_1123206_CDT83***M***_05112018030437_70181731,No
2333045,Cafe,CDT84***N***,,Standard,270,307,12,,3.5,5,30,No,,,,04/01/2019,01/31/2019,"United States, Canada",ES_1123206_CDT84***N***_02042019034037_70214182,No
2319693,Cafe,CDT86***M***,,Standard,270,307,12,,3.5,5,30,No,,,,08/01/2018,05/09/2018,"United States, Canada",ES_1123206_CDT86***M***_05112018030437_70181731,No
2257259,Crosley,CDB500***B,,Standard,249,307,19,,3.12,5,38,No,,,,05/15/2015,01/25/2016,United States,ES_92264_CDB500***B_01252016231419_3659655,No
2254110,Crosley,CDB900***B,,Standard,230,307,25,,3.03,5,39,No,,,,01/29/2016,12/02/2015,United States,ES_92264_CDB900***B_12022015162859_3739558,No
2270697,Crosley,CDBEH600***A,,Standard,261,307,15,,3.31,5,34,No,,,,08/04/2016,06/24/2016,United States,ES_92264_CDBEH600***A_06242016175610_0970450,No
2280428,Bosch,SHPM65W5**,",SHPM65W5**,First ""*"" is for the color, 2nd ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHPM65W5**_09212016141405_6946809,No
2282868,Bosch,SHPM78W5#*,",SHPM78W5#*,""#"" is for the color,  ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,10/26/2016,"United States, Canada",ES_31649_SHPM78W5#*_10272016211527_566506,No
2303095,Bosch,SHPM78W54N,",SHPM78W54N,Model has a different color paint.",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,10/26/2016,"United States, Canada",ES_31649_SHPM78W54N_08302017154816_7059442,No
2286745,Bosch,SHPM98W7#*,,Standard,269,307,12,,2.9,5,42,No,,,No,11/30/2016,12/21/2016,"United States, Canada",ES_31649_SHPM98W7#*_12052016214025_6003229,No
2248742,Bosch,SHS5AV5***,,Standard,269,307,12,,3.2,5,36,No,,,,04/15/2015,01/29/2015,"United States, Canada",ES_31649_SHS5AV5***_01292015104402_2947946,No
2248741,Bosch,SHS5AVF***,,Standard,269,307,12,,3.2,5,36,No,,,,04/15/2015,01/29/2015,"United States, Canada",ES_31649_SHS5AVF***_01292015104402_7974512,No
2248745,Bosch,SHS5AVL***,,Standard,269,307,12,,3.2,5,36,No,,,,04/15/2015,01/29/2015,"United States, Canada",ES_31649_SHS5AVL***_01292015104402_2878961,No
2248678,Bosch,SHS63VL***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHS63VL***_01292015173258_2038080,No
2280425,Bosch,SHS863WD**,",SHS863WD**,First ""*"" is for the color, 2nd ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHS863WD**_09212016141405_7929010,No
2280421,Bosch,SHSM63W5**,",SHSM63W5**,First ""*"" is for the color, 2nd ""*"" is for location",Standard,269,307,12,,2.9,5,42,No,,,,11/09/2016,09/30/2016,"United States, Canada",ES_31649_SHSM63W5**_09212016141405_8725686,No
2263995,Bosch,SHV4AT5***,,Standard,269,307,12,,3.2,5,36,No,,,,05/29/2013,04/13/2016,"United States, Canada",ES_31649_SHV4AT5***_04052016172150_1548844,No
2263996,Bosch,SHV4ATB***,,Standard,269,307,12,,3.2,5,36,No,,,,05/29/2013,04/13/2016,"United States, Canada",ES_31649_SHV4ATB***_04052016172150_2942447,No
2248671,Bosch,SHV53T5***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHV53T5***_01202015103559_5233246,No
2251524,Bosch,SHV53TB***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHV53TB***_10282015182753_7106592,No
2248685,Bosch,SHV53TL***,,Standard,259,307,16,,2.9,5,42,No,,,,05/06/2013,01/19/2015,"United States, Canada",ES_31649_SHV53TL***_01202015103559_5028035,No
