ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Type,Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),% Better than US Federal Standard (kWh/yr),Energy Factor (EF),Water Use (gallons/cycle),US Federal Standard (gallons/cycle),% Better than US Federal Standard (gallons/cycle),Connected Functionality,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market, Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2282220,Miele,G 4998 SCVi,,Standard,230,307,25,,3.2,5,36,No,,,,03/20/2017,10/25/2016,"United States, Canada",ES_0031629_G 4998 SCVi_10252016030307_70105233,Yes
2282221,Miele,G 4998 SCVi SF,,Standard,230,307,25,,3.2,5,36,No,,,,03/20/2017,10/25/2016,"United States, Canada",ES_0031629_G 4998 SCVi SF_10252016030307_70105233,Yes
2282218,Miele,G 4998 Vi,,Standard,230,307,25,,3.2,5,36,No,,,,03/20/2017,10/25/2016,"United States, Canada",ES_0031629_G 4998 Vi_10252016030307_70105233,Yes
2282219,Miele,G 4998 Vi SF,,Standard,230,307,25,,3.2,5,36,No,,,,03/20/2017,10/25/2016,United States,ES_0031629_G 4998 Vi SF _10252016030307_70105233,Yes
2255023,Miele,G 6105 SCU,,Standard,270,307,12,,3.2,5,36,No,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 6105 SCU_12162015020838_70057049,No
2255022,Miele,G 6105 U,,Standard,270,307,12,,3.2,5,36,No,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 6105 U_12162015020838_70057049,No
2255024,Miele,G 6165 SCVi,,Standard,270,307,12,,3.2,5,36,No,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 6165 SCVi_12162015020838_70057049,No
2255025,Miele,G 6165 SCVi SF,,Standard,270,307,12,,3.2,5,36,No,,,,03/01/2015,12/10/2015,United States,ES_0031629_G 6165 SCVi SF_12162015020838_70057049,No
2255027,Miele,G 6305 SCU,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 6305 SCU_12162015020838_70057049,No
2255026,Miele,G 6305 U,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,Canada,ES_0031629_G 6305 U_12162015020838_70057049,No
2255028,Miele,G 6365 SCVi,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 6365 SCVi_12162015020838_70057049,No
2255029,Miele,G 6365 SCVi SF,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,United States,ES_0031629_G 6365 SCVi SF_12162015020838_70057049,No
2255030,Miele,G 6505 SCi,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 6505 SCi_12162015020838_70057049,No
2255031,Miele,G 6560 SCVi,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,United States,ES_0031629_G 6560 SCVi_12162015020838_70057049,No
2255032,Miele,G 6565 SCVi,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 6565 SCVi_12162015020838_70057049,No
2255033,Miele,G 6565 SCVi SF,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,United States,ES_0031629_G 6565 SCVi SF_12162015020838_70057049,No
2255034,Miele,G 6595 SCVi,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,United States,ES_0031629_G 6595 SCVi_12162015020838_70057049,No
2279000,Miele,G 6625 SCU,,Standard,220,307,28,,3.2,5,36,No,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 6625 SCU_09122016020545_70097737,Yes
2278999,Miele,G 6625 U,,Standard,220,307,28,,3.2,5,36,No,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 6625 U_09122016020545_70097737,Yes
2279001,Miele,G 6665 SCVi,,Standard,220,307,28,,3.2,5,36,No,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 6665 SCVi_09122016020545_70097737,Yes
2279002,Miele,G 6665 SCVi SF,,Standard,220,307,28,,3.2,5,36,No,,,,03/20/2017,09/07/2016,United States,ES_0031629_G 6665 SCVi SF_09122016020545_70097737,Yes
2279003,Miele,G 6745 SCU,,Standard,220,307,28,,3.2,5,36,No,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 6745 SCU_09122016020545_70097737,Yes
2279004,Miele,G 6785 SCVi,,Standard,220,307,28,,3.2,5,36,No,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 6785 SCVi_09122016020545_70097737,Yes
2279005,Miele,G 6785 SCVi SF,,Standard,220,307,28,,3.2,5,36,No,,,,03/20/2017,09/07/2016,United States,ES_0031629_G 6785 SCVi SF_09122016020545_70097737,Yes
2279006,Miele,G 6835 SCi,,Standard,199,307,35,,3.2,5,36,No,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 6835 SCi_09122016020545_70097737,Yes
2279007,Miele,G 6875 SCVi,,Standard,199,307,35,,3.2,5,36,No,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 6875 SCVi_09122016020545_70097737,Yes
2279008,Miele,G 6875 SCVi SF,,Standard,199,307,35,,3.2,5,36,No,,,,03/20/2017,09/07/2016,United States,ES_0031629_G 6875 SCVi SF_09122016020545_70097737,Yes
2279009,Miele,G 6880 SCVi,,Standard,199,307,35,,3.2,5,36,No,,,,03/20/2017,09/07/2016,United States,ES_0031629_G 6880 SCVi_09122016020545_70097737,Yes
2279010,Miele,G 6885 SCVi,,Standard,199,307,35,,3.2,5,36,No,,,,03/20/2017,09/07/2016,United States,ES_0031629_G 6885 SCVi_09122016020545_70097737,Yes
2255035,Miele,G 6915 SCi,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 6915 SCi_12162015020838_70057049,No
2279011,Miele,G 6935 SCi,,Standard,199,307,35,,3.2,5,36,No,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 6935 SCi_09122016020545_70097737,Yes
2255036,Miele,G 6985 SCVi,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,"United States, Canada",ES_0031629_G 6985 SCVi_12162015020838_70057049,No
2255037,Miele,G 6985 SCVi SF,,Standard,260,307,15,,3.2,5,36,No,,,,03/01/2015,12/10/2015,United States,ES_0031629_G 6985 SCVi SF_12162015020838_70057049,No
2279012,Miele,G 6987 SCVi,,Standard,199,307,35,,3.2,5,36,No,,,,03/20/2017,09/07/2016,"United States, Canada",ES_0031629_G 6987 SCVi_09122016020545_70097737,Yes
2248032,Miele,PG 8080,,Standard,270,307,12,,3.5,5,30,No,,,,03/01/2015,07/31/2015,Canada,ES_0031629_PG 8080_09152015031128_70042141,No
2248029,Miele,PG 8080 i,,Standard,270,307,12,,3.5,5,30,No,,,,03/01/2015,07/31/2015,"United States, Canada",ES_0031629_PG 8080 i_09152015031128_70042141,No
2248031,Miele,PG 8080 U,,Standard,270,307,12,,3.5,5,30,No,,,,03/01/2015,07/31/2015,Canada,ES_0031629_PG 8080 U_09152015031128_70042141,No
2248030,Miele,PG 8083 SCVi,,Standard,270,307,12,,3.5,5,30,No,,,,03/01/2015,07/31/2015,"United States, Canada",ES_0031629_PG 8083 SCVi_09152015031128_70042141,No
2304080,Miele,PG 8130 i,,Standard,270,307,12,,3.5,5,30,No,,,,02/01/2018,09/25/2017,"United States, Canada",ES_0031629_PG 8130 i_09262017082522_70157286,No
2304081,Miele,PG 8130 U,,Standard,270,307,12,,3.5,5,30,No,,,,02/01/2018,09/25/2017,Canada,ES_0031629_PG 8130 U_09262017082522_70157286,No
2304082,Miele,PG 8131 i,,Standard,270,307,12,,3.5,5,30,No,,,,02/01/2018,09/25/2017,United States,ES_0031629_PG 8131 i_09262017082522_70157286,No
2304083,Miele,PG 8133 SCVi,,Standard,270,307,12,,3.5,5,30,No,,,,02/01/2018,09/25/2017,"United States, Canada",ES_0031629_PG 8133 SCVi_09262017082522_70157286,No
2324031,Moffat,MBF42***M***,,Standard,270,307,12,,3.5,5,30,No,,,,08/01/2018,07/30/2018,Canada,ES_1123206_MBF42***M***_08072018040903_70191484,No
2269246,Moffat,MDF4****F***,,Standard,270,307,12,,3.5,5,30,No,,,,04/27/2016,04/08/2016,"United States, Canada",ES_1123206_MDF4****F***_04102016093920_70071820,No
2313027,Monogram,ZDT16***L***,,Standard,270,307,12,,3.5,5,30,No,,,,06/30/2018,03/19/2018,"United States, Canada",ES_1123206_ZDT16***L***_03212018035648_70177160,No
2262565,Monogram,ZDT80***F***,,Standard,270,307,12,,3.5,5,30,No,,,,07/01/2015,03/15/2016,"United States, Canada",ES_1123206_ZDT80***F***_03172016073651_70070095,No
2262566,Monogram,ZDT87***F***,,Standard,270,307,12,,3.5,5,30,No,,,,07/01/2015,03/15/2016,"United States, Canada",ES_1123206_ZDT87***F***_03172016073651_70070095,No
