ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Fuel Type,Efficiency (AFUE),Date Available On Market,Date Certified,Markets,CB Model Identifier,Can Integrate Hot Water Heating,Meets ENERGY STAR Most Efficient 2019 Criteria
2313465,"Navien, Inc.",Navien,NCB,NCB-180E,,Boiler,"Natural Gas,Propane Gas",95,10/30/2015,03/23/2018,"United States, Canada",ES_1074959_NCB-180E_03232018191055_2270176,Yes,Yes
2313466,"Navien, Inc.",Navien,NCB,NCB-210E,,Boiler,"Natural Gas,Propane Gas",95,10/30/2015,03/23/2018,"United States, Canada",ES_1074959_NCB-210E_03232018191057_7908349,Yes,Yes
2313467,"Navien, Inc.",Navien,NCB,NCB-240E,,Boiler,"Natural Gas,Propane Gas",95,10/30/2015,03/23/2018,"United States, Canada",ES_1074959_NCB-240E_03232018191100_3164057,Yes,Yes
2325891,"Navien, Inc.",Navien,NFB,NFB-175,,Boiler,"Natural Gas,Propane Gas",95,03/01/2018,09/13/2018,"United States, Canada",ES_1074959_NFB-175_09132018195522_3980745,No,Yes
2313463,"Navien, Inc.",Navien,NFB,NFB-200,,Boiler,"Natural Gas,Propane Gas",95,03/01/2018,03/23/2018,"United States, Canada",ES_1074959_NFB-200_03232018190514_5797927,No,Yes
2328535,"Navien, Inc.",Navien,NFC,NFC-175,,Boiler,"Natural Gas,Propane Gas",95,11/01/2018,10/29/2018,"United States, Canada",ES_1074959_NFC-175_10292018141023_3408996,Yes,Yes
2328536,"Navien, Inc.",Navien,NFC,NFC-200,,Boiler,"Natural Gas,Propane Gas",95,11/01/2018,10/29/2018,"United States, Canada",ES_1074959_NFC-200_10292018141052_5113908,Yes,Yes
2313468,"Navien, Inc.",Navien,NHB,NHB-055,,Boiler,"Natural Gas,Propane Gas",95,11/03/2014,03/23/2018,"United States, Canada",ES_1074959_NHB-055_03232018191105_4036258,No,Yes
2313469,"Navien, Inc.",Navien,NHB,NHB-080,,Boiler,"Natural Gas,Propane Gas",95,11/03/2014,03/23/2018,"United States, Canada",ES_1074959_NHB-080_03232018191107_5258540,No,Yes
2313470,"Navien, Inc.",Navien,NHB,NHB-110,,Boiler,"Natural Gas,Propane Gas",95,11/03/2014,03/23/2018,"United States, Canada",ES_1074959_NHB-110_03232018191109_6588723,No,Yes
2313471,"Navien, Inc.",Navien,NHB,NHB-150,,Boiler,"Natural Gas,Propane Gas",95,11/03/2014,03/23/2018,"United States, Canada",ES_1074959_NHB-150_03232018191112_1681680,No,Yes
2323620,"New Yorker Boiler Company, Inc.",New Yorker,CI-HGS-_B,CI-HGS-101B,,Boiler,Oil,87,01/01/2015,07/31/2018,United States,ES_1016199_CI-HGS-101B_07312018234014_1105570,No,No
2323621,"New Yorker Boiler Company, Inc.",New Yorker,CI-HGS-_B,CI-HGS-129B,,Boiler,Oil,87,01/01/2015,07/31/2018,United States,ES_1016199_CI-HGS-129B_07312018234016_2261812,No,No
2323622,"New Yorker Boiler Company, Inc.",New Yorker,CI-HGS-_B,CI-HGS-167B,,Boiler,Oil,87,01/01/2015,07/31/2018,United States,ES_1016199_CI-HGS-167B_07312018234018_5751585,No,No
2323619,"New Yorker Boiler Company, Inc.",New Yorker,CI-HGS-_B,CI-HGS-74B,,Boiler,Oil,87,01/01/2015,07/31/2018,United States,ES_1016199_CI-HGS-74B_07312018234011_8487847,No,No
2323651,"New Yorker Boiler Company, Inc.",New Yorker,CL,CL3-091-WD,,Boiler,Oil,88,08/15/2015,07/31/2018,United States,ES_1016199_CL3-091-WD_07312018235825_6964974,No,No
2323652,"New Yorker Boiler Company, Inc.",New Yorker,CL,CL3-105-WD,,Boiler,Oil,87,08/15/2015,07/31/2018,United States,ES_1016199_CL3-105-WD_07312018235828_2929983,No,No
2323653,"New Yorker Boiler Company, Inc.",New Yorker,CL,CL4-126-WD,,Boiler,Oil,88,08/15/2015,07/31/2018,United States,ES_1016199_CL4-126-WD_07312018235830_6627500,No,No
2323654,"New Yorker Boiler Company, Inc.",New Yorker,CL,CL4-175-WD,,Boiler,Oil,87,08/15/2015,07/31/2018,United States,ES_1016199_CL4-175-WD_07312018235832_4577377,No,No
2323655,"New Yorker Boiler Company, Inc.",New Yorker,CL,CL5-168-WD,,Boiler,Oil,87,08/15/2015,07/31/2018,United States,ES_1016199_CL5-168-WD_07312018235834_1098794,No,No
2328035,"New Yorker Boiler Company, Inc.",New Yorker,GHE-HB,GHE100HB,,Boiler,"Natural Gas,Propane Gas",95,10/01/2018,10/18/2018,United States,ES_1016199_GHE100HB_10182018151433_8443056,No,Yes
2328036,"New Yorker Boiler Company, Inc.",New Yorker,GHE,GHE120HB,,Boiler,"Natural Gas,Propane Gas",95,10/01/2018,10/18/2018,United States,ES_1016199_GHE120HB_10182018151435_0504371,No,Yes
2323657,"New Yorker Boiler Company, Inc.",New Yorker,GHE,GHE135CB,,Boiler,"Natural Gas,Propane Gas",95,08/01/2017,07/31/2018,United States,ES_1016199_GHE135CB_08012018000057_6124737,Yes,Yes
2313969,Crown Boiler Company,Crown Boiler,Freeport II,FWZ130,,Boiler,Oil,87,09/01/2012,03/26/2018,"United States, Canada",ES_22945_FWZ130_03262018132845_3296717,No,No
2313970,Crown Boiler Company,Crown Boiler,Freeport II,FWZ160,,Boiler,Oil,87,09/01/2012,03/26/2018,"United States, Canada",ES_22945_FWZ160_03262018132847_6230083,No,No
2313963,Crown Boiler Company,Crown Boiler,Phantom,PHNTM080,,Boiler,"Natural Gas,Propane Gas",94,05/11/2015,03/26/2018,"United States, Canada",ES_22945_PHNTM080_03262018132800_5807180,No,No
2313964,Crown Boiler Company,Crown Boiler,Phantom,PHNTM100,,Boiler,"Natural Gas,Propane Gas",93,07/07/2014,03/26/2018,"United States, Canada",ES_22945_PHNTM100_03262018132802_8937098,No,No
2313965,Crown Boiler Company,Crown Boiler,Phantom,PHNTM120,,Boiler,"Natural Gas,Propane Gas",94,05/11/2015,03/26/2018,"United States, Canada",ES_22945_PHNTM120_03262018132804_7191429,No,No
2313966,Crown Boiler Company,Crown Boiler,Phantom,PHNTM150,,Boiler,"Natural Gas,Propane Gas",95,05/11/2015,03/26/2018,"United States, Canada",ES_22945_PHNTM150_03262018132806_2273196,No,Yes
2313967,Crown Boiler Company,Crown Boiler,Phantom,PHNTM180,,Boiler,"Natural Gas,Propane Gas",94,05/11/2015,03/26/2018,"United States, Canada",ES_22945_PHNTM180_03262018132808_2687116,No,No
2313971,Crown Boiler Company,Crown Boiler,Phantom,PHNTM210,,Boiler,"Natural Gas,Propane Gas",95,09/01/2014,03/26/2018,"United States, Canada",ES_22945_PHNTM210_03262018133121_0958680,No,Yes
2313972,Crown Boiler Company,Crown Boiler,Phantom,PHNTM285,,Boiler,"Natural Gas,Propane Gas",95,09/01/2014,03/26/2018,"United States, Canada",ES_22945_PHNTM285_03262018133123_6389110,No,Yes
2313952,Crown Boiler Company,Crown Boiler,Tobago,TWD065,,Boiler,Oil,88,11/01/2015,03/26/2018,United States,ES_22945_TWD065_03262018132416_6384392,Yes,No
2313953,Crown Boiler Company,Crown Boiler,Tobago,TWD075,,Boiler,Oil,87,11/01/2015,03/26/2018,United States,ES_22945_TWD075_03262018132420_3864947,Yes,No
2313954,Crown Boiler Company,Crown Boiler,Tobago,TWD090,,Boiler,Oil,88,11/01/2015,03/26/2018,United States,ES_22945_TWD090_03262018132423_2327021,Yes,No
2313956,Crown Boiler Company,Crown Boiler,Tobago,TWD120,,Boiler,Oil,87,11/01/2015,03/26/2018,United States,ES_22945_TWD120_03262018132427_9076443,Yes,No
2313955,Crown Boiler Company,Crown Boiler,Tobago,TWD125,,Boiler,Oil,87,11/01/2015,03/26/2018,United States,ES_22945_TWD125_03262018132425_3646013,Yes,No
2334312,ECR International,Baxi,Luna DUO-TEC 1.48 GA,LUNA DUO-TEC 1.48 GA,,Boiler,"Natural Gas,Propane Gas",95,04/01/2019,03/07/2019,"United States, Canada",ES_1017619_LUNA DUO-TEC 1.48 GA_03072019183320_8110742,No,Yes
2334311,ECR International,Baxi,Luna DUO-TEC 60 GA,LUNA DUO-TEC 60 GA,,Boiler,"Natural Gas,Propane Gas",95,04/01/2019,03/07/2019,"United States, Canada",ES_1017619_LUNA DUO-TEC 60 GA_03072019183315_1305136,Yes,Yes
2313985,ECR International,Dunkirk Boilers,DCB-125,DCB-125,,Boiler,"Natural Gas,Propane Gas",95,05/01/2016,03/26/2018,United States,ES_1017619_DCB-125_03262018135616_8400113,No,Yes
2313989,ECR International,Dunkirk Boilers,DCB-165,DCB-165,,Boiler,"Natural Gas,Propane Gas",95,03/01/2018,03/26/2018,United States,ES_1017619_DCB-165_03262018135624_6534569,No,Yes
2313984,ECR International,Dunkirk Boilers,DCC-150,DCC-150,,Boiler,"Natural Gas,Propane Gas",95,05/01/2016,03/26/2018,United States,ES_1017619_DCC-150_03262018135614_3526091,Yes,Yes
2313990,ECR International,Dunkirk Boilers,DCC-205,DCC-205,,Boiler,"Natural Gas,Propane Gas",95,03/01/2018,03/26/2018,United States,ES_1017619_DCC-205_03262018135626_7995265,Yes,Yes
2314015,ECR International,Dunkirk Boilers,DKVLT series,DKVLT-050,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,United States,ES_1017619_DKVLT-050_03262018140934_3487813,No,Yes
2314016,ECR International,Dunkirk Boilers,DKVLT series,DKVLT-075,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,United States,ES_1017619_DKVLT-075_03262018140936_8569579,No,Yes
2314017,ECR International,Dunkirk Boilers,DKVLT series,DKVLT-100,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,United States,ES_1017619_DKVLT-100_03262018140938_6998633,No,Yes
2314018,ECR International,Dunkirk Boilers,DKVLT series,DKVLT-150,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,United States,ES_1017619_DKVLT-150_03262018140939_6191837,No,Yes
2314019,ECR International,Dunkirk Boilers,DKVLT series,DKVLT-200,,Boiler,"Natural Gas,Propane Gas",95,02/01/2012,03/26/2018,United States,ES_1017619_DKVLT-200_03262018140941_2669044,No,Yes
2314030,ECR International,Dunkirk Boilers,DKVLT series,DKVLT-299,,Boiler,"Natural Gas,Propane Gas",95,03/06/2013,03/26/2018,United States,ES_1017619_DKVLT-299_03262018141003_3560025,No,Yes
2313980,ECR International,Dunkirk Boilers,DMG-240,DMG-240,,Boiler,"Natural Gas,Propane Gas",95,03/07/2017,03/26/2018,United States,ES_1017619_DMG-240_03262018134937_1435949,No,Yes
2314009,ECR International,Dunkirk Boilers,Dunkirk Excelsior,EXB4075,,Boiler,Oil,87,05/15/2012,03/26/2018,United States,ES_1017619_EXB4075_03262018140823_3857704,No,No
2314010,ECR International,Dunkirk Boilers,Dunkirk Excelsior,EXB5100,,Boiler,Oil,87,05/15/2012,03/26/2018,United States,ES_1017619_EXB5100_03262018140825_7859675,No,No
2314011,ECR International,Dunkirk Boilers,Dunkirk Excelsior,EXB6130,,Boiler,Oil,87,05/15/2012,03/26/2018,United States,ES_1017619_EXB6130_03262018140827_1338259,No,No
2314012,ECR International,Dunkirk Boilers,Dunkirk Excelsior,EXB7165,,Boiler,Oil,87,05/15/2012,03/26/2018,United States,ES_1017619_EXB7165_03262018140829_4435158,No,No
2313988,ECR International,Dunkirk Boilers,MAH,MAH-165,,Boiler,"Natural Gas,Propane Gas",95,03/01/2018,03/26/2018,"United States, Canada",ES_1017619_MAH-165_03262018135622_5389517,No,Yes
2313991,ECR International,Dunkirk Boilers,VX series,VX-050,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,United States,ES_1017619_VX-050_03262018140400_9435398,No,Yes
2313992,ECR International,Dunkirk Boilers,VX series,VX-075,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,United States,ES_1017619_VX-075_03262018140403_7897471,No,Yes
2313993,ECR International,Dunkirk Boilers,VX series,VX-100,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,United States,ES_1017619_VX-100_03262018140405_7754985,No,Yes
2313994,ECR International,Dunkirk Boilers,VX series,VX-150,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,United States,ES_1017619_VX-150_03262018140407_8725313,No,Yes
2313995,ECR International,Dunkirk Boilers,VX series,VX-200,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,United States,ES_1017619_VX-200_03262018140409_0775437,No,Yes
2323501,ECR International,ECR International,ECR-122,ECR-122,,Boiler,"Natural Gas,Propane Gas",95,08/01/2018,07/31/2018,"United States, Canada",ES_1017619_ECR-122_07312018193609_6077826,No,Yes
2323502,ECR International,ECR International,ECR-147,ECR-147,,Boiler,"Natural Gas,Propane Gas",95,08/01/2018,07/31/2018,"United States, Canada",ES_1017619_ECR-147_07312018193612_1727191,Yes,Yes
2323503,ECR International,ECR International,ECR-160,ECR-160,,Boiler,"Natural Gas,Propane Gas",95,08/01/2018,07/31/2018,"United States, Canada",ES_1017619_ECR-160_07312018193614_7376555,No,Yes
2323504,ECR International,ECR International,ECR-200,ECR-200,,Boiler,"Natural Gas,Propane Gas",95,08/01/2018,07/31/2018,"United States, Canada",ES_1017619_ECR-200_07312018193616_3025920,Yes,Yes
2323505,ECR International,ECR International,ECR-227,ECR-227,,Boiler,"Natural Gas,Propane Gas",95,08/01/2018,07/31/2018,"United States, Canada",ES_1017619_ECR-227_07312018193619_7562469,No,Yes
2314014,ECR International,ECR International,ECR97gb,ECR97A-075,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,"United States, Canada",ES_1017619_ECR97A-075_03262018140932_5582146,No,Yes
2314013,ECR International,ECR International,ECR97gb,ECR97A-100,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,"United States, Canada",ES_1017619_ECR97A-100_03262018140930_1928840,No,Yes
2328028,ECR International,GREEN MOUNTAIN,ECR-122,ECR-122,,Boiler,"Natural Gas,Propane Gas",95,08/01/2018,10/18/2018,"United States, Canada",ES_1017619_ECR-122_10182018150754_1231699,No,Yes
2328030,ECR International,GREEN MOUNTAIN,GMCB150,GMCB150,,Boiler,"Natural Gas,Propane Gas",95,09/01/2018,10/18/2018,United States,ES_1017619_GMCB150_10182018150759_7513917,Yes,Yes
2328032,ECR International,GREEN MOUNTAIN,GMCB200,GMCB200,,Boiler,"Natural Gas,Propane Gas",95,09/01/2018,10/18/2018,United States,ES_1017619_GMCB200_10182018150804_5747984,Yes,Yes
2328029,ECR International,GREEN MOUNTAIN,GMHB125,GMHB125,,Boiler,"Natural Gas,Propane Gas",95,09/01/2018,10/18/2018,"United States, Canada",ES_1017619_GMHB125_10182018150757_6009011,No,Yes
2328031,ECR International,GREEN MOUNTAIN,GMHB160,GMHB160,,Boiler,"Natural Gas,Propane Gas",95,09/01/2018,10/18/2018,United States,ES_1017619_GMHB160_10182018150802_1178415,No,Yes
2328033,ECR International,GREEN MOUNTAIN,GMHB227,GMHB227,,Boiler,"Natural Gas,Propane Gas",95,09/01/2018,10/18/2018,United States,ES_1017619_GMHB227_10182018150806_2302421,No,Yes
2314025,ECR International,Olsen,OLSSC Series,OLSSC-050,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,Canada,ES_1017619_OLSSC-050_03262018140952_8392737,No,Yes
2314026,ECR International,Olsen,OLSSC Series,OLSSC-075,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,Canada,ES_1017619_OLSSC-075_03262018140955_9711730,No,Yes
2314027,ECR International,Olsen,OLSSC Series,OLSSC-100,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,Canada,ES_1017619_OLSSC-100_03262018140957_4793497,No,Yes
2314028,ECR International,Olsen,OLSSC Series,OLSSC-150,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,Canada,ES_1017619_OLSSC-150_03262018140959_6079470,No,Yes
2314029,ECR International,Olsen,OLSSC series,OLSSC-200,,Boiler,"Natural Gas,Propane Gas",95,02/01/2012,03/26/2018,Canada,ES_1017619_OLSSC-200_03262018141001_5097951,No,Yes
2314032,ECR International,Olsen,OLSSC series,OLSSC-299,,Boiler,"Natural Gas,Propane Gas",95,03/06/2013,03/26/2018,Canada,ES_1017619_OLSSC-299_03262018141007_8532324,No,Yes
2313996,ECR International,Olsen,OLSSV series,OLSSV-050,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,Canada,ES_1017619_OLSSV-050_03262018140411_0632951,No,Yes
2313997,ECR International,Olsen,OLSSV series,OLSSV-075,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,Canada,ES_1017619_OLSSV-075_03262018140413_8746359,No,Yes
2313998,ECR International,Olsen,OLSSV series,OLSSV-100,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,Canada,ES_1017619_OLSSV-100_03262018140414_1843259,No,Yes
2313999,ECR International,Olsen,OLSSV series,OLSSV-150,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,Canada,ES_1017619_OLSSV-150_03262018140416_9748924,No,Yes
2314000,ECR International,Olsen,OLSSV series,OLSSV-200,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,Canada,ES_1017619_OLSSV-200_03262018140418_2878844,No,Yes
2313982,ECR International,Utica Boilers,MAC-150,MAC-150,,Boiler,"Natural Gas,Propane Gas",95,05/01/2016,03/26/2018,"United States, Canada",ES_1017619_MAC-150_03262018135610_3046913,Yes,Yes
2313987,ECR International,Utica Boilers,MAC-205,MAC-205,,Boiler,"Natural Gas,Propane Gas",95,03/01/2018,03/26/2018,"United States, Canada",ES_1017619_MAC-205_03262018135620_4452209,Yes,Yes
2313983,ECR International,Utica Boilers,MAH-125,MAH-125,,Boiler,"Natural Gas,Propane Gas",95,05/01/2016,03/26/2018,"United States, Canada",ES_1017619_MAH-125_03262018135612_4856274,No,Yes
2313986,ECR International,Utica Boilers,MAH-165,MAH-165,,Boiler,"Natural Gas,Propane Gas",95,03/01/2018,03/26/2018,"United States, Canada",ES_1017619_MAH-165_03262018135619_5259004,No,Yes
2314001,ECR International,Utica Boilers,SSV Series,SSV-050,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,"United States, Canada",ES_1017619_SSV-050_03262018140420_1864306,No,Yes
2314002,ECR International,Utica Boilers,SSV Series,SSV-075,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,"United States, Canada",ES_1017619_SSV-075_03262018140422_4437817,No,Yes
2314003,ECR International,Utica Boilers,SSV Series,SSV-100,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,"United States, Canada",ES_1017619_SSV-100_03262018140424_7883380,No,Yes
2314004,ECR International,Utica Boilers,SSV Series,SSV-150,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,"United States, Canada",ES_1017619_SSV-150_03262018140426_6868842,No,Yes
2314005,ECR International,Utica Boilers,SSV Series,SSV-200,,Boiler,"Natural Gas,Propane Gas",95,08/15/2014,03/26/2018,"United States, Canada",ES_1017619_SSV-200_03262018140429_5679579,No,Yes
2248250,ECR International,Utica Boilers,Utica TriFire,TRB4075,,Boiler,Oil,87,05/15/2012,09/21/2015,United States,ES_1017619_09212015103400_8059288,No,No
2314006,ECR International,Utica Boilers,Utica TriFire,TRB5100,,Boiler,Oil,87,05/15/2012,03/26/2018,United States,ES_1017619_TRB5100_03262018140817_2441218,No,No
2314007,ECR International,Utica Boilers,Utica TriFire,TRB6130,,Boiler,Oil,87,05/15/2012,03/26/2018,United States,ES_1017619_TRB6130_03262018140819_0870272,No,No
2314008,ECR International,Utica Boilers,Utica TriFire,TRB7165,,Boiler,Oil,87,05/15/2012,03/26/2018,United States,ES_1017619_TRB7165_03262018140821_9365364,No,No
2314020,ECR International,Utica Boilers,UBSSC Series,UBSSC-050,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,"United States, Canada",ES_1017619_UBSSC-050_03262018140943_2177893,No,Yes
2314021,ECR International,Utica Boilers,UBSSC Series,UBSSC-075,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,"United States, Canada",ES_1017619_UBSSC-075_03262018140945_3115202,No,Yes
2314022,ECR International,Utica Boilers,UBSSC Series,UBSSC-100,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,"United States, Canada",ES_1017619_UBSSC-100_03262018140947_6245120,No,Yes
2314023,ECR International,Utica Boilers,UBSSC Series,UBSSC-150,,Boiler,"Natural Gas,Propane Gas",95,07/01/2011,03/26/2018,"United States, Canada",ES_1017619_UBSSC-150_03262018140949_2165920,No,Yes
2314024,ECR International,Utica Boilers,UBSSC Series,UBSSC-200,,Boiler,"Natural Gas,Propane Gas",95,02/01/2012,03/26/2018,"United States, Canada",ES_1017619_UBSSC-200_03262018140950_5262819,No,Yes
2314031,ECR International,Utica Boilers,UBSSC Series,UBSSC-299,,Boiler,"Natural Gas,Propane Gas",95,08/16/2013,03/26/2018,"United States, Canada",ES_1017619_UBSSC-299_03262018141005_9513842,No,Yes
2313981,ECR International,Utica Boilers,UCS-240,UCS-240,,Boiler,"Natural Gas,Propane Gas",95,03/07/2017,03/26/2018,"United States, Canada",ES_1017619_UCS-240_03262018134934_3834737,No,Yes
2221923,Energy Kinetics System 2000,Energy Kinetics,Accel CS EK1C,Accel CS EK1C 120,"Condensing,Max Input 120,000 Btu/Hr, Min Input 24,000 Btu/Hr,",Boiler,"Natural Gas,Propane Gas",96,01/01/2013,08/29/2014,United States,ES_22949_Accel CS EK1C 120_10082014161117_4677961,Yes,Yes
2221884,Energy Kinetics System 2000,Energy Kinetics,Accel CS EK1C,Accel CS EK1C 90,"Condensing,Max Input 90,000 Btu/Hr, Min Input 18,000 Btu/Hr,",Boiler,"Natural Gas,Propane Gas",97,01/01/2013,10/17/2016,United States,ES_22949_Accel CS EK1C 90_10082014160131_4091815,Yes,Yes
2221885,Energy Kinetics System 2000,Energy Kinetics,Accel CS EK2C,Accel CS EK2C 150,"Condensing,Max Input 150,000 Btu/Hr, Min Input 30,000 Btu/Hr,",Boiler,"Natural Gas,Propane Gas",95,08/01/2014,08/29/2014,United States,ES_22949_Accel CS EK2C 150_10082014162234_5354531,Yes,Yes
2221886,Energy Kinetics System 2000,Energy Kinetics,Accel CS EK2C,Accel CS EK2C 200,"Condensing,Max Input 200,000 Btu/Hr, Min Input 40,000 Btu/Hr,",Boiler,"Natural Gas,Propane Gas",95,08/01/2014,08/29/2014,United States,ES_22949_Accel CS EK2C 200_10082014161736_5056052,Yes,Yes
2324980,Energy Kinetics System 2000,Energy Kinetics,Resolute RT,EK1RT,"Accent Combi Plus,EK1TP,",Boiler,Oil,91,09/01/2018,08/28/2018,United States,ES_22949_EK1RT_08282018165719_5439647,Yes,Yes
2303590,Energy Kinetics System 2000,Energy Kinetics,Ascent,EK-1T,",,Non-condensing, #2 Oil-Fired, Ascent Combi EK1T Max Input 175,000 Btu/Hr, Min Input 119,000 Btu/Hr; Accel CS EK2C,Accel CS EK2C 150,; Condensing,Max Input 150,000 Btu/Hr, Min Input 30,000 Btu/Hr,",Boiler,Oil,87,09/01/2017,09/14/2017,United States,ES_22949_EK-1T_09142017163937_7177044,Yes,No
2324988,Energy Kinetics System 2000,Energy Kinetics,Frontier,EK2F,,Boiler,Oil,88,08/21/2018,08/28/2018,United States,ES_22949_EK2F_08282018174158_8118293,Yes,No
2220170,Energy Kinetics System 2000,Energy Kinetics,Frontier EK1F,Frontier EK1F,",Non-condensing, 0.85 gph firing rate,",Boiler,Oil,88,01/01/1997,08/29/2014,United States,ES_22949_Frontier EK1F_09242014221228_6748452,Yes,No
2220182,Energy Kinetics System 2000,Energy Kinetics,Resolute EK1R,Resolute EK1R,",Non-condensing, 0.74 gph firing rate,",Boiler,Oil,91,01/01/2013,08/29/2014,United States,ES_22949_Resolute EK1R_09252014115242_5962920,Yes,Yes
2234011,Energy Kinetics System 2000,Energy Kinetics,Resolute EK1R,Resolute EK1R,,Boiler,"Natural Gas,Propane Gas",90,01/01/2013,03/02/2015,United States,ES_22949_Resolute EK1R_03022015172139_6899500,Yes,No
2335414,Glow Technologies Inc,Glow Brand,C140,C140,,Boiler,Natural Gas,95,01/30/2019,02/28/2019,"United States, Canada",ES_1139213_C140_03152019143358_1673852,No,Yes
2334074,Glow Technologies Inc,Glow Brand,C95,C95,,Boiler,Natural Gas,95,01/30/2019,02/28/2019,"United States, Canada",ES_1139213_C95_02252019150210_5704767,No,Yes
2313326,HTP Comfort Solutions LLC,HTP,Elite Fire Tube,EFT-110,,Boiler,"Natural Gas,Propane Gas",95,11/11/2011,02/20/2019,"United States, Canada",ES_29975_EFT-110_03232018171723_0387361,No,Yes
2313327,HTP Comfort Solutions LLC,HTP,Elite Fire Tube,EFT-155,,Boiler,"Natural Gas,Propane Gas",95,07/12/2012,03/23/2018,"United States, Canada",ES_29975_EFT-155_03232018171725_2404465,No,Yes
2323516,HTP Comfort Solutions LLC,HTP,Elite FT,EFT-199,,Boiler,"Natural Gas,Propane Gas",95,07/12/2012,07/31/2018,"United States, Canada",ES_29975_EFT-199_07312018203705_7407743,No,Yes
2313328,HTP Comfort Solutions LLC,HTP,Elite Fire Tube,EFT-285,,Boiler,"Natural Gas,Propane Gas",95,07/17/2012,03/23/2018,"United States, Canada",ES_29975_EFT-285_03232018171726_3026129,No,Yes
2313324,HTP Comfort Solutions LLC,HTP,Elite Fire Tube,EFT-55,,Boiler,"Natural Gas,Propane Gas",96,11/11/2011,03/23/2018,"United States, Canada",ES_29975_EFT-55_03232018171719_8828387,No,Yes
2313325,HTP Comfort Solutions LLC,HTP,Elite Fire Tube,EFT-80,,Boiler,"Natural Gas,Propane Gas",96,11/11/2011,03/23/2018,"United States, Canada",ES_29975_EFT-80_03232018171721_5862001,No,Yes
2322436,HTP Comfort Solutions LLC,HTP,EFT Combi,EFTC-140F,,Boiler,"Natural Gas,Propane Gas",93,09/14/2015,07/10/2018,"United States, Canada",ES_29975_EFTC-140F_07102018200856_0100051,Yes,No
2322437,HTP Comfort Solutions LLC,HTP,Combi FT,EFTC-140W,,Boiler,"Natural Gas,Propane Gas",95,07/07/2015,07/10/2018,"United States, Canada",ES_29975_EFTC-140W_07102018200907_9567590,Yes,Yes
2322438,HTP Comfort Solutions LLC,HTP,Combi FT,EFTC-199F,,Boiler,"Natural Gas,Propane Gas",95,09/28/2017,07/10/2018,"United States, Canada",ES_29975_EFTC-199F_07102018200910_0375169,Yes,Yes
2322439,HTP Comfort Solutions LLC,HTP,Combi FT,EFTC-199W,,Boiler,"Natural Gas,Propane Gas",95,09/28/2017,07/10/2018,"United States, Canada",ES_29975_EFTC-199W_07102018200913_5991513,Yes,Yes
2313295,HTP Comfort Solutions LLC,HTP,Elite Premier,EP-110,,Boiler,"Natural Gas,Propane Gas",96,11/25/2016,03/23/2018,"United States, Canada",ES_29975_EP-110_03232018170033_8568925,No,Yes
2313296,HTP Comfort Solutions LLC,HTP,Elite Premier,EP-150,,Boiler,"Natural Gas,Propane Gas",95,01/19/2016,03/23/2018,"United States, Canada",ES_29975_EP-150_03232018170035_3094285,No,Yes
2313297,HTP Comfort Solutions LLC,HTP,Elite Premier,EP-220,,Boiler,"Natural Gas,Propane Gas",95,01/20/2016,03/23/2018,"United States, Canada",ES_29975_EP-220_03232018170037_1207694,No,Yes
2313298,HTP Comfort Solutions LLC,HTP,Elite Premier,EP-299,,Boiler,"Natural Gas,Propane Gas",94,11/25/2015,03/23/2018,"United States, Canada",ES_29975_EP-299_03232018170038_8556952,No,No
