ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Fuel Type,Efficiency (AFUE),Date Available On Market,Date Certified,Markets,CB Model Identifier,Can Integrate Hot Water Heating,Meets ENERGY STAR Most Efficient 2019 Criteria
2313323,HTP Comfort Solutions LLC,Westinghouse,Combi,WBRUC**199*,,Boiler,"Natural Gas,Propane Gas",95,09/28/2017,03/23/2018,"United States, Canada",ES_29975_WBRUC**199*_03232018171711_3081082,Yes,Yes
2316369,IBC Technologies Inc.,IBC Technologies,DC 15-96,DC 15-96,,Boiler,"Natural Gas,Propane Gas",96,03/01/2018,04/02/2018,"United States, Canada",ES_1084006_DC 15-96_04022018225841_7801003,Yes,Yes
2316366,IBC Technologies Inc.,IBC Technologies,DC 20-125,DC 20-125,,Boiler,"Natural Gas,Propane Gas",95,12/15/2015,04/02/2018,"United States, Canada",ES_1084006_DC 20-125_04022018225834_8552397,Yes,Yes
2316357,IBC Technologies Inc.,IBC Technologies,DC 23-84,DC 23-84,,Boiler,"Natural Gas,Propane Gas",94,07/30/2014,04/02/2018,"United States, Canada",ES_1084006_DC 23-84_04022018225805_4273191,Yes,No
2316359,IBC Technologies Inc.,IBC Technologies,DC 29-106,DC 29-106,,Boiler,"Natural Gas,Propane Gas",94,07/30/2014,04/02/2018,"United States, Canada",ES_1084006_DC 29-106_04022018225818_4613565,Yes,No
2316361,IBC Technologies Inc.,IBC Technologies,DC 33-124,DC 33-124,,Boiler,"Natural Gas,Propane Gas",94,07/30/2014,04/02/2018,"United States, Canada",ES_1084006_DC 33-124_04022018225823_9259581,Yes,No
2316364,IBC Technologies Inc.,IBC Technologies,DC 33-160,DC 33-160,,Boiler,"Natural Gas,Propane Gas",94,07/30/2014,04/02/2018,"United States, Canada",ES_1084006_DC 33-160_04022018225829_4396749,Yes,No
2316365,IBC Technologies Inc.,IBC Technologies,HC 13-50,HC 13-50,,Boiler,"Natural Gas,Propane Gas",95,02/02/2015,04/02/2018,"United States, Canada",ES_1084006_HC 13-50_04022018225831_8442930,No,Yes
2316368,IBC Technologies Inc.,IBC Technologies,HC 15-96,HC 15-96,,Boiler,"Natural Gas,Propane Gas",96,03/01/2018,04/02/2018,"United States, Canada",ES_1084006_HC 15-96_04022018225838_2151639,No,Yes
2316367,IBC Technologies Inc.,IBC Technologies,HC 20-125,HC 20-125,,Boiler,"Natural Gas,Propane Gas",95,12/15/2015,04/02/2018,"United States, Canada",ES_1084006_HC 20-125_04022018225836_2042172,No,Yes
2316358,IBC Technologies Inc.,IBC Technologies,HC 23-84,HC 23-84,,Boiler,"Natural Gas,Propane Gas",94,07/30/2014,04/02/2018,"United States, Canada",ES_1084006_HC 23-84_04022018225816_7012353,No,No
2316360,IBC Technologies Inc.,IBC Technologies,HC 29-106,HC 29-106,,Boiler,"Natural Gas,Propane Gas",94,07/30/2014,04/02/2018,"United States, Canada",ES_1084006_HC 29-106_04022018225820_2530422,No,No
2316362,IBC Technologies Inc.,IBC Technologies,HC 33-124,HC 33-124,,Boiler,"Natural Gas,Propane Gas",94,07/30/2014,04/02/2018,"United States, Canada",ES_1084006_HC 33-124_04022018225825_0241101,No,No
2316363,IBC Technologies Inc.,IBC Technologies,HC 33-160,HC 33-160,,Boiler,"Natural Gas,Propane Gas",94,07/30/2014,04/02/2018,"United States, Canada",ES_1084006_HC 33-160_04022018225827_8955127,No,No
2316401,IBC Technologies Inc.,IBC Technologies,SL 10-85G3,SL 10-85G3,,Boiler,"Natural Gas,Propane Gas",96,11/06/2017,04/03/2018,"United States, Canada",ES_1084006_SL 10-85G3_04032018132413_4284933,No,Yes
2316398,IBC Technologies Inc.,IBC Technologies,SL 14-115G3,SL 14-115G3,,Boiler,"Natural Gas,Propane Gas",95,05/30/2017,04/03/2018,"United States, Canada",ES_1084006_SL 14-115G3_04032018132406_9147765,No,Yes
2316394,IBC Technologies Inc.,IBC Technologies,SL 20-115-G2,SL 20-115-G2,,Boiler,"Natural Gas,Propane Gas",95,10/30/2013,04/03/2018,"United States, Canada",ES_1084006_SL 20-115-G2_04032018132358_9615752,No,Yes
2316399,IBC Technologies Inc.,IBC Technologies,SL 20-160G3,SL 20-160G3,,Boiler,"Natural Gas,Propane Gas",95,05/30/2017,04/03/2018,"United States, Canada",ES_1084006_SL 20-160G3_04032018132409_2637540,No,Yes
2316397,IBC Technologies Inc.,IBC Technologies,SL 26-260G3,SL 26-260G3,,Boiler,"Natural Gas,Propane Gas",95,05/30/2017,04/03/2018,"United States, Canada",ES_1084006_SL 26-260G3_04032018132405_2593330,No,Yes
2316396,IBC Technologies Inc.,IBC Technologies,SL 28-160,SL 28-160,,Boiler,"Natural Gas,Propane Gas",95,08/28/2014,04/03/2018,"United States, Canada",ES_1084006_SL 28-160_04032018132402_4120065,No,Yes
2316400,IBC Technologies Inc.,IBC Technologies,SL 30-199G3,SL 30-199G3,,Boiler,"Natural Gas,Propane Gas",95,08/30/2017,04/03/2018,"United States, Canada",ES_1084006_SL 30-199G3_04032018132411_2190599,No,Yes
2316395,IBC Technologies Inc.,IBC Technologies,SL 35-199,SL 35-199,,Boiler,"Natural Gas,Propane Gas",95,09/19/2014,04/03/2018,"United States, Canada",ES_1084006_SL 35-199_04032018132400_4533986,No,Yes
2316393,IBC Technologies Inc.,IBC Technologies,SL 45-260,SL 45-260,,Boiler,"Natural Gas,Propane Gas",95,08/30/2012,04/03/2018,"United States, Canada",ES_1084006_SL 45-260_04032018132356_4838440,No,Yes
2316391,IBC Technologies Inc.,IBC Technologies,VFC 15-150,VFC 15-150,,Boiler,"Natural Gas,Propane Gas",95,08/08/2003,04/03/2018,"United States, Canada",ES_1084006_VFC 15-150_04032018132346_1925337,No,Yes
2316392,IBC Technologies Inc.,IBC Technologies,VFC 45-225,VFC 45-225,,Boiler,"Natural Gas,Propane Gas",95,08/25/2005,04/03/2018,"United States, Canada",ES_1084006_VFC 45-225_04032018132349_0606345,No,Yes
2323660,Kenmore,Kenmore,DKVLT series,DKVLT-050,,Boiler,"Natural Gas,Propane Gas",95,02/01/2012,07/31/2018,United States,ES_15649_DKVLT-050_08012018000645_4407972,No,Yes
2323661,Kenmore,Kenmore,DKVLT Series,DKVLT-075,,Boiler,"Natural Gas,Propane Gas",95,02/01/2012,07/31/2018,United States,ES_15649_DKVLT-075_08012018000648_9708672,No,Yes
2328564,Kenmore,Kenmore,DKVLT Series,DKVLT-100,,Boiler,"Natural Gas,Propane Gas",95,02/01/2012,10/29/2018,United States,ES_15649_DKVLT-100_10292018192032_1554912,No,Yes
2328565,Kenmore,Kenmore,DKVLT Series,DKVLT-150,,Boiler,"Natural Gas,Propane Gas",95,02/01/2012,10/29/2018,United States,ES_15649_DKVLT-150_10292018192034_4696021,No,Yes
2328566,Kenmore,Kenmore,DKVLT series,DKVLT-200,,Boiler,"Natural Gas,Propane Gas",95,02/01/2012,10/29/2018,"United States, Canada",ES_15649_DKVLT-200_10292018192037_1915550,No,Yes
2323662,Kenmore,Kenmore,DKVLT series,DKVLT-299,,Boiler,"Natural Gas,Propane Gas",95,08/16/2013,07/31/2018,"United States, Canada",ES_15649_DKVLT-299_08012018000650_1213579,No,Yes
2241083,"King Heating Products, Inc.",Eco King Supreme,C100,C100,,Boiler,Natural Gas,92,11/01/2014,05/29/2015,Canada,ES_1125479_C100_04022015135407_2697412,Yes,No
2240397,"King Heating Products, Inc.",Eco King Supreme,C140,C140,,Boiler,Natural Gas,92,11/01/2014,05/29/2015,Canada,ES_1125479_C140_04022015135407_7520411,Yes,No
2240344,"King Heating Products, Inc.",Eco King Supreme,C200,C200,,Boiler,Natural Gas,92,11/01/2014,05/29/2015,Canada,ES_1125479_C200_05122015134937_3969079,Yes,No
2240373,"King Heating Products, Inc.",Eco King Supreme,H100,H100,",H100,Models in the H series are identical to corresponding models in the C series, with the exception that the H series models do not include a hot potable water (combi) module.",Boiler,Natural Gas,92,11/01/2014,05/29/2015,Canada,ES_1125479_H100_05122015134937_2694208,Yes,No
2240398,"King Heating Products, Inc.",Eco King Supreme,H140,H140,",H140,Models in the H series are identical to corresponding models in the C series, with the exception that the H series models do not include a hot potable water (combi) module.",Boiler,Natural Gas,92,11/01/2014,05/29/2015,Canada,ES_1125479_H140_05122015134937_8290811,Yes,No
2240374,"King Heating Products, Inc.",Eco King Supreme,H200,H200,",H200,Models in the H series are identical to corresponding models in the C series, with the exception that the H series models do not include a hot potable water (combi) module.",Boiler,Natural Gas,92,11/01/2014,05/29/2015,Canada,ES_1125479_H200_05122015134937_4706498,Yes,No
2321335,"King Heating Products, Inc.",King Heating Products Inc.,Ecoking Ultimate Boiler,EK 299-CHB,,Boiler,Natural Gas,92,05/01/2018,06/14/2018,Canada,ES_1125479_EK 299-CHB_06152018134013_0013900,No,No
2257044,Kiturami,Kiturami,CB199-DV,KCGB-120,"CB180-DV,KCGB-100,",Boiler,"Natural Gas,Propane Gas",95,01/15/2016,01/12/2016,"United States, Canada",ES_1124110_KCGB-120_01122016134555_7561303,Yes,Yes
2313344,LAARS Heating Systems Company,Laars,Mascot II,LMC125,,Boiler,"Natural Gas,Propane Gas",95,07/19/2010,11/05/2018,"United States, Canada",ES_1108210_LMC125_03232018172456_8697573,No,Yes
2313345,LAARS Heating Systems Company,Laars,Mascot II,LMH125,,Boiler,"Natural Gas,Propane Gas",95,07/19/2010,11/05/2018,"United States, Canada",ES_1108210_LMH125_03232018172457_1271086,No,Yes
2323513,LAARS Heating Systems Company,Laars,Mascot FT,"MFTCF199(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,06/01/2016,07/31/2018,"United States, Canada","ES_1108210_MFTCF199(N,P)****_07312018194234_6950780",Yes,Yes
2313347,LAARS Heating Systems Company,Laars,Mascot FT,"MFTC(F,W)140(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,06/01/2015,11/05/2018,"United States, Canada","ES_1108210_MFTC(F,W)140(N,P)****_03232018172503_6450345",Yes,Yes
2313353,LAARS Heating Systems Company,Laars,Mascot FT,MFTCW120****,,Boiler,"Natural Gas,Propane Gas",95,06/01/2016,11/05/2018,"United States, Canada",ES_1108210_MFTCW120****_03232018172515_9316337,Yes,Yes
2313352,LAARS Heating Systems Company,Laars,Mascot FT,"MFTCW199(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,06/01/2016,11/05/2018,"United States, Canada","ES_1108210_MFTCW199(N,P)****_03232018172513_8030364",No,Yes
2313348,LAARS Heating Systems Company,Laars,Mascot FT,"MFTHW080(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,06/01/2016,11/05/2018,"United States, Canada","ES_1108210_MFTHW080(N,P)****_03232018172505_4356011",No,Yes
2313349,LAARS Heating Systems Company,Laars,Mascot FT,"MFTHW100(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,06/01/2016,11/05/2018,"United States, Canada","ES_1108210_MFTHW100(N,P)****_03232018172507_1946033",No,Yes
2313350,LAARS Heating Systems Company,Laars,Mascot FT,"MFTHW120(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,06/01/2016,11/05/2018,"United States, Canada","ES_1108210_MFTHW120(N,P)****_03232018172509_9503034",No,Yes
2313346,LAARS Heating Systems Company,Laars,Mascot FT,"MFTHW140(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,06/01/2015,11/05/2018,"United States, Canada","ES_1108210_MFTHW140(N,P)****_03232018172501_7464884",No,Yes
2313351,LAARS Heating Systems Company,Laars,Mascot FT,"MFTHW199(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,06/01/2016,11/05/2018,"United States, Canada","ES_1108210_MFTHW199(N,P)****_03232018172510_5980241",Yes,Yes
2323514,LAARS Heating Systems Company,Laars,Mascot LX,"MLXCW125(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,08/01/2014,07/31/2018,"United States, Canada","ES_1108210_MLXCW125(N,P)****_07312018194442_5464381",Yes,Yes
2313360,LAARS Heating Systems Company,Laars,Mascot LX,"MLXCW150(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,09/01/2014,11/05/2018,"United States, Canada","ES_1108210_MLXCW150(N,P)****_03232018172530_3567362",No,Yes
2313356,LAARS Heating Systems Company,Laars,Mascot LX,"MLXCW175(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,08/01/2014,11/05/2018,"United States, Canada","ES_1108210_MLXCW175(N,P)****_03232018172522_0449417",Yes,Yes
2313358,LAARS Heating Systems Company,Laars,Mascot LX,"MLXHW050(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,09/01/2014,11/05/2018,"United States, Canada","ES_1108210_MLXHW050(N,P)****_03232018172526_0056542",No,Yes
2313354,LAARS Heating Systems Company,Laars,Mascot LX,"MLXHW075(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,08/01/2014,11/05/2018,"United States, Canada","ES_1108210_MLXHW075(N,P)****_03232018172518_8541779",No,Yes
2313359,LAARS Heating Systems Company,Laars,Mascot LX,"MLXHW100(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,09/01/2014,11/05/2018,"United States, Canada","ES_1108210_MLXHW100(N,P)****_03232018172528_5138308",No,Yes
2313355,LAARS Heating Systems Company,Laars,Mascot LX,"MLXHW125(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,08/01/2014,11/05/2018,"United States, Canada","ES_1108210_MLXHW125(N,P)****_03232018172520_4495598",No,Yes
2323515,LAARS Heating Systems Company,Laars,Mascot LX,"MLXHW150(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,09/01/2014,07/31/2018,"United States, Canada","ES_1108210_MLXHW150(N,P)****_07312018194444_6445900",No,Yes
2313357,LAARS Heating Systems Company,Laars,Mascot LX,"MLXHW175(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,08/01/2014,11/05/2018,"United States, Canada","ES_1108210_MLXHW175(N,P)****_03232018172524_4974775",No,Yes
2313361,LAARS Heating Systems Company,Laars,Mascot LX,"MLXHW220(N,P)****",,Boiler,"Natural Gas,Propane Gas",95,09/01/2014,11/05/2018,"United States, Canada","ES_1108210_MLXHW220(N,P)****_03232018172532_7220668",No,Yes
2313340,LAARS Heating Systems Company,Laars,NeoTherm,NTH080,,Boiler,"Natural Gas,Propane Gas",95,08/05/2008,11/05/2018,"United States, Canada",ES_1108210_NTH080_03232018171954_4084517,No,Yes
2313339,LAARS Heating Systems Company,Laars,NeoTherm,NTH105,,Boiler,"Natural Gas,Propane Gas",95,08/05/2008,11/05/2018,"United States, Canada",ES_1108210_NTH105_03232018171952_0605934,No,Yes
2313342,LAARS Heating Systems Company,Laars,NeoTherm,NTH150,,Boiler,"Natural Gas,Propane Gas",95,08/05/2008,11/05/2018,"United States, Canada",ES_1108210_NTH150_03232018171959_9056816,No,Yes
2313341,LAARS Heating Systems Company,Laars,NeoTherm,NTH210,,Boiler,"Natural Gas,Propane Gas",95,08/05/2008,11/05/2018,"United States, Canada",ES_1108210_NTH210_03232018171957_7878744,No,Yes
2313343,LAARS Heating Systems Company,Laars,NeoTherm,NTH285,,Boiler,"Natural Gas,Propane Gas",95,08/05/2008,11/05/2018,"United States, Canada",ES_1108210_NTH285_03232018172001_7518889,No,Yes
2327916,"Lochinvar, LLC",A. O. Smith,ProLine XE,"ACB-110(S,H)-(N,P)",,Boiler,"Natural Gas,Propane Gas",95,02/01/2018,10/15/2018,"United States, Canada","ES_1028919_ACB-110(S,H)-(N,P)_10152018200134_1139115",Yes,Yes
2327917,"Lochinvar, LLC",A. O. Smith,ProLine XE,"ACB-150(S,H)-(N,P)",,Boiler,"Natural Gas,Propane Gas",95,02/01/2018,10/15/2018,"United States, Canada","ES_1028919_ACB-150(S,H)-(N,P)_10152018200140_8435090",Yes,Yes
2327918,"Lochinvar, LLC",A. O. Smith,ProLine XE,"ACB-199(S,H)-(N,P)",,Boiler,"Natural Gas,Propane Gas",95,02/01/2018,10/15/2018,"United States, Canada","ES_1028919_ACB-199(S,H)-(N,P)_10152018200142_8195892",Yes,Yes
2323509,"Lochinvar, LLC",Lochinvar,EPIC,"EPB080(N,L)",,Boiler,"Natural Gas,Propane Gas",95,05/01/2018,07/31/2018,"United States, Canada","ES_1028919_EPB080(N,L)_07312018193835_7974633",No,Yes
2323510,"Lochinvar, LLC",Lochinvar,EPIC,"EPB110(N,L)",,Boiler,"Natural Gas,Propane Gas",95,05/01/2018,07/31/2018,"United States, Canada","ES_1028919_EPB110(N,L)_07312018193837_8051080",No,Yes
2327984,"Lochinvar, LLC",Lochinvar,EPIC,"EPB110(N,L)-CAN",,Boiler,"Natural Gas,Propane Gas",95,05/01/2018,10/17/2018,"United States, Canada","ES_1028919_EPB110(N,L)-CAN_10172018141528_0914634",No,Yes
2323511,"Lochinvar, LLC",Lochinvar,EPIC,"EPB150(N,L)",,Boiler,"Natural Gas,Propane Gas",95,05/01/2018,07/31/2018,"United States, Canada","ES_1028919_EPB150(N,L)_07312018193840_4780240",No,Yes
2323512,"Lochinvar, LLC",Lochinvar,EPIC,"EPB199(N,L)",,Boiler,"Natural Gas,Propane Gas",95,05/01/2018,07/31/2018,"United States, Canada","ES_1028919_EPB199(N,L)_07312018193842_2173709",No,Yes
2323506,"Lochinvar, LLC",Lochinvar,EPIC,"EPC110(N,L)",,Boiler,"Natural Gas,Propane Gas",95,05/01/2018,07/31/2018,"United States, Canada","ES_1028919_EPC110(N,L)_07312018193828_3742538",Yes,Yes
2323507,"Lochinvar, LLC",Lochinvar,EPIC,"EPC150(N,L)",,Boiler,"Natural Gas,Propane Gas",95,05/01/2018,07/31/2018,"United States, Canada","ES_1028919_EPC150(N,L)_07312018193830_7232311",Yes,Yes
2323508,"Lochinvar, LLC",Lochinvar,EPIC,"EPC199(N,L)",,Boiler,"Natural Gas,Propane Gas",95,05/01/2018,07/31/2018,"United States, Canada","ES_1028919_EPC199(N,L)_07312018193832_5356911",Yes,Yes
2327968,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB055(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB055(N,L)_10162018214447_0983905",No,Yes
2327974,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB055(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB055(N,L)_10162018214503_2447502",No,Yes
2327969,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB085(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB085(N,L)_10162018214450_2729575",No,Yes
2327975,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB085(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB085(N,L)_10162018214505_0048714",No,Yes
2327970,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB110(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB110(N,L)_10162018214453_7440847",No,Yes
2327976,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB110(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB110(N,L)_10162018214507_7475202",No,Yes
2327971,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB155(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB155(N,L)_10162018214455_7550314",No,Yes
2327977,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB155(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB155(N,L)_10162018214509_9013128",No,Yes
2327972,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB199(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB199(N,L)_10162018214457_9055221",No,Yes
2327978,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB199(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB199(N,L)_10162018214512_3582698",No,Yes
2327967,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB285(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB285(N,L)_10162018214444_7526368",No,Yes
2327973,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"KHB285(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/01/2015,10/16/2018,"United States, Canada","ES_1028919_KHB285(N,L)_10162018214500_9862799",No,Yes
2327981,"Lochinvar, LLC",Lochinvar,Noble,"NKB080(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/24/2016,10/17/2018,"United States, Canada","ES_1028919_NKB080(N,L)_10172018141517_2178225",Yes,Yes
2327982,"Lochinvar, LLC",Lochinvar,Noble,"NKB110(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/24/2016,10/17/2018,"United States, Canada","ES_1028919_NKB110(N,L)_10172018141522_2505843",Yes,Yes
2327983,"Lochinvar, LLC",Lochinvar,Noble,"NKB150(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/24/2016,10/17/2018,"United States, Canada","ES_1028919_NKB150(N,L)_10172018141525_6170340",Yes,Yes
2313419,"Lochinvar, LLC",Lochinvar,Noble,"NKC110(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/24/2016,03/23/2018,"United States, Canada","ES_1028919_NKC110(N,L)_03232018182703_3159327",Yes,Yes
2313420,"Lochinvar, LLC",Lochinvar,Noble,"NKC150(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/24/2016,03/23/2018,"United States, Canada","ES_1028919_NKC150(N,L)_03232018182705_6081502",Yes,Yes
2313421,"Lochinvar, LLC",Lochinvar,Noble,"NKC199(N,L)",,Boiler,"Natural Gas,Propane Gas",95,10/24/2016,03/23/2018,"United States, Canada","ES_1028919_NKC199(N,L)_03232018182708_2068341",Yes,Yes
2327961,"Lochinvar, LLC",Lochinvar,KNIGHT,"WHB055(N,L)",,Boiler,"Natural Gas,Propane Gas",95,12/07/2010,10/16/2018,"United States, Canada","ES_1028919_WHB055(N,L)_10162018214244_6800676",No,Yes
2327962,"Lochinvar, LLC",Lochinvar,KNIGHT,"WHB085(N,L)",,Boiler,"Natural Gas,Propane Gas",95,12/07/2010,10/16/2018,"United States, Canada","ES_1028919_WHB085(N,L)_10162018214309_2954501",No,Yes
2327963,"Lochinvar, LLC",Lochinvar,KNIGHT,"WHB110(N,L)",,Boiler,"Natural Gas,Propane Gas",95,12/07/2010,10/16/2018,"United States, Canada","ES_1028919_WHB110(N,L)_10162018214311_7524069",No,Yes
2327964,"Lochinvar, LLC",Lochinvar,KNIGHT,"WHB155(N,L)",,Boiler,"Natural Gas,Propane Gas",95,12/07/2010,10/16/2018,"United States, Canada","ES_1028919_WHB155(N,L)_10162018214313_1744975",No,Yes
2327965,"Lochinvar, LLC",Lochinvar,KNIGHT,"WHB199(N,L)",,Boiler,"Natural Gas,Propane Gas",95,12/07/2010,10/16/2018,"United States, Canada","ES_1028919_WHB199(N,L)_10162018214315_7743003",No,Yes
2327966,"Lochinvar, LLC",Lochinvar,KNIGHT,"WHB285(N,L)",,Boiler,"Natural Gas,Propane Gas",95,12/07/2010,10/16/2018,"United States, Canada","ES_1028919_WHB285(N,L)_10162018214318_0884114",No,Yes
2313413,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"WH(N,L)056",,Boiler,"Natural Gas,Propane Gas",95,05/15/2017,11/05/2018,"United States, Canada","ES_1028919_WH(N,L)056_03232018182614_6579789",No,Yes
2313414,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"WH(N,L)086",,Boiler,"Natural Gas,Propane Gas",95,05/15/2017,11/05/2018,"United States, Canada","ES_1028919_WH(N,L)086_03232018182616_3090015",No,Yes
2313415,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"WH(N,L)111",,Boiler,"Natural Gas,Propane Gas",95,05/15/2017,11/05/2018,"United States, Canada","ES_1028919_WH(N,L)111_03232018182618_9043833",No,Yes
2313416,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"WH(N,L)156",,Boiler,"Natural Gas,Propane Gas",95,05/15/2017,11/05/2018,"United States, Canada","ES_1028919_WH(N,L)156_03232018182621_5869704",No,Yes
2313417,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"WH(N,L)200",,Boiler,"Natural Gas,Propane Gas",95,05/15/2017,11/05/2018,"United States, Canada","ES_1028919_WH(N,L)200_03232018182623_0951471",No,Yes
2313418,"Lochinvar, LLC",Lochinvar,KNIGHT FIRE TUBE,"WH(N,L)286",,Boiler,"Natural Gas,Propane Gas",95,05/15/2017,11/05/2018,"United States, Canada","ES_1028919_WH(N,L)286_03232018182625_8333749",No,Yes
2327919,"Lochinvar, LLC",State,ProLine XE,"SCB-110(S,H)-(N,P)",,Boiler,"Natural Gas,Propane Gas",95,02/01/2018,10/15/2018,"United States, Canada","ES_1028919_SCB-110(S,H)-(N,P)_10152018200145_3288850",Yes,Yes
2327920,"Lochinvar, LLC",State,ProLine XE,"SCB-150(S,H)-(N,P)",,Boiler,"Natural Gas,Propane Gas",95,02/01/2018,10/15/2018,"United States, Canada","ES_1028919_SCB-150(S,H)-(N,P)_10152018200148_6081295",Yes,Yes
2327921,"Lochinvar, LLC",State,ProLine XE,"SCB-199(S,H)-(N,P)",,Boiler,"Natural Gas,Propane Gas",95,02/01/2018,10/15/2018,"United States, Canada","ES_1028919_SCB-199(S,H)-(N,P)_10152018200150_9189385",Yes,Yes
2313177,"Mestek, Inc.",Advanced Thermal Hydronics,KN Series,KN-2,,Boiler,"Natural Gas,Propane Gas",90,04/22/2013,03/22/2018,"United States, Canada",ES_1083631_KN-2_03232018011952_7675179,No,No
2323666,"Mestek, Inc.",Embassy,Combi Heating Only,OX-160-B,,Boiler,"Natural Gas,Propane Gas",91,08/15/2013,07/31/2018,"United States, Canada",ES_1083631_OX-160-B_08012018003043_9391653,No,No
2323667,"Mestek, Inc.",Embassy,Combi,OX-160C,,Boiler,"Natural Gas,Propane Gas",91,08/15/2013,07/31/2018,"United States, Canada",ES_1083631_OX-160C_08012018003045_3612558,Yes,No
2313517,"Mestek, Inc.",RBI WATER HEATERS,Infinite Energy 2,IB199,,Boiler,"Natural Gas,Propane Gas",91,10/08/2014,03/23/2018,"United States, Canada",ES_1083631_IB199_03232018195822_7828353,No,No
2313362,"Mestek, Inc.",Smith Cast Iron Boilers,Combi Heating Only,GC-160-B,,Boiler,"Natural Gas,Propane Gas",91,08/15/2013,11/05/2018,"United States, Canada",ES_1083631_GC-160-B_03232018173041_5508079,No,No
2313363,"Mestek, Inc.",Smith Cast Iron Boilers,Combi,GC-160C,,Boiler,"Natural Gas,Propane Gas",91,08/15/2013,11/05/2018,"United States, Canada",ES_1083631_GC-160C_03232018173043_2890357,Yes,No
2323546,"Mestek, Inc.",Spacepak,Combi,SS-160C,,Boiler,"Natural Gas,Propane Gas",91,08/15/2013,07/31/2018,"United States, Canada",ES_1083631_SS-160C_07312018210347_0953471,Yes,No
2313464,"Navien, Inc.",Navien,NCB,NCB-150E,,Boiler,"Natural Gas,Propane Gas",95,10/30/2015,03/23/2018,"United States, Canada",ES_1074959_NCB-150E_03232018191053_0951183,Yes,Yes
