ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,Water Source,Water Storage,Refrigerated Compartment,Energy Use (On Mode With No Water Draw) (kWh/day),Date Available On Market,Date Qualified,Markets,CB Model Identifier
2204776,"Electrotemp Technologies, Inc.",Electrotemp,Bottom Loading,8LIECHK-SC-*,,Hot and Cold,Bottled - Bottom Load,,No,0.69,02/10/2014,02/19/2014,Canada,ES_1001510_8LIECHK-SC-*_01132014025153_2679695
2204780,"Electrotemp Technologies, Inc.",Electrotemp,Bottom Loading,8LIECHK-SCD-*,,Hot and Cold,Bottled - Bottom Load,,No,0.69,02/10/2014,02/19/2014,Canada,ES_1001510_8LIECHK-SCD-*_01132014025157_2679695
2204774,"Electrotemp Technologies, Inc.",Electrotemp,Bottom Loading,8LIECH-SC-*,,Hot and Cold,Bottled - Bottom Load,,No,0.69,02/10/2014,02/19/2014,Canada,ES_1001510_8LIECH-SC-*_01132014025151_2679695
2204775,"Electrotemp Technologies, Inc.",Electrotemp,Bottom Loading,8LIECHSC*,,Hot and Cold,Bottled - Bottom Load,,No,0.69,02/10/2014,02/19/2014,Canada,ES_1001510_8LIECHSC*_01132014025152_2679695
2204777,"Electrotemp Technologies, Inc.",Electrotemp,Bottom Loading,8LIECH-SCD-*,,Hot and Cold,Bottled - Bottom Load,,No,0.69,02/10/2014,02/19/2014,Canada,ES_1001510_8LIECH-SCD-*_01132014025154_2679695
2204778,"Electrotemp Technologies, Inc.",Electrotemp,Bottom Loading,8LIECH-SCD*,,Hot and Cold,Bottled - Bottom Load,,No,0.69,02/10/2014,02/19/2014,Canada,ES_1001510_8LIECH-SCD*_01132014025155_2679695
2204779,"Electrotemp Technologies, Inc.",Electrotemp,Bottom Loading,8LIECHSCD*,,Hot and Cold,Bottled - Bottom Load,,No,0.69,02/10/2014,02/19/2014,Canada,ES_1001510_8LIECHSCD*_01132014025156_2679695
2279039,"Electrotemp Technologies, Inc.",GLACIAL,Bottom Loading,8LDICH-SC-WFC-SSS,,Hot and Cold,Bottled - Bottom Load,Storage,No,0.66,06/01/2016,09/02/2016,"United States, Canada",ES_1001510_8LDICH-SC-WFC-SSS_09132016020235_70081824
2234759,"Electrotemp Technologies, Inc.",GLACIAL,Bottom Loading,8LIECH-SCSSFP5,,Hot and Cold,Bottled - Bottom Load,,No,0.69,01/15/2015,03/12/2015,"United States, Canada",ES_1001510_8LIECH-SCSSFP5_03122015022553_70026817
2234763,"Electrotemp Technologies, Inc.",Whirlpool,Top Loading,75IECHK-BP-WL,,Hot and Cold,Bottled - Top Load,,No,0.85,01/15/2015,03/12/2015,"United States, Canada",ES_1001510_75IECHK-BP-WL_03122015022553_70026817
2234761,"Electrotemp Technologies, Inc.",Whirlpool,Top Loading,75IECHK-SC-SSF-D-ST-WL,,Hot and Cold,Bottled - Top Load,,No,0.7,01/15/2015,03/12/2015,"United States, Canada",ES_1001510_75IECHK-SC-SSF-D-ST-WL_03122015022553_70026817
2234760,"Electrotemp Technologies, Inc.",Whirlpool,Top Loading,75IECHK-SSF-D-ST-WL,,Hot and Cold,Bottled - Top Load,,No,0.7,01/15/2015,03/12/2015,"United States, Canada",ES_1001510_75IECHK-SSF-D-ST-WL_03122015022553_70026817
2245838,"Electrotemp Technologies, Inc.",Whirlpool,Top Loading,75IECHK-SSF-WL,,Hot and Cold,Bottled - Top Load,,No,0.66,08/16/2015,07/29/2015,"United States, Canada",ES_1001510_75IECHK-SSF-WL_07312015021742_70040538
2234762,"Electrotemp Technologies, Inc.",Whirlpool,Top Loading,75IECHK-W-ST-WL,,Hot and Cold,Bottled - Top Load,,No,0.85,01/15/2015,03/12/2015,"United States, Canada",ES_1001510_75IECHK-W-ST-WL_03122015022553_70026817
2279036,"Electrotemp Technologies, Inc.",Whirlpool,Top Loading,7LICH-SSF-WL,"Top Loading,7LICH-SC-SSF-WL
7LICH-SSS-WL
7LICH-W-WL
7LICH-BP-WL,",Hot and Cold,Bottled - Top Load,Storage,No,0.84,06/01/2016,09/02/2016,"United States, Canada",ES_1001510_7LICH-SSF-WL_09132016020235_70081824
2334245,"Electrotemp Technologies, Inc.",Whirlpool,Point Of Use (Tap Water Source),8HDIECHK-SC-SSD-POU-WL,,Hot and Cold,Tap Water Source,Storage,No,0.85,02/15/2019,03/05/2019,"United States, Canada",ES_1001510_8HDIECHK-SC-SSD-POU-WL_03062019115434_70217699
2216300,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LCH-KK-SCSSFWL,,Hot and Cold,Bottled - Bottom Load,,No,0.78,09/12/2014,07/21/2014,"United States, Canada",ES_1001510_8LCH-KK-SCSSFWL_07232014035456_2746981
2334244,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LCHK-SSD-WL,,Hot and Cold,Bottled - Bottom Load,Storage,No,0.74,02/15/2019,03/05/2019,"United States, Canada",ES_1001510_8LCHK-SSD-WL _03062019115434_70217699
2216301,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LDCHKK-SSFWL,,Hot and Cold,Bottled - Bottom Load,,No,0.8,09/12/2014,07/21/2014,"United States, Canada",ES_1001510_8LDCHKK-SSFWL_07232014035456_2746981
2334243,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECHK-SC-BP-4L-WL,,Hot and Cold,Bottled - Bottom Load,Storage,No,0.77,02/15/2019,03/05/2019,"United States, Canada",ES_1001510_8LIECHK-SC-BP-4L-WL_03062019115434_70217699
2334241,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECHK-SC-CPSBP-1N5WL,,Hot and Cold,Bottled - Bottom Load,Storage,No,0.77,02/15/2019,03/05/2019,"United States, Canada",ES_1001510_8LIECHK-SC-CPSBP-1N5WL_03062019115434_70217699
2334240,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECHK-SC-CPSSSD-1N5WL,,Hot and Cold,Bottled - Bottom Load,Storage,No,0.77,02/15/2019,03/05/2019,"United States, Canada",ES_1001510_8LIECHK-SC-CPSSSD-1N5WL_03062019115434_70217699
2334242,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECHK-SC-SSF-4L-WL,,Hot and Cold,Bottled - Bottom Load,Storage,No,0.77,02/15/2019,03/05/2019,"United States, Canada",ES_1001510_8LIECHK-SC-SSF-4L-WL_03062019115434_70217699
2245846,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECHK-SP-WL,,Hot and Cold,Bottled - Bottom Load,,No,0.69,02/10/2014,07/29/2015,"United States, Canada",ES_1001510_8LIECHK-SP-WL_08172015024741_70040538
2205491,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECHK-SSF-WL,,Hot and Cold,Bottled - Bottom Load,,No,0.69,02/10/2014,02/19/2014,"United States, Canada",ES_1001510_8LIECHK-SP-WL_03032014013947_8888888
2205493,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECH-SCD-FSWL,,Hot and Cold,Bottled - Bottom Load,,No,0.69,02/10/2014,02/19/2014,"United States, Canada",ES_1001510_8LIECH-SCD-FSWL_03032014013949_8888888
2205492,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECH-SCDSSFWL,,Hot and Cold,Bottled - Bottom Load,,No,0.69,02/10/2014,02/19/2014,"United States, Canada",ES_1001510_8LIECH-SCDSSFWL_03032014013948_8888888
2245833,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECH-SCSSF5LW,,Hot and Cold,Bottled - Bottom Load,,No,0.71,10/08/2014,07/29/2015,"United States, Canada",ES_1001510_8LIECH-SCSSF5LW_07312015021742_70040538
2245839,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECH-SCSSF-5W,,Hot and Cold,Bottled - Bottom Load,,No,0.71,08/16/2015,07/29/2015,"United States, Canada",ES_1001510_8LIECH-SCSSF-5W_07312015021742_70040538
2216314,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECH-SCSSFP5W,,Hot and Cold,Bottled - Bottom Load,,No,0.69,07/21/2014,07/21/2014,"United States, Canada",ES_1001510_8LIECH-SCSSFP5W_07232014035456_2746981
2216315,"Electrotemp Technologies, Inc.",Whirlpool,Bottom Loading,8LIECH-SCSSP-5W,,Hot and Cold,Bottled - Bottom Load,,No,0.69,07/21/2014,07/21/2014,"United States, Canada",ES_1001510_8LIECH-SCSSP-5W_07232014035456_2746981
2250175,Global Trade Works LLC,GTW,SSH210ESBR,SSH210ESBR,,Hot and Cold,Bottled - Top Load,Storage,No,0.62,09/30/2015,10/09/2015,"United States, Canada",ES_1133292_SSH210ESBR_10092015030210_70048385
2250176,Global Trade Works LLC,GTW,SSH210ESNS,SSH210ESNS,,Hot and Cold,Bottled - Top Load,Storage,No,0.77,09/30/2015,10/09/2015,"United States, Canada",ES_1133292_SSH210ESNS_10092015030210_70048385
2292620,Global Trade Works LLC,GTW;Waterways,1237BHC,1237BHC,,Hot and Cold,Bottled - Bottom Load,Storage,No,0.74,03/13/2017,03/13/2017,"United States, Canada",ES_1133292_1237BHC_03142017110009_1853143
2292621,Global Trade Works LLC,GTW;Waterways,1337SHC,1337SHC,,Hot and Cold,Bottled - Top Load,Storage,No,0.52,03/13/2017,03/13/2017,"United States, Canada",ES_1133292_1337SHC_03142017104310_4999
2236030,"Newair Asia Co., Ltd",Newair,WCD-200W,WCD-200W,,Hot and Cold,Bottled - Top Load,Storage,No,0.84,05/01/2015,04/08/2015,United States,ES_1127656_WCD-200W_04032015164817_5033990
2333841,"NewAir, LLC",Magic Chef,water dispenser,MCWD30TS,,Hot and Cold,Bottled - Top Load,,No,0.73,03/01/2019,02/21/2019,United States,ES_1142686_MCWD30TS_02212019154248_3871824
2333953,"NewAir, LLC",Magic Chef,MCWD40BB,MCWD40BB,",MCWD40BW,",Hot and Cold,Bottled - Bottom Load,Storage,No,0.74,02/18/2019,02/22/2019,"United States, Canada",ES_1142686_MCWD40BB_02182019171227_4823877
2238049,Oasis International,Oasis,B1CCTHS,B1CCTHS,,Hot and Cold,Bottled - Top Load,Storage,No,0.87,04/01/2014,04/21/2014,United States,ES_1033018_B1CCTHS_04272015200007_4807266
2301013,Oasis International,Oasis,BAE1SHSK-DU100,BAE1SHSK-DU100,,Hot and Cold,Bottled - Top Load,Storage,No,0.78,07/13/2017,07/26/2017,"United States, Canada",ES_1033018_BAE1SHSK-DU100_07242017152255_3930932
2301015,Oasis International,Oasis,BAEB1SHSK-DU100,BAEB1SHSK-DU100,,Hot and Cold,Bottled - Bottom Load,Storage,No,0.74,07/24/2017,07/26/2017,"United States, Canada",ES_1033018_BAEB1SHSK-DU100_07242017150907_9474756
2295620,Oasis International,Oasis,BGM1SHS-H100,BGM1SHS-H100,,Hot and Cold,Bottled - Top Load,Storage,No,0.66,03/13/2017,03/13/2017,"United States, Canada",ES_1033018_BGM1SHS-H100_03142017103921_5520593
2218572,Oasis International,Oasis,BGP*1SHS,BGP*1SHS,",504818C,; ,BY90*,",Hot and Cold,Bottled - Top Load,Storage,No,0.72,09/01/2014,08/29/2014,United States,ES_1033018_BGP*1SHS_09032014191341_1621859
2238046,Oasis International,Oasis,BPD1SHS,BPD1SHS,,Hot and Cold,Bottled - Top Load,Storage,No,0.87,04/01/2014,04/21/2014,United States,ES_1033018_BPD1SHS_04272015193141_3101894
2238133,Oasis International,Oasis,BPD1SK,BPD1SK,,Cook and Cold,Bottled - Top Load,Storage,No,0.16,04/01/2014,04/21/2014,United States,ES_1033018_BPD1SK_04282015201243_1963908
2238048,Oasis International,Oasis,BPO1SHS,BPO1SHS,,Hot and Cold,Bottled - Top Load,Storage,No,0.87,04/01/2014,04/21/2014,United States,ES_1033018_BPO1SHS_04272015195221_4341077
2238051,Oasis International,Oasis,BTSA1SHS,BTSA1SHS,,Hot and Cold,Bottled - Top Load,Storage,No,0.87,04/01/2014,04/21/2014,United States,ES_1033018_BTSA1SHS_04272015201448_5688812
2238135,Oasis International,Oasis,BTSA1SK,BTSA1SK,,Cook and Cold,Bottled - Top Load,Storage,No,0.16,04/01/2014,04/21/2014,United States,ES_1033018_BTSA1SK_04282015202804_2884122
2218573,Oasis International,Oasis,BYZ1106H*,BYZ1106H*,",504819C,; ,504820C,",Hot and Cold,Bottled - Top Load,Storage,No,0.65,09/15/2014,08/29/2014,United States,ES_1033018_BYZ1106H*_09032014191317_1597698
2238132,Oasis International,Oasis,P1PVHSK,P1PVHSK,,Hot and Cold,Tap Water Source,Storage,No,0.72,04/01/2014,04/21/2014,United States,ES_1033018_P1PVHSK_04282015200909_1749100
2238092,Oasis International,Oasis,POC2LRHK,POC2LRHK,,Hot and Cold,Tap Water Source,Storage,No,0.87,04/01/2014,04/21/2014,United States,ES_1033018_POC2LRHK_04282015154359_5839108
2301020,Oasis International,Oasis,POU1ACTHSK-DU100,POU1ACTHSK-DU100,,Hot and Cold,Tap Water Source,Storage,No,0.72,07/24/2017,07/26/2017,"United States, Canada",ES_1033018_POU1ACTHSK-DU100_07242017144231_6939508
2238090,Oasis International,Oasis,POU1RRHS,POU1RRHS,",POU1NRHS,; ,POU1SRHS,; POU1RRHS,POU1RRHS,",Hot and Cold,Tap Water Source,Storage,No,0.87,04/01/2014,04/21/2014,United States,ES_1033018_POU1RRHS_04282015151503_4103670
2238093,Oasis International,Oasis,POU2LRHK,POU2LRHK,,Hot and Cold,Tap Water Source,Storage,No,0.87,04/01/2014,04/21/2014,United States,ES_1033018_POU2LRHK_04282015155133_6293714
2238047,Oasis International,Oasis,POUD1SHS,POUD1SHS,,Hot and Cold,Tap Water Source,Storage,No,0.87,04/01/2014,04/21/2014,United States,ES_1033018_POUD1SHS_04272015194026_3626785
2238134,Oasis International,Oasis,POUD1SK,POUD1SK,,Cook and Cold,Tap Water Source,Storage,No,0.16,04/01/2014,04/21/2014,United States,ES_1033018_POUD1SK_04282015202224_2544353
2238052,Oasis International,Oasis,PWSA1SHS,PWSA1SHS,,Hot and Cold,Tap Water Source,Storage,No,0.87,04/01/2014,04/21/2014,United States,ES_1033018_PWSA1SHS_04272015202524_6324088
2233168,Strauss Water LTD,Strauss water,Bubble Bar,Bubble Bar,,Hot and Cold,Tap Water Source,Storage,Yes,0.79,01/01/2015,02/12/2015,Canada,ES_1121018_Bubble Bar_02172015010706_5226689
2233169,Strauss Water LTD,Strauss water,T-6 Family,T-6 Family,,Hot and Cold,Tap Water Source,Storage,Yes,0.76,01/01/2015,01/26/2015,"Taiwan, Canada",ES_1121018_T-6 Family_02172015010754_5274390
2233170,Strauss Water LTD,Strauss water,T-7 Primo,T-7 Primo,,Hot and Cold,Tap Water Source,Storage,Yes,0.75,01/01/2015,01/26/2015,"Taiwan, Canada",ES_1121018_T-7 Primo_02172015010735_5255003
2260177,"Waterlogic International, LTD",Aramark,12-CHCMU3-ARA,12-CHCMU3-ARA,"12-CHCMU3-ARA,12-CHCMU3-ARA,",Hot and Cold,Tap Water Source,,No,0.75,05/01/2005,02/12/2016,United States,ES_1108603_12-CHCMU3-ARA_02162016164450_2841976
2260170,"Waterlogic International, LTD",Aramark,12-RC-1,12-RC-1,"12-RC-1,12-RC-1,",Hot and Cold,Tap Water Source,,No,0.76,10/01/2006,02/12/2016,United States,ES_1108603_12-RC-1_02162016164450_5889464
2260171,"Waterlogic International, LTD",Aramark,12-RC-2,12-RC-2,"12-RC-2,12-RC-2,",Hot and Cold,Tap Water Source,,No,0.76,10/01/2006,02/12/2016,United States,ES_1108603_12-RC-2_02162016164450_8428954
2260172,"Waterlogic International, LTD",Aramark,12-RCP-1,12-RCP-1,"12-RCP-1,12-RCP-1,",Hot and Cold,Tap Water Source,,No,0.76,05/01/2009,02/12/2016,United States,ES_1108603_12-RCP-1_02162016164450_2214427
2260182,"Waterlogic International, LTD",Culligan,Culligan Executive Firewall,Culligan Executive Firewall,"Counter Top (Retail),Counter Top (Retail),",Hot and Cold,Tap Water Source,,No,0.85,04/01/2011,02/12/2016,United States,ES_1108603_Culligan Executive Firewall_02162016164450_7831292
2213522,"Waterlogic International, LTD",Culligan Executive,F-3FW-FS-HCA-TT-SB-CUS,F-3FW-FS-HCA-TT-SB-CUS,,Hot and Cold,Tap Water Source,Storage,No,0.31,01/01/2014,06/23/2014,"United States, Canada",ES_1108603_F-3FW-FS-HCA-TT-SB-CUS_06042014153423_6317254
2189811,"Waterlogic International, LTD",Innowave,20-CHC,20-CHC,,Hot and Cold,Tap Water Source,Storage,No,0.25,07/01/2010,09/06/2013,"United States, Canada",ES_1108603_20-CHC_08212013144639_1808435
2189812,"Waterlogic International, LTD",Innowave,20-CHCM,20-CHCM,,Hot and Cold,Tap Water Source,Storage,No,0.1,07/01/2010,09/06/2013,"United States, Canada",ES_1108603_20-CHCM_08212013145256_973474
2260173,"Waterlogic International, LTD",Quench,XFTS1,XFTS1,"XFTS1,XFTS1,",Hot and Cold,Tap Water Source,,No,0.76,11/01/2006,02/12/2016,United States,ES_1108603_XFTS1_02162016164450_4689722
2260178,"Waterlogic International, LTD",Quench,XMH,XMH,"XMH,XMH,",Hot and Cold,Tap Water Source,,No,0.75,11/01/2006,02/12/2016,United States,ES_1108603_XMH_02162016164450_7879196
2260169,"Waterlogic International, LTD",Waterlogic,12-CHCFW3,12-CHCFW3,"12-CHCFW3,12-CHCFW3,",Hot and Cold,Tap Water Source,,No,0.76,04/01/2011,02/12/2016,United States,ES_1108603_12-CHCFW3_02162016164450_6791371
2260176,"Waterlogic International, LTD",Waterlogic,12-CHCMFW3,12-CHCMFW3,"12-CHCMFW3,12-CHCMFW3,",Hot and Cold,Tap Water Source,,No,0.75,04/01/2011,02/12/2016,United States,ES_1108603_12-CHCMFW3_02162016164450_6834603
2260174,"Waterlogic International, LTD",Waterlogic,12-CHCMU3,12-CHCMU3,"XFTS1,XFTS1,",Hot and Cold,Tap Water Source,,No,0.75,08/01/2006,02/12/2016,United States,ES_1108603_12-CHCMU3_02162016164450_4627241
2260434,"Waterlogic International, LTD",Waterlogic,12-CHCU3,12-CHCU3,,Hot and Cold,Tap Water Source,,No,0.76,06/01/2004,02/12/2016,United States,ES_1108603_12-CHCU3_02192016155419_7337243
2260665,"Waterlogic International, LTD",Waterlogic,19-GU-XXX,19-GU-XXX,,Hot and Cold,Tap Water Source,,No,0.82,07/01/2015,02/12/2016,United States,ES_1108603_19-GU-XXX_02232016170313_8456656
2260181,"Waterlogic International, LTD",Waterlogic,Counter Top (Retail),Counter Top (Retail),"Counter Top (Retail),Counter Top (Retail),",Hot and Cold,Tap Water Source,,No,0.62,02/01/2013,02/12/2016,United States,ES_1108603_Counter Top (Retail)_02162016164450_3960878
2260180,"Waterlogic International, LTD",Waterlogic,Cube (Commercial),Cube (Commercial),"Culligan Premium,Culligan Premium,",Hot and Cold,Tap Water Source,,No,0.62,02/01/2013,02/12/2016,United States,ES_1108603_Cube (Commercial)_02162016164450_3003822
2260179,"Waterlogic International, LTD",Waterlogic,Culligan Premium,Culligan Premium,"Culligan Premium,Culligan Premium,",Hot and Cold,Tap Water Source,,No,0.82,12/01/2009,02/12/2016,United States,ES_1108603_Culligan Premium_02162016164450_9471015
2197783,"Waterlogic International, LTD",Waterlogic,F-FWCU1-M-HCA-TT-SB-WLT,F-FWCU1-M-HCA-TT-SB-WLT,,Hot and Cold,Tap Water Source,Storage,No,0.2,08/01/2011,12/05/2013,United States,ES_1108603_F-FWCU1-M-HCA-TT-SB-WLT_11252013152851_1941797
2260435,"Waterlogic International, LTD",Waterlogic,IIHCRC,IIHCRC,"IIHCRC,IIHCRC,",Hot and Cold,Tap Water Source,,No,0.76,02/01/2005,02/12/2016,United States,ES_1108603_IIHCRC_02192016155419_8297193
2260175,"Waterlogic International, LTD",Waterlogic,IIMHCRC,IIMHCRC,"IIMHCRC,IIMHCRC,",Hot and Cold,Tap Water Source,,No,0.75,02/01/2005,02/12/2016,United States,ES_1108603_IIMHCRC_02162016164450_8553856
2260183,"Waterlogic International, LTD",Waterlogic,WL-380,WL-380,"WL-380,WL-380,",Hot and Cold,Tap Water Source,,No,0.85,04/01/2011,02/12/2016,United States,ES_1108603_WL-380_02162016164450_9427585
2213521,"Waterlogic International, LTD",WL400,F-4FW-FS-HCA-HC2P-SB-INP,F-4FW-FS-HCA-HC2P-SB-INP,,Hot and Cold,Tap Water Source,Storage,No,0.41,01/01/2014,06/23/2014,"United States, Canada",ES_1108603_F-4FW-FS-HCA-HC2P-SB-INP_06042014141233_5910150
