ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Fuel Type,Furnace is ENERGY STAR Certified in,Efficiency (AFUE),Capable of Two Way Communication?,Date Available On Market,Date Qualified,Markets,CB Model Identifier,Can Integrate Hot Water Heating,Meets ENERGY STAR Most Efficient 2019 Criteria
2315722,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM154-RBF,OVM154-RBF*,,Oil,All,85,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVM154-RBF*_03282018145501_9797792,No,No
2315724,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM154-RF,OVM154-RF*,,Oil,All,85,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVM154-RF*_03282018145504_2033830,No,No
2315726,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL077-BF,OVL077-BF*,,Oil,All,85.7,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL077-BF*_03282018145507_2318021,No,No
2315728,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL077-BNX,OVL077-BNX*,,Oil,All,86.9,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL077-BNX*_03282018145510_5077446,No,No
2315762,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL077-CAR,OVL077-CAR*,,Oil,All,85.9,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL077-CAR*_03282018145513_0312108,No,No
2315764,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL077-RBF,OVL077-RBF*,,Oil,All,86.7,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL077-RBF*_03282018145516_2024757,No,No
2315766,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL077-RF,OVL077-RF*,,Oil,All,86.6,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL077-RF*_03282018145519_3355723,No,No
2315768,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL095-BF,OVL095-BF*,,Oil,All,87.1,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL095-BF*_03282018145522_2178435,No,No
2315770,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL095-BNX,OVL095-BNX*,,Oil,All,87,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL095-BNX*_03282018145525_3858065,No,No
2315772,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL095-CAR,OVL095-CAR*,,Oil,All,87.5,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL095-CAR*_03282018145528_6650510,No,No
2315774,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL095-RBF,OVL095-RBF*,,Oil,All,87.2,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL095-RBF*_03282018145531_2790243,No,No
2315776,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL095-RF,OVL095-RF*,,Oil,All,86.6,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL095-RF*_03282018145533_7534535,No,No
2315778,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL098-BF,OVL098-BF*,,Oil,All,85.1,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL098-BF*_03282018145537_1864125,No,No
2315780,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL098-BNX,OVL098-BNX*,,Oil,All,85.2,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL098-BNX*_03282018145540_5354681,No,No
2315914,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL098-CAR,OVL098-CAR*,,Oil,All,85.2,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL098-CAR*_03282018145543_1461395,No,No
2315916,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL098-RBF,OVL098-RBF*,,Oil,All,85,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL098-RBF*_03282018145547_9935441,No,No
2315918,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL098-RF,OVL098-RF*,,Oil,All,85.2,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL098-RF*_03282018145550_5203122,No,No
2315920,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL112-BF,OVL112-BF*,,Oil,All,86.3,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL112-BF*_03282018145553_8518955,No,No
2315922,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL112-BNX,OVL112-BNX*,,Oil,All,85.9,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL112-BNX*_03282018145556_9293513,No,No
2315924,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL112-CAR,OVL112-CAR*,,Oil,All,86.4,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL112-CAR*_03282018145559_4353451,No,No
2315925,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM070-BF,OVM070-BF*,,Oil,All,85.2,Not Applicable,02/01/2013,11/05/2018,"United States, Canada",ES_1019658_OVM070-BF*_03282018145601_7334139,No,No
2315926,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL112-RBF,OVL112-RBF*,,Oil,All,86.5,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL112-RBF*_03282018145602_4812365,No,No
2315927,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM070-BNX,OVM070-BNX*,,Oil,All,86.1,Not Applicable,02/01/2013,11/05/2018,"United States, Canada",ES_1019658_OVM070-BNX*_03282018145603_1522024,No,No
2315928,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL112-RF,OVL112-RF*,,Oil,All,86.1,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL112-RF*_03282018145605_0952098,No,No
2315929,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM070-CAR,OVM070-CAR*,,Oil,All,86.2,Not Applicable,02/01/2013,11/05/2018,"United States, Canada",ES_1019658_OVM070-CAR*_03282018145607_7520836,No,No
2315930,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL126-BNX,OVL126-BNX*,,Oil,All,86.6,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL126-BNX*_03282018145608_6743166,No,No
2315931,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM070-RBF,OVM070-RBF*,,Oil,All,85.1,Not Applicable,02/01/2013,11/05/2018,"United States, Canada",ES_1019658_OVM070-RBF*_03282018145610_9200466,No,No
2315932,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL126-RBF,OVL126-RBF*,,Oil,All,87.5,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL126-RBF*_03282018145611_3090642,No,No
2315933,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM070-RF,OVM070-RF*,,Oil,All,86.4,Not Applicable,02/01/2013,11/05/2018,"United States, Canada",ES_1019658_OVM070-RF*_03282018145613_3563075,No,No
2315934,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL126-RF,OVL126-RF*,,Oil,All,86.6,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL126-RF*_03282018145614_8358322,No,No
2315935,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM084-BF,OVM084-BF*,,Oil,All,85.1,Not Applicable,02/01/2013,11/05/2018,"United States, Canada",ES_1019658_OVM084-BF*_03282018145616_1339011,No,No
2315936,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL154-BNX,OVL154-BNX*,,Oil,All,85.5,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL154-BNX*_03282018145617_3941648,No,No
2315937,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM084-BNX,OVM084-BNX*,,Oil,All,85.4,Not Applicable,02/01/2013,11/05/2018,"United States, Canada",ES_1019658_OVM084-BNX*_03282018145618_6398948,No,No
2315938,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL154-RBF,OVL154-RBF*,,Oil,All,86.2,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL154-RBF*_03282018145620_7813888,No,No
2315939,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM084-CAR,OVM084-CAR*,,Oil,All,85.4,Not Applicable,02/01/2013,11/05/2018,"United States, Canada",ES_1019658_OVM084-CAR*_03282018145621_6126731,No,No
2315940,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL154-RF,OVL154-RF*,,Oil,All,85.8,Not Applicable,02/01/2013,03/28/2018,"United States, Canada",ES_1019658_OVL154-RF*_03282018145623_1968754,No,No
2315941,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM084-RBF,OVM084-RBF*,,Oil,All,85,Not Applicable,02/01/2013,11/05/2018,"United States, Canada",ES_1019658_OVM084-RBF*_03282018145624_1743076,No,No
2315942,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM084-RF,OVM084-RF*,,Oil,All,85.9,Not Applicable,02/01/2013,11/05/2018,"United States, Canada",ES_1019658_OVM084-RF*_03282018145627_4710245,No,No
2315943,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM095-BF,OVM095-BF*,,Oil,All,85.3,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM095-BF*_03282018145630_2311457,No,No
2315944,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM095-BNX,OVM095-BNX*,,Oil,All,85.8,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM095-BNX*_03282018145632_0817741,No,No
2315945,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM095-CAR,OVM095-CAR*,,Oil,All,85.2,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM095-CAR*_03282018145634_5387310,No,No
2315946,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM095-RBF,OVM095-RBF*,,Oil,All,85.5,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM095-RBF*_03282018145636_1560062,No,No
2315947,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM095-RF,OVM095-RF*,,Oil,All,85.8,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM095-RF*_03282018145638_2018193,No,No
2315948,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM112-BF,OVM112-BF*,,Oil,All,85.4,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM112-BF*_03282018145641_6031355,No,No
2315949,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM112-BNX,OVM112-BNX*,,Oil,All,85.3,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM112-BNX*_03282018145643_0077537,No,No
2315950,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM112-CAR,OVM112-CAR*,,Oil,All,85.3,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM112-CAR*_03282018145645_0012280,No,No
2315951,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM112-RBF,OVM112-RBF*,,Oil,All,85.3,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM112-RBF*_03282018145647_7646511,No,No
2315982,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM112-RF,OVM112-RF*,,Oil,All,85.4,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM112-RF*_03282018145649_1692693,No,No
2315983,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM126-BNX,OVM126-BNX*,,Oil,All,85.3,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM126-BNX*_03282018145651_2674212,No,No
2315984,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM126-RBF,OVM126-RBF*,,Oil,All,86.1,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM126-RBF*_03282018145653_2052548,No,No
2315985,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM126-RF,OVM126-RF*,,Oil,All,86,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM126-RF*_03282018145655_2543699,No,No
2315986,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM154-BNX,OVM154-BNX*,,Oil,All,85.1,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM154-BNX*_03282018145657_5510085,No,No
2315987,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM154-RBF,OVM154-RBF*,,Oil,All,85,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM154-RBF*_03282018145659_7604419,No,No
2315988,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVM154-RF,OVM154-RF*,,Oil,All,85,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVM154-RF*_03282018145701_0014398,No,No
2315989,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL077-BF,OVL077-BF*,,Oil,All,85.7,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL077-BF*_03282018145703_9600476,No,No
2315990,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL077-BNX,OVL077-BNX*,,Oil,All,86.9,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL077-BNX*_03282018145705_7234708,No,No
2315991,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL077-CAR,OVL077-CAR*,,Oil,All,85.9,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL077-CAR*_03282018145707_8564891,No,No
2315992,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL077-RBF,OVL077-RBF*,,Oil,All,86.7,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL077-RBF*_03282018145709_7278918,No,No
2315993,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL077-RF,OVL077-RF*,,Oil,All,86.6,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL077-RF*_03282018145711_2197152,No,No
2315994,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL095-BF,OVL095-BF*,,Oil,All,87.1,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL095-BF*_03282018145713_1259844,No,No
2315995,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL095-BNX,OVL095-BNX*,,Oil,All,87,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL095-BNX*_03282018145715_8129924,No,No
2315996,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL095-CAR,OVL095-CAR*,,Oil,All,87.5,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL095-CAR*_03282018145717_7192615,No,No
2315997,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL095-RBF,OVL095-RBF*,,Oil,All,87.2,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL095-RBF*_03282018145719_6778694,No,No
2315998,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL095-RF,OVL095-RF*,,Oil,All,86.6,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL095-RF*_03282018145721_1140521,No,No
2315999,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL098-BF,OVL098-BF*,,Oil,All,85.1,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL098-BF*_03282018145723_6822905,No,No
2316001,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL098-BNX,OVL098-BNX*,,Oil,All,85.2,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL098-BNX*_03282018145725_2820934,No,No
2316003,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL098-CAR,OVL098-CAR*,,Oil,All,85.2,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL098-CAR*_03282018145728_4118880,No,No
2316005,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL098-RBF,OVL098-RBF*,,Oil,All,85,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL098-RBF*_03282018145731_2766868,No,No
2316007,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL098-RF,OVL098-RF*,,Oil,All,85.2,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL098-RF*_03282018145734_9463008,No,No
2316009,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL112-BF,OVL112-BF*,,Oil,All,86.3,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL112-BF*_03282018145737_7795351,No,No
2316011,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL112-BNX,OVL112-BNX*,,Oil,All,85.9,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL112-BNX*_03282018145740_8602929,No,No
2316013,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL112-CAR,OVL112-CAR*,,Oil,All,86.4,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL112-CAR*_03282018145743_6869233,No,No
2316015,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL112-RBF,OVL112-RBF*,,Oil,All,86.5,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL112-RBF*_03282018145746_6563996,No,No
2316017,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL112-RF,OVL112-RF*,,Oil,All,86.1,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL112-RF*_03282018145750_5038043,No,No
2316019,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL126-BNX,OVL126-BNX*,,Oil,All,86.6,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL126-BNX*_03282018145753_8320856,No,No
2316043,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL126-RBF,OVL126-RBF*,,Oil,All,87.5,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL126-RBF*_03282018145756_4668332,No,No
2316045,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL126-RF,OVL126-RF*,,Oil,All,86.6,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL126-RF*_03282018145759_4396115,No,No
2316047,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL154-BNX,OVL154-BNX*,,Oil,All,85.5,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL154-BNX*_03282018145802_9107388,No,No
2316049,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL154-RBF,OVL154-RBF*,,Oil,All,86.2,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL154-RBF*_03282018145805_6883324,No,No
2316051,Bryant Heating and Cooling Systems (Carrier Corporation),Bryant,OVL154-RF,OVL154-RF*,,Oil,All,85.8,Not Applicable,02/01/2013,02/02/2019,"United States, Canada",ES_1019658_OVL154-RF*_03282018145807_9991413,No,No
2311896,Carrier Corporation,Carrier,CARRIER,59SP5A026E14--10*D,,"Natural Gas,Propane Gas",All,95,Not Applicable,03/01/2015,03/05/2018,Canada,ES_1020846_59SP5A026E14--10*D_03062018044751_0796224,No,No
2311933,Carrier Corporation,Carrier,CARRIER,59TN6A060V17--14,,"Natural Gas,Propane Gas",All,96.3,Other/Proprietary,09/06/2011,04/18/2018,"United States, Canada",ES_1020846_59TN6A060V17--14_03062018045712_8720337,No,No
2311935,Carrier Corporation,Carrier,CARRIER,59TN6A120V24--22,,"Natural Gas,Propane Gas",All,96.5,Other/Proprietary,01/06/2012,04/18/2018,"United States, Canada",ES_1020846_59TN6A120V24--22_03062018045758_5027658,No,No
2311937,Carrier Corporation,Carrier,CARRIER,59MN7A060V17--14,,"Natural Gas,Propane Gas",All,97.4,Other/Proprietary,06/20/2011,04/18/2018,"United States, Canada",ES_1020846_59MN7A060V17--14_03062018045854_7898487,No,No
2311938,Carrier Corporation,Carrier,CARRIER,59MN7A080V17--14,,"Natural Gas,Propane Gas",All,97.4,Other/Proprietary,08/03/2011,04/18/2018,"United States, Canada",ES_1020846_59MN7A080V17--14_03062018045929_1928460,No,No
2311939,Carrier Corporation,Carrier,CARRIER,59MN7A120V24--22,,"Natural Gas,Propane Gas",All,97.2,Other/Proprietary,06/27/2011,04/18/2018,"United States, Canada",ES_1020846_59MN7A120V24--22_03062018050020_8398530,No,No
2311940,Carrier Corporation,Carrier,CARRIER,59SP5A040E14--10,,"Natural Gas,Propane Gas",All,96.5,Not Applicable,09/06/2011,04/18/2018,"United States, Canada",ES_1020846_59SP5A040E14--10_03062018050119_8542954,No,No
2311941,Carrier Corporation,Carrier,CARRIER,59SP5A060E17--14,,"Natural Gas,Propane Gas",All,96.5,Not Applicable,09/06/2011,04/18/2018,"United States, Canada",ES_1020846_59SP5A060E17--14_03062018050216_4336743,No,No
2311942,Carrier Corporation,Carrier,CARRIER,59SP5A080E17--16,,"Natural Gas,Propane Gas",All,96.5,Not Applicable,09/06/2011,04/18/2018,"United States, Canada",ES_1020846_59SP5A080E17--16_03062018050328_1523854,No,No
2311943,Carrier Corporation,Carrier,CARRIER,59SP5A120E24--22,,"Natural Gas,Propane Gas",All,96.5,Not Applicable,09/06/2011,04/18/2018,"United States, Canada",ES_1020846_59SP5A120E24--22_03062018050413_0655856,No,No
2311992,Carrier Corporation,Carrier,CARRIER,59TN6A080V21--20,,"Natural Gas,Propane Gas",All,96.7,Other/Proprietary,01/06/2012,04/18/2018,"United States, Canada",ES_1020846_59TN6A080V21--20_03062018052202_4047174,No,No
2311995,Carrier Corporation,Carrier,CARRIER,59TN6A100V21--22,,"Natural Gas,Propane Gas",All,96.1,Other/Proprietary,01/06/2012,04/18/2018,"United States, Canada",ES_1020846_59TN6A100V21--22_03062018052336_7250459,No,No
2311997,Carrier Corporation,Carrier,CARRIER,59SP5A080E21--20,,"Natural Gas,Propane Gas",All,96.5,Not Applicable,01/06/2012,04/18/2018,"United States, Canada",ES_1020846_59SP5A080E21--20_03062018052546_5280105,No,No
2311998,Carrier Corporation,Carrier,CARRIER,59SP5A100E21--20,,"Natural Gas,Propane Gas",All,96.3,Not Applicable,09/06/2011,04/18/2018,"United States, Canada",ES_1020846_59SP5A100E21--20_03062018052742_6342728,No,No
2312003,Carrier Corporation,Carrier,CARRIER,59MN7A060V21--20,,"Natural Gas,Propane Gas",All,98.5,Other/Proprietary,11/07/2011,04/18/2018,"United States, Canada",ES_1020846_59MN7A060V21--20_03062018053345_4578793,No,No
2312004,Carrier Corporation,Carrier,CARRIER,59MN7A080V21--20,,"Natural Gas,Propane Gas",All,97.2,Other/Proprietary,11/23/2011,04/18/2018,"United States, Canada",ES_1020846_59MN7A080V21--20_03062018053426_3613302,No,No
2312005,Carrier Corporation,Carrier,CARRIER,59MN7A100V21--22,,"Natural Gas,Propane Gas",All,97.3,Other/Proprietary,11/23/2011,04/18/2018,"United States, Canada",ES_1020846_59MN7A100V21--22_03062018053525_5219205,No,No
2312082,Carrier Corporation,Carrier,CARRIER,59SP5A040E17--12,,"Natural Gas,Propane Gas",All,96.5,Not Applicable,07/06/2013,04/18/2018,"United States, Canada",ES_1020846_59SP5A040E17--12_03062018055337_7723597,No,No
2312083,Carrier Corporation,Carrier,CARRIER,59SP5A060E14--12,,"Natural Gas,Propane Gas",All,95.5,Not Applicable,07/06/2013,03/06/2018,Canada,ES_1020846_59SP5A060E14--12_03062018055432_0212743,No,No
2312085,Carrier Corporation,Carrier,CARRIER,59SP2A080E17--16,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,07/15/2013,04/18/2018,"United States, Canada",ES_1020846_59SP2A080E17--16_03062018055506_5431978,No,No
2312088,Carrier Corporation,Carrier,CARRIER,59SP2A040E14--10,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,07/15/2013,04/18/2018,"United States, Canada",ES_1020846_59SP2A040E14--10_03062018055604_1050260,No,No
2312090,Carrier Corporation,Carrier,CARRIER,59SP2A040E17--12,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,07/15/2013,04/18/2018,"United States, Canada",ES_1020846_59SP2A040E17--12_03062018055708_6373943,No,No
2312092,Carrier Corporation,Carrier,CARRIER,59SP2A060E14--12,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,07/15/2013,04/18/2018,"United States, Canada",ES_1020846_59SP2A060E14--12_03062018055759_6050380,No,No
2312094,Carrier Corporation,Carrier,CARRIER,59SP2A060E17--14,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,07/15/2013,04/18/2018,"United States, Canada",ES_1020846_59SP2A060E17--14_03062018055849_4854765,No,No
2312096,Carrier Corporation,Carrier,CARRIER,59SP2A080E21--20,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,07/15/2013,04/18/2018,"United States, Canada",ES_1020846_59SP2A080E21--20_03062018055938_8751324,No,No
2312098,Carrier Corporation,Carrier,CARRIER,59SP2A100E21--20,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,07/15/2013,04/18/2018,"United States, Canada",ES_1020846_59SP2A100E21--20_03062018060038_8230656,No,No
2312101,Carrier Corporation,Carrier,CARRIER,59SP2A120E24--20,,"Natural Gas,Propane Gas",U.S. South Only,92.1,Not Applicable,07/15/2013,04/18/2018,"United States, Canada",ES_1020846_59SP2A120E24--20_03062018060144_8046679,No,No
2312102,Carrier Corporation,Carrier,CARRIER,59TP6A040E14--10,,"Natural Gas,Propane Gas",All,96.5,Not Applicable,09/06/2011,04/18/2018,"United States, Canada",ES_1020846_59TP6A040E14--10_03062018060241_5442868,No,No
2312104,Carrier Corporation,Carrier,CARRIER,59TP6A060E17--14,,"Natural Gas,Propane Gas",All,96.3,Not Applicable,09/06/2011,04/18/2018,"United States, Canada",ES_1020846_59TP6A060E17--14_03062018060332_8674335,No,No
2312106,Carrier Corporation,Carrier,CARRIER,59TP6A080E17--16,,"Natural Gas,Propane Gas",All,96.2,Not Applicable,09/06/2011,04/18/2018,"United States, Canada",ES_1020846_59TP6A080E17--16_03062018060457_0188918,No,No
2312108,Carrier Corporation,Carrier,CARRIER,59TP6A120E24--22,,"Natural Gas,Propane Gas",All,96.5,Not Applicable,09/06/2011,04/18/2018,"United States, Canada",ES_1020846_59TP6A120E24--22_03062018060555_0856729,No,No
2312111,Carrier Corporation,Carrier,CARRIER,59TP6A080E21--20,,"Natural Gas,Propane Gas",All,96.5,Not Applicable,03/01/2012,04/18/2018,"United States, Canada",ES_1020846_59TP6A080E21--20_03062018060650_1220087,No,No
2312113,Carrier Corporation,Carrier,CARRIER,59TP6A100E21--20,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,03/01/2012,04/18/2018,"United States, Canada",ES_1020846_59TP6A100E21--20_03062018060752_3413851,No,No
