ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Fuel Type,Furnace is ENERGY STAR Certified in,Efficiency (AFUE),Capable of Two Way Communication?,Date Available On Market,Date Qualified,Markets,CB Model Identifier,Can Integrate Hot Water Heating,Meets ENERGY STAR Most Efficient 2019 Criteria
2311374,Allied Air Enterprises,AIREASE,A962E SERIES,A96UH2E030B08*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,10/28/2015,03/29/2018,"United States, Canada",ES_1102531_A96UH2E030B08*-*_03052018223238_6446686,No,No
2311376,Allied Air Enterprises,AIREASE,A952E SERIES,A95DF2E110C20*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95DF2E110C20*-*_03052018223431_7063151,No,No
2311380,Allied Air Enterprises,AIREASE,A952E SERIES,A95DF2E090C16*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95DF2E090C16*-*_03052018223530_5047984,No,No
2311384,Allied Air Enterprises,AIREASE,A952E SERIES,A95DF2E070B16*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95DF2E070B16*-*_03052018223643_5997086,No,No
2311388,Allied Air Enterprises,AIREASE,A952E SERIES,A95DF2E045B12*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95DF2E045B12*-*_03052018223746_5748635,No,No
2311392,Allied Air Enterprises,AIREASE,A952E SERIES,A95UH2E135D20*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95UH2E135D20*-*_03052018223858_7014164,No,No
2311396,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV090C12S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV090C12S-*_03052018224015_9380534,No,No
2311398,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV110C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,03/29/2018,"United States, Canada",ES_1102531_A97DSMV110C20S-*_03052018224120_2718569,No,No
2311399,Allied Air Enterprises,AIREASE,A95 Series,A95UH1E045B12-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,11/05/2018,"United States, Canada",ES_1102531_A95UH1E045B12-*_03052018224222_7595311,No,No
2311403,Allied Air Enterprises,AIREASE,A95 Series,A95UH1E070B12-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,11/05/2018,United States,ES_1102531_A95UH1E070B12-*_03052018224337_7704598,No,No
2311407,Allied Air Enterprises,AIREASE,A95 Series,A95UH1E090C16-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,11/05/2018,United States,ES_1102531_A95UH1E090C16-*_03052018224454_6275958,No,No
2311411,Allied Air Enterprises,AIREASE,A95 Series,A95UH1E110C20-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,11/05/2018,"United States, Canada",ES_1102531_A95UH1E110C20-*_03052018224553_7150730,No,No
2311415,Allied Air Enterprises,AIREASE,A95 Series,A95UH1E135D20-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,08/15/2015,11/05/2018,United States,ES_1102531_A95UH1E135D20-*_03052018224715_3027921,No,No
2311417,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V045B12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/18/2018,"United States, Canada",ES_1102531_A96DS2V045B12S-*_03052018224839_6320409,No,No
2311419,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V070B16S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/18/2018,"United States, Canada",ES_1102531_A96DS2V070B16S-*_03052018224943_2690869,No,No
2311421,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V090C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,11/05/2018,"United States, Canada",ES_1102531_A96DS2V090C20S-*_03052018225144_8965771,No,No
2311423,Allied Air Enterprises,AIREASE,A962V SERIES,A96DS2V110C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96DS2V110C20S-*_03052018225241_5423869,No,No
2311425,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V045B12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/19/2018,"United States, Canada",ES_1102531_A96US2V045B12S-*_03052018225331_2069446,No,No
2311427,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V070B12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/19/2018,"United States, Canada",ES_1102531_A96US2V070B12S-*_03052018225458_0966306,No,No
2311429,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V090C12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96US2V090C12S-*_03052018225717_8176399,No,No
2311431,Allied Air Enterprises,AIREASE,A96US2V SERIES,A96US2V090C16*-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2015,12/20/2018,"United States, Canada",ES_1102531_A96US2V090C16*-*_03052018230054_6847792,No,No
2311433,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V090C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96US2V090C20S-*_03052018230302_8334192,No,No
2311435,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V110C16S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96US2V110C16S-*_03052018230420_1430911,No,No
2311437,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V110C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96US2V110C20S-*_03052018230619_7608320,No,No
2311440,Allied Air Enterprises,AIREASE,A962V SERIES,A96US2V135D20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96US2V135D20S-*_03052018230719_0293236,No,No
2311458,Allied Air Enterprises,AIREASE,A952E SERIES,A95UH2E045B12*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95UH2E045B12*-*_03052018233442_0396242,No,No
2311461,Allied Air Enterprises,AIREASE,A952E SERIES,A95UH2E070B12*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95UH2E070B12*-*_03052018233542_7334299,No,No
2311464,Allied Air Enterprises,AIREASE,A952E SERIES,A95UH2E090C16*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95UH2E090C16*-*_03052018233814_6745293,No,No
2311467,Allied Air Enterprises,AIREASE,A952E SERIES,A95UH2E110C20*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95UH2E110C20*-*_03052018233931_1794643,No,No
2311473,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV070B12S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV070B12S-*_03052018234246_2955362,No,No
2311475,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV090C16S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV090C16S-*_03052018234351_8452985,No,No
2311477,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV090C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV090C20S-*_03052018234515_3173934,No,No
2311479,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV110C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV110C20S-*_03052018234636_4907450,No,No
2311481,Allied Air Enterprises,AIREASE,A97USMV Series,A97USMV135D20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV135D20S-*_03052018234736_7592365,No,No
2311483,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV070B12S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,03/29/2018,"United States, Canada",ES_1102531_A97DSMV070B12S-*_03052018234836_5435495,No,No
2311485,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV090C16S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,03/29/2018,"United States, Canada",ES_1102531_A97DSMV090C16S-*_03052018234923_0346593,No,No
2311487,Allied Air Enterprises,AIREASE,A97DSMV Series,A97DSMV090C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,03/29/2018,"United States, Canada",ES_1102531_A97DSMV090C20S-*_03052018235132_3294472,No,No
2320215,Allied Air Enterprises,AIREASE,A97US2V040B12X-*-*,A97US2V040B12X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,05/21/2018,"United States, Canada",ES_1102531_A97US2V040B12X-*-*_05212018235844_2033448,No,No
2320217,Allied Air Enterprises,AIREASE,A97US2V060B12X-**,A97US2V060B12X-**,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,05/21/2018,"United States, Canada",ES_1102531_A97US2V060B12X-**_05212018235955_1498267,No,No
2320219,Allied Air Enterprises,AIREASE,A97US2V080C16X-*-*,A97US2V080C16X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,05/21/2018,"United States, Canada",ES_1102531_A97US2V080C16X-*-*_05222018000121_2110256,No,No
2320221,Allied Air Enterprises,AIREASE,A97US2V080C20X-*-*,A97US2V080C20X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,05/21/2018,"United States, Canada",ES_1102531_A97US2V080C20X-*-*_05222018000215_0667103,No,No
2311438,Allied Air Enterprises,ALLIED,A962V SERIES,A96US2V110C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96US2V110C20S-*_03052018230621_4118547,No,No
2311373,Allied Air Enterprises,Armstrong Air,A962E SERIES,A96UH2E030B08*-*,,"Natural Gas,Propane Gas",All,96,Not Applicable,10/28/2015,03/29/2018,"United States, Canada",ES_1102531_A96UH2E030B08*-*_03052018223236_6207489,No,No
2311395,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV090C12S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV090C12S-*_03052018224013_8584929,No,No
2311397,Allied Air Enterprises,Armstrong Air,A97DSMV Series,A97DSMV110C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,03/29/2018,"United States, Canada",ES_1102531_A97DSMV110C20S-*_03052018224118_5859678,No,No
2311400,Allied Air Enterprises,Armstrong Air,A95 Series,A95UH1E045B12-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,11/05/2018,"United States, Canada",ES_1102531_A95UH1E045B12-*_03052018224225_1630303,No,No
2311404,Allied Air Enterprises,Armstrong Air,A95 Series,A95UH1E070B12-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,11/05/2018,United States,ES_1102531_A95UH1E070B12-*_03052018224339_3691436,No,No
2311408,Allied Air Enterprises,Armstrong Air,A95 Series,A95UH1E090C16-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,11/05/2018,United States,ES_1102531_A95UH1E090C16-*_03052018224456_5850846,No,No
2311412,Allied Air Enterprises,Armstrong Air,A95 Series,A95UH1E110C20-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,11/05/2018,"United States, Canada",ES_1102531_A95UH1E110C20-*_03052018224556_2090793,No,No
2311416,Allied Air Enterprises,Armstrong Air,A95 Series,A95UH1E135D20-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,08/15/2015,11/05/2018,United States,ES_1102531_A95UH1E135D20-*_03052018224717_3126197,No,No
2311418,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96DS2V045B12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/18/2018,"United States, Canada",ES_1102531_A96DS2V045B12S-*_03052018224841_0114638,No,No
2311420,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96DS2V070B16S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/18/2018,"United States, Canada",ES_1102531_A96DS2V070B16S-*_03052018224945_8469963,No,No
2311422,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96DS2V090C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,11/05/2018,"United States, Canada",ES_1102531_A96DS2V090C20S-*_03052018225147_1364560,No,No
2311424,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96DS2V110C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/19/2018,"United States, Canada",ES_1102531_A96DS2V110C20S-*_03052018225244_3918962,No,No
2311426,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V045B12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/19/2018,"United States, Canada",ES_1102531_A96US2V045B12S-*_03052018225333_3388438,No,No
2311428,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V070B12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/19/2018,"United States, Canada",ES_1102531_A96US2V070B12S-*_03052018225500_9984786,No,No
2311430,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V090C12S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96US2V090C12S-*_03052018225719_1131596,No,No
2311432,Allied Air Enterprises,Armstrong Air,A96US2V SERIES,A96US2V090C16*-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2015,12/20/2018,"United States, Canada",ES_1102531_A96US2V090C16*-*_03052018230056_8690172,No,No
2311434,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V090C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96US2V090C20S-*_03052018230304_6272878,No,No
2311436,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V110C16S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96US2V110C16S-*_03052018230423_8289801,No,No
2311439,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V110C20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96US2V110C20S-*_03052018230623_5088875,No,No
2311441,Allied Air Enterprises,Armstrong Air,A962V SERIES,A96US2V135D20S-*,,"Natural Gas,Propane Gas",All,96,Other/Proprietary,11/15/2014,12/20/2018,"United States, Canada",ES_1102531_A96US2V135D20S-*_03052018230721_0740177,No,No
2311472,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV070B12S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV070B12S-*_03052018234243_1079962,No,No
2311474,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV090C16S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV090C16S-*_03052018234348_6577585,No,No
2311476,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV090C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV090C20S-*_03052018234513_1123811,No,No
2311478,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV110C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV110C20S-*_03052018234633_1080203,No,No
2311480,Allied Air Enterprises,Armstrong Air,A97USMV Series,A97USMV135D20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/27/2012,03/29/2018,"United States, Canada",ES_1102531_A97USMV135D20S-*_03052018234733_4080762,No,No
2311482,Allied Air Enterprises,Armstrong Air,A97DSMV Series,A97DSMV070B12S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,03/29/2018,"United States, Canada",ES_1102531_A97DSMV070B12S-*_03052018234834_2828964,No,No
2311484,Allied Air Enterprises,Armstrong Air,A97DSMV Series,A97DSMV090C16S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,03/29/2018,"United States, Canada",ES_1102531_A97DSMV090C16S-*_03052018234921_4011090,No,No
2311486,Allied Air Enterprises,Armstrong Air,A97DSMV Series,A97DSMV090C20S-*,,"Natural Gas,Propane Gas",All,97,Other/Proprietary,04/11/2012,03/29/2018,"United States, Canada",ES_1102531_A97DSMV090C20S-*_03052018235130_4483734,No,No
2320214,Allied Air Enterprises,Armstrong Air,A97US2V040B12X-*-*,A97US2V040B12X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,05/21/2018,"United States, Canada",ES_1102531_A97US2V040B12X-*-*_05212018235838_4529729,No,No
2320216,Allied Air Enterprises,Armstrong Air,A97US2V060B12X-**,A97US2V060B12X-**,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2017,05/21/2018,"United States, Canada",ES_1102531_A97US2V060B12X-**_05212018235953_8847525,No,No
2320218,Allied Air Enterprises,Armstrong Air,A97US2V080C16X-*-*,A97US2V080C16X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,05/21/2018,"United States, Canada",ES_1102531_A97US2V080C16X-*-*_05222018000118_3952636,No,No
2320220,Allied Air Enterprises,Armstrong Air,A97US2V080C20X-*-*,A97US2V080C20X-*-*,,"Natural Gas,Propane Gas",All,97.5,Other/Proprietary,04/10/2018,05/21/2018,"United States, Canada",ES_1102531_A97US2V080C20X-*-*_05222018000212_0241992,No,No
2326928,Allied Air Enterprises,Armstrong Air,96G1UH060BE12X-*,96G1UH060BE12X-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,04/10/2018,10/05/2018,"United States, Canada",ES_1102531_96G1UH060BE12X-*_10052018145354_9619681,No,No
2334012,Allied Air Enterprises,Armstrong Air,96G1UH060BE12X-*,96G1UH060BE12X-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,04/10/2018,02/27/2019,"United States, Canada",ES_1102531_96G1UH060BE12X-*_02272019225724_8733652,No,No
2311375,Allied Air Enterprises,ARMSTRONG AIRE,A952E SERIES,A95DF2E110C20*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95DF2E110C20*-*_03052018223428_3235904,No,No
2311379,Allied Air Enterprises,ARMSTRONG AIRE,A952E SERIES,A95DF2E090C16*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95DF2E090C16*-*_03052018223527_4077656,No,No
2311383,Allied Air Enterprises,ARMSTRONG AIRE,A952E SERIES,A95DF2E070B16*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95DF2E070B16*-*_03052018223641_6106553,No,No
2311387,Allied Air Enterprises,ARMSTRONG AIRE,A952E SERIES,A95DF2E045B12*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95DF2E045B12*-*_03052018223743_1921388,No,No
2311391,Allied Air Enterprises,ARMSTRONG AIRE,A952E SERIES,A95UH2E135D20*-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,03/29/2018,"United States, Canada",ES_1102531_A95UH2E135D20*-*_03052018223855_4615376,No,No
2311378,Allied Air Enterprises,Concord,95G2E SERIES,95G2DF110CE20*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,11/26/2018,"United States, Canada",ES_1102531_95G2DF110CE20*_03052018223436_9177749,No,No
2311382,Allied Air Enterprises,Concord,95G2E SERIES,95G2DF090CE16*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,02/02/2019,"United States, Canada",ES_1102531_95G2DF090CE16*_03052018223535_8798785,No,No
2311386,Allied Air Enterprises,Concord,95G2E SERIES,95G2DF070BE16*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,02/02/2019,"United States, Canada",ES_1102531_95G2DF070BE16*_03052018223648_2430865,No,No
2311390,Allied Air Enterprises,Concord,95G2E SERIES,95G2DF045BE12*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,02/02/2019,"United States, Canada",ES_1102531_95G2DF045BE12*_03052018223750_5878366,No,No
2311394,Allied Air Enterprises,Concord,95G2E SERIES,95G2UH135DE20*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,02/02/2019,"United States, Canada",ES_1102531_95G2UH135DE20*_03052018223903_3796607,No,No
2311401,Allied Air Enterprises,Concord,95G1 Series,95G1UH045BE12-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,11/05/2018,"United States, Canada",ES_1102531_95G1UH045BE12-*_03052018224227_1520836,No,No
2311405,Allied Air Enterprises,Concord,95G1E Series,95G1UH070BE12-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,11/05/2018,"United States, Canada",ES_1102531_95G1UH070BE12-*_03052018224342_1073715,No,No
2311409,Allied Air Enterprises,Concord,95G1E Series,95G1UH090CE16-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,01/02/2014,11/05/2018,"United States, Canada",ES_1102531_95G1UH090CE16-*_03052018224458_7693227,No,No
2311413,Allied Air Enterprises,Concord,95G1 Series,95G1UH110CE20-*,,"Natural Gas,Propane Gas",All,95,Not Applicable,05/01/2015,11/05/2018,"United States, Canada",ES_1102531_95G1UH110CE20-*_03052018224559_9821734,No,No
2311449,Allied Air Enterprises,Concord,95G2 Series,95G2UH045BV12-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,09/01/2011,03/29/2018,"United States, Canada",ES_1102531_95G2UH045BV12-*_03052018232037_9874057,No,No
2311451,Allied Air Enterprises,Concord,95G2 Series,95G2UH070BV12-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,09/01/2011,03/29/2018,"United States, Canada",ES_1102531_95G2UH070BV12-*_03052018232200_6863280,No,No
2311453,Allied Air Enterprises,Concord,95G2 Series,95G2UH090CV12-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,09/01/2011,03/29/2018,"United States, Canada",ES_1102531_95G2UH090CV12-*_03052018232537_4978265,No,No
2311455,Allied Air Enterprises,Concord,95G2 Series,95G2UH110CV20-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,09/01/2011,03/29/2018,"United States, Canada",ES_1102531_95G2UH110CV20-*_03052018232920_3844645,No,No
2311457,Allied Air Enterprises,Concord,95G2 Series,95G2UH135DV20-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,09/01/2011,03/29/2018,"United States, Canada",ES_1102531_95G2UH135DV20-*_03052018233325_9840014,No,No
2311460,Allied Air Enterprises,Concord,95G2E SERIES,95G2UH045BE12*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,02/02/2019,"United States, Canada",ES_1102531_95G2UH045BE12*_03052018233447_2685563,No,No
2311463,Allied Air Enterprises,Concord,95G2E SERIES,95G2UH070BE12*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,11/05/2018,"United States, Canada",ES_1102531_95G2UH070BE12*_03052018233547_9656639,No,No
2311466,Allied Air Enterprises,Concord,95G2E SERIES,95G2UH090CE16*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,11/05/2018,"United States, Canada",ES_1102531_95G2UH090CE16*_03052018233819_7115787,No,No
2311469,Allied Air Enterprises,Concord,95G2E SERIES,95G2UH110CE20*,,"Natural Gas,Propane Gas",All,95,Not Applicable,09/09/2013,11/26/2018,"United States, Canada",ES_1102531_95G2UH110CE20*_03052018233937_4847331,No,No
2311471,Allied Air Enterprises,Concord,95G2 Series,95G2UH090CV20-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,09/01/2011,03/29/2018,"United States, Canada",ES_1102531_95G2UH090CV20-*_03052018234027_4665472,No,No
2320222,Allied Air Enterprises,Concord,96G1UH030E08-*,96G1UH030E08-*,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,04/10/2018,05/21/2018,"United States, Canada",ES_1102531_96G1UH030E08-*_05222018000300_3171303,No,No
2320226,Allied Air Enterprises,Concord,96G1UH070BE12-*,96G1UH070BE12-*,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,04/10/2018,05/21/2018,"United States, Canada",ES_1102531_96G1UH070BE12-*_05222018000432_2650214,No,No
2320228,Allied Air Enterprises,Concord,96G1UH090BE16-*,96G1UH090BE16-*,,"Natural Gas,Propane Gas",All,96.3,Not Applicable,04/10/2018,11/05/2018,"United States, Canada",ES_1102531_96G1UH090BE16-*_05222018000523_9560449,No,No
2320230,Allied Air Enterprises,Concord,96G1UH110BE20-*,96G1UH110BE20-*,,"Natural Gas,Propane Gas",All,96.4,Not Applicable,04/10/2018,11/05/2018,"United States, Canada",ES_1102531_96G1UH110BE20-*_05222018000644_1207241,No,No
2326924,Allied Air Enterprises,Concord,95G1UH040BE12X-*,95G1UH040BE12X-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,04/10/2018,10/05/2018,"United States, Canada",ES_1102531_95G1UH040BE12X-*_10052018145121_5300922,No,No
2326926,Allied Air Enterprises,Concord,95G1UH100CE20X-*,95G1UH100CE20X-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,04/10/2018,10/05/2018,"United States, Canada",ES_1102531_95G1UH100CE20X-*_10052018145239_6697325,No,No
2326929,Allied Air Enterprises,Concord,95G1UH060BE12X-*,95G1UH060BE12X-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,04/10/2018,10/05/2018,"United States, Canada",ES_1102531_95G1UH060BE12X-*_10052018145357_6108078,No,No
2327429,Allied Air Enterprises,Concord,96G1DF045BE12-*,96G1DF045BE12-*,,"Natural Gas,Propane Gas",All,96.1,Not Applicable,04/10/2018,10/11/2018,"United States, Canada",ES_1102531_96G1DF045BE12-*_10112018222914_2563944,No,No
2334010,Allied Air Enterprises,Concord,95G1UH040BE12X-*,95G1UH040BE12X-*,,"Natural Gas,Propane Gas",All,95,Other/Proprietary,04/10/2018,02/27/2019,"United States, Canada",ES_1102531_95G1UH040BE12X-*_02272019225628_3005903,No,No
