ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Type,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Connected Functionality,Date Available On Market,Date Certified,Markets,CB Model Identifier
2203377,SPT,UF-114W,,Upright Freezer,Manual,Yes,No,No,No,1.1,1.9,215,242,11,No,03/15/2014,01/24/2014,"United States, Canada",ES_1084573_UF-114W_01142014044744_2691912
2210404,SPT,UF-214SS,,Upright Freezer,Manual,Yes,No,No,No,2.1,3.7,219,258,15,No,03/15/2014,01/08/2014,United States,ES_1084573_UF-214SS_05052014183754_5074602
2210405,SPT,UF-214W,,Upright Freezer,Manual,Yes,No,No,No,2.1,3.7,219,258,15,No,03/15/2014,01/08/2014,United States,ES_1084573_UF-214W_05052014183734_5054818
2210406,SPT,UF-304W,"Freezers,UF-304SS,",Upright Freezer,Manual,Yes,No,No,No,3,5.3,240,272,12,No,03/15/2014,01/08/2014,United States,ES_1084573_UF-304W_05052014184231_5351384
2211710,Sub-Zero,IC-30FI,,Upright Freezer,Automatic,No,Yes,Yes,Yes,15.3,26.9,557,610,10,No,06/15/2013,05/22/2014,"United States, Canada",ES_0031863_IC-30FI_05222014030921_2730201
2245579,Sub-Zero,IC-36FI,,Upright Freezer,Automatic,No,Yes,Yes,Yes,20,35.2,631,692,10,No,09/01/2015,08/10/2015,"United States, Canada",ES_0031863_IC-36FI_08132015054614_70043043
2209867,Sub-Zero,ID-24F,,Upright Freezer,Automatic,Yes,No,No,No,3.8,6.7,377,420,10,No,05/01/2014,05/01/2014,"United States, Canada",ES_0031863_ID-24F_04302014021433_2723809
2214556,Sub-Zero,ID-24FI,,Upright Freezer,Automatic,Yes,No,No,No,3.8,6.7,377,420,10,No,05/01/2014,07/03/2014,"United States, Canada",ES_0031863_ID-24FI_07032014112231_2742900
2209870,Sub-Zero,ID-30F,,Upright Freezer,Automatic,Yes,No,No,No,4.9,8.6,356,439,19,No,09/01/2013,05/01/2014,"United States, Canada",ES_0031863_ID-30F_04302014021437_2723809
2214555,Sub-Zero,ID-30FI,,Upright Freezer,Automatic,Yes,No,No,No,4.9,8.6,356,439,19,No,09/01/2013,07/03/2014,"United States, Canada",ES_0031863_ID-30FI_07032014112231_2742900
2245305,Sylvania,SFRF434-WHITE,,Chest Freezer,Manual,Yes,No,No,No,3.5,6.2,152,194,22,No,07/31/2015,08/07/2015,"United States, Canada",ES_1120898_SFRF434-WHITE_08072015054605_6365546
2248175,Sylvania,SFRF452-WHITE,,Chest Freezer,Manual,Yes,No,No,No,5.1,9,172,220,22,No,09/15/2015,09/17/2015,"United States, Canada",ES_1120898_SFRF452-WHITE FRF472-B_09182015054247_4967346
2233417,Thermador,T18ID800LP,",,Reverse Door",Upright Freezer,Automatic,No,Yes,Yes,Yes,7.8,13.8,440,481,10,No,09/15/2014,08/11/2014,"United States, Canada",ES_0031649_T18ID800LP_08082014030531_2752705
2217237,Thermador,T18ID800RP,",,Reverse Door",Upright Freezer,Automatic,No,Yes,Yes,Yes,7.8,13.8,440,481,10,No,09/15/2014,08/11/2014,"United States, Canada",ES_0031649_T18ID800RP_08082014030531_2752705
2292108,Thermador,T18ID900LP,,Upright Freezer,Automatic,No,Yes,Yes,Yes,7.8,13.7,428,480,13,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T18ID900LP_03082017044344_70122368
2303328,Thermador,T18ID900RP,",,Reverse Door",Upright Freezer,Automatic,No,Yes,Yes,Yes,7.8,13.7,428,480,13,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T18ID900RP_03082017044344_70122368
2219313,Thermador,T18IF800SP,,Upright Freezer,Automatic,No,Yes,Yes,Yes,8.6,15.2,443,495,12,No,10/15/2014,09/10/2014,"United States, Canada",ES_0031649_T18IF800SP_06182014123847_2737291
2292104,Thermador,T18IF900SP,,Upright Freezer,Automatic,No,Yes,Yes,Yes,8.6,15.1,418,494,17,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T18IF900SP_03082017044344_70122368
2303321,Thermador,T18IF901SP,",,Network Communication",Upright Freezer,Automatic,No,Yes,Yes,Yes,8.6,15.1,418,494,17,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T18IF901SP_03082017044344_70122368
2233414,Thermador,T24ID800LP,",,Reverse Door",Upright Freezer,Automatic,No,Yes,Yes,Yes,11.3,19.9,494,541,10,No,09/15/2014,08/11/2014,"United States, Canada",ES_0031649_T24ID800LP_08082014030531_2752705
2217236,Thermador,T24ID800RP,",,Reverse Door",Upright Freezer,Automatic,No,Yes,Yes,Yes,11.3,19.9,494,541,10,No,09/15/2014,08/11/2014,"United States, Canada",ES_0031649_T24ID800RP_08082014030531_2752705
2292109,Thermador,T24ID900LP,,Upright Freezer,Automatic,No,Yes,Yes,Yes,11.2,19.8,457,540,17,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T24ID900LP_03082017044344_70122368
2303329,Thermador,T24ID900RP,",,Reverse Door",Upright Freezer,Automatic,No,Yes,Yes,Yes,11.2,19.8,457,540,17,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T24ID900RP_03082017044344_70122368
2303330,Thermador,T24ID901LP,",,Network Communication",Upright Freezer,Automatic,No,Yes,Yes,Yes,11.2,19.8,457,540,17,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T24ID901LP_03082017044344_70122368
2303331,Thermador,T24ID901RP,",,Reverse Door, Network Communication",Upright Freezer,Automatic,No,Yes,Yes,Yes,11.2,19.8,457,540,17,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T24ID901RP_03082017044344_70122368
2219311,Thermador,T24IF800SP,,Upright Freezer,Automatic,No,Yes,Yes,Yes,12.2,21.5,472,557,17,No,10/15/2014,09/10/2014,"United States, Canada",ES_0031649_T24IF800SP_06182014123847_2737291
2292105,Thermador,T24IF900SP,,Upright Freezer,Automatic,No,Yes,Yes,Yes,12.2,21.4,443,556,22,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T24IF900SP_03082017044344_70122368
2219309,Thermador,T30IF800SP,,Upright Freezer,Automatic,No,Yes,Yes,Yes,15.8,27.8,564,619,10,No,10/15/2014,09/10/2014,"United States, Canada",ES_0031649_T30IF800SP_06182014123847_2737291
2292106,Thermador,T30IF900SP,,Upright Freezer,Automatic,No,Yes,Yes,Yes,15.8,27.8,493,619,22,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T30IF900SP_03082017044344_70122368
2292107,Thermador,T36IF900SP,,Upright Freezer,Automatic,No,Yes,Yes,Yes,19.4,34.2,543,682,22,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T36IF900SP_03082017044344_70122368
2303326,Thermador,T36IF901SP,",,Network Communication",Upright Freezer,Automatic,No,Yes,Yes,Yes,19.4,34.2,543,682,22,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_T36IF901SPP_03082017044344_70122368
2318923,True Residential,TR-30FRZ-*-**-*,",TR-30FRZ-L-OG-A,; ,TR-30FRZ-L-OP-A,; ,TR-30FRZ-L-SG-A,; ,TR-30FRZ-R-OG-A,; ,TR-30FRZ-R-OP-A,; ,TR-30FRZ-R-SG-A,; ,TR-30FRZ-R-SS-A,",Upright Freezer,Automatic,No,No,No,No,15.2,26.8,413,459,10,No,01/01/2018,04/27/2018,"United States, Canada",ES_3320_TR-30FRZ-*-**-*_04272018111108_7468818
2282737,True Residential,TUF-24-*-**-B,,Upright Freezer,Automatic,Yes,No,No,No,4.2,7.4,385,427,10,No,04/25/2016,10/31/2016,"United States, Canada",ES_3320_TUF-24-*-**-B_10312016165135_2695270
2282738,True Residential,TUF-24-D-**-B,,Upright Freezer,Automatic,Yes,No,No,No,4.1,7.2,383,425,10,No,04/25/2016,10/31/2016,"United States, Canada",ES_3320_TUF-24-D-**-B_10312016172850_4930885
2294472,U-Line,1224FZRA,,Upright Freezer,Automatic,Yes,No,No,No,4.8,8.4,390,437,11,No,04/01/2017,04/18/2017,"United States, Canada",ES_92283_1224FZRA_04182017154538_0338750
2263423,Whirlpool,WZF57R16F***,,Upright Freezer,Automatic,No,No,No,No,15.7,27.6,419,466,10,No,04/01/2016,06/14/2016,"United States, Canada",ES_0022856_WZF57R16F***03302016013641_70071754
2208037,Whynter,CUF-110,,Upright Freezer,Manual,Yes,No,No,No,1.1,1.9,215,242,11,No,05/10/2014,03/21/2014,"United States, Canada",ES_1122240_CUF-110_03182014035309_2711217
2291160,Whynter,CUF-112SS,,Upright Freezer,Manual,Yes,No,No,No,1.1,1.9,215,242,11,No,02/21/2017,02/20/2017,"United States, Canada",ES_1122240_CUF-112SS_02172017035021_70110789
2235243,Whynter,CUF-210SSa,,Upright Freezer,Manual,Yes,No,No,No,2.1,3.7,219,258,15,No,05/10/2015,03/18/2015,United States,ES_1122240_CUF-210SSa_03262015072035_4435848
2290392,Whynter,CUF-301BK,,Upright Freezer,Manual,Yes,No,No,No,3,5.3,240,272,12,No,12/19/2013,02/09/2017,United States,ES_1122240_CUF-301BK_02102017050228_2948056
2235482,Whynter,UDF-138DW,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,391,438,11,No,03/27/2015,03/27/2015,"United States, Canada",ES_1122240_UDF-138DW_03312015031110_70027805
2328022,Whynter,UDF-139SS,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,394,438,10,No,10/15/2018,10/18/2018,"United States, Canada",ES_1122240_UDF-139SS_10182018022602_9562210
