ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Display Type,Panel Technology,Backlight Technology,Native Resolution (pixels),Total Native Resolution (megapixels),Screen Size (inches),Screen Area (square inches),Model Features,Features Enabled in Default On Mode,Features Enabled in Default Sleep Mode,Signal or Data Interfaces,Power Source,On Mode Power (watts),Maximum On Mode Power Limit for Signage Certification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power Limit for Signage Certification (watts),Off Mode Power (watts),On Mode Power at 12 Lux at 115 Volts (W),On Mode Power at 300 Lux (watts),Monitor Total Energy Consumption at 115 Volts (kWh/yr),Maximum Total Energy Consumption Limit for Monitor Certification (kWh/yr),Maximum Luminance (candelas per square meter),Enhanced-Performance Display?,Display Contrast Ratio  at 0 deg. Horiz. Viewing Angle,Reported Contrast Ratio at -85 Degrees (Left) Horizontal Viewing Angle,Reported Contrast Ratio at +85 Degrees (Right) Horizontal Viewing Angle,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets Most Efficient 2019 Criteria
2294676,HP Inc.,HP,HP V213a Monitor,V213a,"HP V214a Monitor,V214a,",Monitor,TN LCD,LED,1920 x 1080,2.1,20.7,182.82,None,None,None,"DVI,VGA",Ac power supply,15.07,,0.4,,0.3,,,48.47,49.8,180,None,600,,,04/30/2016,04/21/2017,"United States, Canada",ES_1024439_V213a_04212017101236_6816980,No
2319262,HP Inc.,HP,HP V214b 20.7-inch Monitor,V214b,,Monitor,TFT LCD,LED,,2.1,20.7,182.82,None,None,None,VGA,Ac power supply,15.13,,0.5,,0.3,,,49.25,49.85,200,None,600,,,04/07/2018,04/26/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_V214b_04252018152422_1378747,No
2320256,HP Inc.,HP,HP V220 21.5-inch Monitor,V220,,Monitor,TN LCD,LED,,2.1,21.5,197.52,None,None,None,"DVI,VGA",Ac power supply,14.3,,0.18,,0.16,,,44.87,50.6,200,None,600,,,08/21/2018,05/21/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_V220_05222018134109_6293852,No
2269436,HP Inc.,HP,HP V223 21.5-inch LED Backlit Monitor,V223,,Monitor,TN LCD,LED,1920 x 1080,2.1,21.5,198.21,None,None,None,"DVI,VGA",Ac power supply,12.8,,0.19,,0.14,,,40.3,50.62,200,None,600,,,01/05/2016,05/31/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_V223_05302016101036_3907434,Yes
2286845,HP Inc.,HP,"HP V244a, HP V244a LED Backlit Monitor, HP V244a 23.8‐inch LED Backlit Monitor",V244a,,Monitor,VA LCD,LED,1920  x 1080,2.1,23.8,242.18,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,DVI,SVGA",Ac power supply,13.15,,0.2,,0.19,,,,54.1,250,EPD II (38.4 CIE LUV/99% Adobe RGB area or greater),500,,,12/02/2016,12/09/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439__1222201692439I19_7349927,Yes
2274560,HP Inc.,HP,"HP V244h, HP V244h LED Backlit Monitor, HP V244h 23.8-inch LED Backlit Monitor, HSTND-9311-Q",V244h,,Monitor,VA LCD,LED,1920  x 1080,2.1,23.8,242.18,None,None,None,"HDMI 1.4,DVI,SVGA",Ac power supply,16.73,,0.24,,0.11,,,52.66,54.15,250,None,500,,,06/24/2016,06/29/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_V244h_08022016200610_4119104,No
2267074,HP Inc.,HP,HP V272 Monitor,V272,"HP 27sv 27-inch monitor,27sv,; HP 27wm 27-inch Monitor,27wm,; HP V272b Monitor,V272b,",Monitor,IPS LCD,LED,1920 x 1080,2.1,27,311.67,None,None,None,"HDMI 1.4,VGA,DVI",Ac power supply,19.58,,0.22,,0.15,,,61.25,64,250,None,1000,,,06/15/2015,05/17/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_V272_05042016162209_1914483,No
2292638,HP Inc.,HP,"HP V273a Monitor, HP V273 Monitor, HP 27o Display","V273a, V273, 27o",,Monitor,TN LCD,LED,1920  x 1080,2.1,27,311.37,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,SVGA",Ac power supply,14.6,,0.28,,0.14,,,46.36,64,300,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,60,60,03/01/2017,03/01/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_HP273a_03142017192447_1024439,Yes
2289137,HP Inc.,HP,HP V320 31.5-inch Monitor,V320,,Monitor,IPS LCD,LED,1920 x 1080,2.1,32,425.27,None,None,None,"DVI,VGA",Ac power supply,25.75,,0.44,,0.18,,,81.47,86.8,250,None,1200,,,03/05/2017,01/23/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_V320_01202017164042_1556054,No
2264237,HP Inc.,HP,HP VH22 21.5-inch Monitor,VH22,,Monitor,TFT LCD,LED,1920 x 1080,2.1,21.5,198.08,None,None,None,"DisplayPort 1.2,DVI,VGA",Ac power supply,15.68,,0.38,,0.28,,,50.22,50.6,250,None,1000,,,07/15/2016,04/14/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_VH22_04082016154237_7719537,No
2294940,HP Inc.,HP,HP VH240a Monitor,VH240a,,Monitor,IPS LCD,LED,1920 x 1080,2.1,23.8,242.18,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,VGA",Ac power supply,15.85,,0.45,,0.3,,,51.14,54.1,250,None,1000,,,06/30/2017,04/26/2017,"United States, Switzerland, Canada",ES_1024439_VH240a_04212017144413_9354516,No
2304133,HP Inc.,HP,HP VH27 27-inch Monitor,VH27,,Monitor,IPS LCD,LED,,2.1,27,311.67,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA",Ac power supply,20.12,,0.35,,0.3,,,63.68,64,250,None,1000,,,11/01/2017,09/26/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_VH27_09212017110814_7598535,No
2265382,HP Inc.,HP,HP Z22n Narrow Bezel IPS Display,Z22n,,Monitor,TFT LCD,LED,1920 x 1080,2.1,21.5,197.6,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 2.0",Ac power supply,15.4,,0.21,,0.13,,,48.42,50.6,250,None,3000,,,11/01/2015,04/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z22n_04152016170048_6168634,No
2294680,HP Inc.,HP,HP Z22n G2 21.5-inch Display,Z22n G2,,Monitor,IPS LCD,LED,1920 x 1080,2.1,21.5,197.6,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 3.0",Ac power supply,14.15,,0.23,,0.15,,,44.69,50.6,250,None,1000,,,07/25/2017,04/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z22n G2_04172017130929_7685205,No
2265381,HP Inc.,HP,HP Z23n Narrow Bezel IPS Display,Z23n,,Monitor,TFT LCD,LED,1920 x 1080,2.1,23,211.84,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 2.0",Ac power supply,14.32,,0.32,,0.2,,,45.73,50.4,250,None,1000,,,11/01/2015,04/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z23n_04152016152351_7249261,No
2294729,HP Inc.,HP,HP Z23n G2 23-inch Display,Z23n G2,,Monitor,IPS LCD,LED,1920 x 1080,2.1,23,226.05,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 3.0",Ac power supply,15.38,,0.28,,0.29,,,48.75,50.8,250,None,1000,,,07/25/2017,04/21/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z23n G2_04172017133154_6741144,No
2270578,HP Inc.,HP,HP Z24i Display,Z24i,,Monitor,IPS LCD,LED,1920 x 1200,2.3,24.1,258.88,None,None,None,"DisplayPort 1.2,DVI,USB 2.0,VGA",Ac power supply,17.24,,0.22,,0.18,,,54.11,65.6,300,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,65,65,04/04/2013,06/21/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24i_06242016141505_6875319,No
2294731,HP Inc.,HP,HP Z24i G2 24-inch Display,Z24i G2,,Monitor,IPS LCD,LED,1920 x 1200,2.3,24,260.34,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 3.0",Ac power supply,15.9,,0.22,,0.15,,,50,59.1,300,None,1000,,,08/08/2017,04/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24i G2_04172017094818_308801,No
2262658,HP Inc.,HP,HP Z24n Narrow Bezel Display,Z24n,,Monitor,IPS LCD,LED,1920 x 1200,2.3,24.1,258.88,None,None,None,"Other,USB 3.0",Ac power supply,19.1,,0.56,,0.26,,,61.75,65.6,400,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,64,70,01/30/2015,03/01/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24n_03212016104824_2244247,No
2267797,HP Inc.,HP,HP Z24nf Narrow Bezel Display,Z24nf,,Monitor,IPS LCD,LED,1920 x 1080,2.1,23.8,242.04,None,None,None,"HDMI 1.4,DisplayPort 1.2,DVI,Other,USB 3.0",Ac power supply,14.52,,0.22,,0.18,,,45.77,54.1,250,None,1000,,,06/24/2015,05/20/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24nf_05242016150626_4166579,No
2294730,HP Inc.,HP,HP Z24nf G2 23.8-inch Display,Z24nf G2,,Monitor,IPS LCD,LED,1920 x 1080,2.1,23.8,242.21,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 3.0",Ac power supply,16.92,,0.21,,0.14,,,53.06,54.1,250,None,1000,,,07/25/2017,04/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24nf G2_04172017095049_2780572,No
2303767,HP Inc.,HP,HP Z24n G2 24-inch Display,Z24n G2,,Monitor,IPS LCD,LED,,2.3,24,260.34,None,None,None,"HDMI 1.4,DisplayPort 1.2,USB-3.1 C,DVI",Ac power supply,20.54,,0.49,,0.16,,,65.78,65.9,300,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,88,89,10/11/2017,09/19/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24n G2_09142017152518_6804925,No
2267540,HP Inc.,HP,HP Z24nq Narrow Bezel Display,Z24nq,,Monitor,IPS LCD,LED,2560 x 1440,3.7,23.8,242.04,None,None,None,"HDMI 1.4,DisplayPort 1.2,Other,USB 3.0",Ac power supply,18.24,,0.22,,0.18,,,57.18,64,300,None,1000,,,06/30/2015,05/18/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24nq_05202016124320_9209459,No
2291288,HP Inc.,HP,HP DreamColor Z24x G2 24-inch Display,Z24x G2,,Monitor,IPS LCD,LED,1920 x 1200,2.3,24.1,260.34,None,None,None,"HDMI 1.4,DisplayPort 1.2,DVI,USB 3.0",Ac power supply,18.25,,0.48,,0.23,,,59.67,88.5,350,EPD II (38.4 CIE LUV/99% Adobe RGB area or greater),1000,67,71,06/08/2017,03/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24x Gen2_02232017131918_4055402,No
2307126,HP Inc.,HP,HP Z27 4K UHD Display,Z27,,Monitor,IPS LCD,LED,,8.3,27,310.46,None,None,None,"HDMI 2.0,DisplayPort 1.2,USB-3.1 C,Other,USB 3.0",Ac power supply,30.51,,0.28,,0.18,,,97.93,109.6,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1300,112,108,04/10/2018,11/28/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z27_11292017154127_5591015,No
2303768,HP Inc.,HP,HP Z27n G2 27-inch Display,Z27n G2,,Monitor,IPS LCD,LED,,3.7,27,310.47,None,None,None,"HDMI 1.4,DisplayPort 1.2,USB-3.1 C,DVI",Ac power supply,24.89,,0.46,,0.14,,,78.93,81.3,375,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,89,89,10/11/2017,09/19/2017,"United States, Taiwan, Japan, Canada",ES_1024439_Z27n G2_09142017152623_9955407,No
2266060,HP Inc.,HP,HP Z30i IPS Display,Z30i,,Monitor,IPS LCD,LED,2560 x 1600,4.1,29.8,399.12,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA,Other,USB 3.0",Ac power supply,36.3,,0.45,,0.21,,,113.86,138.67,350,EPD II (38.4 CIE LUV/99% Adobe RGB area or greater),1000,70,70,06/01/2013,04/29/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z30i_05032016202729_7264604,No
2299876,HP Inc.,HP,HP Z32 4K UHD Display,Z32,,Monitor,IPS LCD,LED,,8.3,31.5,423.94,None,None,None,"HDMI 2.0,DisplayPort 1.2,USB-3.1 C",Ac power supply,31.44,,0.33,,0.27,,,101.98,124.6,350,None,1300,,,11/07/2017,07/13/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z32_07142017141736_2259686,No
2314356,"Hyundai IT Co., LTD",HYUNDAI,D65XMX,D65XMX,,Signage Display,TFT LCD,LED,,8.3,64.5,1779.11,None,None,None,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2,Other",Ac power supply,104.95,148.8,0.27,0.5,0.22,,,,,500,None,1100,,,03/21/2018,03/22/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_D65XMX_03262018171108_8036846,No
2314360,"Hyundai IT Co., LTD",HYUNDAI,D75UMX,D75UMX,,Signage Display,TFT LCD,LED,,8.3,74.5,2366.09,None,None,None,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2,Other",Ac power supply,147.88,156.1,0.26,0.5,0.23,,,,,410,None,1200,,,03/22/2018,03/23/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_D75UMX_03262018172135_2361407,No
2314361,"Hyundai IT Co., LTD",HYUNDAI,D86XMX,D86XMX,,Signage Display,TFT LCD,LED,,8.3,74.6,3131.06,None,None,None,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2,Other",Ac power supply,161.77,185.6,0.31,0.5,0.25,,,,,498,None,1200,,,03/23/2018,03/23/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_D86XMX_03262018172623_5573561,No
2271943,"Hyundai IT Co., LTD",HYUNDAI,P227D,P227D*,,Monitor,TN LCD,LED,1920 x 1080,2.1,21.5,197.68,None,None,None,"DVI,VGA,Other",Ac power supply,13.02,,0.34,,0.23,,,48.26,50.6,250,None,1000,,,07/01/2016,07/07/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_P227D_07072016142743_8205584,No
2271944,"Hyundai IT Co., LTD",HYUNDAI,P227DP,P227DP*,,Monitor,TN LCD,LED,1920 x 1080,2.1,21.5,197.68,None,None,None,"DVI,VGA,Other",Ac power supply,13.38,,0.25,,0.22,,,48.26,50.6,250,None,1000,,,07/01/2016,07/07/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_P227DP_07072016143029_2992470,No
2271945,"Hyundai IT Co., LTD",HYUNDAI,P247D,P247D*,,Monitor,TN LCD,LED,1920 x 1080,2.1,24,244.84,None,None,None,"DVI,VGA,Other",Ac power supply,13.32,,0.27,,0.14,,,48.55,54.7,250,None,1000,,,07/01/2016,07/07/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_P247D_07072016143302_1828513,Yes
2275583,"Hyundai IT Co., LTD",HYUNDAI,P247DP,P247DP,",P247DS, P247DL, P247DT,",Monitor,TN LCD,LED,1920 x 1080,2.1,24,244.84,None,None,None,"DVI,VGA,Other",Ac power supply,14.32,,0.25,,0.22,,,48.26,54.68,250,None,1000,,,09/01/2016,08/09/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_P247DP_08182016091102_6274090,No
2275584,"Hyundai IT Co., LTD",HYUNDAI,P277DP,P277DPT,",P227DP,; ,P227DPL,; ,P227DPS,",Monitor,TN LCD,LED,1920 x 1080,2.1,27,311.37,None,None,None,"DVI,VGA,Other",Ac power supply,15.12,,0.24,,0.21,,,48.26,63.99,250,None,1000,,,09/01/2016,08/09/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_P277DPT_08182016091644_9849943,Yes
2308737,"Hyundai IT Co., LTD",HYUNDAI,P278DP,P278DPL,",P278DP,; ,P278DPQ,; ,P278DPS,",Monitor,TN LCD,LED,,8.3,26.9,309.87,None,None,None,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2,DVI,Other",Ac power supply,29.59,,0.35,,0.32,,,,101.8,300,None,1000,,,02/01/2018,01/03/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_P278DPL_01052018123949_8831021,No
2288194,"Hyundai IT Co., LTD",HYUNDAI,P278DQ,P278DQ,",P278DS, P278DL,",Monitor,TN LCD,LED,2560 x 1440,3.7,27,310.5,None,None,None,"DisplayPort 1.2,DVI,VGA,Other",Ac power supply,18.89,,0.47,,0.43,,,64.17,81.36,250,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,645,1257,02/14/2017,01/10/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_P278DQ_01102017154026_3786099,No
2334744,"Hyundai IT Co., LTD",HYUNDAI,R227DP,R227DP,",R227DPS, R227DPL, R227DPT, R227DPN, R227DPM,",Monitor,TN LCD,LED,,2.1,21.5,197.6,None,None,None,"DisplayPort 1.2,VGA,Other",Ac power supply,12.71,,0.22,,0.38,,,,50.59,250,None,3000,,,04/01/2019,03/13/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_R227DP_03142019140401_7320401,Yes
2334745,"Hyundai IT Co., LTD",HYUNDAI,R247DP,R247DP,",R247DPS, R247DPL, R247DPT, R247DPN, R247DPM,",Monitor,TN LCD,LED,,2.1,23.6,236.92,None,None,None,"DisplayPort 1.2,VGA,Other",Ac power supply,14.27,,0.23,,0.23,,,,53.09,250,None,3000,,,04/01/2019,03/13/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_R247DP_03142019140817_3937377,No
2334746,"Hyundai IT Co., LTD",HYUNDAI,R329DP,R329DP,",R329DPT, R329DPM,",Monitor,TN LCD,LED,,8.3,31.4,421.19,None,None,None,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2,USB 2.0,Other",Ac power supply,32.6,,0.2,,0.16,,,,124.08,250,None,2500,,,04/01/2019,03/13/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_R329DP_03142019141409_3590090,No
2292151,IGL Industries,VERSUS,215LD,215LD,,Monitor,TN LCD,LED,1920 x 1080,2.1,21.5,197.52,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,VGA,Other",Ac power supply,13.37,,0.27,,0.24,,,42.53,50.6,220,None,1000,,,03/20/2017,03/07/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1124007_215LD_03092017124537_6107922,No
2335095,InFocus Corporation,Infocus,D107,D107,"INF65C4ULC,INF65C4ULC,; INF65MC02,INF65MC02,; INF65MC32,INF65MC32,; INF65ML02,INF65ML02,; INF65MU02,INF65MU02,",Signage Display,IPS LCD,LED,,8.3,64.5,1777.67,"User Adjustable Backlight,Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"HDMI 2.0,DisplayPort 1.2,USB 2.0,VGA,Other,USB 3.0",Ac power supply,119.95,,0.31,,0,,,369.53,160.8,350,None,1000,,,04/01/2019,03/22/2019,"United States, Canada",ES_1111027_D107_03222019142818_2777417,No
2335535,InFocus Corporation,Infocus,D109,D109,"INF86C4ULC,INF86C4ULC,; INF86MC02,INF86MC02,; INF86MC32,INF86MC32,; INF86ML02,INF86ML02,; INF86MU02,INF86MU02,",Signage Display,IPS LCD,LED,,8.3,21.5,198,"User Adjustable Backlight,Touch Screen,Built-In Speakers",None,None,"HDMI 1.4,HDMI 2.0,USB 2.0,VGA,Other,HDMI 2.a,USB 3.0",Ac power supply,159.89,,0,,0.01,,,491.93,102.4,350,None,1000,,,04/01/2019,03/27/2019,United States,ES_1111027_D109_04012019122706_6428723,No
2274614,Ingram Micro Inc.,AOC,L238DPH-2NS,L238DPH,"L238E-2N, L238E-2EU, L238E-2K, L238DPH-NS-BU, L238DPH-2NH, L238DPH-2EUH, L238DPH-2KH,L238E,",Monitor,TN LCD,LED,,2.1,23.8,242.04,None,None,None,"HDMI 1.4,DisplayPort 1.2,DVI,VGA",Ac power supply,13.59,,0.21,0.5,0.13,,,42.87,54.1,250,None,1000,,,08/01/2016,02/27/2019,United States,ES_1137292_L238DPH_08112016111527_8653303,Yes
2274612,Ingram Micro Inc.,INGRAM MICRO,L185V-2N,L185V,,Monitor,TN LCD,LED,1366 x 768,1,18.5,146.21,None,None,None,VGA,Ac power supply,10.24,,0.26,0.5,0.24,,,32.9,34.9,121,None,1000,,,08/01/2016,08/09/2016,United States,ES_1137292_L185V_08112016111319_8128267,No
2274610,Ingram Micro Inc.,INGRAM MICRO,L215DS-2N,L215DS,,Monitor,TN LCD,LED,1920 x 1080,2.1,21.5,197.52,None,None,None,"DVI,VGA",Ac power supply,10.81,,0.22,0.5,0.18,,,34.38,50.6,201.8,None,1000,,,08/01/2016,08/09/2016,United States,ES_1137292_L215DS_08112016110834_9941679,Yes
2295681,Ingram Micro Inc.,INGRAM MICRO,L215IPS-2E,L215IPS,"L215IPS-2N,,",Monitor,TN LCD,LED,1920 x 1080,2.1,21.5,197.52,None,None,None,"HDMI 1.4,VGA",Ac power supply,14.2,,0.15,0.5,0.14,,,44.39,50.6,247.2,None,1000,,,04/14/2017,05/08/2017,United States,ES_1137292_L215IPS_05092017143640_1793592,No
2296944,Ingram Micro Inc.,INGRAM MICRO,L236VA-2N,L236VA,"L236VA-2E,,",Monitor,TN LCD,LED,,2.1,23.6,237.99,None,None,None,"HDMI 1.4,VGA",Ac power supply,13.14,,0.13,0.5,0.11,,,41.05,53.3,276.4,None,1000,,,06/01/2017,05/31/2017,United States,ES_1137292_L236VA_06022017110438_8266735,Yes
2296715,Ingram Micro Inc.,INGRAM MICRO,L27ADS-2N,L27ADS,"L27ADS-2E,,",Monitor,TN LCD,LED,,2.1,27,311.5,None,None,None,"HDMI 1.4,DVI,VGA",Ac power supply,15.71,,0.16,0.5,0.14,,,49.06,64,377.6,None,1000,,,06/01/2017,05/26/2017,United States,ES_1137292_L27ADS_05302017095852_1438596,Yes
2309819,Ingram Micro Inc.,INGRAM MICRO,L27HAS2K-2E,L27HAS2K,"L27HAS2K-2N,,",Monitor,TFT LCD,LED,,3.7,27,311.5,None,None,None,"HDMI 1.4,DisplayPort 1.2",Ac power supply,23.47,,0.2,,0.14,,,73.1,73.9,300,None,1000,,,01/26/2018,01/31/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1137292_L27HAS2K_01312018154529_5655148,No
2297642,Ingram Micro Inc.,INGRAM MICRO,L28TN4K-2E,L28TN4K,"L28TN4K-2N,,",Monitor,TN LCD,LED,,8.3,28,335,None,None,None,"DisplayPort 1.2,VGA,Other",Ac power supply,29.41,,0.33,0.5,0.28,,,92.07,106.8,265.1,None,1000,,,06/19/2017,06/15/2017,United States,ES_1137292_L28TN4K_06162017133226_5909070,No
2324321,Ingram Micro Inc.,V7,L215ADS-2N,L215ADS,"L215ADS-2E,,",Monitor,TFT LCD,LED,,2.1,21.5,197.52,None,None,None,"HDMI 1.4,VGA",Ac power supply,11.77,,0.29,,0.2,,,37.74,50.6,250,None,1000,,,08/16/2018,08/10/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1137292_L215ADS_08142018135832_1067807,Yes
2333763,Ingram Micro Inc.,V7,L215E-2N,L215E,"L215E-2EU, L215E-2K,,",Monitor,TFT LCD,LED,,2.1,21.5,197.52,None,None,None,"DVI,VGA",Ac power supply,11.56,,0.15,,0.13,,,36.3,50.6,270.6,None,1000,,,01/03/2019,02/13/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1137292_L215E_02192019104904_9473171,Yes
2331689,Ingram Micro Inc.,V7,L236E-3N,L236E-3N,"L236E-3EU,L236E-3EU,; L236E-3K,L236E-3K,; ND-23.6,ND-23.6,",Monitor,TFT LCD,LED,,2.1,23.6,236.92,None,None,None,"DVI,VGA",Ac power supply,15.38,,0.26,,0.19,,,48.61,53.1,250,None,1000,,,12/30/2018,12/18/2018,United States,ES_1137292_L236E-3N_12192018113731_7448332,No
2331688,Ingram Micro Inc.,V7,L270E-3N,L270E-3N,"L270E-3EU,L270E-3EU,; L270E-3K,L270E-3K,; ND-27,ND-27,",Monitor,TFT LCD,LED,,2.1,27,310.46,None,None,None,"HDMI 1.4,VGA,Other",Ac power supply,16.73,,0.26,,0.2,,,52.77,63.8,250,None,1000,,,12/30/2018,12/18/2018,United States,ES_1137292_L270E-3N_12192018113334_6842358,No
2298639,JANUS LTDA,Janus,19.5 inch LED Monitor,2015LE,",M2085A,",Monitor,TFT LCD,LED,,1.4,19.5,162.71,Built-In Speakers,None,None,"HDMI 1.4,VGA,DVI",Ac power supply,20.84,,0.43,,0.28,,,66.34,42.5,300,None,170,,,05/19/2016,06/27/2017,"United States, Canada",ES_1131091_M2085A_06282017082718_9320049,No
2298695,JANUS LTDA,Janus,23.8 inch LED Monitor,2413LE,",M2488B,",Monitor,TFT LCD,LED,,2.1,23.8,242.18,Built-In Speakers,None,None,"HDMI 1.4,VGA,DVI",Ac power supply,15.1,,0.34,,0.28,,,48.23,54.1,350,None,170,,,05/19/2016,06/27/2017,"United States, Canada",ES_1131091_M2488B_06292017124016_5369092,No
2297261,JANUS LTDA,Janus,J2213LE,J2213LE,,Monitor,TFT LCD,LED,1920 x 1080,2.1,21.5,198.1,Built-In Speakers,Built-In Speakers,None,"DVI,VGA,Other",Ac power supply,15.2,,0.4,,0.3,,,48.7,50.6,262,None,800,,,04/13/2017,06/05/2017,"United States, Switzerland, Taiwan, Canada",ES_1131091_J2213LE_20175107103610_2138065,No
2322178,JANUS LTDA,Janus,J2235DH,J2235DH,"M2235A,M2235A,",Monitor,TFT LCD,LED,,2.1,21.5,198.2,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,VGA,DVI",Ac power supply,15.4,,0.3,,0.3,,,48.9,50.6,182,None,4000,,,04/13/2017,06/19/2018,"United States, Taiwan, Canada",ES_1131091_J2235DH_20186103131034_1171168,No
2322813,JANUS LTDA,Janus,J3244CGH,J3244CGH,,Monitor,TFT LCD,LED,,2.1,31.5,425.28,"Curved Screen,Built-In Speakers",Built-In Speakers,None,"HDMI 2.0,DisplayPort 1.3",Ac power supply,26.3,,0.37,,0.34,,,82.74,86.8,140,None,3000,,,05/19/2016,07/12/2018,United States,ES_1131091_J3244CGH_07162018124357_3384961,No
2281203,Lenovo Group Limited,Lenovo,T22i-10,A16215FT0,"P22i-10,,",Monitor,TN LCD,LED,1920 x 1080,2.1,21.5,197.52,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 3.0",Ac power supply,13.42,,0.33,,0.13,,,43.02,50.6,250,None,1000,,,10/15/2016,10/12/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1037540_A16215FT0_10122016151621_4408475,No
2292152,Lenovo Group Limited,Lenovo,T24d-10,A16240WT0,",P24d-10,",Monitor,TN LCD,LED,1920 x 1200,2.3,24.1,258.88,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 3.0",Ac power supply,14.7,,0.45,,0.1,,,47.63,58.9,300,None,1000,,,03/15/2017,03/07/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1037540_A16240WT0_03092017125942_5438580,No
