ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Display Type,Panel Technology,Backlight Technology,Native Resolution (pixels),Total Native Resolution (megapixels),Screen Size (inches),Screen Area (square inches),Model Features,Features Enabled in Default On Mode,Features Enabled in Default Sleep Mode,Signal or Data Interfaces,Power Source,On Mode Power (watts),Maximum On Mode Power Limit for Signage Certification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power Limit for Signage Certification (watts),Off Mode Power (watts),On Mode Power at 12 Lux at 115 Volts (W),On Mode Power at 300 Lux (watts),Monitor Total Energy Consumption at 115 Volts (kWh/yr),Maximum Total Energy Consumption Limit for Monitor Certification (kWh/yr),Maximum Luminance (candelas per square meter),Enhanced-Performance Display?,Display Contrast Ratio  at 0 deg. Horiz. Viewing Angle,Reported Contrast Ratio at -85 Degrees (Left) Horizontal Viewing Angle,Reported Contrast Ratio at +85 Degrees (Right) Horizontal Viewing Angle,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets Most Efficient 2019 Criteria
2333169,Acer Incorporated,Acer,"""1.) V206HQL Bb_q, V206HQL Bbd_q, V206HQL Bbm_q, V206HQL Bbmd_q, V206HQL BRbf_q, V206HQL BTbf_q; 2.) K202HQL Ab_q, K202HQL Abd_q, K202HQL Abm_q, K202HQL Bb_q; 3.) F206HQL CRb_q, F206HQL CTb_q; 4.) P209HQL Bb_q; 5.) VA200HQ b_q""",1.) V206HQL; 2.) K202HQL; 3.) F206HQL; 4.) P209HQL; 5.) VA200HQ,,Monitor,TN LCD,LED,768  x 1366,1,19.4,158.62,None,None,None,"DVI,Other",Ac power supply,10.53,,0.29,,0.13,,,,39.2,200,EPD I (32.9% CIE LUV/99% sRGB area or greater),600,,,12/15/2015,04/11/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_V206HQL_02072019085935_3332045,No
2293843,Acer Incorporated,Acer,B196HQL_v,B196HQL,,Monitor,TN LCD,LED,1366 x 768,1,18.5,146.35,None,None,None,"DVI,VGA",Ac power supply,9.9,,0.16,,0.12,,,31.26,35,250,None,1000,,,04/14/2017,04/08/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B196HQL_04062017120505_7530328,No
2257791,Acer Incorporated,Acer,B196L_q,B196L,,Monitor,TN LCD,LED,1280 x 1024,1.3,19,175.61,None,None,None,"DVI,VGA",Ac power supply,11.73,,0.33,,0.15,,,37.86,44.4,250,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,,,03/01/2016,02/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B196L_02032016131638_7752567,No
2274751,Acer Incorporated,Acer,B196L A_q,B196L,,Monitor,IPS LCD,LED,1280 x 1024,1.3,19,175.61,None,None,None,"DVI,VGA",Ac power supply,13.17,,0.34,,0.15,,,42.29,44.41,250,None,500,,,01/01/2016,08/12/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B196L_08122016125032_7898152,No
2333023,Acer Incorporated,Acer,B196L A_q,B196L,,Monitor,IPS LCD,LED,1280  x 1024,1.3,18.9,174.17,None,None,None,"DisplayPort 1.2,DVI,Other",Ac power supply,11.1,,0.99,,0.08,,,39.65,44.1,250,None,1000,,,10/15/2016,10/20/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B196L_12212018152456I43_7349927,No
2263483,Acer Incorporated,Acer,B206WQL_r,B206WQL,"V206WQL_r,V206WQL,",Monitor,IPS LCD,LED,1440 x 900,1.3,19.4,170.22,"User Adjustable Backlight,Built-In Speakers",Built-In Speakers,None,"XGA,DVI,VGA,Other,SVGA",Ac power supply,9.95,,0.24,,0.16,,,31.9,43.2,300,None,1000,,,04/01/2015,03/30/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B206WQL_03312016093420_6860031,Yes
2268322,Acer Incorporated,Acer,B226HQL_v,B226HQL,,Monitor,TN LCD,LED,1920 x 1080,2.1,21.5,198.08,None,None,None,"DVI,VGA",Ac power supply,16.1,,0.16,,0.11,,,50.28,50.6,220,None,1000,,,01/01/2017,05/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B226HQL_05192016163155_9200708,No
2273788,Acer Incorporated,Acer,B226HQL_q,B226HQL,,Monitor,TN LCD,LED,1920  x 1080,2.1,21.5,198.08,None,None,None,"HDMI 1.4,DVI,VGA",Ac power supply,14.42,,0.97,,0.11,,,49.71,50.6,200,None,500,180,180,01/01/2016,06/21/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B226HQL_07222016131936_1417789,No
2331763,Acer Incorporated,Acer,B226HQL ymdprz_q,B226HQL,,Monitor,TN LCD,LED,1080  x 1920,2.1,21.5,198.08,None,None,None,"DisplayPort 1.2,DVI,Other,USB 3.0",Ac power supply,13.83,,0.97,,0.19,,,,50.6,200,None,500,,,01/01/2016,09/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B226HQL_12172018112714_5180972,No
2306481,Acer Incorporated,Acer,B227Q_v,B227Q,"V227Q_v,V227Q,",Monitor,IPS LCD,LED,,2.1,21.5,197.6,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 3.0",Ac power supply,12.83,,0.25,,0.14,,,40.76,50.6,250,None,1000,,,11/17/2017,11/14/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B227Q_11082017101418_8357812,No
2265247,Acer Incorporated,Acer,B246HL_v,B246HL,"CB241H_v,CB241H,; K242HL_v,K242HL,; KA240H_v,KA240H,; KA241_v,KA241,; KG240_v,KG240,; V246HL_v,V246HL,; VA240H_v,VA240H,",Monitor,TN LCD,LED,1920 x 1080,2,24,246.62,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,VGA,DVI",Ac power supply,17.18,,0.26,,0.2,,,54.15,54.9,250,None,1000,,,01/01/2017,04/25/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B246HL_04152016160802_605737,No
2269118,Acer Incorporated,Acer,B246HQL_v,B246HQL,"V246HQL_v, K242HQL_v, KA240HQ_v, VA240HQ_v,V246HQL, K242HQL, KA240HQ , VA240HQ,",Monitor,TN LCD,LED,1920 x 1080,2.1,23.5,235.98,None,None,None,"DisplayPort 1.2,VGA,DVI",Ac power supply,16.7,,0.25,,0.18,,,52.63,52.9,250,None,1000,,,05/26/2016,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B246HQL V246HQL K242HQL_06082016140646_6142117,No
2274356,Acer Incorporated,Acer,B246HYL_v,B246HYL,"V246HYL_v, K242HYL_v, KN242HYL_v, KA240HY_v,CB241HY_v,V246HYL, K242HYL, KN242HYL, KA240HY, CB241HY,",Monitor,TN LCD,LED,,2.1,23.8,242.04,None,None,None,"HDMI 1.4,VGA,DVI",Ac power supply,16.62,,0.23,,0.15,,,52.27,54.1,250,None,1000,,,08/07/2017,11/28/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B246HYL_08082016100548_5858062,No
2279029,Acer Incorporated,Acer,B246HYL_r,B246HYL,,Monitor,IPS LCD,LED,1920 x 1080,2.1,23.8,242.18,"User Adjustable Backlight,Built-In Speakers",Built-In Speakers,None,"XGA,DisplayPort 1.2,DVI,VGA,Other,SVGA",Ac power supply,12.5,,0.16,,0.08,,,39.23,54.15,250,None,1000,,,10/20/2016,09/13/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B246HYL_09132016113037_6237306,Yes
2333170,Acer Incorporated,Acer,B246HYL_q,B246HYL,,Monitor,IPS LCD,LED,2560   x 1440,3.7,23.8,242.01,None,None,None,"DisplayPort 1.2,USB 2.0",Ac power supply,11.83,,1,,0.2,,,,70.21,250,EPD I (32.9% CIE LUV/99% sRGB area or greater),500,60,60,08/31/2016,08/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B246HYL_02072019091547_8417975,Yes
2331571,Acer Incorporated,Acer,"B246HYL, Y246HYL","B246HYL_x, V246HYL_x",,Monitor,TN LCD,LED,1080  x 1920,2.1,23.8,242.15,None,None,None,"HDMI 1.4,DisplayPort 1.2,DVI,VGA",Ac power supply,15.42,,0.37,,0.35,,,,54.14,250,None,500,,,01/01/2016,08/23/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B246HYL_x_12172018114403_4090015,No
2262221,Acer Incorporated,Acer,B246WL_r,B246WL,"V246WL_r,V246WL,",Monitor,IPS LCD,LED,1920 x 1200,2.3,24.1,260.34,"User Adjustable Backlight,Built-In Speakers",Built-In Speakers,None,"XGA,DisplayPort 1.2,DVI,VGA,Other,USB 3.0",Ac power supply,14.54,,0.42,,0.23,,,46.99,59.2,330,None,1000,,,09/30/2014,03/07/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B246WL_03112016023531_3731249,No
2285535,Acer Incorporated,Acer,B246WL_v,B246WL,,Monitor,TFT LCD,LED,1920 x 1200,2.3,24,260.34,Built-In Speakers,Built-In Speakers,None,"DisplayPort 1.2,DVI,VGA,USB 3.0",Ac power supply,16.08,,0.26,,0.2,,,50.79,59.2,300,None,1000,,,12/16/2016,12/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B246WL_12052016133145_3734552,No
2306191,Acer Incorporated,Acer,B247Y_v,B247Y,"V247Y_v,V247Y,",Monitor,TFT LCD,LED,,2.1,23.8,242.18,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 3.0",Ac power supply,14.88,,0.25,,0.14,,,47.06,54.1,250,None,1000,,,11/03/2017,11/09/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B247Y_11062017150347_9749719,No
2325459,Acer Incorporated,Acer,B247Y_r,B247Y,"V247Y_r,V247Y,; VG240Y_r,VG240Y,",Monitor,TN LCD,LED,,2.1,23.8,242.04,None,None,None,"HDMI 1.4,DisplayPort 1.2",Ac power supply,15.23,,0.16,,0.11,,,47.61,54.12,250,None,1000,,,09/14/2018,09/05/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B247Y_09062018113852_8920971,No
2319259,Acer Incorporated,Acer,B247YU_v,B247YU,"V247YU_v,V247YU,",Monitor,TFT LCD,LED,,3.7,23.8,242.01,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,DisplayPort 1.2",Ac power supply,19.43,,0.35,,0.27,,,61.57,64,300,None,1000,,,04/20/2018,04/26/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B247YU_04202018193529_1034814,No
2306482,Acer Incorporated,Acer,B257Q_v,B257Q,"V257Q_v,V257Q,",Monitor,TN LCD,LED,,2.1,24.5,255.05,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 3.0",Ac power supply,14.37,,0.21,,0.16,,,42.25,56.7,250,None,1000,,,11/08/2017,11/14/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B257Q_11082017105014_9918023,No
2292645,Acer Incorporated,Acer,B276HK_q,B276HK,,Monitor,IPS LCD,LED,3840  x 2160,8.3,26.9,309.87,None,None,None,"HDMI 1.4,DisplayPort 1.2,DVI,Other",Ac power supply,27.38,,0.57,,0.11,,,,109.5,300,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,60,60,01/21/2017,02/08/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101__02072017112453I59_7349927,No
2270669,Acer Incorporated,Acer,B276HL_v,B276HL,"K272HL_v,K272HL,; V276HL_v,V276HL,",Monitor,TFT LCD,LED,1920 x 1080,2.1,27,311.67,None,None,None,"DisplayPort 1.2,VGA,DVI,Other",Ac power supply,19.61,,0.41,,0.31,,,62.47,64,250,None,1000,,,01/01/2017,06/23/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B276HL_06172016165605_1899377,No
2331843,Acer Incorporated,Acer,B276HL_q,B276HL,,Monitor,TN LCD,LED,1080  x 1920,2.1,27,311.37,None,None,None,"DisplayPort 1.2,DVI,Other,USB 3.0",Ac power supply,18.77,,0.97,,0.2,,,63.07,64,300,None,500,180,180,01/01/2016,06/30/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B276HL_12192018141743_2847116,No
2301023,Acer Incorporated,Acer,B276HUL_v,B276HUL,"K272HUL_v,K272HUL,",Monitor,IPS LCD,LED,,3.7,27,310.47,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,DisplayPort 1.2,DVI",Ac power supply,24.7,,0.43,,0.36,,,78.17,81.4,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,60,60,02/15/2012,07/26/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B276HUL_07132017090359_8809930,No
2331844,Acer Incorporated,Acer,B276HUL_q;B276HUL Eymiipurzx_q;B276HUL Fymiipurzx_q,B276HUL,,Monitor,IPS LCD,LED,1440  x 2560,3.7,27,310.47,None,None,None,"HDMI 1.4,DisplayPort 1.2,DVI,Other,USB 3.0",Ac power supply,23.98,,0.42,,0.28,,,75.89,106.9,300,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,60,60,01/01/2016,09/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B276HUL_12192018143820_9672906,No
2306173,Acer Incorporated,Acer,B277_v,B277,"V277_v,V277,",Monitor,IPS LCD,LED,,2.1,27,311.67,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 3.0",Ac power supply,15.75,,0.29,,0.25,,,49.94,64,250,None,1000,,,11/03/2017,11/09/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B277_11062017141459_6450616,Yes
2306762,Acer Incorporated,Acer,B277_q,B277,,Monitor,IPS LCD,LED,1920 x 1080,2.1,27,311.67,None,None,None,"HDMI 1.4,DisplayPort 1.2",Ac power supply,14.05,,0.28,,0.17,,,,64,250,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,,,09/30/2017,10/17/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B277 _10172017181957_1224643,Yes
2327233,Acer Incorporated,Acer,B277_r,B277,"V277_r,V277,; VG270_r,VG270,",Monitor,TN LCD,LED,,2.1,27,311.5,None,None,None,"HDMI 1.4,DisplayPort 1.2",Ac power supply,19.86,,0.2,,0.11,,,61.8,64,278,None,1000,,,10/15/2018,10/09/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B277_10102018115739_2640363,No
2309716,Acer Incorporated,Acer,B277K_v,B277K,"V277K_v,V277K,",Monitor,TFT LCD,LED,,8.3,27,309.87,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,DisplayPort 1.2,USB 3.0",Ac power supply,29.76,,0.29,,0.19,,,92.89,101.82,300,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,,,01/31/2018,01/29/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B277K_01242018152647_1668207,No
2309623,Acer Incorporated,Acer,B227U_q,B277U,,Monitor,IPS LCD,LED,2560 x 1440,3.7,27,310.47,None,None,None,"HDMI 1.4,DisplayPort 1.2",Ac power supply,19.92,,0.27,,0.15,,,,81.4,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,60,60,01/31/2018,01/25/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B277U_01252018141623_3005398,No
2309631,Acer Incorporated,Acer,B227U_q,B277U,,Monitor,IPS LCD,LED,2560 x 1440,3.7,27,310.47,None,None,None,"HDMI 1.4,DisplayPort 1.2",Ac power supply,19.92,,0.27,,0.15,,,,81.4,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,60,60,01/31/2018,01/25/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B277U_01252018141623_3005396,No
2318405,Acer Incorporated,Acer,B277U_v,B277U,"V277U_v,V277U,",Monitor,IPS LCD,LED,,3.7,27,310.47,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,DisplayPort 1.2,USB 3.0",Ac power supply,23.09,,0.29,,0.18,,,72.43,81.36,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,60,60,01/31/2018,04/11/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B277U_03222018093840_5067102,No
2286928,Acer Incorporated,Acer,B286HK_v,B286HK,"CB280HK_v, CB281HK_v,CB280HK, CB281HK,",Monitor,TN LCD,LED,3840 x 2160,8.3,27.7,330.23,None,None,None,"HDMI 1.4,DisplayPort 1.2,DVI",Ac power supply,32.83,,0.38,,0.32,,,102.82,105.9,350,None,1000,,,01/01/2017,12/21/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B286HK_12222016230754_9693722,No
2269953,Acer Incorporated,Acer,B286HL_v,B286HL,,Monitor,TN LCD,LED,1920 x 1080,2.1,28,335,None,None,None,"HDMI 1.4,DVI,VGA",Ac power supply,19.64,,0.3,,0.24,,,61.92,68.7,300,None,1000,,,06/15/2016,06/14/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B286HL_06162016205744_1729143,No
2262284,Acer Incorporated,Acer,BE240Y_v,BE240Y,,Monitor,TN LCD,LED,1920 x 1080,2.1,23.8,242.04,None,None,None,"HDMI 1.4,DisplayPort 1.2,USB 3.0",Ac power supply,16.55,,0.36,,0.32,,,52.79,53.8,250,None,1000,,,02/03/2016,03/11/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_BE240Y_03112016145648_3469085,No
2296808,Acer Incorporated,Acer,BE270K_v,BE270K,,Monitor,IPS LCD,LED,3840 x 2160,8.3,27,310.47,Built-In Speakers,Built-In Speakers,None,"HDMI 2.0,DisplayPort 1.2,USB 3.0",Ac power supply,30.81,,0.38,,0.26,,,96.61,109.6,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1300,100,108,05/24/2017,05/31/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_BE270K_05242017150916_4723016,No
2266108,Acer Incorporated,Acer,BE270U_v,BE270U,,Monitor,TN LCD,LED,2560 x 1440,3.6,27,310.46,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,DisplayPort 1.2,USB 3.0",Ac power supply,25.55,,0.43,,0.39,,,80.78,81.3,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,80,101,01/01/2017,05/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_BE270U_04292016171533_5128900,No
2295558,Acer Incorporated,Acer,BE320QK_v,BE320QK,,Monitor,IPS LCD,LED,3840 x 2160,8.3,27.5,423.93,Built-In Speakers,Built-In Speakers,None,"HDMI 2.0,DisplayPort 1.2,USB 3.0",Ac power supply,39.52,,0.42,,0.31,,,123.54,135.7,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1300,85,85,04/10/2017,05/05/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_BE320QK_05022017110348_2262384,No
2324357,Acer Incorporated,Acer,BW237Q,BW237Q,"VW237Q,VW237Q,",Monitor,TN LCD,LED,,2.3,22.5,227.53,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA",Ac power supply,15.84,,0.34,,0.29,,,50.5,52.3,250,None,1000,,,08/14/2018,08/14/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_BW237Q_08152018123824_7393048,No
2257226,Acer Incorporated,Acer,BX320HK_q,BX320HK,"B326HK_q,B326HK,",Monitor,IPS LCD,LED,3840 x 2160,8.3,32,437.63,None,None,None,"HDMI 1.4,DisplayPort 1.2,DVI,Other",Ac power supply,37.53,,0.61,,0.18,,,118.55,138.9,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,60,60,01/01/2016,01/20/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_BX320HK_01222016140535_5582664,No
2261990,Acer Incorporated,Acer,CB240HYK_r,CB240HYK,"CB241HYK_r,CB241HYK,",Monitor,IPS LCD,LED,3840 x 2160,8.3,23.8,242.18,"User Adjustable Backlight,Built-In Speakers",Built-In Speakers,None,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2,DVI,Other",Ac power supply,25.13,,0.21,,0.11,,,78.23,92.3,350,None,1000,,,01/11/2016,03/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CB240HYK_03042016094414_4654040,No
2274355,Acer Incorporated,Acer,CB241HY_v,CB241HY,"CB240HY_v,CB240HY,",Monitor,TN LCD,LED,1920 x 1080,2.1,23.8,242.04,Built-In Speakers,None,None,"DisplayPort 1.2,VGA,DVI",Ac power supply,16.65,,0.27,,0.18,,,52.6,54.1,278,None,1000,,,06/30/2016,07/28/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CB241HY_08082016095851_4871411,No
2270671,Acer Incorporated,Acer,CB270HU_v,CB270HU,,Monitor,TFT LCD,LED,1920 x 1080,2.1,27,310.47,None,None,None,"VGA,DVI,Other",Ac power supply,19.81,,0.2,,0.14,,,61.86,63.8,380,None,1000,,,01/01/2019,06/23/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CB270HU_06222016101857_1377527,No
2304847,Acer Incorporated,Acer,CB271HK_q,CB271HK,,Monitor,IPS LCD,LED,3840 x 2160,8.3,26.9,309.84,None,None,None,"HDMI 1.4,DisplayPort 1.2,DVI",Ac power supply,26.98,,0.23,,0.11,,,,109.5,300,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,60,60,01/21/2017,01/04/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CB271HK_10112017142716_3691197,No
2295382,Acer Incorporated,Acer,CB271HU_v,CB271HU,,Monitor,TFT LCD,LED,2560 x 1440,3.7,27,310.47,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,DisplayPort 1.2,DVI",Ac power supply,25.46,,0.44,,0.34,,,80.55,81.3,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,60,60,05/05/2017,04/28/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CB271HU_04252017162727_4007837,No
2268946,Acer Incorporated,Acer,CZ320Q_v,CZ320Q,,Monitor,IPS LCD,LED,1920 x 1080,2.1,31.5,423.99,None,None,None,"DisplayPort 1.2,VGA,Other",Ac power supply,25.67,,0.28,,0.24,,,80.3,86.5,300,None,1000,,,06/01/2016,05/31/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CZ320Q_06032016120851_8692003,No
2329604,Acer Incorporated,Acer,LCD Monitor,EI491CR,"LCD Monitor,XX49YYYYYY,",Monitor,VA LCD,LED,,4.2,49,624.51,"Curved Screen,Built-In Speakers",Built-In Speakers,None,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2",Ac power supply,35.54,,0.21,,0.17,,,110.13,114.4,587,None,3000,,,11/20/2018,11/07/2018,"United States, Canada",ES_20101_EI491CR_11142018015231_6713947,No
2265195,Acer Incorporated,Acer,G206HQL_r,G206GQL,"S200HQL_r,S200HQL,",Monitor,VA LCD,LED,1920 x 1080,2.1,19.5,160.89,"User Adjustable Backlight,Built-In Speakers",Built-In Speakers,None,"XGA,DVI,VGA,Other,SVGA",Ac power supply,11.99,,0.1,,0.09,,,37.35,46,250,None,3000,,,06/20/2016,04/22/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_G206GQL_04252016121533_6533675,No
2266436,Acer Incorporated,Acer,G206HQL_v,G206HQL,"S200HQL_v,S200HQL,",Monitor,TN LCD,LED,1366 x 768,1,19.5,158.62,None,None,None,"DVI,VGA",Ac power supply,12.21,,0.14,,0.14,,,38.26,39.2,200,None,600,,,01/01/2017,05/10/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_G206HQL_05062016094411_3792077,No
2268525,Acer Incorporated,Acer,G236HL_r,G236HL,"FHX2303L_r,FHX2303L,; S230HL_r,S230HL,",Monitor,IPS LCD,LED,1920 x 1080,2.1,23,226.05,"User Adjustable Backlight,Built-In Speakers",Built-In Speakers,None,"HDMI 1.4,XGA,DVI,VGA,Other,SVGA",Ac power supply,13.76,,0.16,,0.14,,,43.08,50.8,250,None,1000,,,06/14/2016,07/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_G236HL_06022016114202_7722130,No
2272831,Acer Incorporated,Acer,G246HYL_r,G246HYL,,Monitor,IPS LCD,LED,1920 x 1080,2.1,23.8,242.18,"User Adjustable Backlight,Built-In Speakers",Built-In Speakers,None,"HDMI 1.4,XGA,VGA,Other,SVGA",Ac power supply,13.83,,0.16,,0.16,,,43.35,54.1,250,None,1000,,,07/10/2016,07/21/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_G246HYL_07212016082553_9553346,Yes
2272432,Acer Incorporated,Acer,G257HU_r,G257HU,,Monitor,IPS LCD,LED,2560 x 1440,3.7,25,266.56,None,None,None,"HDMI 1.4,DisplayPort 1.2,DVI,Other",Ac power supply,21.43,,0.27,,0.26,,,67.24,68.91,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,,,07/01/2016,07/13/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_G257HU_07152016055712_2232778,No
2270687,Acer Incorporated,Acer,H236HL bmjd,H236HL,"H236HL bmid,H236HL,",Monitor,TFT LCD,LED,1920 x 1080,2.1,23,226.1,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,VGA,DVI",Ac power supply,15.77,,0.23,,0.18,,,49.66,50.8,275,None,1000,,,01/01/2017,06/23/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_H236HL_06222016111230_7820245,No
2270468,Acer Incorporated,Acer,H257HU_r,H257HU,,Monitor,IPS LCD,LED,2560 x 1440,3.7,25,226.59,"User Adjustable Backlight,Built-In Speakers",Built-In Speakers,None,"HDMI 1.4,DisplayPort 1.2,USB-3.1 C,USB 3.0",Ac power supply,22.21,,0.89,,0.37,,,73.14,75.9,350,EPD I (32.9% CIE LUV/99% sRGB area or greater),1000,60,60,07/01/2016,06/23/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_H257HU_06232016083115_0675712,No
2270688,Acer Incorporated,Acer,H276HL_v,H276HL,"G277HL_v,G277HL,",Monitor,TFT LCD,LED,1920 x 1080,2.1,27,311.7,Built-In Speakers,Built-In Speakers,None,"HDMI 1.4,VGA",Ac power supply,19.99,,0.3,,0.2,,,62.99,64,220,None,1000,,,01/01/2017,06/23/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_H276HL_06222016135752_8917962,No
2269757,Acer Incorporated,Acer,H277H_r,H277H,,Monitor,IPS LCD,LED,1920 x 1080,2.1,27,311.68,None,None,None,"HDMI 1.4,DVI,VGA,Other",Ac power supply,19.14,,0.21,,0.16,,,59.88,64.05,250,None,1000,,,07/01/2016,06/14/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_H277H_06152016083305_9585546,No
2257911,Acer Incorporated,Acer,H277HK_r,H277HK,,Monitor,IPS LCD,LED,3840 x 2160,8.3,27,310.47,"User Adjustable Backlight,Built-In Speakers",Built-In Speakers,None,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2,DVI,Other",Ac power supply,26.06,,0.22,,0.19,,,81.17,101.9,400,None,1300,,,02/28/2016,02/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_H277HK_02052016092905_4545783,No
