ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,Fuel Type,Vent Type,Storage Volume (gallons),Tank Height (in.),Height to Vent (in.),Tank Diameter (in.),Vent Size (in.),Vent Size 2 (in.),Max Heat Output (kBtu/hr),Input Rate  - Gas-fired (kBtu/hr),Thermal Efficiency (TE),Standby Loss (Btu/hr),Electric Input - Electric Heat Pump (kW),Coefficient of Performance (COPh),Optional Status and Messaging Features,Date Available On Market,Date Certified,Markets,CB Model Identifier
2324257,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-130,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,127.4,130,0.98,950,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE80SS-130_08102018195557_8404802
2324258,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-130A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,127.4,130,0.98,950,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE80SS-130A_08102018195600_4577554
2324259,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-160,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,155.2,160,0.97,980,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE80SU-160_08102018195828_4184258
2324260,"Lochinvar, LLC",Lochinvar,OUTDOOR ARMOR,"OA(N,L)151",,Gas Tankless,"Propane,Gas",Direct Vent,1,,,,3,,144,150,0.96,,,,,10/24/2012,08/10/2018,United States,"ES_1028919_OA(N,L)151_08102018201055_1837659"
2324261,"Lochinvar, LLC",Lochinvar,OUTDOOR ARMOR,"OA(N,L)200",,Gas Tankless,"Propane,Gas",Direct Vent,1,,,,3,,191.904,199.9,0.96,,,,,10/24/2012,08/10/2018,United States,"ES_1028919_OA(N,L)200_08102018201058_8326055"
2324262,"Lochinvar, LLC",Lochinvar,OUTDOOR ARMOR,"OA(N,L)286",,Gas Tankless,"Propane,Gas",Direct Vent,2,,,,4,,273.6,285,0.96,,,,,10/24/2012,08/10/2018,United States,"ES_1028919_OA(N,L)286_08102018201100_2546961"
2324263,"Lochinvar, LLC",Lochinvar,OUTDOOR ARMOR,"OA(N,L)400",,Gas Tankless,"Propane,Gas",Direct Vent,3,,,,4,,383.904,399.9,0.96,,,,,10/24/2012,08/10/2018,United States,"ES_1028919_OA(N,L)400_08102018201103_0496837"
2324264,"Lochinvar, LLC",Lochinvar,OUTDOOR ARMOR,"OA(N,L)501",,Gas Tankless,"Propane,Gas",Direct Vent,3,,,,4,,480,500,0.96,,,,,10/24/2012,08/10/2018,United States,"ES_1028919_OA(N,L)501_08102018201105_8098048"
2324265,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-130,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SU-130_08102018201241_0544129
2324266,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-130,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,03/09/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SU-130_08102018202115_6640407
2324269,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-160,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,155.2,160,0.97,1080,,,,03/09/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SU-160_08102018203148_1024449
2324270,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,155.2,160,0.97,1080,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SU-160A_08102018203151_0577508
2324271,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-160,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,155.2,160,0.97,1080,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SS-160_08102018203153_1766770
2324272,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,155.2,160,0.97,1080,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SS-160A_08102018203156_7731779
2324273,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,155.2,160,0.97,1080,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SU-160A_08102018203158_0872889
2324274,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-160,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,155.2,160,0.97,1080,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SS-160_08102018203201_0077284
2324275,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,155.2,160,0.97,1080,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SS-160A_08102018203203_5726648
2324276,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,155.2,160,0.97,1080,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SU-160A_08102018203206_2771453
2324277,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-160,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,155.2,160,0.97,1080,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SS-160_08102018203208_5356155
2324278,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,155.2,160,0.97,1080,,,,04/05/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SS-160A_08102018203210_7417469
2324279,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-130,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,03/09/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SU-130_08102018203554_4963039
2324280,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-130A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE100SU-130A_08102018203556_5072506
2324281,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-130,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE100SS-130_08102018203559_4833309
2324282,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-130A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE100SS-130A_08102018203601_9926266
2324283,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-130A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE100SU-130A_08102018203603_5367887
2324284,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-130,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE100SS-130_08102018203606_9065404
2324285,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-130A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE100SS-130A_08102018203608_0254667
2324286,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-130A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE100SU-130A_08102018203610_9076595
2324287,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-130,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE100SS-130_08102018203612_6362162
2324288,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-130A,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,126.1,130,0.97,1050,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE100SS-130A_08102018203615_1803784
2324289,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-200,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,194,200,0.97,1100,,,,03/20/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SU-200_08102018211612_2648183
2324290,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-250,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,240,250,0.96,1155,,,,03/20/2018,10/29/2018,"United States, Canada",ES_1045829_GHE100SU-250_08102018212026_7057661
2324291,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-250,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,240,250,0.96,1155,,,,03/20/2018,10/29/2018,"United States, Canada",ES_1045829_GHE100SU-250_08102018212150_1638602
2324292,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-160,,Gas Storage,"Propane,Gas",Power Direct Vent,100,61,73,23.9,3,,155.2,160,0.97,1080,,,,03/09/2018,12/11/2018,"United States, Canada",ES_1045829_GHE100SU-160_08102018212531_8693020
2324293,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SU-300,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SU-300_08102018212739_4731386
2324294,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SU-300A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SU-300A_08102018212742_7316088
2324295,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-300,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SS-300_08102018212744_7392535
2324296,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-300A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SS-300A_08102018212747_0741388
2324297,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SU-300A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SU-300A_08102018212749_2246295
2324298,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-300,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SS-300_08102018212752_7895659
2324299,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-300A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SS-300A_08102018212754_8005126
2324300,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-300A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SU-300A_08102018212757_4701267
2324301,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-300,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SS-300_08102018212759_3174531
2324302,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-300A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SS-300A_08102018212802_5235845
2324303,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SU-300,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,285,300,0.95,1105,,,,04/05/2018,12/12/2018,"United States, Canada",ES_1045829_GHE80SU-300_08102018213623_6234656
2324436,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SU-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,155.2,160,0.97,980,,,,04/05/2018,08/17/2018,"United States, Canada",ES_1045829_GHE80SU-160A_08172018190818_5579673
2324437,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-160,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,155.2,160,0.97,980,,,,04/05/2018,08/17/2018,"United States, Canada",ES_1045829_GHE80SS-160_08172018190824_3822813
2324438,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,155.2,160,0.97,980,,,,04/05/2018,08/17/2018,"United States, Canada",ES_1045829_GHE80SS-160A_08172018190827_2143183
2324439,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SU-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,155.2,160,0.97,980,,,,04/05/2018,08/17/2018,"United States, Canada",ES_1045829_GHE80SU-160A_08172018190830_1335605
2324440,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-160,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,155.2,160,0.97,980,,,,04/05/2018,08/17/2018,"United States, Canada",ES_1045829_GHE80SS-160_08172018190833_3559669
2324441,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,155.2,160,0.97,980,,,,04/05/2018,08/17/2018,"United States, Canada",ES_1045829_GHE80SS-160A_08172018190836_9579526
2324442,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,155.2,160,0.97,980,,,,04/05/2018,08/17/2018,"United States, Canada",ES_1045829_GHE80SU-160A_08172018190838_4802214
2324443,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-160,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,155.2,160,0.97,980,,,,04/05/2018,08/17/2018,"United States, Canada",ES_1045829_GHE80SS-160_08172018190841_1170737
2324444,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-160A,,Gas Storage,"Propane,Gas",Power Direct Vent,80,51,64,23.9,3,,155.2,160,0.97,980,,,,04/05/2018,08/17/2018,"United States, Canada",ES_1045829_GHE80SS-160A_08172018190844_5870036
2325638,"Lochinvar, LLC",Lochinvar,OUTDOOR ARMOR,"OA(N,L)601",,Gas Tankless,"Propane,Gas",Direct Vent,3,,,,4,,576,600,0.96,,,,,10/24/2012,12/12/2018,United States,"ES_1028919_OA(N,L)601_09072018193248_4026423"
2326634,"King Heating Products, Inc.",King Heating Products Inc.,Ecoking Ultimate Volume Water Heater,EK 299-DHW,,Gas Tankless,Gas,,0,,,,,,277394,295100,0.94,,,,,05/01/2018,06/14/2018,Canada,ES_1125479_EK 299-DHW_06152018163834_0714234
2326635,"King Heating Products, Inc.",King Heating Products Inc.,Ecoking Ultimate Volume Water Heater,EK 399-DHW,,Gas Tankless,Gas,,0,,,,,,372428,396200,0.94,,,,,05/01/2018,06/14/2018,Canada,ES_1125479_EK 399-DHW_06152018170239_2159081
2326636,"King Heating Products, Inc.",King Heating Products Inc.,Ecoking Ultimate Volume Water Heater,EK 499-DHW,,Gas Tankless,Gas,,0,,,,,,445560,474000,0.94,,,,,05/01/2018,06/14/2018,Canada,ES_1125479_EK 499-DHW_06152018170218_2138744
2327373,NY Thermal Inc.,Trinity,Trinity,LX200WH,,Gas Tankless,"Propane,Gas",Direct Vent,1,,,,3,,191.04,199,0.96,,,,,11/06/2014,10/11/2018,"United States, Canada",ES_1016238_LX200WH_10112018194810_5970378
2327374,NY Thermal Inc.,Trinity,Trinity,LX400WH,,Gas Tankless,"Propane,Gas",Direct Vent,2,,,,4,,383.04,399,0.96,,,,,11/06/2014,10/11/2018,"United States, Canada",ES_1016238_LX400WH_10112018194813_6603232
2327375,NY Thermal Inc.,Trinity,Trinity,LX500WH,,Gas Tankless,"Propane,Gas",Direct Vent,3,,,,4,,480,500,0.96,,,,,11/06/2014,10/11/2018,"United States, Canada",ES_1016238_LX500WH_10112018194815_1205822
2327376,NY Thermal Inc.,Trinity,Trinity,LX700WH,,Gas Tankless,Gas,Direct Vent,5,,,,6,,672,700,0.96,,,,,11/06/2014,10/11/2018,"United States, Canada",ES_1016238_LX700WH_10112018194817_6331798
2327377,NY Thermal Inc.,Trinity,Trinity,LX800WH,,Gas Tankless,Gas,Direct Vent,5,,,,6,,768,800,0.96,,,,,11/06/2014,10/11/2018,"United States, Canada",ES_1016238_LX800WH_10112018194819_7313317
2327390,NY Thermal Inc.,Trinity,Trinity,LX300WH,,Gas Tankless,"Propane,Gas",Direct Vent,2,,,,4,,264,275,0.96,,,,,11/06/2014,10/11/2018,"United States, Canada",ES_1016238_LX300WH_10112018200140_7265310
2327391,NY Thermal Inc.,Trinity,Trinity,LX600WH,,Gas Tankless,Gas,Direct Vent,4,,,,4,,576,600,0.96,,,,,11/06/2014,10/11/2018,"United States, Canada",ES_1016238_LX600WH_10112018200300_1059358
2327466,A.O. Smith Corporation,American,MTX-199-N-100,MTX-199-N-100,,Gas Storage,Gas,Power Direct Vent,119,69,61.3,24,4,3,191.04,199,0.96,1100,,,,07/18/2017,12/11/2018,"United States, Canada",ES_92897_MTX-199-N-100_10122018152610_3023530
2327467,A.O. Smith Corporation,State,STX-199-N-100,STX-199-N-100,,Gas Storage,Gas,Power Direct Vent,119,69,61.3,24,4,3,191.04,199,0.96,1100,,,,07/18/2017,10/12/2018,"United States, Canada",ES_92897_STX-199-N-100_10122018153717_4154550
2327468,"Lochinvar, LLC",Lochinvar,ARMOR X2,"AW(N,L)1500(PM)",,Gas Tankless,"Propane,Gas",Direct Vent,11,,,,6,,1440,1500,0.96,,,,,01/02/2012,10/12/2018,"United States, Canada","ES_1028919_AW(N,L)1500(PM)_10122018153813_9124912"
2327469,"Lochinvar, LLC",Lochinvar,OUTDOOR ARMOR,"OA(N,L)400",,Gas Tankless,"Propane,Gas",Direct Vent,3,,,,4,,383.904,399.9,0.96,,,,,10/24/2012,10/12/2018,United States,"ES_1028919_OA(N,L)400_10122018153859_6371840"
2327470,"Lochinvar, LLC",Lochinvar,ARMOR,"AW(N,L)400(PM)",,Gas Tankless,"Propane,Gas",Direct Vent,3,,,,4,,383.904,399.9,0.96,,,,,10/24/2012,10/12/2018,"United States, Canada","ES_1028919_AW(N,L)400(PM)_10122018153901_2021205"
2327471,NY Thermal Inc.,Trinity,Trinity,LX200WH,,Gas Tankless,"Propane,Gas",Direct Vent,1,,,,3,,191.04,199,0.96,,,,,11/06/2014,12/12/2018,"United States, Canada",ES_1016238_LX200WH_10122018154033_2753851
2327472,NY Thermal Inc.,Trinity,Trinity,LX400WH,,Gas Tankless,"Propane,Gas",Direct Vent,2,,,,4,,383.04,399,0.96,,,,,11/06/2014,12/12/2018,"United States, Canada",ES_1016238_LX400WH_10122018154036_5022909
2327473,NY Thermal Inc.,Trinity,Trinity,LX500WH,,Gas Tankless,"Propane,Gas",Direct Vent,3,,,,4,,480,500,0.96,,,,,11/06/2014,12/12/2018,"United States, Canada",ES_1016238_LX500WH_10122018154038_9559458
2327474,NY Thermal Inc.,Trinity,Trinity,LX700WH,,Gas Tankless,Gas,Direct Vent,5,,,,6,,672,700,0.96,,,,,11/06/2014,12/12/2018,"United States, Canada",ES_1016238_LX700WH_10122018154041_1272109
2327475,NY Thermal Inc.,Trinity,Trinity,LX800WH,,Gas Tankless,Gas,Direct Vent,5,,,,6,,768,800,0.96,,,,,11/06/2014,12/12/2018,"United States, Canada",ES_1016238_LX800WH_10122018154043_0476504
2327476,NY Thermal Inc.,Trinity,Trinity,LX300WH,,Gas Tankless,"Propane,Gas",Direct Vent,2,,,,4,,264,275,0.96,,,,,11/06/2014,12/12/2018,"United States, Canada",ES_1016238_LX300WH_10122018154154_5829885
2327477,A.O. Smith Corporation,State,STX-199-N-100,STX-199-N-100,,Gas Storage,Gas,Power Direct Vent,119,69,61.3,24,4,3,191.04,199,0.96,1100,,,,07/18/2017,12/11/2018,"United States, Canada",ES_92897_STX-199-N-100_10122018154251_0592504
2327478,A.O. Smith Corporation,A. O. Smith,ATX-199-N-100,ATX-199-N-100,,Gas Storage,Gas,Power Direct Vent,119,69,61.3,24,4,3,191.04,199,0.96,1100,,,,07/18/2017,12/11/2018,"United States, Canada",ES_92897_ATX-199-N-100_10122018155518_8464377
2327479,A.O. Smith Corporation,A. O. Smith,ATX-199-P-101,ATX-199-P-101,,Gas Storage,Propane,Power Direct Vent,119,69,61.3,24,4,3,191.04,199,0.96,1100,,,,07/18/2017,12/11/2018,"United States, Canada",ES_92897_ATX-199-P-101_10122018155521_3524315
2327480,A.O. Smith Corporation,American,MTX-199-P-101,MTX-199-P-101,,Gas Storage,Propane,Power Direct Vent,119,69,61.3,24,4,3,191.04,199,0.96,1100,,,,07/18/2017,12/11/2018,"United States, Canada",ES_92897_MTX-199-P-101_10122018155524_3252098
2327481,A.O. Smith Corporation,State,STX-199-P-101,STX-199-P-101,,Gas Storage,Propane,Power Direct Vent,119,69,61.3,24,4,3,191.04,199,0.96,1100,,,,07/18/2017,12/11/2018,"United States, Canada",ES_92897_STX-199-P-101_10122018155526_6393207
2327482,A.O. Smith Corporation,State,SUF 119 400 NEA 300,SUF 119 400NEA 300,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,379.905,399.9,0.95,1200,,,,05/09/2014,12/11/2018,United States,ES_92897_SUF 119 400NEA 300_10122018160446_6505734
2327483,A.O. Smith Corporation,State,SUF 119 400 NE 300,SUF 119 400NE 300,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,379.905,399.9,0.95,1200,,,,05/09/2014,12/11/2018,United States,ES_92897_SUF 119 400NE 300_10122018160609_4151337
2327484,A.O. Smith Corporation,American,AHCG3-119T-400-3N 300,AHCG3-119T400-3N 300,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,379.905,399.9,0.95,1200,,,,05/09/2014,12/11/2018,United States,ES_92897_AHCG3-119T400-3N 300_10122018160738_3204353
2327665,A.O. Smith Corporation,American,Polaris,PC 50 150 P 201,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,2,,142.5,150,0.95,750,,,,02/15/2017,12/10/2018,Canada,ES_92897_PC 50 150 P 201_10122018171419_0658237
2327666,A.O. Smith Corporation,American,Polaris,PC 50 199 P 201,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,3,,191.04,199,0.96,800,,,,02/15/2017,12/10/2018,Canada,ES_92897_PC 50 199 P 201_10122018171421_1116368
2327667,A.O. Smith Corporation,State,SUF 119 300NEA 300,SUF 119 300NEA 200,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,288,300,0.96,1200,,,,05/09/2014,12/13/2018,United States,ES_92897_SUF 119 300NEA 200_10122018171542_8990438
2327668,A.O. Smith Corporation,American,Polaris,PG10 34 130 2NV 200,,Gas Storage,Gas,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,United States,ES_92897_PG10 34 130 2NV 200_10122018171728_1786056
2327669,A.O. Smith Corporation,American,Polaris,PG10 34 130 2PV 201,,Gas Storage,Propane,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,United States,ES_92897_PG10 34 130 2PV 201_10122018171731_8166551
2327670,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 130 201,,Gas Storage,Propane,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_GSP 130 201_10122018171734_2354437
2327671,A.O. Smith Corporation,State,Polaris,GHX 34 130 P 201,,Gas Storage,Propane,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,United States,ES_92897_GHX 34 130 P 201_10122018171737_0446018
2327672,A.O. Smith Corporation,American,Polaris,PR 34 130 P 201,,Gas Storage,Propane,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,Canada,ES_92897_PR 34 130 P 201_10122018171740_2333391
2327673,A.O. Smith Corporation,American,Polaris,PGC3 34 130 2PV 201,,Gas Storage,Propane,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,United States,ES_92897_PGC3 34 130 2PV 201_10122018171742_9378195
2327674,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 130 201,,Gas Storage,Propane,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_BSS 130 201_10122018171745_5550948
2327675,A.O. Smith Corporation,State,Polaris,SPC 34 130 PE 201,,Gas Storage,Propane,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,United States,ES_92897_SPC 34 130 PE 201_10122018171747_4231955
2327676,A.O. Smith Corporation,American,Polaris,PC 34 130 P 201,,Gas Storage,Propane,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,12/10/2018,Canada,ES_92897_PC 34 130 P 201_10122018171750_0404708
2327677,A.O. Smith Corporation,A. O. Smith,BTH 199 301,BTH 300A 300,,Gas Storage,Gas,Power Direct Vent,119,62.9,11,24,3,4,288,300,0.96,1200,,,,05/09/2014,11/28/2018,"United States, Canada",ES_92897_BTH 300A 300_10122018172006_6323749
2327679,A.O. Smith Corporation,American,AHCG3-119T300-3N 300,AHCG3-119T300-3N 200,,Gas Storage,Gas,Power Direct Vent,119,63.5,12,30,4,6,288,300,0.96,1200,,,,05/09/2014,12/12/2018,United States,ES_92897_AHCG3-119T300-3N 200_10122018172315_3122441
2327680,A.O. Smith Corporation,A. O. Smith,SUF 100 150PE 301,BTH 250A 300,,Gas Storage,Gas,Power Direct Vent,100,62.9,11,24,3,4,240,250,0.96,816,,,,05/09/2014,11/28/2018,United States,ES_92897_BTH 250A 300_10122018172357_8799526
2327681,A.O. Smith Corporation,A. O. Smith,SUF 100 150NE 300,BTH 150A 300,,Gas Storage,Gas,Power Direct Vent,100,62.9,11,24,3,4,144,150,0.96,1000,,,,05/09/2014,11/26/2018,United States,ES_92897_BTH 150A 300_10122018172458_4686151
