ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Configuration,Additional Handset Telephones Supported,Frequency,Standby Power (W),Off Mode Power (W),External Proxy Capability,Physical Data Ports,Low Power Wireless Technologies,Gigabit Ethernet Ports,Fast Ethernet Ports,Energy Efficient Ethernet - Gigabit,Energy Efficient Ethernet - Fast,Display Resolution (pixels),Power Over Ethernet Class,External Power Supply,Date Available On Market,Date Qualified,Markets,CB Model Identifier
2306480,Polycom Inc.,POLYCOM,RealPresence Trio 8500,RealPresence Trio 8500,,Voice over Internet Protocol (VoIP),Conference,0,None,2.8,0,Remote Wake,Other,None,1,0,0,0,,Class 0,No,09/29/2017,11/15/2017,United States,ES_1140199_Trio 8500_09252017171441_7227899
2328580,Unify Software and Solutions GmbH & Co. KG,Unify,OpenScape Desk Phone CP100,OpenScape Desk Phone CP100,,Voice over Internet Protocol (VoIP),Corded,0,None,1.579,0,Not Supported,Other,None,0,2,0,0,,Class 1,Optional,11/01/2018,10/27/2018,"United States, Canada",ES_1099222_OpenScape Desk Phone CP100_10302018124416_3456859
2296389,Unify Software and Solutions GmbH & Co. KG,Unify,OpenScape Desk Phone CP200,OpenScape Desk Phone CP200,,Voice over Internet Protocol (VoIP),Corded,,None,1.52,,Not Supported,Other,None,0,2,0,0,,Class 1,Optional,05/02/2016,05/08/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1099222_OpenScape Desk Phone CP200_05222017141017_2217267
2308312,Unify Software and Solutions GmbH & Co. KG,Unify,OpenScape Desk Phone CP205,OpenScape Desk Phone CP205,,Voice over Internet Protocol (VoIP),Corded,,None,1.55,,Not Supported,Other,None,2,0,2,0,,Class 1,Optional,10/02/2017,12/23/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1099222_OpenScape Desk Phone CP205_12232017192147_6907150
2296397,Unify Software and Solutions GmbH & Co. KG,Unify,OpenScape Desk Phone CP400,OpenScape Desk Phone CP400,,Voice over Internet Protocol (VoIP),Corded,,None,1.91,,Not Supported,Other,None,2,0,2,0,240 x 120,Class 2,Optional,05/02/2016,05/08/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1099222_OpenScape Desk Phone CP400_05222017141625_2585176
2296400,Unify Software and Solutions GmbH & Co. KG,Unify,OpenScape Desk Phone CP600,OpenScape Desk Phone CP600,,Voice over Internet Protocol (VoIP),Corded,,None,1.91,,Not Supported,Other,Bluetooth,2,0,2,0,480 x 272,Class 2,Optional,05/02/2016,05/08/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1099222_OpenScape Desk Phone CP600_05222017141652_2612900
2325694,Unify Software and Solutions GmbH & Co. KG,Unify,OpenScape Desk Phone CP600E,OpenScape Desk Phone CP600E,,Voice over Internet Protocol (VoIP),Corded,0,None,1.99,,Not Supported,Other,None,2,0,2,0,480 x 272,Class 2,Optional,09/28/2018,08/08/2018,"United States, Canada",ES_1099222_OpenScape Desk Phone CP600E_08082018172950_9390189
2235444,Unify Software and Solutions GmbH & Co. KG,Unify,OpenScape Desk Phone IP 35G Eco,OpenScape Desk Phone IP 35G Eco,,Voice over Internet Protocol (VoIP),Corded,0,None,1.52,,Not Supported,Other,None,2,0,2,0,,Class 1,No,01/16/2015,03/19/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1099222_OpenScape Desk Phone IP 35G Eco_03302015165735_4655065
2219625,"VTech Telecommunications, Ltd.",AT&T,AWX20004,AWX20004,"AWX20004,,1HS+1CHG; AWX20014,,1HS+1CHG; AWX20024,,1HS+1CHG; AWX20034,,1HS+1CHG; AWX200Y4,,1HS+1CHG",Analog,Additional Handset,0,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/12/2014,09/12/2014,"United States, Canada",ES_1067513_AWX20004_09122014120508_4113580
2219624,"VTech Telecommunications, Ltd.",AT&T,AWX22104,AWX22104,"AWX22104,,1HS+1BS(W/ ITAD); AWX22XY4,,XHS+1BS(W/ ITAD)+(X-1)Charger(s)",Analog,Cordless,0,None,0.76,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/12/2014,09/15/2014,"United States, Canada",ES_1067513_AWX22104_09122014115957_2188073
2234363,"VTech Telecommunications, Ltd.",AT&T,CL80103,CL80103,",CL80103,1HS+1charger; ,CL80113,1HS+1charger; ,CL801Y3,1HS+1charger",Analog,Additional Handset,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,02/24/2015,03/05/2015,"United States, Canada",ES_1067513_CL80103_02252015120605_9167596
2292622,"VTech Telecommunications, Ltd.",AT&T,CL80107,CL80107,",CL801*7 HS,1 handset + 1 charger; ,CL801*7,1 handset + 1 charger; ,CL80107 HS,1 handset + 1 charger; ,CL80107,1 handset + 1 charger",Analog,Additional Handset,0,None,0.2,0,Not Supported,Other,None,0,0,0,0,,N/A,Optional,12/30/2016,03/16/2017,"United States, Canada",ES_1067513_CL80107_03132017102607_8089563
2320756,"VTech Telecommunications, Ltd.",AT&T,CL80114,CL80114,",CL801#4,1 handset  + 1 charger; ,CL801*4,1 handset  + 1 charger; ,CL80114,1 handset  + 1 charger",Analog,Additional Handset,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,05/03/2018,06/01/2018,"United States, Canada",ES_1067513_CL80114_05142018194915_5217706
2232686,"VTech Telecommunications, Ltd.",AT&T,CL80115,CL80115,",CL80115,1HS+1Charger; ,CL801Y5,1HS+1Charger",Analog,Cordless,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,01/22/2015,02/03/2015,"United States, Canada",ES_1067513_CL80115_01232015101628_2345849
2320754,"VTech Telecommunications, Ltd.",AT&T,CL81114,CL81114,",CL81##4,1 base + 1st# handsets + (1st #-1) chargers; ,CL81#*4,1 base + # handsets + (#-1) chargers; ,CL81114,1 base + 1 handset; ,CL81214,1 base + 2 handsets + 1 charger",Analog,Cordless,1,None,0.8,0,N/A,Other,None,0,0,0,0,,N/A,Yes,05/03/2018,06/01/2018,"United States, Canada",ES_1067513_CL81114_05142018193130_6372949
2234362,"VTech Telecommunications, Ltd.",AT&T,CL82113,CL82113,",CL82113,1HS+1BS(W/ ITAD); ,CL82203,2HS+1BS(W/ ITAD)+1charger; ,CL82213,2HS+1BS(W/ ITAD)+1charger; ,CL82313,3HS+1BS(W/ ITAD)+2chargers; ,CL82353,3HS+1BS(W/ ITAD)+2chargers; ,CL82413,4HS+1BS(W/ ITAD)+3chargers; ,CL82453,4HS+1BS(W/ ITAD)+3chargers; ,CL82553,5HS+1BS(W/ ITAD)+4chargers; ,CL82XY3,XHS+1BS(W/ ITAD)+(X-1) chargers",Analog,Cordless,1,None,0.7,0,N/A,Other,None,0,0,0,0,,N/A,Yes,02/24/2015,02/24/2015,"United States, Canada",ES_1067513_CL82113_02252015120249_9536401
2320755,"VTech Telecommunications, Ltd.",AT&T,CL82114,CL82114,",CL82##4,1 base + 1st# handsets + (1st #-1) chargers; ,CL82#*4,1 base + # handsets + (#-1) chargers; ,CL82114,1 base + 1 handset; ,CL82214,1 base + 2 handsets + 1 charger",Analog,Cordless,1,None,0.7,0,N/A,Other,None,0,0,0,0,,N/A,Yes,05/03/2018,06/01/2018,"United States, Canada",ES_1067513_CL82114_05142018194304_299493
2292649,"VTech Telecommunications, Ltd.",AT&T,CL82207,CL82207,",CL82##7,; ,CL82107,# handsets + 1 base (W/ ITAD) + (#-1) chargers; ,CL82207,# handsets + 1 base (W/ ITAD) + (#-1) chargers; ,CL82307,# handsets + 1 base (W/ ITAD) + (#-1) chargers; ,CL82357,# handsets + 1 base (W/ ITAD) + (#-1) chargers; ,CL82407,# handsets + 1 base (W/ ITAD) + (#-1) chargers; ,CL82507,# handsets + 1 base (W/ ITAD) + (#-1) chargers",Analog,Cordless,1,None,0.6,0,Not Supported,Other,None,0,0,0,0,,N/A,Optional,12/30/2016,03/16/2017,"United States, Canada",ES_1067513_CL82207_03032017141355_418664
2233182,"VTech Telecommunications, Ltd.",AT&T,CL82215,CL82215,",CL82115,1HS+1BS(W/ ITAD); ,CL82215,2HS+1BS(W/ ITAD)+1charger; ,CL82315,3HS+1BS(W/ ITAD)+2chargers; ,CL82415,4HS+1BS(W/ ITAD)+3chargers; ,CL82465,4HS+1BS(W/ ITAD)+3chargers; ,CL82515,5HS+1BS(W/ ITAD)+4chargers; ,CL82XY5,XHS+1BS(W/ ITAD)+(X-1)chargers",Analog,Cordless,1,None,0.6,0,N/A,Other,None,0,0,0,0,,N/A,Yes,02/09/2015,02/12/2015,"United States, Canada",ES_1067513_CL82215_02062015173307_46655
2234364,"VTech Telecommunications, Ltd.",AT&T,CL83113,CL83113,",CL83103,1HS+1BS(W/ ITAD); ,CL83113,1HS+1BS(W/ ITAD); ,CL83143,1HS+1BS(W/ ITAD); ,CL83203,2HS+1BS(W/ ITAD)+1charger; ,CL83213,2HS+1BS(W/ ITAD)+1charger; ,CL83303,3HS+1BS(W/ ITAD)+2chargers; ,CL83313,3HS+1BS(W/ ITAD)+2chargers; ,CL83403,4HS+1BS(W/ ITAD)+3chargers; ,CL83463,4HS+1BS(W/ ITAD)+3chargers; ,CL83XY3,XHS+1BS(W/ ITAD)+(X-1) chargers",Analog,Cordless,1,None,1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,02/24/2015,02/24/2015,"United States, Canada",ES_1067513_CL83113_02252015122502_2019311
2292087,"VTech Telecommunications, Ltd.",AT&T,CL83207,CL83207,",CL83##7,; ,CL83107,# handsets + 1 base (W/ ITAD) + (#-1) chargers; ,CL83207,# handsets + 1 base (W/ ITAD) + (#-1) chargers; ,CL83307,# handsets + 1 base (W/ ITAD) + (#-1) chargers; ,CL83407,# handsets + 1 base (W/ ITAD) + (#-1) chargers",Analog,Cordless,1,None,0.5,0,Not Supported,Other,None,0,0,0,0,,N/A,Optional,12/28/2016,03/07/2017,"United States, Canada",ES_1067513_CL83207_02232017151630_6676599
2232638,"VTech Telecommunications, Ltd.",AT&T,CL83215,CL83215,",CL83215,2HS+1BS(W/ ITAD)+1charger; ,CL83315,3HS+1BS(W/ ITAD)+2chargers; ,CL83415,4HS+1BS(W/ ITAD)+3chargers; ,CL83465,4HS+1BS(W/ ITAD)+3chargers; ,CL83565,5HS+1BS(W/ ITAD)+4chargers; ,CL83XY5,HS+1BS(W/ ITAD)+(X-1)chargers",Analog,Cordless,1,None,1.15,0,N/A,Other,None,0,0,0,0,,N/A,Yes,01/22/2015,01/30/2015,"United States, Canada",ES_1067513_CL83215_01232015100913_5007440
2299852,"VTech Telecommunications, Ltd.",AT&T,CL84107,CL84107,",CL84#*7,# cordless HS +1 corded HS +1 BS(W/ ITAD) +# chargers; ,CL84107,1 cordless HS +1 corded HS +1 BS(W/ ITAD) +1 charger; ,CL84207,2 cordless HS +1 corded HS +1 BS(W/ ITAD) +2 chargers; ,CL84257,2 cordless HS +1 corded HS +1 BS(W/ ITAD) +2 chargers; ,CL84307,3 cordless HS +1 corded HS +1 BS(W/ ITAD) +3 chargers; ,CL84357,3 cordless HS +1 corded HS +1 BS(W/ ITAD) +3 chargers",Analog,Corded,1,Other,0.5,0,N/A,Other,None,0,0,0,0,,N/A,Yes,04/25/2017,07/13/2017,"United States, Canada",ES_1067513_CL84107_04272017114956_8688318
2233982,"VTech Telecommunications, Ltd.",AT&T,"CL84115,CL84215,CL84265,CL84365,CL84XY5","CL84115,CL84215,CL84265,CL84365,CL84XY5",",CL84115,CL84215,CL84265,CL84365,CL84XY5,1HS+1BS(W/ ITAD)+1charger",Analog,Corded,1,None,0.6,0,N/A,Other,None,0,0,0,0,,N/A,Yes,02/06/2015,02/24/2015,"United States, Canada","ES_1067513_CL84115,CL84215,CL84265,CL84365,CL84XY5_02062015172849_598565"
2229646,"VTech Telecommunications, Ltd.",AT&T,CLP99003,CLP99003,",CLP99003,1HS+1Charger; ,CLP99283,2Handsets+1Charger; ,CLP99353,3Handsets+2Chargers; ,CLP99383,3Handsets+2Chargers; ,CLP99483,4Handsets+3Chargers; ,CLP99553,5Handsets+4Chargers; ,CLP99583,5Handsets+4Chargers; ,CLP99XY3,X Handsets +(X-1) Chargers",Analog,Additional Handset,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/03/2014,12/12/2014,"United States, Canada",ES_1067513_CLP99003_12032014163747_6972009
2257546,"VTech Telecommunications, Ltd.",AT&T,CLP99006,CLP99006,",CLP990*6 HS,1Handset+1Charger; ,CLP990*6,1Handset+1Charger; ,CLP990*7 HS,1Handset+1Charger; ,CLP990*7,1Handset+1Charger; ,CLP99006 HS,1Handset+1Charger; ,CLP99006,1Handset+1Charger; ,CLP99007 HS,1Handset+1Charger; ,CLP99007,1Handset+1Charger",Analog,Additional Handset,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,01/05/2016,01/25/2016,"United States, Canada",ES_1067513_CLP99006_01252016095909_9975854
2327232,Cisco Systems,CISCO,CP-6821,CP-6821,,Voice over Internet Protocol (VoIP),Corded,,None,1.896,,Not Supported,Other,None,2,0,0,0,,N/A,Yes,10/10/2018,10/10/2018,"United States, Canada",ES_21829_CP6821_09282018091830_5085922
2306858,Cisco Systems,CISCO,CP-6841,CP-6841,,Voice over Internet Protocol (VoIP),Corded,0,None,1.2,0.1,N/A,Other,None,2,0,0,0,,N/A,Yes,11/24/2017,11/27/2017,United States,ES_21829_CP-6841_11272017110347_572625
2306859,Cisco Systems,CISCO,CP-6851,CP-6851,,Voice over Internet Protocol (VoIP),Corded,0,None,1.3,0.4,N/A,Other,None,2,0,0,0,,Class 2,Yes,11/24/2017,11/27/2017,United States,ES_21829_CP-6851_11272017111833_3293725
2234801,Cisco Systems,CISCO,CP-7811,CP-7811,",CP-7811,NA",Voice over Internet Protocol (VoIP),Corded,0,None,1.3,0,Not Supported,Other,None,0,2,0,0,,Class 1,Yes,03/12/2015,03/17/2015,United States,ES_21829_CP-7811_03162015164229_7154199
2287117,Cisco Systems,CISCO,CP-7832,CP-7832,,Voice over Internet Protocol (VoIP),Conference,,None,1.695,0.48,N/A,Other,None,0,1,0,0,,Class 2,No,01/30/2017,12/23/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_21829_CP-7832_12272016055202_7922892
2217371,Cisco Systems,CISCO,CP-7841,CP-7841,"CP-7841,,1 Corded Base (With 4 line keys) + 1 Handset",Voice over Internet Protocol (VoIP),Corded,0,None,2,0.21,Not Supported,Other,None,2,2,0,0,,Class 1,No,05/15/2014,05/15/2014,United States,ES_21829_CP-7841_08142014131328_7826501
2217372,Cisco Systems,CISCO,CP-8851,CP-8851,",CP-8811,1 Corded Base + 1 Handset; ,CP-8841,1 Corded Base + 1 Handset; ,CP-8851,1 Corded Base + 1 Handset; ,CP-8851NR,1 Corded Base + 1 Handset",Voice over Internet Protocol (VoIP),Corded,0,None,3.3,0.21,Not Supported,Universal Serial Bus (USB),None,2,2,0,0,800 x 480,Class 3,No,05/30/2014,05/15/2014,United States,ES_21829_CP-8851_08142014132545_447351
2234800,Cisco Systems,CISCO,CP-8851NR,CP-8851NR,",CP-8851NR,NA",Voice over Internet Protocol (VoIP),Corded,0,None,3.3,0.21,Not Supported,Universal Serial Bus (USB),None,2,2,0,0,800 x 480,Class 3,No,03/12/2015,03/17/2015,United States,ES_1067513_CP-8851NR_03132015102339_6277429
2217373,Cisco Systems,CISCO,CP-8861,CP-8861,"CP-8861,,1 Corded Base + 1 Handset",Voice over Internet Protocol (VoIP),Corded,0,None,3.5,0.21,Not Supported,Universal Serial Bus (USB),None,2,2,0,0,800 x 480,Class 4,No,05/30/2014,05/15/2014,United States,ES_21829_CP-8861_08142014132650_9043237
2271026,Panasonic,Panasonic,KX-TG3634,KX-TG3634,,Analog,Cordless,,None,0.995,,N/A,Other,None,0,0,0,0,,N/A,Yes,12/31/2015,12/23/2015,United States,ES_31845_KX-TG3634_06282016071149_7909489
2271027,Panasonic,Panasonic,KX-TG3645,KX-TG3645,,Analog,Cordless,,None,0.995,,N/A,Other,None,0,0,0,0,,N/A,Yes,12/31/2015,12/23/2015,United States,ES_31845_KX-TG3645_06282016070828_7708072
2224134,Panasonic,Panasonic,KX-TG4032C,KX-TG4032C,,Analog,Cordless,,Other,0.694,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,Canada,ES_31845_KX-TG4032C_11032014045449_0489379
2224582,Panasonic,Panasonic,KX-TG4033C,KX-TG4033C,,Analog,Cordless,,Other,0.694,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,Canada,ES_31845_KX-TG4033C_11112014021534_2134296
2224133,Panasonic,Panasonic,KX-TG4112C,KX-TG4112C,"KX-TG4113C,KX-TG4113C,; KX-TG4114C,KX-TG4114C,",Analog,Cordless,,Other,0.495,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,Canada,ES_31845_KX-TG4112C_11032014042712_8832488
2229352,Panasonic,Panasonic,KX-TG4223,KX-TG4223,"KX-TG2711C,KX-TG2711C,",Analog,Cordless,,Other,0.526,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG4223_12162014122810_2890520
2229334,Panasonic,Panasonic,KX-TG433CSK,KX-TG433CSK,,Analog,Cordless,,Other,0.546,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,Canada,ES_31845_KX-TG433CSK_12162014113635_9795324
2229335,Panasonic,Panasonic,KX-TG433SK,KX-TG433SK,,Analog,Cordless,,Other,0.546,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG433SK_12162014114123_0083652
2229336,Panasonic,Panasonic,KX-TG443CSK,KX-TG443CSK,,Analog,Cordless,,Other,0.546,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,Canada,ES_31845_KX-TG443CSK_12162014114159_0119393
2229337,Panasonic,Panasonic,KX-TG443SK,KX-TG443SK,,Analog,Cordless,,Other,0.546,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG443SK_12162014114230_0150520
2268381,Panasonic,Panasonic,KX-TG444SK,KX-TG444SK,,Analog,Cordless,,None,0.546,,N/A,Other,None,0,0,0,0,,N/A,Yes,03/31/2016,03/30/2016,United States,ES_31845_KX-TG444SK_06012016083105_9865799
2229332,Panasonic,Panasonic,KX-TG454SK,KX-TG454SK,,Analog,Cordless,,Other,0.995,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/23/2014,09/11/2014,United States,ES_31845_KX-TG454SK_12162014103737_6257246
2229359,Panasonic,Panasonic,KX-TG465CSK,KX-TG465CSK,,Analog,Cordless,,Other,0.995,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/23/2014,09/11/2014,Canada,ES_31845_KX-TG465CSK_12162014104144_6504548
2229360,Panasonic,Panasonic,KX-TG465SK,KX-TG465SK,,Analog,Cordless,,Other,0.995,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/23/2014,09/11/2014,United States,ES_31845_KX-TG465SK_12162014103622_6182965
2229376,Panasonic,Panasonic,KX-TG4713C,KX-TG4713C,,Analog,Cordless,,Other,0.695,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,Canada,ES_31845_KX-TG4713C_12162014130610_5170528
2229377,Panasonic,Panasonic,KX-TG4742,KX-TG4742,,Analog,Cordless,,Other,0.695,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG4742_12162014130456_5096752
2229378,Panasonic,Panasonic,KX-TG4743,KX-TG4743,,Analog,Cordless,,Other,0.695,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG4743_12162014130527_5127617
2229379,Panasonic,Panasonic,KX-TG4744,KX-TG4744,,Analog,Cordless,,Other,0.695,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG4744_12162014130551_5151055
2233887,Panasonic,Panasonic,KX-TG484SK,KX-TG484SK,,Analog,Cordless,,None,0.995,,N/A,Other,None,0,0,0,0,,N/A,Yes,03/31/2015,02/18/2015,United States,ES_31845_KX-TG484SK_02242015075323_4403489
2224574,Panasonic,Panasonic,KX-TG6511,KX-TG6511,,Analog,Cordless,,Other,0.694,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_31845_KX-TG6511_11032014051348_1628828
2224575,Panasonic,Panasonic,KX-TG6512,KX-TG6512,,Analog,Cordless,,Other,0.694,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_31845_KX-TG6512_11032014051458_1698668
2224576,Panasonic,Panasonic,KX-TG6513,KX-TG6513,,Analog,Cordless,,Other,0.694,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_31845_KX-TG6513_11032014051613_1773780
2270991,Panasonic,Panasonic,KX-TG654SK,KX-TG654SK,,Analog,Cordless,,None,0.995,,N/A,Other,None,0,0,0,0,,N/A,Yes,12/31/2015,12/23/2015,United States,ES_31845_KX-TG654SK_06282016020505_9505062
2224577,Panasonic,Panasonic,KX-TG6572,KX-TG6572,,Analog,Cordless,,Other,0.694,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_31845_KX-TG6572_11032014050129_0889909
2224132,Panasonic,Panasonic,KX-TG6592,KX-TG6592,"KX-TG6591,KX-TG6591,",Analog,Cordless,,Other,0.42,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_31845_KX-TG6592_11032014003513_4913615
2229354,Panasonic,Panasonic,KX-TG6841,KX-TG6841,,Analog,Cordless,,Other,0.609,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG6841_12162014124543_3943886
2229355,Panasonic,Panasonic,KX-TG6842,KX-TG6842,,Analog,Cordless,,Other,0.609,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG6842_12162014124606_3966234
2229356,Panasonic,Panasonic,KX-TG6842C,KX-TG6842C,,Analog,Cordless,,Other,0.609,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,Canada,ES_31845_KX-TG6842C_12162014124756_4076575
2229357,Panasonic,Panasonic,KX-TG6843,KX-TG6843,,Analog,Cordless,,Other,0.609,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG6843_12162014124632_3992498
2229388,Panasonic,Panasonic,KX-TG6844,KX-TG6844,,Analog,Cordless,,Other,0.609,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG6844_12162014124653_4013525
2229389,Panasonic,Panasonic,KX-TG6845,KX-TG6845,,Analog,Cordless,,Other,0.609,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG6845_12162014124712_4032738
2270992,Panasonic,Panasonic,KX-TG684SK,KX-TG684SK,,Analog,Cordless,,None,0.995,,N/A,Other,None,0,0,0,0,,N/A,Yes,12/31/2015,12/23/2015,United States,ES_31845_KX-TG684SK_06282016021009_9809456
2229358,Panasonic,Panasonic,KX-TG6873,KX-TG6873,,Analog,Cordless,,Other,0.609,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TG6873_12162014124733_4053576
2224135,Panasonic,Panasonic,KX-TG7732C,KX-TG7732C,,Analog,Cordless,,Other,1.06,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,Canada,ES_1105798_PANASONIC SYSTEM NETWORKS CO LTD (272346) | KX-TG7732C_06052012120357_7837813
2224571,Panasonic,Panasonic,KX-TG7743,KX-TG7743,,Analog,Cordless,,Other,1.06,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_1105798_PANASONIC SYSTEM NETWORKS CO LTD (272346) | KX-TG7743_06052012120243_7763456
2224572,Panasonic,Panasonic,KX-TG7745,KX-TG7745,,Analog,Cordless,,Other,1.06,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_1105798_PANASONIC SYSTEM NETWORKS CO LTD (272346) | KX-TG7745_06052012120212_7732175
2224566,Panasonic,Panasonic,KX-TGA401,KX-TGA401,,Analog,Additional Handset,,Other,0.173,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_31845_KX-TGA401_11032014054708_3628144
2224567,Panasonic,Panasonic,KX-TGA401C,KX-TGA401C,,Analog,Additional Handset,,Other,0.173,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,Canada,ES_31845_KX-TGA401C_11032014053654_3014705
2224299,Panasonic,Panasonic,KX-TGA410,KX-TGA410,,Analog,Additional Handset,,Other,0.07,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_31845_KX-TGA410_11032014042114_8474126
2224300,Panasonic,Panasonic,KX-TGA410C,KX-TGA410C,,Analog,Additional Handset,,Other,0.07,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,Canada,ES_31845_KX-TGA410C_11032014041109_7869305
2229353,Panasonic,Panasonic,KX-TGA421,KX-TGA421,,Analog,Additional Handset,,Other,0.163,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TGA421_12162014123002_3002661
2229380,Panasonic,Panasonic,KX-TGA470,KX-TGA470,,Analog,Additional Handset,,Other,0.07,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TGA470_12162014130654_5214031
2229381,Panasonic,Panasonic,KX-TGA470C,KX-TGA470C,,Analog,Additional Handset,,Other,0.07,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,Canada,ES_31845_KX-TGA470C_12162014130627_5187920
2224568,Panasonic,Panasonic,KX-TGA651,KX-TGA651,,Analog,Additional Handset,,Other,0.173,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_31845_KX-TGA651_11032014054801_3681226
2224298,Panasonic,Panasonic,KX-TGA659,KX-TGA659,,Analog,Additional Handset,,Other,0.144,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_31845_KX-TGA659_11032014005637_6197847
2224580,Panasonic,Panasonic,KX-TGA660,KX-TGA660,,Analog,Additional Handset,,Other,0.144,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,United States,ES_31845_KX-TGA660_11112014043959_0799462
2224581,Panasonic,Panasonic,KX-TGA660C,KX-TGA660C,,Analog,Additional Handset,,Other,0.144,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,08/26/2014,Canada,ES_31845_KX-TGA660C_11032014010241_6561696
2229374,Panasonic,Panasonic,KX-TGA680,KX-TGA680,,Analog,Additional Handset,,Other,0.156,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,United States,ES_31845_KX-TGA680_12162014124815_4095219
2229375,Panasonic,Panasonic,KX-TGA680C,KX-TGA680C,,Analog,Additional Handset,,Other,0.156,,N/A,Other,None,0,0,0,0,,N/A,Yes,01/09/2014,09/11/2014,Canada,ES_31845_KX-TGA680C_12162014124837_4117741
