ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Amplifier Channels,Video Player Type,Tuner Included,Connected Technology,Default Auto Power Down (APD) Timing (min.),Average Power Consumption 2 Minutes Before APD (Watts),Average Power Consumption 2 Minutes After APD (Watts),Energy Use (Idle) (Watts),Energy Use (Sleep Mode) (Watts),Energy Use (Video Playback) (Watts),Energy Use (Audio Playback) (Watts),Is Amplifier Consumer or Commercial?,Amplifier Input Power at 1/8 Maximum Undistorted Power (Watts),Amplifier Efficiency %,Total Idle State Allowance (W) ,Total Sleep Mode Allowance (W)  ,Date Available On Market,Date Certified,Markets,CB Model Identifier
2290021,Vizio Inc.,VIZIO,SB2820n-E0,SB2820n-E0,,Powered Speaker System,1,N/A,No,Bluetooth,15,,,2.1,0.4,,,Consumer,,,5,1,03/09/2017,01/26/2017,"United States, Canada",ES_1060280_SB2820n-E0_02032017090506_9872240
2292843,Vizio Inc.,VIZIO,36 Inch Sound Bar 3.0 System,SB3630-E6,,Audio Amplifier - Limited Bandwidth,3,N/A,No,802.11 WiFi,15,,,0,1.2,,,Consumer,12.7,22,N/A,4,05/01/2017,03/22/2017,"United States, Canada",ES_1060280_SB3630-E6_03222017150824_4442807
2293533,Vizio Inc.,VIZIO,Sound Bar System,SB3621n-E8 (Sound Bar),",SB3621n-E8M, SB3621n-F8M,",Audio Amplifier - Limited Bandwidth,2.1,N/A,No,Bluetooth,15,3.2,0.4,3.2,0.4,,,Consumer,9.9,47,N/A,2,03/30/2018,03/22/2018,"United States, Canada",ES_1060280_SB3621n-E8 (Sound Bar)_04032017204802_2384931
2293534,Vizio Inc.,VIZIO,Sound Bar System,SB3621n-E8 (Subwoofer),",SB3621n-E8M, SB3621n-F8M,",Audio Amplifier - Limited Bandwidth,2.1,N/A,No,Bluetooth,16,2,0.5,2,0.5,,,Consumer,11.7,69,N/A,2,03/30/2018,03/22/2018,"United States, Canada",ES_1060280_SB3621n-E8 (Subwoofer)_04032017205154_7668334
2294038,Vizio Inc.,VIZIO,Sound Bar System,SB3621-E8 (Sound Bar),,Audio Amplifier - Limited Bandwidth,2.1,N/A,No,"802.11 WiFi,Other,Ethernet",15,5.6,0.4,5.6,0.4,,,Consumer,12.2,38,N/A,3,03/26/2017,03/30/2017,"United States, Taiwan, Canada",ES_1060280_SB3621-E8 (Sound Bar)_04052017105513_2520200
2294039,Vizio Inc.,VIZIO,Sound Bar System,SB3621-E8 (Subwoofer),,Audio Amplifier - Limited Bandwidth,2.1,N/A,No,"802.11 WiFi,Other,Ethernet",15,2,0.5,2,0.5,,,Consumer,3.9,32,N/A,3,03/26/2017,03/30/2017,"United States, Taiwan, Canada",ES_1060280_SB3621-E8 (Subwoofer)_04112017144617_9891201
2294040,Vizio Inc.,VIZIO,36 Inch Sound Bar 5.1 System,SB3651-E6,,Audio Amplifier - Limited Bandwidth,5.1,N/A,No,"802.11 WiFi,Other,Ethernet",15,,,0,1.3,,,Consumer,6.5,,N/A,5,05/01/2017,04/07/2017,"United States, Canada",ES_1060280_SB3651-E6_04112017104142_2394269
2294041,Vizio Inc.,VIZIO,36 Inch Sound Bar 5.1 System,SB3651-E6 Subwoofer,,Audio Amplifier - Limited Bandwidth,5.1,N/A,No,Bluetooth,15,,,0,0.4,,,Consumer,2.1,,N/A,2,05/01/2017,04/07/2017,"United States, Canada",ES_1060280_SB3651-E6 Subwoofer_04112017144835_2463718
2294735,Vizio Inc.,VIZIO,SP10-E6,SP10-E6,,iPod/MP3 Player Dock,2,N/A,No,"802.11 WiFi,Other",15,4.3,0.7,0,0.7,0,0,Consumer,4.7,2,N/A,4,03/03/2017,04/20/2017,"United States, Canada",ES_1060280_SP10-E6_04122017175745_3762933
2312599,Vizio Inc.,VIZIO,32 inch Sound Bar 2.0 System,SB3220n-F6,,Audio Amplifier - Limited Bandwidth,2,N/A,No,N/A,15,2.5,0.5,2.5,0.4,,,Consumer,6.6,48,N/A,2,04/10/2018,02/28/2018,"United States, Canada",ES_1060280_SB3220n-F6_03122018102928_5381451
2312600,Vizio Inc.,VIZIO,36 inch Sound Bar 2.1 System,SB362An-F6,,Audio Amplifier - Limited Bandwidth,2.1,N/A,No,N/A,15,3.2,0.4,3.1,0.6,,,Consumer,6.8,24,N/A,2,04/10/2018,02/13/2018,"United States, Canada",ES_1060280_SB362An-F6_03122018103546_6231871
2312601,Vizio Inc.,VIZIO,36 inch Sound Bar 2.1 System,SB362An-F6M,,Audio Amplifier - Limited Bandwidth,2.1,N/A,No,N/A,15,3.2,0.4,3.1,0.6,,,Consumer,6.8,24,N/A,2,04/10/2018,02/13/2018,"United States, Canada",ES_1060280_SB362An-F6M_03122018103610_2221743
2321015,Vizio Inc.,VIZIO,36 Inch Sound Bar 5.1 System,SB3651-F6,,Audio Amplifier - Limited Bandwidth,5.1,N/A,No,"802.11 WiFi,Ethernet",15,6.7,1.4,0,0.5,,,Consumer,15.4,39,N/A,1,06/10/2018,06/05/2018,"United States, Canada",ES_1060280_SB3651-F6 _06062018143717_3927686
2321016,Vizio Inc.,VIZIO,36 Inch Sound Bar 5.1 System,SB3651-F6 Subwoofer,,Audio Amplifier - Limited Bandwidth,5.1,N/A,No,N/A,15,6.8,0.9,0,0.5,,,Consumer,10.5,67,N/A,1,06/10/2018,06/05/2018,"United States, Canada",ES_1060280_SB3651-F6 Subwoofer_06062018143742_7659564
2321252,Vizio Inc.,VIZIO,36 inch Sound Bar 5.1.2 System,SB36512-F6,,Audio Amplifier - Limited Bandwidth,5.1,N/A,No,N/A,15,8.7,1.3,8.7,1.3,,,Consumer,17.3,23,N/A,3,07/10/2018,06/07/2018,"United States, Canada",ES_1060280_SB36512-F6_06132018134401_7628842
2321253,Vizio Inc.,VIZIO,36 inch Sound Bar 5.1.2 System,SB36512-F6 Subwoofer,,Audio Amplifier - Limited Bandwidth,5.1,N/A,No,N/A,15,3.1,0.8,3.1,0.8,,,Consumer,10.6,58,N/A,3,07/10/2018,06/07/2018,"United States, Canada",ES_1060280_SB36512-F6 Subwoofer_06132018134427_8776167
2324735,Vizio Inc.,VIZIO,46 inch Sound Bar 5.1.4 System,SB46514-F6,,Audio Amplifier - Limited Bandwidth,5.1.4,N/A,No,N/A,15,9.3,3.2,9.3,3,,,Consumer,18.4,75,N/A,4,09/05/2018,08/23/2018,"United States, Canada",ES_1060280_SB46514-F6_08232018214653_2988080
2324736,Vizio Inc.,VIZIO,46 inch Sound Bar 5.1.4 System,SB46514-F6 Subwoofer,,Audio Amplifier - Limited Bandwidth,5.1.4,N/A,No,N/A,15,6.1,0.4,6.1,0.4,,,Consumer,13.8,57,N/A,4,09/05/2018,08/23/2018,"United States, Canada",ES_1060280_SB46514-F6 Subwoofer_08232018214756_7942030
2324737,Vizio Inc.,VIZIO,46 inch Sound Bar 3.1.2 System,SB46312-F6,,Audio Amplifier - Limited Bandwidth,3.1.2,N/A,No,N/A,15,9.3,2.5,9.3,2.5,,,Consumer,12.2,68,N/A,4,09/10/2018,08/23/2018,"United States, Canada",ES_1060280_SB46312-F6_08232018215408_2941663
2324738,Vizio Inc.,VIZIO,46 inch Sound Bar 3.1.2 System,SB46312-F6 Subwoofer,,Audio Amplifier - Limited Bandwidth,3.1.2,N/A,No,N/A,15,3,0.8,2.9,0.8,,,Consumer,7.8,58,N/A,4,09/10/2018,08/23/2018,"United States, Canada",ES_1060280_SB46312-F6 Subwoofer_08232018215502_4241291
2253214,YAMAHA CORPORATION,YAMAHA,Power Amprifier,MA2120,,Audio Amplifier - Full Spectrum,2,N/A,No,N/A,,11.1,0.7,11.1,0.7,,,Commercial,48.3,47,N/A,1,02/23/2016,11/23/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1132988.0_MA2120_11242015094816_8496094
2253215,YAMAHA CORPORATION,YAMAHA,Power Amprifier,PA2120,,Audio Amplifier - Full Spectrum,2,N/A,No,N/A,,11.1,0.7,11.1,0.7,,,Commercial,48.3,47,N/A,1,02/23/2016,11/23/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1132988.0_PA2120_11242015094829_8509490
