ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,COP Rating,Energy Efficiency (EER) ,Date Available On Market,Date Qualified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2335442,FHP Manufacturing Bosch Group,Bosch,BP,BP036-1HZ*-*****B,,Closed Loop Water-to-Air,3.8,17.5,02/20/2011,03/28/2019,"United States, Canada",ES_22859_BP036-1HZ*-*****B_03262019143200_4681286,No
2334859,FHP Manufacturing Bosch Group,Bosch,BP,BP036-1VT*-*****B,,Closed Loop Water-to-Water,4.9,25.9,02/20/2011,03/18/2019,"United States, Canada",ES_22859_BP036-1VT*-*****B_03182019143246_1597765,No
2335440,FHP Manufacturing Bosch Group,Bosch,BP,BP036-1VT*-*****B,,Open Loop Water-to-Air,4.9,25.9,02/20/2011,03/28/2019,"United States, Canada",ES_22859_BP036-1VT*-*****B_03262019143201_2142577,No
2335443,FHP Manufacturing Bosch Group,Bosch,BP,BP036-1VT*-*****B,,Closed Loop Water-to-Air,3.9,19.7,02/20/2011,03/28/2019,"United States, Canada",ES_22859_BP036-1VT*-*****B_03262019143200_4395774,No
2333024,FHP Manufacturing Bosch Group,Bosch,BP048,BP048-1VT*******B,,Closed Loop Water-to-Water,3.7,17.8,02/20/2011,02/04/2019,"United States, Canada",ES_22859_BP048-1VT*******B_02042019183343_3277247,No
2335635,FHP Manufacturing Bosch Group,Bosch,BP048,BP048-1VT*******B,,Closed Loop Water-to-Air,3.7,17.8,02/20/2011,04/02/2019,"United States, Canada",ES_22859_BP048-1VT*******B_03292019030552_429365,No
2335811,FHP Manufacturing Bosch Group,Bosch,BP048,BP048-1VT*******B,,Open Loop Water-to-Air,4.3,24.2,02/20/2011,04/02/2019,"United States, Canada",ES_22859_BP048-1VT*******B_03292019030553_4545341,No
2333019,FHP Manufacturing Bosch Group,Bosch,CE,CE061-1VTC-*****A,,Closed Loop Water-to-Water,3.7,19.6,12/17/2014,02/04/2019,"United States, Canada",ES_22859_CE061-1VTC-*****A_02042019182015_4483740,No
2335589,FHP Manufacturing Bosch Group,Bosch,CE,CE061-1VTC-*****A,,Closed Loop Water-to-Air,3.7,19.6,12/17/2014,04/02/2019,"United States, Canada",ES_22859_CE061-1VTC-*****A_03292019030625_4948898,No
2335900,FHP Manufacturing Bosch Group,Bosch,CE,CE061-1VTC-*****A,,Open Loop Water-to-Air,4.3,22.9,12/17/2014,04/02/2019,"United States, Canada",ES_22859_CE061-1VTC-*****A_03292019030627_1156129,No
2333020,FHP Manufacturing Bosch Group,Bosch,CE,CE061-1VTC-*****A*,,Closed Loop Water-to-Water,3.7,19.6,12/17/2014,02/04/2019,"United States, Canada",ES_22859_CE061-1VTC-*****A*_02042019182315_7871424,No
2335719,FHP Manufacturing Bosch Group,Bosch,CE,CE061-1VTC-*****A*,,Closed Loop Water-to-Air,3.7,19.6,12/17/2014,04/02/2019,"United States, Canada",ES_22859_CE061-1VTC-*****A*_03292019030625_2456636,No
2335898,FHP Manufacturing Bosch Group,Bosch,CE,CE061-1VTC-*****A*,,Open Loop Water-to-Air,4.3,22.9,12/17/2014,04/02/2019,"United States, Canada",ES_22859_CE061-1VTC-*****A*_03292019030626_3494312,No
2333017,FHP Manufacturing Bosch Group,Bosch,SM Split,SM024-1CSN-*****A,,Closed Loop Water-to-Water,3.8,20.4,01/17/2014,02/04/2019,"United States, Canada",ES_22859_SM024-1CSN-*****A_02042019181537_6682462,No
2335720,FHP Manufacturing Bosch Group,Bosch,SM Split,SM024-1CSN-*****A,,Closed Loop Water-to-Air,3.8,20.4,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM024-1CSN-*****A_03292019030625_261240,No
2335901,FHP Manufacturing Bosch Group,Bosch,SM Split,SM024-1CSN-*****A,,Open Loop Water-to-Air,4.6,25.4,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM024-1CSN-*****A_03292019030627_9807222,No
2307865,FHP Manufacturing Bosch Group,Bosch,SM,SM024-1VT/CF*-*****B,,Open Loop Water-to-Air,4.9,26.4,06/30/2017,12/14/2017,"United States, Canada",ES_22859_9113182_12142017160050_3761155,No
2307870,FHP Manufacturing Bosch Group,Bosch,SM,SM024-1VT/CF*-*****B,,Closed Loop Water-to-Air,4.1,20.3,06/30/2017,12/14/2017,"United States, Canada",ES_22859_9113182_12142017160051_8082556,No
2335586,FHP Manufacturing Bosch Group,Bosch,SM,SM024-1VT/CF*-*****B,,Open Loop Water-to-Air,5.1,28.5,06/30/2017,04/02/2019,"United States, Canada",ES_22859_SM024-1VT/CF*-*****B_03292019031838_1669548,No
2333006,FHP Manufacturing Bosch Group,Bosch,SM Split,SM036-1CSC-*****B,,Closed Loop Water-to-Water,4,19.9,01/17/2014,02/04/2019,"United States, Canada",ES_22859_SM036-1CSC-*****B_02042019180605_0734144,No
2335711,FHP Manufacturing Bosch Group,Bosch,SM Split,SM036-1CSC-*****B,,Closed Loop Water-to-Air,4,19.9,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM036-1CSC-*****B_03292019030619_4987226,No
2335886,FHP Manufacturing Bosch Group,Bosch,SM Split,SM036-1CSC-*****B,,Open Loop Water-to-Air,4.6,24.4,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM036-1CSC-*****B_03292019030620_2951795,No
2333007,FHP Manufacturing Bosch Group,Bosch,SM Split,SM036-1CSN-*****B,,Closed Loop Water-to-Water,4,19.9,01/17/2014,02/04/2019,"United States, Canada",ES_22859_SM036-1CSN-*****B_02042019180611_9293710,No
2335703,FHP Manufacturing Bosch Group,Bosch,SM Split,SM036-1CSN-*****B,,Closed Loop Water-to-Air,4,19.9,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM036-1CSN-*****B_03292019030617_3437972,No
2335880,FHP Manufacturing Bosch Group,Bosch,SM Split,SM036-1CSN-*****B,,Open Loop Water-to-Air,4.6,24.4,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM036-1CSN-*****B_03292019030618_1363260,No
2307866,FHP Manufacturing Bosch Group,Bosch,SM,SM036-1VT/CF*-*****B,,Open Loop Water-to-Air,5.4,27.1,06/30/2017,12/14/2017,"United States, Canada",ES_22859_9113183_12142017160050_2080204,No
2307871,FHP Manufacturing Bosch Group,Bosch,SM,SM036-1VT/CF*-*****B,,Closed Loop Water-to-Air,4.4,21,06/30/2017,12/14/2017,"United States, Canada",ES_22859_9113183_12142017160051_1197088,No
2335585,FHP Manufacturing Bosch Group,Bosch,SM,SM036-1VT/CF*-*****B,,Open Loop Water-to-Air,5.5,31.1,06/30/2017,04/02/2019,"United States, Canada",ES_22859_SM036-1VT/CF*-*****B_03292019031840_1511532,No
2333003,FHP Manufacturing Bosch Group,Bosch,SM Split,SM048-1CSC-*****A,,Closed Loop Water-to-Water,4,20.2,01/17/2014,02/04/2019,"United States, Canada",ES_22859_SM048-1CSC-*****A_02042019180248_8570076,No
2335713,FHP Manufacturing Bosch Group,Bosch,SM Split,SM048-1CSC-*****A,,Closed Loop Water-to-Air,4.1,20.2,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM048-1CSC-*****A_03292019030620_3016985,No
2335888,FHP Manufacturing Bosch Group,Bosch,SM Split,SM048-1CSC-*****A,,Open Loop Water-to-Air,4.7,25.5,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM048-1CSC-*****A_03292019030622_5519805,No
2333010,FHP Manufacturing Bosch Group,Bosch,SM Split,SM048-1CSN-*****A,,Closed Loop Water-to-Water,4,19.4,01/17/2014,02/04/2019,"United States, Canada",ES_22859_SM048-1CSN-*****A_02042019181006_4647152,No
2335899,FHP Manufacturing Bosch Group,Bosch,SM Split,SM048-1CSN-*****A,,Open Loop Water-to-Air,4.6,23.8,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM048-1CSN-*****A_03292019030626_2971034,No
2335948,FHP Manufacturing Bosch Group,Bosch,SM Split,SM048-1CSN-*****A,,Closed Loop Water-to-Air,4,19.5,01/17/2014,04/03/2019,"United States, Canada",ES_22859_SM048-1CSN-*****A_03292019030624_5839572,No
2307867,FHP Manufacturing Bosch Group,Bosch,SM,SM048-1VT/CF*-*****B*,,Open Loop Water-to-Air,4.9,25.2,06/30/2017,12/14/2017,"United States, Canada",ES_22859_9113184_12142017160050_8043163,No
2307872,FHP Manufacturing Bosch Group,Bosch,SM,SM048-1VT/CF*-*****B*,,Closed Loop Water-to-Air,4.2,19.3,06/30/2017,12/14/2017,"United States, Canada",ES_22859_9113184_12142017160051_2932833,No
2335584,FHP Manufacturing Bosch Group,Bosch,SM,SM048-1VT/CF*-*****B*,,Open Loop Water-to-Air,5,28.7,06/30/2017,04/02/2019,"United States, Canada",ES_22859_SM048-1VT/CF*-*****B*_03292019070934_559328,No
2327410,FHP Manufacturing Bosch Group,Bosch,SM Split,SM060-1CSC-*****A,,Closed Loop Water-to-Water,4,19.7,01/17/2014,10/11/2018,"United States, Canada",ES_22859_SM060-1CSC-*****A_10112018220859_0339086,No
2332997,FHP Manufacturing Bosch Group,Bosch,SM Split,SM060-1CSC-*****A,,Closed Loop Water-to-Water,4,19.7,01/17/2014,02/04/2019,"United States, Canada",ES_22859_SM060-1CSC-*****A_02042019175813_6057525,No
2335595,FHP Manufacturing Bosch Group,Bosch,SM Split,SM060-1CSC-*****A,,Closed Loop Water-to-Air,4,19.7,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM060-1CSC-*****A_03292019030621_4087459,No
2335890,FHP Manufacturing Bosch Group,Bosch,SM Split,SM060-1CSC-*****A,,Open Loop Water-to-Air,4.6,23.8,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM060-1CSC-*****A_03292019030623_9639624,No
2327411,FHP Manufacturing Bosch Group,Bosch,SM Split,SM060-1CSN-*****A,,Closed Loop Water-to-Water,4,19.7,01/17/2014,10/11/2018,"United States, Canada",ES_22859_SM060-1CSN-*****A_10112018220906_1297440,No
2332998,FHP Manufacturing Bosch Group,Bosch,SM Split,SM060-1CSN-*****A,,Closed Loop Water-to-Water,4,19.7,01/17/2014,02/04/2019,"United States, Canada",ES_22859_SM060-1CSN-*****A_02042019175818_0680378,No
2335716,FHP Manufacturing Bosch Group,Bosch,SM Split,SM060-1CSN-*****A,,Closed Loop Water-to-Air,4,19.7,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM060-1CSN-*****A_03292019030620_317789,No
2335891,FHP Manufacturing Bosch Group,Bosch,SM Split,SM060-1CSN-*****A,,Open Loop Water-to-Air,4.6,23.8,01/17/2014,04/02/2019,"United States, Canada",ES_22859_SM060-1CSN-*****A_03292019030623_4163292,No
2307868,FHP Manufacturing Bosch Group,Bosch,SM,SM060-1VT/CF*-*****B,,Open Loop Water-to-Air,4.7,24,06/30/2017,12/14/2017,"United States, Canada",ES_22859_9113185_12142017160050_1117028,No
2307873,FHP Manufacturing Bosch Group,Bosch,SM,SM060-1VT/CF*-*****B,,Closed Loop Water-to-Air,4,18.6,06/30/2017,12/14/2017,"United States, Canada",ES_22859_9113185_12142017160051_5615086,No
2307869,FHP Manufacturing Bosch Group,Bosch,SM,SM070-1VT/CF*-*****B,,Open Loop Water-to-Air,4.4,22.1,06/30/2017,12/14/2017,"United States, Canada",ES_22859_9113186_12142017160050_5903172,No
2307874,FHP Manufacturing Bosch Group,Bosch,SM,SM070-1VT/CF*-*****B,,Closed Loop Water-to-Air,3.8,17.3,06/30/2017,12/14/2017,"United States, Canada",ES_22859_9113186_12142017160051_3265224,No
1738678,FHP Manufacturing Bosch Group,Bosch-Geo,BP007,BP007-1HZ,,Open Loop Water-to-Air,4.9,25.1,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4501271_06062012104352_7629600,No
1740654,FHP Manufacturing Bosch Group,Bosch-Geo,BP007,BP007-1HZ,,Closed Loop Water-to-Air,3.6,18.5,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4501271_06062012104352_7666158,No
2316983,FHP Manufacturing Bosch Group,Bosch-Geo,BP007,BP007-1HZ/VT,,Closed Loop Water-to-Water,3.6,18.5,02/20/2011,04/04/2018,"United States, Canada",ES_22859_BP007-1HZ/VT_04042018153736_3322473,No
1738915,FHP Manufacturing Bosch Group,Bosch-Geo,BP007,BP007-1VT,,Open Loop Water-to-Air,4.9,25.1,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4501271_06062012104352_7629767,No
1740655,FHP Manufacturing Bosch Group,Bosch-Geo,BP007,BP007-1VT,,Closed Loop Water-to-Air,3.6,18.5,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4501271_06062012104352_7666325,No
1738916,FHP Manufacturing Bosch Group,Bosch-Geo,BP009,BP009-1HZ,,Open Loop Water-to-Air,4.5,25.5,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4502769_06062012104352_7629935,No
1740656,FHP Manufacturing Bosch Group,Bosch-Geo,BP009,BP009-1HZ,,Closed Loop Water-to-Air,3.6,19.3,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4502769_06062012104352_7666493,No
2317009,FHP Manufacturing Bosch Group,Bosch-Geo,BP009,BP009-1HZ/VT,,Closed Loop Water-to-Water,3.6,19.3,02/20/2011,04/04/2018,"United States, Canada",ES_22859_BP009-1HZ/VT_04042018170117_8347909,No
1738917,FHP Manufacturing Bosch Group,Bosch-Geo,BP009,BP009-1VT,,Open Loop Water-to-Air,4.5,25.5,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4502769_06062012104352_7630103,No
1740657,FHP Manufacturing Bosch Group,Bosch-Geo,BP009,BP009-1VT,,Closed Loop Water-to-Air,3.6,19.3,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4502769_06062012104352_7666661,No
1738918,FHP Manufacturing Bosch Group,Bosch-Geo,BP012,BP012-1HZ,,Open Loop Water-to-Air,4.3,22.7,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4504310_06062012104352_7630270,No
1740658,FHP Manufacturing Bosch Group,Bosch-Geo,BP012,BP012-1HZ,,Closed Loop Water-to-Air,3.6,17.5,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4504310_06062012104352_7666828,No
2316981,FHP Manufacturing Bosch Group,Bosch-Geo,BP012,BP012-1HZ/VT,,Closed Loop Water-to-Water,3.6,17.5,02/20/2011,04/04/2018,"United States, Canada",ES_22859_BP012-1HZ/VT_04042018153720_4400151,No
1738919,FHP Manufacturing Bosch Group,Bosch-Geo,BP012,BP012-1VT,,Open Loop Water-to-Air,4.3,22.7,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4504310_06062012104352_7630438,No
1740659,FHP Manufacturing Bosch Group,Bosch-Geo,BP012,BP012-1VT,,Closed Loop Water-to-Air,3.6,17.5,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4504310_06062012104352_7666996,No
1738920,FHP Manufacturing Bosch Group,Bosch-Geo,BP015,BP015-1HZ,,Open Loop Water-to-Air,4.6,28.8,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4505156_06062012104352_7630606,No
1740660,FHP Manufacturing Bosch Group,Bosch-Geo,BP015,BP015-1HZ,,Closed Loop Water-to-Air,3.9,20.6,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4505156_06062012104352_7667164,No
2317005,FHP Manufacturing Bosch Group,Bosch-Geo,BP015,BP015-1HZ/VT,,Closed Loop Water-to-Water,3.9,20.6,02/20/2011,04/04/2018,"United States, Canada",ES_22859_BP015-1HZ/VT_04042018170015_9636602,No
1738921,FHP Manufacturing Bosch Group,Bosch-Geo,BP015,BP015-1VT,,Open Loop Water-to-Air,4.6,28.8,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4505156_06062012104352_7630774,No
1740661,FHP Manufacturing Bosch Group,Bosch-Geo,BP015,BP015-1VT,,Closed Loop Water-to-Air,3.9,20.6,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4505156_06062012104352_7667331,No
1738922,FHP Manufacturing Bosch Group,Bosch-Geo,BP018,BP018-1HZ,,Open Loop Water-to-Air,4.5,25.6,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4508608_06062012104352_7630941,No
1740662,FHP Manufacturing Bosch Group,Bosch-Geo,BP018,BP018-1HZ,,Closed Loop Water-to-Air,3.8,19,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4508608_06062012104352_7667499,No
2333574,FHP Manufacturing Bosch Group,Bosch-Geo,BP,BP018-1HZ*******C,,Closed Loop Water-to-Water,3.6,17.9,02/20/2011,02/15/2019,"United States, Canada",ES_22859_BP018-1HZ*******C_02152019174716_6768724,No
2335738,FHP Manufacturing Bosch Group,Bosch-Geo,BP,BP018-1HZ*******C,,Closed Loop Water-to-Air,3.7,17.9,02/20/2011,04/02/2019,"United States, Canada",ES_22859_BP018-1HZ*******C_03292019030630_1341249,No
2335785,FHP Manufacturing Bosch Group,Bosch-Geo,BP,BP018-1HZ*******C,,Open Loop Water-to-Air,4.4,24.7,02/20/2011,04/02/2019,"United States, Canada",ES_22859_BP018-1HZ*******C_03292019030633_8238913,No
2316973,FHP Manufacturing Bosch Group,Bosch-Geo,BP018,BP018-1HZ/VT,,Closed Loop Water-to-Water,3.8,19,02/20/2011,04/04/2018,"United States, Canada",ES_22859_BP018-1HZ/VT_04042018153517_6053746,No
1738923,FHP Manufacturing Bosch Group,Bosch-Geo,BP018,BP018-1VT,,Open Loop Water-to-Air,4.5,25.6,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4508608_06062012104352_7631109,No
1740663,FHP Manufacturing Bosch Group,Bosch-Geo,BP018,BP018-1VT,,Closed Loop Water-to-Air,3.8,19,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4508608_06062012104352_7667667,No
2327409,FHP Manufacturing Bosch Group,Bosch-Geo,BP018,BP018-1VT*******C,,Closed Loop Water-to-Water,3.8,19,02/20/2011,10/11/2018,"United States, Canada",ES_22859_BP018-1VT*******C_10112018214901_0444858,No
2335879,FHP Manufacturing Bosch Group,Bosch-Geo,BP018,BP018-1VT*******C,,Open Loop Water-to-Air,4.5,25.6,02/20/2011,04/02/2019,"United States, Canada",ES_22859_BP018-1VT*******C_03292019030618_6390690,No
2335952,FHP Manufacturing Bosch Group,Bosch-Geo,BP018,BP018-1VT*******C,,Closed Loop Water-to-Air,3.8,19,02/20/2011,04/03/2019,"United States, Canada",ES_22859_BP018-1VT*******C_03292019030617_2251907,No
1738924,FHP Manufacturing Bosch Group,Bosch-Geo,BP024,BP024-1HZ,,Open Loop Water-to-Air,4.6,28.1,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4509712_06062012104352_7631277,No
1740664,FHP Manufacturing Bosch Group,Bosch-Geo,BP024,BP024-1HZ,,Closed Loop Water-to-Air,4,21.1,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4509712_06062012104352_7667834,No
2316971,FHP Manufacturing Bosch Group,Bosch-Geo,BP024,BP024-1HZ/VT,,Closed Loop Water-to-Water,4,21.1,02/20/2011,04/04/2018,"United States, Canada",ES_22859_BP024-1HZ/VT_04042018153440_1356174,No
2335601,FHP Manufacturing Bosch Group,Bosch-Geo,BP024,BP024-1HZ/VT,,Closed Loop Water-to-Air,3.7,19.8,02/20/2011,04/02/2019,"United States, Canada",ES_22859_BP024-1HZ/VT_03292019030542_2360483,No
2335602,FHP Manufacturing Bosch Group,Bosch-Geo,BP024,BP024-1HZ/VT,,Open Loop Water-to-Air,4.5,27.4,02/20/2011,04/02/2019,"United States, Canada",ES_22859_BP024-1HZ/VT_03292019030543_3085546,No
1738925,FHP Manufacturing Bosch Group,Bosch-Geo,BP024,BP024-1VT,,Open Loop Water-to-Air,4.6,28.1,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4509712_06062012104352_7631444,No
1740665,FHP Manufacturing Bosch Group,Bosch-Geo,BP024,BP024-1VT,,Closed Loop Water-to-Air,4,21.1,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4509712_06062012104352_7668002,No
1738926,FHP Manufacturing Bosch Group,Bosch-Geo,BP030,BP030-1HZ,,Open Loop Water-to-Air,5.2,27,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4510474_06062012104352_7631612,No
1740666,FHP Manufacturing Bosch Group,Bosch-Geo,BP030,BP030-1HZ,,Closed Loop Water-to-Air,4.3,19.4,02/20/2011,02/25/2011,"United States, Canada",ES_22859_4510474_06062012104352_7668170,No
2316977,FHP Manufacturing Bosch Group,Bosch-Geo,BP030,BP030-1HZ/VT,,Closed Loop Water-to-Water,4.3,19.4,02/20/2011,04/04/2018,"United States, Canada",ES_22859_BP030-1HZ/VT_04042018153614_9737353,No
2266905,"Enertech Global, LLC",TETCO,Ion,TZT048******B,,Closed Loop Water-to-Air,4.1,22.5,07/01/2016,05/17/2016,"United States, Canada",ES_1062792_05172016152450_2142075,No
2323530,"Enertech Global, LLC",TETCO,Ion,TZT060,,Closed Loop Water-to-Water,3.8,20.3,07/01/2018,07/31/2018,"United States, Canada",ES_1062792_TZT060_07312018205141_0651786,No
2335681,"Enertech Global, LLC",TETCO,Ion,TZT060,,Closed Loop Water-to-Air,3.8,20.3,07/01/2018,04/02/2019,"United States, Canada",ES_1062792_TZT060_03292019030611_7635708,No
2335849,"Enertech Global, LLC",TETCO,Ion,TZT060,,Open Loop Water-to-Air,4.4,24.6,07/01/2018,04/02/2019,"United States, Canada",ES_1062792_TZT060_03292019030612_9983161,No
2291976,"Enertech Global, LLC",TETCO,Ion,TZT060******B,,Closed Loop Water-to-Air,4,22.8,08/01/2016,03/06/2017,"United States, Canada",ES_1062792_03062017153710_7697229,No
2323537,"Enertech Global, LLC",TETCO,Ion,TZT072,,Closed Loop Water-to-Water,3.6,18.4,07/01/2018,07/31/2018,"United States, Canada",ES_1062792_TZT072_07312018205335_1049859,No
2335700,"Enertech Global, LLC",TETCO,Ion,TZT072,,Closed Loop Water-to-Air,3.6,18.5,07/01/2018,04/02/2019,"United States, Canada",ES_1062792_TZT072_03292019030614_5477857,No
2335878,"Enertech Global, LLC",TETCO,Ion,TZT072,,Open Loop Water-to-Air,4.1,22,07/01/2018,04/02/2019,"United States, Canada",ES_1062792_TZT072_03292019030617_5419958,No
2291980,"Enertech Global, LLC",TETCO,Ion,TZT072******B,,Closed Loop Water-to-Air,4,21.6,08/01/2016,03/06/2017,"United States, Canada",ES_1062792_03062017153710_4862394,No
1738652,FHP Manufacturing Bosch Group,Aquarius,EP007,EP007-1HZ,,Open Loop Water-to-Air,4.9,25.1,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919847_06062012104352_7625240,No
1740533,FHP Manufacturing Bosch Group,Aquarius,EP007,EP007-1HZ,,Closed Loop Water-to-Air,3.6,18.5,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919847_06062012104352_7657940,No
2316982,FHP Manufacturing Bosch Group,Aquarius,EP007,EP007-1HZ/VT,,Closed Loop Water-to-Water,3.6,18.5,06/01/2010,04/04/2018,"United States, Canada",ES_22859_EP007-1HZ/VT_04042018153729_3899144,No
1738653,FHP Manufacturing Bosch Group,Aquarius,EP007,EP007-1VT,,Open Loop Water-to-Air,4.9,25.1,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919847_06062012104352_7625407,No
1740534,FHP Manufacturing Bosch Group,Aquarius,EP007,EP007-1VT,,Closed Loop Water-to-Air,3.6,18.5,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919847_06062012104352_7658108,No
1738654,FHP Manufacturing Bosch Group,Aquarius,EP009,EP009-1HZ,,Open Loop Water-to-Air,4.5,25.5,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919848_06062012104352_7625575,No
1740535,FHP Manufacturing Bosch Group,Aquarius,EP009,EP009-1HZ,,Closed Loop Water-to-Air,3.6,19.3,06/01/2010,02/10/2011,"United States, Canada",ES_22859_3919848_06062012104352_7658276,No
1740537,FHP Manufacturing Bosch Group,Aquarius,EP009,EP009-1HZ,,Closed Loop Water-to-Air,3.6,19.3,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919848_06062012104352_7658611,No
2317008,FHP Manufacturing Bosch Group,Aquarius,EP009,EP009-1HZ/VT,,Closed Loop Water-to-Water,3.6,19.3,06/01/2010,04/04/2018,"United States, Canada",ES_22859_EP009-1HZ/VT_04042018170110_2861295,No
1738655,FHP Manufacturing Bosch Group,Aquarius,EP009,EP009-1VT,,Open Loop Water-to-Air,4.5,25.5,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919848_06062012104352_7625743,No
1740536,FHP Manufacturing Bosch Group,Aquarius,EP009,EP009-1VT,,Closed Loop Water-to-Air,3.6,19.3,06/01/2010,02/10/2011,"United States, Canada",ES_22859_3919848_06062012104352_7658443,No
1740538,FHP Manufacturing Bosch Group,Aquarius,EP009,EP009-1VT,,Closed Loop Water-to-Air,3.6,19.3,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919848_06062012104352_7658779,No
1738656,FHP Manufacturing Bosch Group,Aquarius,EP012,EP012-1HZ,,Open Loop Water-to-Air,4.3,22.7,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919853_06062012104352_7625910,No
1740540,FHP Manufacturing Bosch Group,Aquarius,EP012,EP012-1HZ,,Closed Loop Water-to-Air,3.6,17.5,06/01/2010,02/10/2011,"United States, Canada",ES_22859_3919853_06062012104352_7659114,No
1740542,FHP Manufacturing Bosch Group,Aquarius,EP012,EP012-1HZ,,Closed Loop Water-to-Air,3.6,17.5,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919853_06062012104352_7659450,No
2316980,FHP Manufacturing Bosch Group,Aquarius,EP012,EP012-1HZ/VT,,Closed Loop Water-to-Water,3.6,17.5,06/01/2010,04/04/2018,"United States, Canada",ES_22859_EP012-1HZ/VT_04042018153712_9643884,No
1738657,FHP Manufacturing Bosch Group,Aquarius,EP012,EP012-1VT,,Open Loop Water-to-Air,4.3,22.7,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919853_06062012104352_7626078,No
1740541,FHP Manufacturing Bosch Group,Aquarius,EP012,EP012-1VT,,Closed Loop Water-to-Air,3.6,17.5,06/01/2010,02/10/2011,"United States, Canada",ES_22859_3919853_06062012104352_7659282,No
1740543,FHP Manufacturing Bosch Group,Aquarius,EP012,EP012-1VT,,Closed Loop Water-to-Air,3.6,17.5,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919853_06062012104352_7659617,No
1738658,FHP Manufacturing Bosch Group,Aquarius,EP015,EP015-1HZ,,Open Loop Water-to-Air,4.6,28.8,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919854_06062012104352_7626246,No
1740544,FHP Manufacturing Bosch Group,Aquarius,EP015,EP015-1HZ,,Closed Loop Water-to-Air,3.9,20.6,06/01/2010,02/10/2011,"United States, Canada",ES_22859_3919854_06062012104352_7659785,No
1740546,FHP Manufacturing Bosch Group,Aquarius,EP015,EP015-1HZ,,Closed Loop Water-to-Air,3.9,20.6,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919854_06062012104352_7660120,No
2317004,FHP Manufacturing Bosch Group,Aquarius,EP015,EP015-1HZ/VT,,Closed Loop Water-to-Water,3.9,20.6,06/01/2010,04/04/2018,"United States, Canada",ES_22859_EP015-1HZ/VT_04042018170000_6047217,No
1738659,FHP Manufacturing Bosch Group,Aquarius,EP015,EP015-1VT,,Open Loop Water-to-Air,4.6,28.8,06/01/2010,02/25/2011,"United States, Canada",ES_22859_3919854_06062012104352_7626413,No
1740545,FHP Manufacturing Bosch Group,Aquarius,EP015,EP015-1VT,,Closed Loop Water-to-Air,3.9,20.6,06/01/2010,02/10/2011,"United States, Canada",ES_22859_3919854_06062012104352_7659953,No
