ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,COP Rating,Energy Efficiency (EER) ,Date Available On Market,Date Qualified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2226285,Carrier Corporation,Bryant,GB,GB024H/V******1*X1,,Closed Loop Water-to-Air,4,21.1,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_7936211,No
2226289,Carrier Corporation,Bryant,GB,GB024H/V******1*X1,,Open Loop Water-to-Air,4.6,28.1,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_1956075,No
2226283,Carrier Corporation,Bryant,GB,GB030H/V******1*X1,,Closed Loop Water-to-Air,4.3,19.4,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121036_6598066,No
2226287,Carrier Corporation,Bryant,GB,GB030H/V******1*X1,,Open Loop Water-to-Air,5.2,27,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_4006244,No
2335420,Carrier Corporation,Bryant,GB,GB036H******1**1,,Open Loop Water-to-Air,4.6,22.8,02/20/2011,03/28/2019,"United States, Canada",ES_1020846_GB036H******1**1_03262019143200_5910922,No
2335444,Carrier Corporation,Bryant,GB,GB036H******1**1,,Closed Loop Water-to-Air,3.8,17.5,02/20/2011,03/28/2019,"United States, Canada",ES_1020846_GB036H******1**1_03262019143200_4347643,No
2226030,Carrier Corporation,Bryant,GB,GB036H/V******1*X1,,Closed Loop Water-to-Air,4.1,19.7,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_4996665,No
2226071,Carrier Corporation,Bryant,GB,GB036H/V******1*X1,,Open Loop Water-to-Air,4.9,25.9,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_7619996,No
2335423,Carrier Corporation,Bryant,GB,GB036V******1**1,,Closed Loop Water-to-Air,3.9,19.7,02/20/2011,03/28/2019,"United States, Canada",ES_1020846_GB036V******1**1_03262019143200_6263672,No
2335441,Carrier Corporation,Bryant,GB,GB036V******1**1,,Open Loop Water-to-Air,4.9,25.9,02/20/2011,03/28/2019,"United States, Canada",ES_1020846_GB036V******1**1_03262019143201_6946255,No
2333579,Carrier Corporation,Bryant,BP042,GB042V******1**1,,Closed Loop Water-to-Water,4,19.8,05/12/2014,02/15/2019,"United States, Canada",ES_1020846_GB042V******1**1_02152019185214_3256293,No
2335174,Carrier Corporation,Bryant,BP042,GB042V******1**1,,Open Loop Water-to-Air,,,05/12/2014,03/25/2019,"United States, Canada",ES_1020846_GB042V******1**1_03222019215749_6723758,No
2335182,Carrier Corporation,Bryant,BP042,GB042V******1**1,,Closed Loop Water-to-Air,,,05/12/2014,03/25/2019,"United States, Canada",ES_1020846_GB042V******1**1_03222019215749_6364868,No
2226018,Carrier Corporation,Bryant,GB,GB060H/V******1*X1,,Closed Loop Water-to-Air,4.2,18.5,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121036_2774245,No
2226063,Carrier Corporation,Bryant,GB,GB060H/V******1*X1,,Open Loop Water-to-Air,4.9,24.1,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_7052133,No
2274997,Carrier Corporation,Bryant,GC,GC024C/H/V******1*X1 + UI,,Open Loop Water-to-Air,5,30,04/13/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172440_3659441,Yes
2274998,Carrier Corporation,Bryant,GC,GC024C/H/V******1*X1 + UI,,Closed Loop Water-to-Air,4.2,24,04/13/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172440_7763491,Yes
2275001,Carrier Corporation,Bryant,GC,GC036C/H/V******1*X1 + UI,,Open Loop Water-to-Air,5.1,32.5,04/13/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172441_1762397,Yes
2275002,Carrier Corporation,Bryant,GC,GC036C/H/V******1*X1 + UI,,Closed Loop Water-to-Air,4.5,27,04/13/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172441_2588806,Yes
2275005,Carrier Corporation,Bryant,GC,GC048C/H/V******1*X1 + UI,,Open Loop Water-to-Air,4.9,29.5,04/13/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172441_3198050,Yes
2275006,Carrier Corporation,Bryant,GC,GC048C/H/V******1*X1 + UI,,Closed Loop Water-to-Air,4.2,23.5,04/13/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172441_6157481,Yes
2275009,Carrier Corporation,Bryant,GC,GC060C/H/V******1*X1 + UI,,Open Loop Water-to-Air,4.7,27.8,04/13/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172441_9594924,Yes
2275010,Carrier Corporation,Bryant,GC,GC060C/H/V******1*X1 + UI,,Closed Loop Water-to-Air,4.1,22.7,04/13/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172441_4160242,Yes
2275013,Carrier Corporation,Bryant,GC,GC072C/H/V******1*X1 + UI,,Open Loop Water-to-Air,4.6,25.8,04/13/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172441_1145014,Yes
2275014,Carrier Corporation,Bryant,GC,GC072C/H/V******1*X1 + UI,,Closed Loop Water-to-Air,4,21.9,04/13/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172441_7294787,Yes
2335580,Carrier Corporation,Bryant,GC,GC072C/H/V******1*X1 + UI,,Open Loop Water-to-Air,4.4,24.4,04/13/2016,04/02/2019,"United States, Canada",ES_1020846_GC072C/H/V******1*X1 + UI_03292019230523_4786091,No
2335581,Carrier Corporation,Bryant,GC,GC072C/H/V******1*X1 + UI,,Closed Loop Water-to-Air,3.8,20.1,04/13/2016,04/02/2019,"United States, Canada",ES_1020846_GC072C/H/V******1*X1 + UI_03292019230523_9186841,No
2226827,Carrier Corporation,Bryant,GS,GS024**1*X1,,Closed Loop Water-to-Air,3.9,21.3,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_7830181,No
2226829,Carrier Corporation,Bryant,GS,GS024**1*X1,,Closed Loop Water-to-Air,4,20.8,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_7721729,No
2226841,Carrier Corporation,Bryant,GS,GS024**1*X1,,Open Loop Water-to-Air,4.4,26.1,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_5413028,No
2226843,Carrier Corporation,Bryant,GS,GS024**1*X1,,Open Loop Water-to-Air,4.3,26.4,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_1144769,No
2226845,Carrier Corporation,Bryant,GS,GS024**1*X1,,Open Loop Water-to-Air,4.8,27.7,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_5912433,No
2226867,Carrier Corporation,Bryant,GS,GS024**1*X1,,Closed Loop Water-to-Air,4,21.3,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152246_8639909,No
2226847,Carrier Corporation,Bryant,GS,GS036**1*X1,,Open Loop Water-to-Air,4.3,24.7,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_6864950,No
2226849,Carrier Corporation,Bryant,GS,GS036**1*X1,,Open Loop Water-to-Air,4.9,26,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_9257075,No
2226863,Carrier Corporation,Bryant,GS,GS036**1*X1,,Closed Loop Water-to-Air,3.7,20.4,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152246_4396896,No
2226865,Carrier Corporation,Bryant,GS,GS036**1*X1,,Closed Loop Water-to-Air,4.2,21.4,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152246_5963859,No
2226837,Carrier Corporation,Bryant,GS,GS048**1*X1,,Open Loop Water-to-Air,3.7,20.2,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_4480032,No
2226839,Carrier Corporation,Bryant,GS,GS048**1*X1,,Open Loop Water-to-Air,4.6,24.6,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_4548820,No
2226859,Carrier Corporation,Bryant,GS,GS048**1*X1,,Closed Loop Water-to-Air,3.7,20.2,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152246_7354708,No
2226861,Carrier Corporation,Bryant,GS,GS048**1*X1,,Closed Loop Water-to-Air,4,20.4,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152246_4983810,No
2226833,Carrier Corporation,Bryant,GS,GS060**1*X1,,Open Loop Water-to-Air,4.1,22.3,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_1620760,No
2226835,Carrier Corporation,Bryant,GS,GS060**1*X1,,Open Loop Water-to-Air,4.5,23.8,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_7584783,No
2226855,Carrier Corporation,Bryant,GS,GS060**1*X1,,Closed Loop Water-to-Air,3.6,18.9,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152246_8380148,No
2226857,Carrier Corporation,Bryant,GS,GS060**1*X1,,Closed Loop Water-to-Air,3.9,20.2,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152246_4742569,No
2226831,Carrier Corporation,Bryant,GS,GS072**1*X1,,Open Loop Water-to-Air,4.3,22.2,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152247_2341833,No
2226851,Carrier Corporation,Bryant,GS,GS072**1*X1,,Closed Loop Water-to-Air,3.6,17.1,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152246_1498934,No
2226853,Carrier Corporation,Bryant,GS,GS072**1*X1,,Closed Loop Water-to-Air,3.8,18.6,05/12/2014,12/08/2014,"United States, Canada",ES_1020846_12082014152246_8407526,No
2226061,Carrier Corporation,Bryant,GT,GT024C/H/V******1*X1,,Closed Loop Water-to-Air,4.2,24,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_8669771,No
2226081,Carrier Corporation,Bryant,GT,GT024C/H/V******1*X1,,Open Loop Water-to-Air,5,30,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_5893607,No
2226075,Carrier Corporation,Bryant,GT,GT036C/H/V******1*X1,,Closed Loop Water-to-Air,4.5,27,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_7458687,No
2226083,Carrier Corporation,Bryant,GT,GT036C/H/V******1*X1,,Open Loop Water-to-Air,5.1,32.5,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121039_3657412,No
2226059,Carrier Corporation,Bryant,GT,GT048C/H/V******1*X1,,Closed Loop Water-to-Air,4.2,23.5,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_6576363,No
2226079,Carrier Corporation,Bryant,GT,GT048C/H/V******1*X1,,Open Loop Water-to-Air,4.9,29.5,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_2528411,No
2226053,Carrier Corporation,Bryant,GT,GT060C/H/V******1*X1,,Closed Loop Water-to-Air,4.1,22.7,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_2560494,No
2226077,Carrier Corporation,Bryant,GT,GT060C/H/V******1*X1,,Open Loop Water-to-Air,4.7,27.8,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_5328114,No
2226047,Carrier Corporation,Bryant,GT,GT072C/H/V******1*X1,,Closed Loop Water-to-Air,4,21.9,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_6267721,No
2226069,Carrier Corporation,Bryant,GT,GT072C/H/V******1*X1,,Open Loop Water-to-Air,4.6,25.8,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_4917081,No
2226022,Carrier Corporation,Bryant,GW,GW024W******1*X1,,Closed Loop Water-to-Water,3.1,19,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121036_7502640,No
2226057,Carrier Corporation,Bryant,GW,GW024W******1*X1,,Open Loop Water-to-Water,3.6,23.4,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_5962297,No
2226016,Carrier Corporation,Bryant,GW,GW036W******1*X1,,Closed Loop Water-to-Water,3.1,17.6,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121036_2450233,No
2226051,Carrier Corporation,Bryant,GW,GW036W******1*X1,,Open Loop Water-to-Water,3.5,22.5,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_8374949,No
2226014,Carrier Corporation,Bryant,GW,GW048W******1*X1,,Closed Loop Water-to-Water,3.1,17.5,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121036_4279391,No
2226045,Carrier Corporation,Bryant,GW,GW048W******1*X1,,Open Loop Water-to-Water,3.5,21.6,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_7077182,No
2226012,Carrier Corporation,Bryant,GW,GW060W******1*X1,,Closed Loop Water-to-Water,3.1,17.3,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121036_4786599,No
2226040,Carrier Corporation,Bryant,GW,GW060W******1*X1,,Open Loop Water-to-Water,3.5,21.6,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_6703817,No
2226010,Carrier Corporation,Bryant,GW,GW072W******1*X1,,Closed Loop Water-to-Water,3.1,16.7,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121036_7044650,No
2226034,Carrier Corporation,Bryant,GW,GW072W******1*X1,,Open Loop Water-to-Water,3.5,20.3,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_8683467,No
2226008,Carrier Corporation,Bryant,GW,GW120W******1*X1,,Closed Loop Water-to-Water,3.1,16.4,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121036_9995146,No
2226032,Carrier Corporation,Bryant,GW,GW120W******1*X1,,Open Loop Water-to-Water,3.6,20.1,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_5240623,No
2275100,Carrier Corporation,Bryant,GZ,GZ024*******1*X1,,Open Loop Water-to-Air,4.3,25.9,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_6110857,Yes
2275101,Carrier Corporation,Bryant,GZ,GZ024*******1*X1,,Closed Loop Water-to-Air,3.7,21,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_9309763,Yes
2275102,Carrier Corporation,Bryant,GZ,GZ024*******1*X1,,Open Loop Water-to-Air,4.3,26.4,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_5527047,Yes
2275103,Carrier Corporation,Bryant,GZ,GZ024*******1*X1,,Closed Loop Water-to-Air,3.9,21.3,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_7893723,Yes
2275108,Carrier Corporation,Bryant,GZ,GZ024*******1*X1,,Open Loop Water-to-Air,4.2,24.3,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172432_1568912,Yes
2275109,Carrier Corporation,Bryant,GZ,GZ024*******1*X1,,Closed Loop Water-to-Air,3.6,20.2,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172432_4593639,Yes
2274781,Carrier Corporation,Bryant,GZ,GZ024******1*X1,,Open Loop Water-to-Air,4.6,25.9,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_3676718,Yes
2274782,Carrier Corporation,Bryant,GZ,GZ024******1*X1,,Closed Loop Water-to-Air,4,20.8,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_7602154,Yes
2274775,Carrier Corporation,Bryant,GZ,GZ036******1**1,,Closed Loop Water-to-Air,4.2,21.4,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172429_3361204,Yes
2274776,Carrier Corporation,Bryant,GZ,GZ036******1**1,,Open Loop Water-to-Air,5,25.8,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172429_7447522,Yes
2333561,Carrier Corporation,Bryant,GZ,GZ036*******1**2,,Closed Loop Water-to-Water,3.8,20.8,03/31/2016,02/15/2019,"United States, Canada",ES_1020846_GZ036*******1**2_02152019153430_6947583,No
2335663,Carrier Corporation,Bryant,GZ,GZ036*******1**2,,Closed Loop Water-to-Air,3.8,20.9,03/31/2016,04/02/2019,"United States, Canada",ES_1020846_GZ036*******1**2_03292019030608_8710747,No
2335837,Carrier Corporation,Bryant,GZ,GZ036*******1**2,,Open Loop Water-to-Air,4.6,24.2,03/31/2016,04/02/2019,"United States, Canada",ES_1020846_GZ036*******1**2_03292019030609_3176749,No
2274785,Carrier Corporation,Bryant,GZ,GZ036******1*X1,,Closed Loop Water-to-Air,3.7,20.4,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_7486915,Yes
2274786,Carrier Corporation,Bryant,GZ,GZ036******1*X1,,Open Loop Water-to-Air,4.3,24.7,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_8217945,Yes
2274789,Carrier Corporation,Bryant,GZ,GZ036******1*X1,,Closed Loop Water-to-Air,3.9,19.6,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_5185932,Yes
2274790,Carrier Corporation,Bryant,GZ,GZ036******1*X1,,Open Loop Water-to-Air,4.6,24.2,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_9388647,Yes
2275082,Carrier Corporation,Bryant,GZ,GZ036**1*X1,,Open Loop Water-to-Air,4.3,23.1,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_9795947,Yes
2275083,Carrier Corporation,Bryant,GZ,GZ036**1*X1,,Closed Loop Water-to-Air,3.7,17.8,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_6943460,Yes
2274793,Carrier Corporation,Bryant,GZ,GZ048******1*X1,,Open Loop Water-to-Air,4.3,24.5,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_2421653,Yes
2274794,Carrier Corporation,Bryant,GZ,GZ048******1*X1,,Closed Loop Water-to-Air,3.7,20.2,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_4542292,Yes
2274797,Carrier Corporation,Bryant,GZ,GZ048******1*X1,,Open Loop Water-to-Air,4.4,23.7,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_9957680,Yes
2274798,Carrier Corporation,Bryant,GZ,GZ048******1*X1,,Closed Loop Water-to-Air,3.8,19.2,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_5887766,Yes
2275088,Carrier Corporation,Bryant,GZ,GZ048**1*X1,,Open Loop Water-to-Air,4.3,22.8,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_8589919,Yes
2275089,Carrier Corporation,Bryant,GZ,GZ048**1*X1,,Closed Loop Water-to-Air,3.7,18.7,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_1822663,Yes
2274801,Carrier Corporation,Bryant,GZ,GZ060******1*X1,,Open Loop Water-to-Air,4.5,23.8,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_6122295,Yes
2274802,Carrier Corporation,Bryant,GZ,GZ060******1*X1,,Closed Loop Water-to-Air,3.9,20.2,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_4151240,Yes
2274805,Carrier Corporation,Bryant,GZ,GZ060******1*X1,,Open Loop Water-to-Air,4.1,23.4,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_3131426,Yes
2274806,Carrier Corporation,Bryant,GZ,GZ060******1*X1,,Closed Loop Water-to-Air,3.6,19.8,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_1675935,Yes
2275092,Carrier Corporation,Bryant,GZ,GZ060**1*X1,,Open Loop Water-to-Air,4.5,25.5,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_8110820,Yes
2275093,Carrier Corporation,Bryant,GZ,GZ060**1*X1,,Closed Loop Water-to-Air,3.9,21.1,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_1181231,Yes
2274809,Carrier Corporation,Bryant,GZ,GZ072******1*X1,,Open Loop Water-to-Air,4.3,22.2,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172430_6730901,Yes
2275077,Carrier Corporation,Bryant,GZ,GZ072******1*X1,,Closed Loop Water-to-Air,3.8,18.6,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_9903974,Yes
2275080,Carrier Corporation,Bryant,GZ,GZ072******1X*1,,Open Loop Water-to-Air,3.9,21.6,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_1790095,No
2275081,Carrier Corporation,Bryant,GZ,GZ072******1X*1,,Closed Loop Water-to-Air,3.5,18,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_1759262,No
2275096,Carrier Corporation,Bryant,GZ,GZ072**1*X1,,Open Loop Water-to-Air,4.3,24.4,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_5214707,Yes
2275097,Carrier Corporation,Bryant,GZ,GZ072**1*X1,,Closed Loop Water-to-Air,3.8,20.4,03/31/2016,08/12/2016,"United States, Canada",ES_1020846_08122016172431_4364489,Yes
2226023,Carrier Corporation,Carrier,GB,GB018H/V******1**1,,Closed Loop Water-to-Air,3.8,19,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121036_4646308,No
2226066,Carrier Corporation,Carrier,GB,GB018H/V******1**1,,Open Loop Water-to-Air,4.5,25.6,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_5071880,No
2226284,Carrier Corporation,Carrier,GB,GB024H/V******1**1,,Closed Loop Water-to-Air,4,21.1,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_2503406,No
2226288,Carrier Corporation,Carrier,GB,GB024H/V******1**1,,Open Loop Water-to-Air,4.6,28.1,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_4557033,No
2226282,Carrier Corporation,Carrier,GB,GB030H/V******1**1,,Closed Loop Water-to-Air,4.3,19.4,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121036_2002787,No
2226286,Carrier Corporation,Carrier,GB,GB030H/V******1**1,,Open Loop Water-to-Air,5.2,27,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_8455136,No
2335418,Carrier Corporation,Carrier,GB,GB036H******1**1,,Open Loop Water-to-Air,4.6,22.8,02/20/2011,03/28/2019,"United States, Canada",ES_1020846_GB036H******1**1_03262019143201_5127086,No
2335422,Carrier Corporation,Carrier,GB,GB036H******1**1,,Closed Loop Water-to-Air,3.8,17.5,02/20/2011,03/28/2019,"United States, Canada",ES_1020846_GB036H******1**1_03262019143200_6264914,No
2226029,Carrier Corporation,Carrier,GB,GB036H/V******1**1,,Closed Loop Water-to-Air,4.1,19.7,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121037_5110672,No
2226070,Carrier Corporation,Carrier,GB,GB036H/V******1**1,,Open Loop Water-to-Air,4.9,25.9,05/12/2014,11/26/2014,"United States, Canada",ES_1020846_11262014121038_9676725,No
2335419,Carrier Corporation,Carrier,GB,GB036V******1**1,,Open Loop Water-to-Air,4.9,25.9,02/20/2011,03/28/2019,"United States, Canada",ES_1020846_GB036V******1**1_03262019143201_4580201,No
2335421,Carrier Corporation,Carrier,GB,GB036V******1**1,,Closed Loop Water-to-Air,3.9,19.7,02/20/2011,03/28/2019,"United States, Canada",ES_1020846_GB036V******1**1_03262019143200_6556502,No
1738849,"Bard Manufacturing Company, Inc.",Bard,Geo-Trio,"GTC36S1-(A-C)D(C,N) with GTA3600UD(-, A-G)",,Open Loop Water-to-Air,4.6,26.1,08/01/2010,02/18/2011,"United States, Canada",ES_1076358_4208232_06062012104352_7423836,No
1738846,"Bard Manufacturing Company, Inc.",Bard,Geo-Trio,"GTC36S1-(A-C)D(C,N) with GTA3600UD(-, A-G) and GTB1-(A, C)",,Open Loop Water-to-Air,4.7,25.6,08/01/2010,02/18/2011,"United States, Canada",ES_1076358_4016696_06062012104352_7423333,No
1738850,"Bard Manufacturing Company, Inc.",Bard,Geo-Trio,"GTC48S1-(A-C)D(C,N) with GTA4860UD(-, A-G)",,Open Loop Water-to-Air,4.3,22.4,08/01/2010,02/18/2011,"United States, Canada",ES_1076358_4208233_06062012104352_7424003,No
1738847,"Bard Manufacturing Company, Inc.",Bard,Geo-Trio,"GTC48S1-(A-C)D(C,N) with GTA4860UD(-, A-G) and GTB1-(A, C)",,Open Loop Water-to-Air,4.3,21.8,08/01/2010,02/18/2011,"United States, Canada",ES_1076358_4016955_06062012104352_7423500,No
1738851,"Bard Manufacturing Company, Inc.",Bard,Geo-Trio,"GTC60S1-(A-C)D(C,N) with GTA4860UD(-, A-G)",,Open Loop Water-to-Air,4.2,23.7,08/01/2010,02/18/2011,"United States, Canada",ES_1076358_4208234_06062012104352_7424171,No
1738848,"Bard Manufacturing Company, Inc.",Bard,Geo-Trio,"GTC60S1-(A-C)D(C,N) with GTA4860UD(-, A-G) and GTB1-(A, C)",,Open Loop Water-to-Air,4.2,21.8,08/01/2010,02/18/2011,"United States, Canada",ES_1076358_4016956_06062012104352_7423668,No
1738852,"Bard Manufacturing Company, Inc.",Bard,GeoTec,GV27S1,,Open Loop Water-to-Air,5.2,26.5,02/01/2009,08/11/2011,"United States, Canada",ES_1076358_3272125_06062012104352_7424339,No
2319018,"Bard Manufacturing Company, Inc.",Bard,GV27S3AAC,GV27S3AAC,,Open Loop Water-to-Air,4.1,21.1,11/14/2016,04/27/2018,"United States, Canada",ES_1076358_GV27S3AAC_04252018100441_3158075,No
2319019,"Bard Manufacturing Company, Inc.",Bard,GV27S3AAC,GV27S3AAC,,Closed Loop Water-to-Air,3.6,17.1,11/14/2016,04/27/2018,"United States, Canada",ES_1076358_GV27S3AAC_04252018105216_2642328,No
1738843,"Bard Manufacturing Company, Inc.",Bard,GeoTec,GV38S1,,Open Loop Water-to-Air,4.6,25.2,02/01/2009,02/18/2011,"United States, Canada",ES_1076358_3272126_06062012104352_7422830,No
2319023,"Bard Manufacturing Company, Inc.",Bard,GV38S3AAC,GV38S3AAC,,Open Loop Water-to-Air,4.1,21.1,11/14/2016,04/27/2018,"United States, Canada",ES_1076358_GV38S3AAC_04252018103735_7688257,No
2319027,"Bard Manufacturing Company, Inc.",Bard,GV38S3AAC,GV38S3AAC,,Closed Loop Water-to-Air,3.6,17.1,11/14/2016,04/27/2018,"United States, Canada",ES_1076358_GV38S3AAC_04252018125300_9598352,No
1738844,"Bard Manufacturing Company, Inc.",Bard,GeoTec,GV51S1,,Open Loop Water-to-Air,4.4,23.8,02/01/2009,02/18/2011,"United States, Canada",ES_1076358_3272127_06062012104352_7422997,No
2319022,"Bard Manufacturing Company, Inc.",Bard,GV51S3AAC,GV51S3AAC,,Open Loop Water-to-Air,4.1,21.1,11/14/2016,04/27/2018,"United States, Canada",ES_1076358_GV51S3AAC_04252018102752_4738122,No
2319026,"Bard Manufacturing Company, Inc.",Bard,GV51S3AAC,GV51S3AAC,,Closed Loop Water-to-Air,3.6,17.1,11/14/2016,04/27/2018,"United States, Canada",ES_1076358_GV51S3AAC_04252018124900_3273279,No
1738845,"Bard Manufacturing Company, Inc.",Bard,GeoTec,GV61S1,,Open Loop Water-to-Air,4.2,23.3,02/01/2009,02/18/2011,"United States, Canada",ES_1076358_3272128_06062012104352_7423165,No
2319020,"Bard Manufacturing Company, Inc.",Bard,GV61S3AAC,GV61S3AAC,,Open Loop Water-to-Air,4.1,21.1,11/14/2016,04/27/2018,"United States, Canada",ES_1076358_GV61S3AAC_04252018101237_7394220,No
2319024,"Bard Manufacturing Company, Inc.",Bard,GV61S3AAC,GV61S3AAC,,Closed Loop Water-to-Air,3.6,17.1,11/14/2016,04/27/2018,"United States, Canada",ES_1076358_GV61S3AAC_04252018112038_1331140,No
